"plh0191","year","e11102","regtyp","n","percent","lower_confidence","upper_confidence"
"True entirely","1992","Not Employed","Urban Area","158","0.0814215736851639","0.0701037917762981","0.0927393555940297"
"True entirely","1992","Not Employed","Rural Area","132","0.0994760051264496","0.0829761030523368","0.115975907200562"
"True entirely","1992","Employed","Urban Area","160","0.0362375083685527","0.0307633328483258","0.0417116838887796"
"True entirely","1992","Employed","Rural Area","132","0.0465760728306282","0.0388865455991131","0.0542656000621432"
"Tends to agree","1992","Not Employed","Urban Area","348","0.161441016840676","0.1462142672996","0.176667766381752"
"Tends to agree","1992","Not Employed","Rural Area","316","0.248024335609853","0.224216298294087","0.271832372925619"
"Tends to agree","1992","Employed","Urban Area","451","0.0920863196834276","0.0836164957599814","0.100556143606874"
"Tends to agree","1992","Employed","Rural Area","476","0.147973303013352","0.135016630920294","0.160929975106409"
"Rather not true","1992","Not Employed","Urban Area","647","0.283746651691007","0.265090066329913","0.302403237052101"
"Rather not true","1992","Not Employed","Rural Area","397","0.298524563929233","0.273297260885082","0.323751866973384"
"Rather not true","1992","Employed","Urban Area","1357","0.289801250931566","0.276512179886538","0.303090321976595"
"Rather not true","1992","Employed","Rural Area","1068","0.354991795001395","0.337530881556799","0.37245270844599"
"Totally disagree","1992","Not Employed","Urban Area","1090","0.473390757783153","0.452728033528363","0.494053482037943"
"Totally disagree","1992","Not Employed","Rural Area","419","0.353975095334464","0.327612659355573","0.380337531313356"
"Totally disagree","1992","Employed","Urban Area","2509","0.581874921016453","0.567426430670745","0.596323411362162"
"Totally disagree","1992","Employed","Rural Area","1209","0.450458829154626","0.432303553324671","0.46861410498458"
"True entirely","1993","Not Employed","Urban Area","293","0.112731221316584","0.10123050930083","0.124231933332339"
"True entirely","1993","Not Employed","Rural Area","165","0.114020298165322","0.0978330310243429","0.130207565306302"
"True entirely","1993","Employed","Urban Area","330","0.0596273207159138","0.0535232542278615","0.0657313872039661"
"True entirely","1993","Employed","Rural Area","156","0.0546399330064665","0.0463580788188054","0.0629217871941276"
"Tends to agree","1993","Not Employed","Urban Area","579","0.1944288557292","0.180037313597919","0.208820397860481"
"Tends to agree","1993","Not Employed","Rural Area","348","0.23154370734332","0.210060622741659","0.253026791944981"
"Tends to agree","1993","Employed","Urban Area","765","0.121442753362719","0.113022649637484","0.129862857087954"
"Tends to agree","1993","Employed","Rural Area","471","0.160304678282224","0.146935403812279","0.173673952752168"
"Rather not true","1993","Not Employed","Urban Area","901","0.304271216147721","0.287540079602897","0.321002352692544"
"Rather not true","1993","Not Employed","Rural Area","542","0.357779716588273","0.333366757206076","0.38219267597047"
"Rather not true","1993","Employed","Urban Area","1922","0.327397140810616","0.315300538524582","0.33949374309665"
"Rather not true","1993","Employed","Rural Area","1182","0.401075738560477","0.383216085291655","0.418935391829298"
"Totally disagree","1993","Not Employed","Urban Area","1132","0.388568706806495","0.370843848798961","0.406293564814028"
"Totally disagree","1993","Not Employed","Rural Area","426","0.296656277903085","0.273392451890454","0.319920103915715"
"Totally disagree","1993","Employed","Urban Area","2764","0.491532785110751","0.478645710902117","0.504419859319385"
"Totally disagree","1993","Employed","Rural Area","1084","0.383979650150833","0.366257128808947","0.40170217149272"
"True entirely","1994","Not Employed","Urban Area","","","",""
"True entirely","1994","Not Employed","Rural Area","","","",""
"True entirely","1994","Employed","Urban Area","","","",""
"True entirely","1994","Employed","Rural Area","","","",""
"Tends to agree","1994","Not Employed","Urban Area","","","",""
"Tends to agree","1994","Not Employed","Rural Area","","","",""
"Tends to agree","1994","Employed","Urban Area","","","",""
"Tends to agree","1994","Employed","Rural Area","","","",""
"Rather not true","1994","Not Employed","Urban Area","","","",""
"Rather not true","1994","Not Employed","Rural Area","","","",""
"Rather not true","1994","Employed","Urban Area","","","",""
"Rather not true","1994","Employed","Rural Area","","","",""
"Totally disagree","1994","Not Employed","Urban Area","","","",""
"Totally disagree","1994","Not Employed","Rural Area","","","",""
"Totally disagree","1994","Employed","Urban Area","","","",""
"Totally disagree","1994","Employed","Rural Area","","","",""
"True entirely","1995","Not Employed","Urban Area","252","0.0962895332400944","0.0860848442848241","0.106494222195365"
"True entirely","1995","Not Employed","Rural Area","158","0.11229470798738","0.0966422462242626","0.127947169750498"
"True entirely","1995","Employed","Urban Area","198","0.0344087655746471","0.0296347340657919","0.0391827970835023"
"True entirely","1995","Employed","Rural Area","101","0.0407014518792735","0.0334910905879057","0.0479118131706413"
"Tends to agree","1995","Not Employed","Urban Area","576","0.178533621324786","0.165285616473354","0.191781626176219"
"Tends to agree","1995","Not Employed","Rural Area","312","0.200361003977409","0.180517325382388","0.220204682572431"
"Tends to agree","1995","Employed","Urban Area","585","0.0911937231524799","0.0836537081507693","0.0987337381541906"
"Tends to agree","1995","Employed","Rural Area","377","0.125245787340416","0.113167655463425","0.137323919217407"
"Rather not true","1995","Not Employed","Urban Area","992","0.297706069054992","0.281888167196708","0.313523970913275"
"Rather not true","1995","Not Employed","Rural Area","584","0.358587335505445","0.334811551813943","0.382363119196948"
"Rather not true","1995","Employed","Urban Area","1890","0.337628896460725","0.325243081970657","0.350014710950794"
"Rather not true","1995","Employed","Rural Area","1176","0.39787755664507","0.380017110174546","0.415738003115594"
"Totally disagree","1995","Not Employed","Urban Area","1390","0.427470776380128","0.410356930388257","0.444584622371998"
"Totally disagree","1995","Not Employed","Rural Area","509","0.328756952529765","0.305468213447731","0.352045691611799"
"Totally disagree","1995","Employed","Urban Area","2927","0.536768614812148","0.523708511185252","0.549828718439043"
"Totally disagree","1995","Employed","Rural Area","1231","0.436175204135241","0.41807940551931","0.454271002751172"
"True entirely","1996","Not Employed","Urban Area","199","0.072379018801152","0.0632473582704957","0.0815106793318084"
"True entirely","1996","Not Employed","Rural Area","116","0.0771329013617314","0.0637597498890398","0.0905060528344231"
"True entirely","1996","Employed","Urban Area","191","0.0334295146246339","0.0286931017144444","0.0381659275348233"
"True entirely","1996","Employed","Rural Area","95","0.0342810301545242","0.0276462485270098","0.0409158117820386"
"Tends to agree","1996","Not Employed","Urban Area","573","0.191820396865501","0.177944551020412","0.20569624271059"
"Tends to agree","1996","Not Employed","Rural Area","350","0.22101060596637","0.200212840406683","0.241808371526056"
"Tends to agree","1996","Employed","Urban Area","521","0.0903362750661261","0.0827829307272672","0.0978896194049849"
"Tends to agree","1996","Employed","Rural Area","375","0.126179928591153","0.114071704031588","0.138288153150718"
"Rather not true","1996","Not Employed","Urban Area","1097","0.337568220738171","0.320903060730582","0.354233380745761"
"Rather not true","1996","Not Employed","Rural Area","590","0.37039073807907","0.346185466400192","0.394596009757947"
"Rather not true","1996","Employed","Urban Area","2102","0.381024443210547","0.368228246017783","0.39382064040331"
"Rather not true","1996","Employed","Rural Area","1297","0.452315833858811","0.434166515934526","0.470465151783097"
"Totally disagree","1996","Not Employed","Urban Area","1224","0.398232363595176","0.380980309137152","0.415484418053199"
"Totally disagree","1996","Not Employed","Rural Area","473","0.331465754592829","0.3078704542059","0.355061054979759"
"Totally disagree","1996","Employed","Urban Area","2719","0.495209767098693","0.48203576196314","0.508383772234246"
"Totally disagree","1996","Employed","Rural Area","1122","0.387223207395511","0.369460622623246","0.404985792167777"
"True entirely","1997","Not Employed","Urban Area","237","0.0985042917809052","0.0880596497837635","0.108948933778047"
"True entirely","1997","Not Employed","Rural Area","116","0.0850663766142296","0.0712445741682383","0.0988881790602209"
"True entirely","1997","Employed","Urban Area","197","0.0404665411581007","0.0351833908057911","0.0457496915104104"
"True entirely","1997","Employed","Rural Area","96","0.0478841447061725","0.0399569345347969","0.055811354877548"
"Tends to agree","1997","Not Employed","Urban Area","610","0.191701076731605","0.17790414781907","0.205498005644141"
"Tends to agree","1997","Not Employed","Rural Area","309","0.194500856804665","0.174890557559422","0.214111156049909"
"Tends to agree","1997","Employed","Urban Area","591","0.103719955671729","0.0955453296947812","0.111894581648677"
"Tends to agree","1997","Employed","Rural Area","360","0.123757098574493","0.111531308833984","0.135982888315002"
"Rather not true","1997","Not Employed","Urban Area","1057","0.313212275068421","0.296956233556841","0.329468316580001"
"Rather not true","1997","Not Employed","Rural Area","614","0.382933676367027","0.358850230644386","0.407017122089669"
"Rather not true","1997","Employed","Urban Area","1989","0.3629214648858","0.350029542558307","0.375813387213293"
"Rather not true","1997","Employed","Rural Area","1173","0.402472421457044","0.384265913832829","0.420678929081259"
"Totally disagree","1997","Not Employed","Urban Area","1223","0.396582356419069","0.37943647376348","0.413728239074657"
"Totally disagree","1997","Not Employed","Rural Area","526","0.337499090214078","0.314071886026097","0.360926294402058"
"Totally disagree","1997","Employed","Urban Area","2567","0.49289203828437","0.479487835717214","0.506296240851526"
"Totally disagree","1997","Employed","Rural Area","1158","0.425886335262291","0.407528333742773","0.444244336781809"
"True entirely","1998","Not Employed","Urban Area","","","",""
"True entirely","1998","Not Employed","Rural Area","","","",""
"True entirely","1998","Employed","Urban Area","","","",""
"True entirely","1998","Employed","Rural Area","","","",""
"Tends to agree","1998","Not Employed","Urban Area","","","",""
"Tends to agree","1998","Not Employed","Rural Area","","","",""
"Tends to agree","1998","Employed","Urban Area","","","",""
"Tends to agree","1998","Employed","Rural Area","","","",""
"Rather not true","1998","Not Employed","Urban Area","","","",""
"Rather not true","1998","Not Employed","Rural Area","","","",""
"Rather not true","1998","Employed","Urban Area","","","",""
"Rather not true","1998","Employed","Rural Area","","","",""
