"plh0191","year","regtyp","n","percent","lower_confidence","upper_confidence"
"True entirely","1990","Urban Area","143","0.108637732236669","0.0930806328594658","0.124194831613873"
"True entirely","1990","Rural Area","209","0.0831012425218925","0.0728696329799899","0.093332852063795"
"Tends to agree","1990","Urban Area","310","0.202297956587195","0.182215018123484","0.222380895050906"
"Tends to agree","1990","Rural Area","574","0.206669899498933","0.191661129998243","0.221678668999623"
"Rather not true","1990","Urban Area","549","0.352740315207175","0.328852414493981","0.376628215920369"
"Rather not true","1990","Rural Area","1008","0.355775784179134","0.338030366638269","0.37352120172"
"Totally disagree","1990","Urban Area","535","0.336323995968961","0.312704635066451","0.35994335687147"
"Totally disagree","1990","Rural Area","1005","0.354453073800041","0.336722500034387","0.372183647565694"
"True entirely","1991","Urban Area","118","0.0987902002687771","0.0831323955281996","0.114448005009355"
"True entirely","1991","Rural Area","221","0.0876464090879723","0.0769263478000185","0.0983664703759261"
"Tends to agree","1991","Urban Area","303","0.23936621772288","0.216974870689811","0.26175756475595"
"Tends to agree","1991","Rural Area","639","0.245520841450629","0.229204739237789","0.261836943663468"
"Rather not true","1991","Urban Area","529","0.348374652394556","0.323372163317795","0.373377141471317"
"Rather not true","1991","Rural Area","1096","0.409593134109291","0.390950784625796","0.428235483592786"
"Totally disagree","1991","Urban Area","445","0.313468929613787","0.289125131587706","0.337812727639868"
"Totally disagree","1991","Rural Area","717","0.257239615352108","0.240668875334009","0.273810355370207"
"True entirely","1992","Urban Area","318","0.0538096215112628","0.0484147303570351","0.0592045126654904"
"True entirely","1992","Rural Area","264","0.066352200122547","0.058778718487746","0.073925681757348"
"Tends to agree","1992","Urban Area","799","0.119058407672543","0.11131526882557","0.126801546519515"
"Tends to agree","1992","Rural Area","792","0.185376412439876","0.173551931089664","0.197200893790087"
"Rather not true","1992","Urban Area","2004","0.287446613248052","0.276626027851939","0.298267198644165"
"Rather not true","1992","Rural Area","1465","0.333882067615345","0.319532180541479","0.348231954689211"
"Totally disagree","1992","Urban Area","3599","0.539685357568143","0.52776851595917","0.551602199177116"
"Totally disagree","1992","Rural Area","1628","0.414389319822232","0.399399888909862","0.429378750734602"
"True entirely","1993","Urban Area","623","0.0799797484292378","0.0742751262123102","0.0856843706461655"
"True entirely","1993","Rural Area","321","0.0786980206092864","0.0707182279264986","0.0866778132920741"
"Tends to agree","1993","Urban Area","1344","0.149415168866832","0.141918050973648","0.156912286760016"
"Tends to agree","1993","Rural Area","819","0.189167330057885","0.17756093395151","0.20077372616426"
"Rather not true","1993","Urban Area","2823","0.318533974363679","0.308735957937621","0.328331990789737"
"Rather not true","1993","Rural Area","1724","0.383534258532957","0.369124216209673","0.397944300856241"
"Totally disagree","1993","Urban Area","3896","0.452071108340251","0.441604555866021","0.462537660814481"
"Totally disagree","1993","Rural Area","1510","0.348600390799871","0.334478385071302","0.362722396528441"
"True entirely","1994","Urban Area","","","",""
"True entirely","1994","Rural Area","","","",""
"Tends to agree","1994","Urban Area","","","",""
"Tends to agree","1994","Rural Area","","","",""
"Rather not true","1994","Urban Area","","","",""
"Rather not true","1994","Rural Area","","","",""
"Totally disagree","1994","Urban Area","","","",""
"Totally disagree","1994","Rural Area","","","",""
"True entirely","1995","Urban Area","450","0.0601647564549265","0.0551993239628436","0.0651301889470094"
"True entirely","1995","Rural Area","259","0.0708895787856266","0.0633475086742359","0.0784316488970174"
"Tends to agree","1995","Urban Area","1161","0.127546304183347","0.120580596109874","0.13451201225682"
"Tends to agree","1995","Rural Area","689","0.156918989757857","0.146229964406275","0.167608015109439"
"Rather not true","1995","Urban Area","2882","0.321012231584552","0.311263414933427","0.330761048235678"
"Rather not true","1995","Rural Area","1760","0.381310379142337","0.367036519225101","0.395584239059572"
"Totally disagree","1995","Urban Area","4317","0.491276707777174","0.480837584287787","0.50171583126656"
"Totally disagree","1995","Rural Area","1740","0.39088105231418","0.376541385327328","0.405220719301033"
"True entirely","1996","Urban Area","390","0.0494079142329198","0.044834519140078","0.0539813093257615"
