"plh0191","year","e11102","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Rather not true","1992","Employed","East Germany","1181","0.397711974570019","0.380023636639529","0.415400312500509","3"
"Rather not true","1992","Not Employed","West Germany","702","0.280387439197085","0.262768998676877","0.298005879717293","3"
"Rather not true","1992","Not Employed","East Germany","351","0.32778993532994","0.299220015254115","0.356359855405766","3"
"Rather not true","1992","Employed","West Germany","1277","0.284022773839602","0.270864778384961","0.297180769294243","3"
"Tends to agree","1992","Not Employed","West Germany","376","0.16538157634867","0.150809334613416","0.179953818083923","2"
"Tends to agree","1992","Employed","West Germany","339","0.07830134377696","0.0704626692850523","0.0861400182688677","2"
"Tends to agree","1992","Not Employed","East Germany","295","0.292381079876225","0.264696810657168","0.320065349095282","2"
"Tends to agree","1992","Employed","East Germany","602","0.214966428193836","0.200119725432642","0.22981313095503","2"
"Totally disagree","1992","Not Employed","West Germany","1267","0.483534638122766","0.463933864409451","0.503135411836082","4"
"Totally disagree","1992","Not Employed","East Germany","250","0.220406248114546","0.195176969163962","0.245635527065129","4"
"Totally disagree","1992","Employed","West Germany","2746","0.602338878304794","0.588058472133386","0.616619284476202","4"
"Totally disagree","1992","Employed","East Germany","1014","0.333782597637356","0.316739818720668","0.350825376554044","4"
"True entirely","1992","Not Employed","West Germany","152","0.0706963463314791","0.0606428730762216","0.0807498195867366","1"
"True entirely","1992","Not Employed","East Germany","141","0.159422736679289","0.137142353162477","0.181703120196101","1"
"True entirely","1992","Employed","West Germany","150","0.0353370040786442","0.0299497653821473","0.0407242427751411","1"
"True entirely","1992","Employed","East Germany","144","0.0535389995987899","0.0454034468296662","0.0616745523679135","1"
"Rather not true","1993","Not Employed","West Germany","1011","0.32309540530845","0.306735471010872","0.339455339606028","3"
"Rather not true","1993","Employed","East Germany","1121","0.429586663016007","0.410463309642766","0.448710016389248","3"
"Rather not true","1993","Not Employed","East Germany","432","0.313761220285825","0.2880067794442","0.33951566112745","3"
"Rather not true","1993","Employed","West Germany","1983","0.329507530355037","0.317712126964638","0.341302933745435","3"
"Tends to agree","1993","Not Employed","West Germany","606","0.188804105529096","0.175113551546118","0.202494659512075","2"
"Tends to agree","1993","Not Employed","East Germany","321","0.27506961635472","0.250284878693276","0.299854354016165","2"
