"plh0191","year","bula_h","sex","n","percent","lower_confidence","upper_confidence","value"
"Rather not true","1990","Hamburg","Male","","","","","3"
"Rather not true","1990","Schleswig-Holstein","Female","","","","","3"
"Rather not true","1990","Schleswig-Holstein","Male","","","","","3"
"Rather not true","1990","North Rhine-Westphalia","Female","","","","","3"
"Rather not true","1990","Lower Saxony","Male","","","","","3"
"Rather not true","1990","Hamburg","Female","","","","","3"
"Rather not true","1990","Lower Saxony","Female","","","","","3"
"Rather not true","1990","Bremen","Female","","","","","3"
"Rather not true","1990","Bremen","Male","","","","","3"
"Rather not true","1990","North Rhine-Westphalia","Male","","","","","3"
"Rather not true","1990","Hesse","Male","","","","","3"
"Rather not true","1990","Hesse","Female","","","","","3"
"Rather not true","1990","Thuringia","Female","149","0.38454763882353","0.336449960722359","0.4326453169247","3"
"Rather not true","1990","Rhineland-Palatinate,Saarland","Male","","","","","3"
"Rather not true","1990","Baden-Württemberg","Male","","","","","3"
"Rather not true","1990","Baden-Württemberg","Female","","","","","3"
"Rather not true","1990","Bavaria","Male","","","","","3"
"Rather not true","1990","Bavaria","Female","","","","","3"
"Rather not true","1990","Berlin","Male","45","0.318896240597234","0.240855901845694","0.396936579348774","3"
"Rather not true","1990","Rhineland-Palatinate,Saarland","Female","","","","","3"
"Rather not true","1990","Brandenburg","Male","118","0.318588117436762","0.270391062144947","0.366785172728577","3"
"Rather not true","1990","Berlin","Female","61","0.406705228985733","0.330591458187646","0.48281899978382","3"
"Rather not true","1990","Brandenburg","Female","126","0.324871668902588","0.277280572808508","0.372462764996667","3"
"Rather not true","1990","Mecklenburg-Western Pomerania","Male","83","0.321307336884784","0.262713751138004","0.379900922631564","3"
"Rather not true","1990","Mecklenburg-Western Pomerania","Female","97","0.377381601040292","0.318461598956752","0.436301603123831","3"
"Rather not true","1990","Saxony","Male","233","0.372031806852878","0.334258793899693","0.409804819806062","3"
"Rather not true","1990","Saxony","Female","258","0.351483723654839","0.316315979462059","0.386651467847619","3"
"Rather not true","1990","Saxony-Anhalt","Male","137","0.359975038267718","0.311966649763411","0.407983426772025","3"
"Rather not true","1990","Saxony-Anhalt","Female","140","0.318764902046224","0.274513498755297","0.363016305337151","3"
"Rather not true","1990","Thuringia","Male","143","0.406853366203633","0.355240442531195","0.458466289876072","3"
"Tends to agree","1990","North Rhine-Westphalia","Male","","","","","2"
"Tends to agree","1990","Bremen","Male","","","","","2"
"Tends to agree","1990","Schleswig-Holstein","Female","","","","","2"
"Tends to agree","1990","Lower Saxony","Female","","","","","2"
"Tends to agree","1990","Lower Saxony","Male","","","","","2"
"Tends to agree","1990","Bremen","Female","","","","","2"
"Tends to agree","1990","Hamburg","Male","","","","","2"
"Tends to agree","1990","Hamburg","Female","","","","","2"
"Tends to agree","1990","Schleswig-Holstein","Male","","","","","2"
"Tends to agree","1990","Hesse","Male","","","","","2"
"Tends to agree","1990","North Rhine-Westphalia","Female","","","","","2"
"Tends to agree","1990","Hesse","Female","","","","","2"
"Tends to agree","1990","Baden-Württemberg","Male","","","","","2"
"Tends to agree","1990","Rhineland-Palatinate,Saarland","Female","","","","","2"
"Tends to agree","1990","Rhineland-Palatinate,Saarland","Male","","","","","2"
"Tends to agree","1990","Bavaria","Male","","","","","2"
"Tends to agree","1990","Baden-Württemberg","Female","","","","","2"
"Tends to agree","1990","Berlin","Male","20","","","","2"
"Tends to agree","1990","Bavaria","Female","","","","","2"
"Tends to agree","1990","Berlin","Female","30","0.182859834351934","0.122964148835799","0.242755519868069","2"
"Tends to agree","1990","Brandenburg","Female","89","0.2541351321758","0.209892694253843","0.298377570097757","2"
"Tends to agree","1990","Mecklenburg-Western Pomerania","Male","57","0.25476441105547","0.200091858463462","0.309436963647479","2"
"Tends to agree","1990","Brandenburg","Male","80","0.225748496795425","0.182501661836915","0.268995331753936","2"
"Tends to agree","1990","Mecklenburg-Western Pomerania","Female","61","0.229724571799998","0.178593115245444","0.280856028354553","2"
"Tends to agree","1990","Saxony","Male","111","0.167583101999076","0.138394834031691","0.196771369966461","2"
"Tends to agree","1990","Saxony","Female","153","0.212910215428695","0.182756429328291","0.2430640015291","2"
"Tends to agree","1990","Saxony-Anhalt","Male","72","0.194921534546515","0.155299981481922","0.234543087611108","2"
"Tends to agree","1990","Saxony-Anhalt","Female","97","0.223550009556347","0.183987176602182","0.263112842510512","2"
"Tends to agree","1990","Thuringia","Female","73","0.181246923285806","0.143161077036536","0.219332769535075","2"
"Tends to agree","1990","Thuringia","Male","59","0.175023961266848","0.135100527179883","0.214947395353813","2"
"Totally disagree","1990","Schleswig-Holstein","Female","","","","","4"
"Totally disagree","1990","Schleswig-Holstein","Male","","","","","4"
"Totally disagree","1990","Hamburg","Female","","","","","4"
"Totally disagree","1990","Hamburg","Male","","","","","4"
"Totally disagree","1990","Baden-Württemberg","Male","","","","","4"
"Totally disagree","1990","Baden-Württemberg","Female","","","","","4"
"Totally disagree","1990","Bavaria","Male","","","","","4"
"Totally disagree","1990","Lower Saxony","Male","","","","","4"
"Totally disagree","1990","Lower Saxony","Female","","","","","4"
"Totally disagree","1990","Bremen","Male","","","","","4"
"Totally disagree","1990","Bremen","Female","","","","","4"
"Totally disagree","1990","North Rhine-Westphalia","Male","","","","","4"
"Totally disagree","1990","North Rhine-Westphalia","Female","","","","","4"
"Totally disagree","1990","Hesse","Male","","","","","4"
"Totally disagree","1990","Hesse","Female","","","","","4"
"Totally disagree","1990","Rhineland-Palatinate,Saarland","Male","","","","","4"
"Totally disagree","1990","Rhineland-Palatinate,Saarland","Female","","","","","4"
"Totally disagree","1990","Bavaria","Female","","","","","4"
"Totally disagree","1990","Berlin","Male","66","0.48190587107517","0.398235200130677","0.565576542019664","4"
"Totally disagree","1990","Berlin","Female","57","0.33344508778068","0.260395422835801","0.406494752725559","4"
"Totally disagree","1990","Brandenburg","Male","139","0.388411923779508","0.337994964589108","0.438828882969908","4"
"Totally disagree","1990","Brandenburg","Female","123","0.316103377843649","0.268855052644825","0.363351703042474","4"
"Totally disagree","1990","Mecklenburg-Western Pomerania","Male","87","0.357868854330548","0.297720050229512","0.418017658431584","4"
"Totally disagree","1990","Mecklenburg-Western Pomerania","Female","75","0.2772044231334","0.222795611799875","0.331613234466924","4"
"Totally disagree","1990","Saxony","Male","231","0.367043088891233","0.329375452721363","0.404710725061103","4"
"Totally disagree","1990","Saxony","Female","244","0.344748187277254","0.30973863366432","0.379757740890189","4"
"Totally disagree","1990","Saxony-Anhalt","Male","145","0.349877914396889","0.302175736980919","0.39758009181286","4"
"Totally disagree","1990","Saxony-Anhalt","Female","142","0.329865612026142","0.285218562370891","0.374512661681393","4"
"Totally disagree","1990","Thuringia","Male","130","0.360138819962112","0.309703321317568","0.410574318606655","4"
"Totally disagree","1990","Thuringia","Female","131","0.317812079239132","0.27177698587617","0.363847172602095","4"
"True entirely","1990","Schleswig-Holstein","Male","","","","","1"
"True entirely","1990","Schleswig-Holstein","Female","","","","","1"
"True entirely","1990","Hamburg","Male","","","","","1"
"True entirely","1990","Hamburg","Female","","","","","1"
"True entirely","1990","Lower Saxony","Male","","","","","1"
"True entirely","1990","Lower Saxony","Female","","","","","1"
"True entirely","1990","Bremen","Male","","","","","1"
"True entirely","1990","Bremen","Female","","","","","1"
"True entirely","1990","North Rhine-Westphalia","Male","","","","","1"
"True entirely","1990","North Rhine-Westphalia","Female","","","","","1"
"True entirely","1990","Hesse","Male","","","","","1"
"True entirely","1990","Hesse","Female","","","","","1"
"True entirely","1990","Rhineland-Palatinate,Saarland","Male","","","","","1"
"True entirely","1990","Rhineland-Palatinate,Saarland","Female","","","","","1"
"True entirely","1990","Baden-Württemberg","Male","","","","","1"
"True entirely","1990","Baden-Württemberg","Female","","","","","1"
"True entirely","1990","Bavaria","Male","","","","","1"
"True entirely","1990","Bavaria","Female","","","","","1"
"True entirely","1990","Berlin","Male","6","","","","1"
"True entirely","1990","Berlin","Female","12","","","","1"
"True entirely","1990","Brandenburg","Male","22","","","","1"
"True entirely","1990","Brandenburg","Female","34","0.104889821077963","0.0737524787573559","0.13602716339857","1"
"True entirely","1990","Mecklenburg-Western Pomerania","Male","17","","","","1"
"True entirely","1990","Mecklenburg-Western Pomerania","Female","27","","","","1"
"True entirely","1990","Saxony","Male","54","0.0933420022568129","0.0706076244461611","0.116076380067465","1"
"True entirely","1990","Saxony","Female","53","0.0908578736392116","0.069687494420467","0.112028252857956","1"
"True entirely","1990","Saxony-Anhalt","Male","30","0.0952255127888779","0.0658673204252387","0.124583705152517","1"
"True entirely","1990","Saxony-Anhalt","Female","47","0.127819476371287","0.096113217535719","0.159525735206854","1"
"True entirely","1990","Thuringia","Male","16","","","","1"
"True entirely","1990","Thuringia","Female","40","0.116393358651532","0.0846870705356747","0.14809964676739","1"
"Rather not true","1991","Schleswig-Holstein","Female","1","","","","3"
"Rather not true","1991","Hamburg","Male","","","","","3"
"Rather not true","1991","Bremen","Male","","","","","3"
"Rather not true","1991","Lower Saxony","Male","","","","","3"
"Rather not true","1991","Schleswig-Holstein","Male","","","","","3"
"Rather not true","1991","North Rhine-Westphalia","Male","1","","","","3"
"Rather not true","1991","Hamburg","Female","","","","","3"
"Rather not true","1991","North Rhine-Westphalia","Female","","","","","3"
"Rather not true","1991","Lower Saxony","Female","","","","","3"
"Rather not true","1991","Bremen","Female","","","","","3"
"Rather not true","1991","Hesse","Male","","","","","3"
"Rather not true","1991","Rhineland-Palatinate,Saarland","Male","","","","","3"
"Rather not true","1991","Hesse","Female","","","","","3"
"Rather not true","1991","Rhineland-Palatinate,Saarland","Female","1","","","","3"
"Rather not true","1991","Baden-Württemberg","Male","3","","","","3"
"Rather not true","1991","Baden-Württemberg","Female","1","","","","3"
"Rather not true","1991","Berlin","Male","56","0.373998776462371","0.291455100214317","0.456542452710424","3"
"Rather not true","1991","Bavaria","Male","1","","","","3"
"Rather not true","1991","Bavaria","Female","1","","","","3"
"Rather not true","1991","Brandenburg","Male","144","0.443191074264143","0.389266355617004","0.497115792911282","3"
"Rather not true","1991","Berlin","Female","60","0.391903379514965","0.310748153781008","0.473058605248923","3"
"Rather not true","1991","Brandenburg","Female","149","0.425677283766714","0.374097564647098","0.47725700288633","3"
