"plh0191","year","migback","regtyp","n","percent","lower_confidence","upper_confidence"
"True entirely","1990","no migration background","Urban Area","141","0.110827992216097","0.0948724991123265","0.126783485319868"
"True entirely","1990","no migration background","Rural Area","198","0.0811729810394038","0.0708755700832956","0.0914703919955121"
"True entirely","1990","direct migration background","Urban Area","2","","",""
"True entirely","1990","direct migration background","Rural Area","10","","",""
"True entirely","1990","indirect migration background","Urban Area","","","",""
"True entirely","1990","indirect migration background","Rural Area","1","","",""
"Tends to agree","1990","no migration background","Urban Area","302","0.204057217058311","0.183573464966001","0.224540969150621"
"Tends to agree","1990","no migration background","Rural Area","555","0.208001713765358","0.192697853338941","0.223305574191775"
"Tends to agree","1990","direct migration background","Urban Area","8","","",""
"Tends to agree","1990","direct migration background","Rural Area","19","","",""
"Tends to agree","1990","indirect migration background","Urban Area","","","",""
"Tends to agree","1990","indirect migration background","Rural Area","","","",""
"Rather not true","1990","no migration background","Urban Area","527","0.348950493203561","0.32472450384474","0.373176482562382"
"Rather not true","1990","no migration background","Rural Area","972","0.353947964169689","0.33591741819008","0.371978510149298"
"Rather not true","1990","direct migration background","Urban Area","22","","",""
"Rather not true","1990","direct migration background","Rural Area","36","0.402140822991237","0.302486728353478","0.501794917628997"
"Rather not true","1990","indirect migration background","Urban Area","","","",""
"Rather not true","1990","indirect migration background","Rural Area","","","",""
"Totally disagree","1990","no migration background","Urban Area","517","0.336164297522031","0.312153935775585","0.360174659268477"
"Totally disagree","1990","no migration background","Rural Area","977","0.356877341025549","0.338813428915489","0.374941253135609"
"Totally disagree","1990","direct migration background","Urban Area","17","","",""
"Totally disagree","1990","direct migration background","Rural Area","28","","",""
"Totally disagree","1990","indirect migration background","Urban Area","1","","",""
"Totally disagree","1990","indirect migration background","Rural Area","","","",""
"True entirely","1991","no migration background","Urban Area","113","0.0982820149982265","0.0823724120672563","0.114191617929197"
"True entirely","1991","no migration background","Rural Area","210","0.0850908999551405","0.074322456000551","0.09585934390973"
"True entirely","1991","direct migration background","Urban Area","5","","",""
"True entirely","1991","direct migration background","Rural Area","10","","",""
"True entirely","1991","indirect migration background","Urban Area","","","",""
"True entirely","1991","indirect migration background","Rural Area","1","","",""
"Tends to agree","1991","no migration background","Urban Area","295","0.242554530802485","0.219647577492056","0.265461484112913"
"Tends to agree","1991","no migration background","Rural Area","616","0.24571486937357","0.229099656399936","0.262330082347203"
"Tends to agree","1991","direct migration background","Urban Area","8","","",""
"Tends to agree","1991","direct migration background","Rural Area","23","","",""
"Tends to agree","1991","indirect migration background","Urban Area","","","",""
"Tends to agree","1991","indirect migration background","Rural Area","","","",""
"Rather not true","1991","no migration background","Urban Area","505","0.344991355616304","0.319586626341162","0.370396084891445"
"Rather not true","1991","no migration background","Rural Area","1061","0.412007165569034","0.393011224159623","0.431003106978445"
"Rather not true","1991","direct migration background","Urban Area","23","","",""
