"plh0191","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Rather not true","1990","no migration background","general elemantary","175","0.349116861760209","0.307250006348401","0.390983717172018","3"
"Rather not true","1990","no migration background","middle vocational","854","0.34323845871755","0.324434229921533","0.362042687513566","3"
"Rather not true","1990","no migration background","inadequately","3","","","","3"
"Rather not true","1990","no migration background","vocational + Abi","31","0.397095895818104","0.287807375047291","0.506384416588918","3"
"Rather not true","1990","direct migration background","vocational + Abi","1","","","","3"
"Rather not true","1990","direct migration background","higher vocational","5","","","","3"
"Rather not true","1990","direct migration background","higher education","16","","","","3"
"Rather not true","1990","no migration background","higher vocational","75","0.300451153949692","0.243277549221059","0.357624758678325","3"
"Rather not true","1990","no migration background","in school","13","","","","3"
"Rather not true","1990","direct migration background","middle vocational","25","","","","3"
"Rather not true","1990","no migration background","higher education","378","0.390824816281947","0.359943133674385","0.421706498889509","3"
"Rather not true","1990","direct migration background","in school","1","","","","3"
"Rather not true","1990","direct migration background","inadequately","1","","","","3"
"Rather not true","1990","direct migration background","general elemantary","10","","","","3"
"Rather not true","1990","indirect migration background","higher vocational","","","","","3"
"Rather not true","1990","indirect migration background","higher education","","","","","3"
"Rather not true","1990","indirect migration background","in school","","","","","3"
"Rather not true","1990","indirect migration background","inadequately","","","","","3"
"Rather not true","1990","indirect migration background","general elemantary","","","","","3"
"Rather not true","1990","indirect migration background","middle vocational","","","","","3"
"Rather not true","1990","indirect migration background","vocational + Abi","","","","","3"
"Tends to agree","1990","no migration background","higher education","172","0.183763382697226","0.159251520144947","0.208275245249505","2"
"Tends to agree","1990","no migration background","middle vocational","515","0.211367675661931","0.195197666304563","0.227537685019298","2"
"Tends to agree","1990","no migration background","vocational + Abi","13","","","","2"
"Tends to agree","1990","no migration background","general elemantary","122","0.233620559356503","0.196457550218512","0.270783568494494","2"
"Tends to agree","1990","no migration background","inadequately","3","","","","2"
"Tends to agree","1990","no migration background","higher vocational","43","0.18454364505875","0.136165465466689","0.232921824650811","2"
"Tends to agree","1990","no migration background","in school","6","","","","2"
"Tends to agree","1990","direct migration background","in school","","","","","2"
"Tends to agree","1990","direct migration background","inadequately","2","","","","2"
"Tends to agree","1990","direct migration background","general elemantary","2","","","","2"
"Tends to agree","1990","direct migration background","middle vocational","13","","","","2"
"Tends to agree","1990","direct migration background","vocational + Abi","1","","","","2"
"Tends to agree","1990","direct migration background","higher vocational","2","","","","2"
"Tends to agree","1990","direct migration background","higher education","7","","","","2"
"Tends to agree","1990","indirect migration background","in school","","","","","2"
"Tends to agree","1990","indirect migration background","inadequately","","","","","2"
"Tends to agree","1990","indirect migration background","general elemantary","","","","","2"
"Tends to agree","1990","indirect migration background","middle vocational","","","","","2"
"Tends to agree","1990","indirect migration background","vocational + Abi","","","","","2"
"Tends to agree","1990","indirect migration background","higher vocational","","","","","2"
"Tends to agree","1990","indirect migration background","higher education","","","","","2"
"Totally disagree","1990","direct migration background","middle vocational","26","","","","4"
"Totally disagree","1990","direct migration background","higher vocational","2","","","","4"
"Totally disagree","1990","direct migration background","vocational + Abi","1","","","","4"
"Totally disagree","1990","no migration background","general elemantary","139","0.258232951073677","0.219793868187888","0.296672033959467","4"
"Totally disagree","1990","indirect migration background","higher education","","","","","4"
"Totally disagree","1990","direct migration background","higher education","13","","","","4"
"Totally disagree","1990","no migration background","inadequately","2","","","","4"
"Totally disagree","1990","no migration background","in school","9","","","","4"
"Totally disagree","1990","direct migration background","in school","","","","","4"
"Totally disagree","1990","direct migration background","inadequately","","","","","4"
"Totally disagree","1990","direct migration background","general elemantary","3","","","","4"
"Totally disagree","1990","indirect migration background","in school","","","","","4"
"Totally disagree","1990","no migration background","middle vocational","878","0.354288807439655","0.335345684758212","0.373231930121099","4"
"Totally disagree","1990","indirect migration background","general elemantary","","","","","4"
"Totally disagree","1990","indirect migration background","middle vocational","1","","","","4"
"Totally disagree","1990","indirect migration background","vocational + Abi","","","","","4"
"Totally disagree","1990","indirect migration background","higher vocational","","","","","4"
"Totally disagree","1990","indirect migration background","inadequately","","","","","4"
"Totally disagree","1990","no migration background","vocational + Abi","31","0.435870751035985","0.32511382324786","0.546627678824111","4"
"Totally disagree","1990","no migration background","higher vocational","106","0.423839881292199","0.362212726052501","0.485467036531898","4"
