"plh0191","year","education","sex","n","percent","lower_confidence","upper_confidence"
"True entirely","1990","lower secondary degree","Male","70","0.107789411492779","0.0858853593146948","0.129693463670864"
"True entirely","1990","lower secondary degree","Female","134","0.152521182508783","0.129872657683858","0.175169707333708"
"True entirely","1990","secondary school degree","Male","50","0.0514975051153742","0.0375676311360677","0.0654273790946808"
"True entirely","1990","secondary school degree","Female","60","0.0635538612019935","0.0488884639680318","0.0782192584359552"
"True entirely","1990","college entrance qualification","Male","16","","",""
"True entirely","1990","college entrance qualification","Female","16","","",""
"True entirely","1990","Other degree","Male","7","","",""
"True entirely","1990","Other degree","Female","","","",""
"True entirely","1990","no degree/no degree yet","Male","1","","",""
"True entirely","1990","no degree/no degree yet","Female","1","","",""
"Tends to agree","1990","lower secondary degree","Male","177","0.225249131497379","0.195742792556023","0.254755470438735"
"Tends to agree","1990","lower secondary degree","Female","213","0.220091200230613","0.193991611613307","0.246190788847919"
"Tends to agree","1990","secondary school degree","Male","170","0.178806885371094","0.154655078745892","0.202958691996295"
"Tends to agree","1990","secondary school degree","Female","233","0.215347161111018","0.190636190204121","0.240058132017916"
"Tends to agree","1990","college entrance qualification","Male","37","0.136810179546824","0.0980525701968318","0.175567788896817"
"Tends to agree","1990","college entrance qualification","Female","44","0.18811294804319","0.13814732440838","0.238078571677999"
"Tends to agree","1990","Other degree","Male","9","","",""
"Tends to agree","1990","Other degree","Female","6","","",""
"Tends to agree","1990","no degree/no degree yet","Male","6","","",""
"Tends to agree","1990","no degree/no degree yet","Female","6","","",""
"Rather not true","1990","lower secondary degree","Male","255","0.328636079880391","0.2954589091098","0.361813250650983"
"Rather not true","1990","lower secondary degree","Female","323","0.325790159937358","0.296266041613949","0.355314278260767"
"Rather not true","1990","secondary school degree","Male","352","0.364408927460443","0.334075725811049","0.394742129109837"
"Rather not true","1990","secondary school degree","Female","385","0.364874897990391","0.335935926571242","0.393813869409541"
"Rather not true","1990","college entrance qualification","Male","131","0.418561125573037","0.362922537933601","0.474199713212473"
"Rather not true","1990","college entrance qualification","Female","104","0.439404366420961","0.375948584586753","0.502860148255169"
"Rather not true","1990","Other degree","Male","7","","",""
"Rather not true","1990","Other degree","Female","10","","",""
"Rather not true","1990","no degree/no degree yet","Male","12","","",""
"Rather not true","1990","no degree/no degree yet","Female","7","","",""
"Totally disagree","1990","lower secondary degree","Male","268","0.33832537712945","0.304906469109713","0.371744285149187"
"Totally disagree","1990","lower secondary degree","Female","298","0.301597457323246","0.272685522499354","0.330509392147139"
"Totally disagree","1990","secondary school degree","Male","395","0.40528668205309","0.374343152303084","0.436230211803095"
"Totally disagree","1990","secondary school degree","Female","385","0.356224079696597","0.327436148270243","0.385012011122951"
"Totally disagree","1990","college entrance qualification","Male","118","0.398201682772153","0.342991186673847","0.453412178870458"
"Totally disagree","1990","college entrance qualification","Female","71","0.309802072942327","0.250680885957256","0.368923259927398"
"Totally disagree","1990","Other degree","Male","9","","",""
"Totally disagree","1990","Other degree","Female","10","","",""
"Totally disagree","1990","no degree/no degree yet","Male","5","","",""
"Totally disagree","1990","no degree/no degree yet","Female","6","","",""
"True entirely","1991","lower secondary degree","Male","88","0.130596745067884","0.105758826924088","0.15543466321168"
"True entirely","1991","lower secondary degree","Female","133","0.159276878878777","0.134932926347157","0.183620831410397"
"True entirely","1991","secondary school degree","Male","42","0.0465616123417454","0.0330273817146262","0.0600958429688645"
"True entirely","1991","secondary school degree","Female","59","0.0541092645454936","0.0402391852315476","0.0679793438594397"
"True entirely","1991","college entrance qualification","Male","6","","",""
"True entirely","1991","college entrance qualification","Female","8","","",""
"True entirely","1991","Other degree","Male","5","","",""
"True entirely","1991","Other degree","Female","2","","",""
"True entirely","1991","no degree/no degree yet","Male","1","","",""
"True entirely","1991","no degree/no degree yet","Female","","","",""
"Tends to agree","1991","lower secondary degree","Male","190","0.268477975530364","0.235811188630753","0.301144762429975"
"Tends to agree","1991","lower secondary degree","Female","240","0.274959555426994","0.245256320267514","0.304662790586475"
