"plh0191","year","hgtyp1hh","pgcasmin","n","percent","lower_confidence","upper_confidence"
"True entirely","1990","1-pers.-HH","(0) in school","","","",""
"True entirely","1990","1-pers.-HH","(1a) inadequately completed","","","",""
"True entirely","1990","1-pers.-HH","(1b) general elementary school","18","","",""
"True entirely","1990","1-pers.-HH","(1c) basic vocational qualification","22","","",""
"True entirely","1990","1-pers.-HH","(2b) intermediate general qualification","1","","",""
"True entirely","1990","1-pers.-HH","(2a) intermediate vocational","2","","",""
"True entirely","1990","1-pers.-HH","(2c_gen) general maturity certificate","","","",""
"True entirely","1990","1-pers.-HH","(2c_voc) vocational maturity certificate","","","",""
"True entirely","1990","1-pers.-HH","(3a) lower tertiary education","","","",""
"True entirely","1990","1-pers.-HH","(3b) higher tertiary education","2","","",""
"True entirely","1990","(Married) couple without C. ","(0) in school","","","",""
"True entirely","1990","(Married) couple without C. ","(1a) inadequately completed","","","",""
"True entirely","1990","(Married) couple without C. ","(1b) general elementary school","16","","",""
"True entirely","1990","(Married) couple without C. ","(1c) basic vocational qualification","56","0.116767803478332","0.088448431505101","0.145087175451564"
"True entirely","1990","(Married) couple without C. ","(2b) intermediate general qualification","1","","",""
"True entirely","1990","(Married) couple without C. ","(2a) intermediate vocational","14","","",""
"True entirely","1990","(Married) couple without C. ","(2c_gen) general maturity certificate","","","",""
"True entirely","1990","(Married) couple without C. ","(2c_voc) vocational maturity certificate","","","",""
"True entirely","1990","(Married) couple without C. ","(3a) lower tertiary education","12","","",""
"True entirely","1990","(Married) couple without C. ","(3b) higher tertiary education","4","","",""
"True entirely","1990","Single parent ","(0) in school","","","",""
"True entirely","1990","Single parent ","(1a) inadequately completed","","","",""
"True entirely","1990","Single parent ","(1b) general elementary school","2","","",""
"True entirely","1990","Single parent ","(1c) basic vocational qualification","3","","",""
"True entirely","1990","Single parent ","(2b) intermediate general qualification","1","","",""
"True entirely","1990","Single parent ","(2a) intermediate vocational","2","","",""
"True entirely","1990","Single parent ","(2c_gen) general maturity certificate","","","",""
"True entirely","1990","Single parent ","(2c_voc) vocational maturity certificate","","","",""
"True entirely","1990","Single parent ","(3a) lower tertiary education","3","","",""
"True entirely","1990","Single parent ","(3b) higher tertiary education","1","","",""
"True entirely","1990","Couple + C. LE 16 ","(0) in school","","","",""
"True entirely","1990","Couple + C. LE 16 ","(1a) inadequately completed","","","",""
"True entirely","1990","Couple + C. LE 16 ","(1b) general elementary school","2","","",""
"True entirely","1990","Couple + C. LE 16 ","(1c) basic vocational qualification","19","","",""
"True entirely","1990","Couple + C. LE 16 ","(2b) intermediate general qualification","1","","",""
"True entirely","1990","Couple + C. LE 16 ","(2a) intermediate vocational","30","0.0410137506725171","0.0266173057414559","0.0554101956035783"
"True entirely","1990","Couple + C. LE 16 ","(2c_gen) general maturity certificate","","","",""
"True entirely","1990","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","1","","",""
"True entirely","1990","Couple + C. LE 16 ","(3a) lower tertiary education","10","","",""
"True entirely","1990","Couple + C. LE 16 ","(3b) higher tertiary education","10","","",""
"True entirely","1990","Couple + C. GT 16 ","(0) in school","","","",""
"True entirely","1990","Couple + C. GT 16 ","(1a) inadequately completed","1","","",""
"True entirely","1990","Couple + C. GT 16 ","(1b) general elementary school","6","","",""
"True entirely","1990","Couple + C. GT 16 ","(1c) basic vocational qualification","27","","",""
"True entirely","1990","Couple + C. GT 16 ","(2b) intermediate general qualification","5","","",""
"True entirely","1990","Couple + C. GT 16 ","(2a) intermediate vocational","16","","",""
"True entirely","1990","Couple + C. GT 16 ","(2c_gen) general maturity certificate","1","","",""
"True entirely","1990","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","","","",""
"True entirely","1990","Couple + C. GT 16 ","(3a) lower tertiary education","4","","",""
"True entirely","1990","Couple + C. GT 16 ","(3b) higher tertiary education","1","","",""
"True entirely","1990","Couple + C. LE and GT 16","(0) in school","","","",""
"True entirely","1990","Couple + C. LE and GT 16","(1a) inadequately completed","1","","",""
"True entirely","1990","Couple + C. LE and GT 16","(1b) general elementary school","2","","",""
"True entirely","1990","Couple + C. LE and GT 16","(1c) basic vocational qualification","8","","",""
"True entirely","1990","Couple + C. LE and GT 16","(2b) intermediate general qualification","","","",""
"True entirely","1990","Couple + C. LE and GT 16","(2a) intermediate vocational","9","","",""
"True entirely","1990","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","2","","",""
"True entirely","1990","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","1","","",""
"True entirely","1990","Couple + C. LE and GT 16","(3a) lower tertiary education","2","","",""
"True entirely","1990","Couple + C. LE and GT 16","(3b) higher tertiary education","","","",""
"Tends to agree","1990","1-pers.-HH","(0) in school","","","",""
"Tends to agree","1990","1-pers.-HH","(1a) inadequately completed","1","","",""
"Tends to agree","1990","1-pers.-HH","(1b) general elementary school","23","","",""
"Tends to agree","1990","1-pers.-HH","(1c) basic vocational qualification","28","","",""
"Tends to agree","1990","1-pers.-HH","(2b) intermediate general qualification","1","","",""
"Tends to agree","1990","1-pers.-HH","(2a) intermediate vocational","7","","",""
"Tends to agree","1990","1-pers.-HH","(2c_gen) general maturity certificate","","","",""
"Tends to agree","1990","1-pers.-HH","(2c_voc) vocational maturity certificate","","","",""
"Tends to agree","1990","1-pers.-HH","(3a) lower tertiary education","7","","",""
"Tends to agree","1990","1-pers.-HH","(3b) higher tertiary education","1","","",""
"Tends to agree","1990","(Married) couple without C. ","(0) in school","","","",""
"Tends to agree","1990","(Married) couple without C. ","(1a) inadequately completed","3","","",""
"Tends to agree","1990","(Married) couple without C. ","(1b) general elementary school","23","","",""
"Tends to agree","1990","(Married) couple without C. ","(1c) basic vocational qualification","105","0.220721967410309","0.184149554635078","0.257294380185541"
"Tends to agree","1990","(Married) couple without C. ","(2b) intermediate general qualification","2","","",""
"Tends to agree","1990","(Married) couple without C. ","(2a) intermediate vocational","26","","",""
"Tends to agree","1990","(Married) couple without C. ","(2c_gen) general maturity certificate","","","",""
"Tends to agree","1990","(Married) couple without C. ","(2c_voc) vocational maturity certificate","1","","",""
"Tends to agree","1990","(Married) couple without C. ","(3a) lower tertiary education","29","","",""
"Tends to agree","1990","(Married) couple without C. ","(3b) higher tertiary education","11","","",""
"Tends to agree","1990","Single parent ","(0) in school","","","",""
"Tends to agree","1990","Single parent ","(1a) inadequately completed","1","","",""
"Tends to agree","1990","Single parent ","(1b) general elementary school","1","","",""
"Tends to agree","1990","Single parent ","(1c) basic vocational qualification","6","","",""
"Tends to agree","1990","Single parent ","(2b) intermediate general qualification","4","","",""
"Tends to agree","1990","Single parent ","(2a) intermediate vocational","14","","",""
"Tends to agree","1990","Single parent ","(2c_gen) general maturity certificate","2","","",""
"Tends to agree","1990","Single parent ","(2c_voc) vocational maturity certificate","","","",""
"Tends to agree","1990","Single parent ","(3a) lower tertiary education","6","","",""
"Tends to agree","1990","Single parent ","(3b) higher tertiary education","4","","",""
"Tends to agree","1990","Couple + C. LE 16 ","(0) in school","","","",""
"Tends to agree","1990","Couple + C. LE 16 ","(1a) inadequately completed","","","",""
"Tends to agree","1990","Couple + C. LE 16 ","(1b) general elementary school","10","","",""
"Tends to agree","1990","Couple + C. LE 16 ","(1c) basic vocational qualification","52","0.227902504438143","0.171700497391152","0.284104511485133"
"Tends to agree","1990","Couple + C. LE 16 ","(2b) intermediate general qualification","2","","",""
"Tends to agree","1990","Couple + C. LE 16 ","(2a) intermediate vocational","127","0.171076019623776","0.143739938961927","0.198412100285626"
"Tends to agree","1990","Couple + C. LE 16 ","(2c_gen) general maturity certificate","","","",""
"Tends to agree","1990","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","8","","",""
"Tends to agree","1990","Couple + C. LE 16 ","(3a) lower tertiary education","43","0.144066487637118","0.102935363921495","0.18519761135274"
"Tends to agree","1990","Couple + C. LE 16 ","(3b) higher tertiary education","27","","",""
"Tends to agree","1990","Couple + C. GT 16 ","(0) in school","","","",""
"Tends to agree","1990","Couple + C. GT 16 ","(1a) inadequately completed","5","","",""
"Tends to agree","1990","Couple + C. GT 16 ","(1b) general elementary school","13","","",""
