"plh0191","year","bula_h","education","n","percent","lower_confidence","upper_confidence"
"True entirely","1990","Schleswig-Holstein","lower secondary degree","","","",""
"True entirely","1990","Schleswig-Holstein","secondary school degree","","","",""
"True entirely","1990","Schleswig-Holstein","college entrance qualification","","","",""
"True entirely","1990","Schleswig-Holstein","Other degree","","","",""
"True entirely","1990","Schleswig-Holstein","no degree/no degree yet","","","",""
"True entirely","1990","Hamburg","lower secondary degree","","","",""
"True entirely","1990","Hamburg","secondary school degree","","","",""
"True entirely","1990","Hamburg","college entrance qualification","","","",""
"True entirely","1990","Hamburg","Other degree","","","",""
"True entirely","1990","Hamburg","no degree/no degree yet","","","",""
"True entirely","1990","Lower Saxony","lower secondary degree","","","",""
"True entirely","1990","Lower Saxony","secondary school degree","","","",""
"True entirely","1990","Lower Saxony","college entrance qualification","","","",""
"True entirely","1990","Lower Saxony","Other degree","","","",""
"True entirely","1990","Lower Saxony","no degree/no degree yet","","","",""
"True entirely","1990","Bremen","lower secondary degree","","","",""
"True entirely","1990","Bremen","secondary school degree","","","",""
"True entirely","1990","Bremen","college entrance qualification","","","",""
"True entirely","1990","Bremen","Other degree","","","",""
"True entirely","1990","Bremen","no degree/no degree yet","","","",""
"True entirely","1990","North Rhine-Westphalia","lower secondary degree","","","",""
"True entirely","1990","North Rhine-Westphalia","secondary school degree","","","",""
"True entirely","1990","North Rhine-Westphalia","college entrance qualification","","","",""
"True entirely","1990","North Rhine-Westphalia","Other degree","","","",""
"True entirely","1990","North Rhine-Westphalia","no degree/no degree yet","","","",""
"True entirely","1990","Hesse","lower secondary degree","","","",""
"True entirely","1990","Hesse","secondary school degree","","","",""
"True entirely","1990","Hesse","college entrance qualification","","","",""
"True entirely","1990","Hesse","Other degree","","","",""
"True entirely","1990","Hesse","no degree/no degree yet","","","",""
"True entirely","1990","Rhineland-Palatinate,Saarland","lower secondary degree","","","",""
"True entirely","1990","Rhineland-Palatinate,Saarland","secondary school degree","","","",""
"True entirely","1990","Rhineland-Palatinate,Saarland","college entrance qualification","","","",""
"True entirely","1990","Rhineland-Palatinate,Saarland","Other degree","","","",""
"True entirely","1990","Rhineland-Palatinate,Saarland","no degree/no degree yet","","","",""
"True entirely","1990","Baden-Württemberg","lower secondary degree","","","",""
"True entirely","1990","Baden-Württemberg","secondary school degree","","","",""
"True entirely","1990","Baden-Württemberg","college entrance qualification","","","",""
"True entirely","1990","Baden-Württemberg","Other degree","","","",""
"True entirely","1990","Baden-Württemberg","no degree/no degree yet","","","",""
"True entirely","1990","Bavaria","lower secondary degree","","","",""
"True entirely","1990","Bavaria","secondary school degree","","","",""
"True entirely","1990","Bavaria","college entrance qualification","","","",""
"True entirely","1990","Bavaria","Other degree","","","",""
"True entirely","1990","Bavaria","no degree/no degree yet","","","",""
"True entirely","1990","Berlin","lower secondary degree","5","","",""
"True entirely","1990","Berlin","secondary school degree","6","","",""
"True entirely","1990","Berlin","college entrance qualification","6","","",""
"True entirely","1990","Berlin","Other degree","","","",""
"True entirely","1990","Berlin","no degree/no degree yet","","","",""
"True entirely","1990","Brandenburg","lower secondary degree","30","0.120658647459128","0.0821605099850876","0.159156784933169"
"True entirely","1990","Brandenburg","secondary school degree","19","","",""
"True entirely","1990","Brandenburg","college entrance qualification","5","","",""
"True entirely","1990","Brandenburg","Other degree","1","","",""
"True entirely","1990","Brandenburg","no degree/no degree yet","1","","",""
"True entirely","1990","Mecklenburg-Western Pomerania","lower secondary degree","22","","",""
"True entirely","1990","Mecklenburg-Western Pomerania","secondary school degree","12","","",""
"True entirely","1990","Mecklenburg-Western Pomerania","college entrance qualification","7","","",""
"True entirely","1990","Mecklenburg-Western Pomerania","Other degree","3","","",""
"True entirely","1990","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"True entirely","1990","Saxony","lower secondary degree","68","0.137996409727531","0.109456335949914","0.166536483505149"
"True entirely","1990","Saxony","secondary school degree","31","0.0535958720054766","0.0353297795697903","0.071861964441163"
"True entirely","1990","Saxony","college entrance qualification","8","","",""
"True entirely","1990","Saxony","Other degree","","","",""
"True entirely","1990","Saxony","no degree/no degree yet","","","",""
"True entirely","1990","Saxony-Anhalt","lower secondary degree","41","0.144105716591543","0.106498052853423","0.181713380329664"
"True entirely","1990","Saxony-Anhalt","secondary school degree","28","","",""
"True entirely","1990","Saxony-Anhalt","college entrance qualification","4","","",""
"True entirely","1990","Saxony-Anhalt","Other degree","2","","",""
"True entirely","1990","Saxony-Anhalt","no degree/no degree yet","","","",""
"True entirely","1990","Thuringia","lower secondary degree","38","0.139811716966241","0.101992252424148","0.177631181508333"
"True entirely","1990","Thuringia","secondary school degree","14","","",""
"True entirely","1990","Thuringia","college entrance qualification","2","","",""
"True entirely","1990","Thuringia","Other degree","1","","",""
"True entirely","1990","Thuringia","no degree/no degree yet","1","","",""
"Tends to agree","1990","Schleswig-Holstein","lower secondary degree","","","",""
"Tends to agree","1990","Schleswig-Holstein","secondary school degree","","","",""
"Tends to agree","1990","Schleswig-Holstein","college entrance qualification","","","",""
"Tends to agree","1990","Schleswig-Holstein","Other degree","","","",""
"Tends to agree","1990","Schleswig-Holstein","no degree/no degree yet","","","",""
"Tends to agree","1990","Hamburg","lower secondary degree","","","",""
"Tends to agree","1990","Hamburg","secondary school degree","","","",""
"Tends to agree","1990","Hamburg","college entrance qualification","","","",""
"Tends to agree","1990","Hamburg","Other degree","","","",""
"Tends to agree","1990","Hamburg","no degree/no degree yet","","","",""
"Tends to agree","1990","Lower Saxony","lower secondary degree","","","",""
"Tends to agree","1990","Lower Saxony","secondary school degree","","","",""
"Tends to agree","1990","Lower Saxony","college entrance qualification","","","",""
"Tends to agree","1990","Lower Saxony","Other degree","","","",""
"Tends to agree","1990","Lower Saxony","no degree/no degree yet","","","",""
"Tends to agree","1990","Bremen","lower secondary degree","","","",""
"Tends to agree","1990","Bremen","secondary school degree","","","",""
"Tends to agree","1990","Bremen","college entrance qualification","","","",""
"Tends to agree","1990","Bremen","Other degree","","","",""
"Tends to agree","1990","Bremen","no degree/no degree yet","","","",""
"Tends to agree","1990","North Rhine-Westphalia","lower secondary degree","","","",""
"Tends to agree","1990","North Rhine-Westphalia","secondary school degree","","","",""
"Tends to agree","1990","North Rhine-Westphalia","college entrance qualification","","","",""
"Tends to agree","1990","North Rhine-Westphalia","Other degree","","","",""
"Tends to agree","1990","North Rhine-Westphalia","no degree/no degree yet","","","",""
"Tends to agree","1990","Hesse","lower secondary degree","","","",""
"Tends to agree","1990","Hesse","secondary school degree","","","",""
"Tends to agree","1990","Hesse","college entrance qualification","","","",""
"Tends to agree","1990","Hesse","Other degree","","","",""
"Tends to agree","1990","Hesse","no degree/no degree yet","","","",""
"Tends to agree","1990","Rhineland-Palatinate,Saarland","lower secondary degree","","","",""
"Tends to agree","1990","Rhineland-Palatinate,Saarland","secondary school degree","","","",""
"Tends to agree","1990","Rhineland-Palatinate,Saarland","college entrance qualification","","","",""
"Tends to agree","1990","Rhineland-Palatinate,Saarland","Other degree","","","",""
"Tends to agree","1990","Rhineland-Palatinate,Saarland","no degree/no degree yet","","","",""
"Tends to agree","1990","Baden-Württemberg","lower secondary degree","","","",""
"Tends to agree","1990","Baden-Württemberg","secondary school degree","","","",""
"Tends to agree","1990","Baden-Württemberg","college entrance qualification","","","",""
"Tends to agree","1990","Baden-Württemberg","Other degree","","","",""
"Tends to agree","1990","Baden-Württemberg","no degree/no degree yet","","","",""
"Tends to agree","1990","Bavaria","lower secondary degree","","","",""
"Tends to agree","1990","Bavaria","secondary school degree","","","",""
"Tends to agree","1990","Bavaria","college entrance qualification","","","",""
"Tends to agree","1990","Bavaria","Other degree","","","",""
"Tends to agree","1990","Bavaria","no degree/no degree yet","","","",""
"Tends to agree","1990","Berlin","lower secondary degree","11","","",""
"Tends to agree","1990","Berlin","secondary school degree","30","0.197539724022802","0.134245323660901","0.260834124384702"
"Tends to agree","1990","Berlin","college entrance qualification","9","","",""
"Tends to agree","1990","Berlin","Other degree","","","",""
"Tends to agree","1990","Berlin","no degree/no degree yet","","","",""
"Tends to agree","1990","Brandenburg","lower secondary degree","71","0.256262484075792","0.20466433720353","0.307860630948055"
"Tends to agree","1990","Brandenburg","secondary school degree","76","0.234824891953653","0.189634904241837","0.28001487966547"
"Tends to agree","1990","Brandenburg","college entrance qualification","16","","",""
"Tends to agree","1990","Brandenburg","Other degree","4","","",""
"Tends to agree","1990","Brandenburg","no degree/no degree yet","2","","",""
"Tends to agree","1990","Mecklenburg-Western Pomerania","lower secondary degree","46","0.255929646321901","0.192001976537765","0.319857316106036"
