"plh0191","year","sampreg","n","percent","lower_confidence","upper_confidence"
"True entirely","1990","West Germany","","","",""
"True entirely","1990","East Germany","358","0.0920420092184427","0.0835195902790201","0.100564428157865"
"Tends to agree","1990","West Germany","","","",""
"Tends to agree","1990","East Germany","902","0.205098177300042","0.193194679304061","0.217001675296023"
"Rather not true","1990","West Germany","","","",""
"Rather not true","1990","East Germany","1590","0.355040037122145","0.340932798923616","0.369147275320674"
"Totally disagree","1990","West Germany","","","",""
"Totally disagree","1990","East Germany","1570","0.347819776359371","0.333778780709975","0.361860772008767"
"True entirely","1991","West Germany","2","","",""
"True entirely","1991","East Germany","344","0.0918631527315786","0.0830425448333278","0.100683760629829"
"Tends to agree","1991","West Germany","1","","",""
"Tends to agree","1991","East Germany","958","0.244000974237022","0.230884757238599","0.257117191235445"
"Rather not true","1991","West Germany","10","","",""
"Rather not true","1991","East Germany","1651","0.390374523400254","0.37547664302862","0.405272403771887"
"Totally disagree","1991","West Germany","25","","",""
"Totally disagree","1991","East Germany","1166","0.273761349631146","0.260144459265306","0.287378239996985"
"True entirely","1992","West Germany","302","0.0494640641908301","0.0443877414029563","0.0545403869787039"
"True entirely","1992","East Germany","285","0.0879055859157397","0.0791063728054713","0.0967047990260082"
"Tends to agree","1992","West Germany","715","0.113092366509433","0.105677968364868","0.120506764653998"
"Tends to agree","1992","East Germany","897","0.240092829873603","0.226819326393129","0.253366333354077"
"Rather not true","1992","West Germany","1979","0.282570354542446","0.272029568003152","0.29311114108174"
"Rather not true","1992","East Germany","1532","0.375017443159832","0.359973025417352","0.390061860902313"
"Totally disagree","1992","West Germany","4013","0.554873214757291","0.543238417881183","0.566508011633399"
"Totally disagree","1992","East Germany","1264","0.296984141050825","0.282784907845685","0.311183374255966"
"True entirely","1993","West Germany","625","0.0729462121369246","0.0676436050675462","0.0782488192063029"
"True entirely","1993","East Germany","319","0.106303101506521","0.0965301067578985","0.116076096255144"
"Tends to agree","1993","West Germany","1359","0.145219507136133","0.13803535719542","0.152403657076845"
"Tends to agree","1993","East Germany","804","0.227121640593503","0.213837165341189","0.240406115845816"
