"plh0191","year","age_gr","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Rather not true","1990","16-34 y.","general elemantary","81","0.469284478203548","0.397946933753047","0.540622022654049","3"
"Rather not true","1990","16-34 y.","middle vocational","378","0.354139941075904","0.325101660258265","0.383178221893542","3"
"Rather not true","1990","16-34 y.","inadequately","1","","","","3"
"Rather not true","1990","16-34 y.","vocational + Abi","25","","","","3"
"Rather not true","1990","35-65 y.","vocational + Abi","7","","","","3"
"Rather not true","1990","35-65 y.","higher vocational","55","0.334368661813251","0.264471630527925","0.404265693098577","3"
"Rather not true","1990","35-65 y.","higher education","242","0.379487171042993","0.341534512694306","0.417439829391679","3"
"Rather not true","1990","16-34 y.","higher vocational","17","","","","3"
"Rather not true","1990","16-34 y.","in school","14","","","","3"
"Rather not true","1990","35-65 y.","middle vocational","446","0.355797022172128","0.329476904037292","0.382117140306965","3"
"Rather not true","1990","16-34 y.","higher education","134","0.419631703375154","0.365645652325556","0.473617754424753","3"
"Rather not true","1990","35-65 y.","in school","","","","","3"
"Rather not true","1990","35-65 y.","inadequately","2","","","","3"
"Rather not true","1990","35-65 y.","general elemantary","60","0.317464961320703","0.250925460025134","0.384004462616273","3"
"Rather not true","1990","66 and older","higher vocational","8","","","","3"
"Rather not true","1990","66 and older","higher education","18","","","","3"
"Rather not true","1990","66 and older","in school","","","","","3"
"Rather not true","1990","66 and older","inadequately","1","","","","3"
"Rather not true","1990","66 and older","general elemantary","44","0.308212443779485","0.231724051852478","0.384700835706491","3"
"Rather not true","1990","66 and older","middle vocational","55","0.27112101561914","0.210853366162488","0.331388665075792","3"
"Rather not true","1990","66 and older","vocational + Abi","","","","","3"
"Tends to agree","1990","16-34 y.","higher education","50","0.15766650888069","0.117800079978956","0.197532937782425","2"
"Tends to agree","1990","16-34 y.","middle vocational","217","0.211207967066332","0.186425151924005","0.235990782208658","2"
"Tends to agree","1990","16-34 y.","vocational + Abi","6","","","","2"
"Tends to agree","1990","16-34 y.","general elemantary","37","0.180722165928143","0.125718646323412","0.235725685532873","2"
"Tends to agree","1990","16-34 y.","inadequately","2","","","","2"
"Tends to agree","1990","16-34 y.","higher vocational","7","","","","2"
"Tends to agree","1990","16-34 y.","in school","6","","","","2"
"Tends to agree","1990","35-65 y.","in school","","","","","2"
"Tends to agree","1990","35-65 y.","inadequately","2","","","","2"
"Tends to agree","1990","35-65 y.","general elemantary","53","0.259997372707752","0.197296977691765","0.32269776772374","2"
"Tends to agree","1990","35-65 y.","middle vocational","272","0.212693022024765","0.190196054208376","0.235189989841155","2"
"Tends to agree","1990","35-65 y.","vocational + Abi","8","","","","2"
"Tends to agree","1990","35-65 y.","higher vocational","32","0.175437287851901","0.119086257043699","0.231788318660104","2"
"Tends to agree","1990","35-65 y.","higher education","121","0.196576298593244","0.165494498309344","0.227658098877144","2"
"Tends to agree","1990","66 and older","in school","","","","","2"
"Tends to agree","1990","66 and older","inadequately","1","","","","2"
"Tends to agree","1990","66 and older","general elemantary","34","0.238605204020684","0.168001256902121","0.309209151139247","2"
"Tends to agree","1990","66 and older","middle vocational","39","0.193625882442321","0.140055475826943","0.247196289057699","2"
"Tends to agree","1990","66 and older","vocational + Abi","","","","","2"
"Tends to agree","1990","66 and older","higher vocational","6","","","","2"
"Tends to agree","1990","66 and older","higher education","8","","","","2"
"Totally disagree","1990","35-65 y.","middle vocational","444","0.342962458831707","0.316865271677107","0.369059645986306","4"
"Totally disagree","1990","35-65 y.","higher vocational","70","0.388121261177909","0.315919886720042","0.460322635635776","4"
"Totally disagree","1990","35-65 y.","vocational + Abi","8","","","","4"
"Totally disagree","1990","16-34 y.","general elemantary","62","0.302536152742658","0.236873464807139","0.368198840678178","4"
"Totally disagree","1990","66 and older","higher education","16","","","","4"
"Totally disagree","1990","35-65 y.","higher education","236","0.377732665161219","0.33981434907515","0.415650981247287","4"
"Totally disagree","1990","16-34 y.","inadequately","","","","","4"
"Totally disagree","1990","16-34 y.","in school","9","","","","4"
"Totally disagree","1990","35-65 y.","in school","","","","","4"
"Totally disagree","1990","35-65 y.","inadequately","2","","","","4"
"Totally disagree","1990","35-65 y.","general elemantary","47","0.257296199973466","0.194808624336787","0.319783775610146","4"
"Totally disagree","1990","66 and older","in school","","","","","4"
"Totally disagree","1990","16-34 y.","middle vocational","382","0.372951749088943","0.343589383884048","0.402314114293839","4"
"Totally disagree","1990","66 and older","general elemantary","33","0.220569520528097","0.151887112204013","0.289251928852182","4"
"Totally disagree","1990","66 and older","middle vocational","79","0.34100851025719","0.276740114441812","0.405276906072568","4"
"Totally disagree","1990","66 and older","vocational + Abi","1","","","","4"
"Totally disagree","1990","66 and older","higher vocational","13","","","","4"
"Totally disagree","1990","66 and older","inadequately","","","","","4"
"Totally disagree","1990","16-34 y.","vocational + Abi","23","","","","4"
"Totally disagree","1990","16-34 y.","higher vocational","25","","","","4"
"Totally disagree","1990","16-34 y.","higher education","118","0.364392344744387","0.311745207998688","0.417039481490086","4"
"True entirely","1990","16-34 y.","in school","2","","","","1"
"True entirely","1990","16-34 y.","inadequately","","","","","1"
"True entirely","1990","16-34 y.","general elemantary","8","","","","1"
"True entirely","1990","16-34 y.","middle vocational","65","0.0617003427688216","0.0470910632422331","0.07630962229541","1"
"True entirely","1990","16-34 y.","vocational + Abi","2","","","","1"
"True entirely","1990","16-34 y.","higher vocational","2","","","","1"
"True entirely","1990","16-34 y.","higher education","19","","","","1"
"True entirely","1990","35-65 y.","in school","","","","","1"
"True entirely","1990","35-65 y.","inadequately","","","","","1"
"True entirely","1990","35-65 y.","general elemantary","28","","","","1"
"True entirely","1990","35-65 y.","middle vocational","109","0.0885474969713995","0.072929314902114","0.104165679040685","1"
"True entirely","1990","35-65 y.","vocational + Abi","","","","","1"
