"plh0191","year","hgtyp1hh","migback","n","percent","lower_confidence","upper_confidence","value"
"Rather not true","1990","(Married) couple without C. ","no migration background","305","0.345082301586525","0.313849726399311","0.376314876773739","3"
"Rather not true","1990","Single parent ","indirect migration background","","","","","3"
"Rather not true","1990","Couple + C. LE 16 ","indirect migration background","","","","","3"
"Rather not true","1990","1-pers.-HH","no migration background","91","0.294106592419252","0.244262061014672","0.343951123823832","3"
"Rather not true","1990","Couple + C. GT 16 ","indirect migration background","","","","","3"
"Rather not true","1990","Couple + C. LE and GT 16","indirect migration background","","","","","3"
"Rather not true","1990","Couple + C. GT 16 ","no migration background","272","0.347746730209939","0.314723894692479","0.3807695657274","3"
"Rather not true","1990","Couple + C. GT 16 ","direct migration background","11","","","","3"
"Rather not true","1990","1-pers.-HH","direct migration background","8","","","","3"
"Rather not true","1990","1-pers.-HH","indirect migration background","","","","","3"
"Rather not true","1990","Couple + C. LE and GT 16","no migration background","120","0.378828857635474","0.325002132596458","0.43265558267449","3"
"Rather not true","1990","Couple + C. LE and GT 16","direct migration background","2","","","","3"
"Rather not true","1990","(Married) couple without C. ","direct migration background","21","","","","3"
"Rather not true","1990","(Married) couple without C. ","indirect migration background","","","","","3"
"Rather not true","1990","Single parent ","no migration background","67","0.355150578277039","0.286003378090056","0.424297778464022","3"
"Rather not true","1990","Single parent ","direct migration background","1","","","","3"
"Rather not true","1990","Couple + C. LE 16 ","no migration background","559","0.383857158797215","0.358808219761503","0.408906097832926","3"
"Rather not true","1990","Couple + C. LE 16 ","direct migration background","10","","","","3"
"Tends to agree","1990","(Married) couple without C. ","no migration background","192","0.222088437778719","0.19478098599174","0.249395889565697","2"
"Tends to agree","1990","Single parent ","indirect migration background","","","","","2"
"Tends to agree","1990","Couple + C. LE 16 ","indirect migration background","","","","","2"
"Tends to agree","1990","1-pers.-HH","no migration background","67","0.194666054567596","0.151352014804645","0.237980094330547","2"
"Tends to agree","1990","Couple + C. LE and GT 16","direct migration background","1","","","","2"
"Tends to agree","1990","Single parent ","direct migration background","1","","","","2"
"Tends to agree","1990","(Married) couple without C. ","direct migration background","8","","","","2"
"Tends to agree","1990","1-pers.-HH","direct migration background","2","","","","2"
"Tends to agree","1990","1-pers.-HH","indirect migration background","","","","","2"
"Tends to agree","1990","Couple + C. LE and GT 16","indirect migration background","","","","","2"
"Tends to agree","1990","Couple + C. GT 16 ","indirect migration background","","","","","2"
"Tends to agree","1990","Couple + C. LE and GT 16","no migration background","53","0.169490491939346","0.127859594937763","0.21112138894093","2"
"Tends to agree","1990","(Married) couple without C. ","indirect migration background","","","","","2"
"Tends to agree","1990","Single parent ","no migration background","37","0.225380323907583","0.165007506841454","0.285753140973713","2"
"Tends to agree","1990","Couple + C. LE 16 ","no migration background","261","0.176464593078799","0.156829465043619","0.196099721113979","2"
"Tends to agree","1990","Couple + C. LE 16 ","direct migration background","8","","","","2"
"Tends to agree","1990","Couple + C. GT 16 ","no migration background","181","0.227352879533894","0.19829154685089","0.256414212216899","2"
"Tends to agree","1990","Couple + C. GT 16 ","direct migration background","5","","","","2"
"Totally disagree","1990","Couple + C. LE 16 ","no migration background","555","0.390322030530958","0.365195901054476","0.415448160007439","4"
"Totally disagree","1990","1-pers.-HH","no migration background","121","0.35372272165296","0.301418529650554","0.406026913655365","4"
"Totally disagree","1990","Single parent ","indirect migration background","","","","","4"
"Totally disagree","1990","1-pers.-HH","direct migration background","3","","","","4"
"Totally disagree","1990","1-pers.-HH","indirect migration background","","","","","4"
"Totally disagree","1990","(Married) couple without C. ","no migration background","296","0.32414348216191","0.293393208329084","0.354893755994737","4"
"Totally disagree","1990","(Married) couple without C. ","direct migration background","22","","","","4"
"Totally disagree","1990","(Married) couple without C. ","indirect migration background","","","","","4"
"Totally disagree","1990","Single parent ","no migration background","70","0.344608824664201","0.275941097719484","0.413276551608918","4"
"Totally disagree","1990","Single parent ","direct migration background","3","","","","4"
"Totally disagree","1990","Couple + C. GT 16 ","direct migration background","6","","","","4"
"Totally disagree","1990","Couple + C. LE 16 ","direct migration background","8","","","","4"
"Totally disagree","1990","Couple + C. LE 16 ","indirect migration background","1","","","","4"
"Totally disagree","1990","Couple + C. GT 16 ","no migration background","284","0.344341428995765","0.311395010437578","0.377287847553951","4"
"Totally disagree","1990","Couple + C. GT 16 ","indirect migration background","","","","","4"
"Totally disagree","1990","Couple + C. LE and GT 16","no migration background","115","0.380027589473604","0.326167813935701","0.433887365011507","4"
"Totally disagree","1990","Couple + C. LE and GT 16","direct migration background","3","","","","4"
"Totally disagree","1990","Couple + C. LE and GT 16","indirect migration background","","","","","4"
"True entirely","1990","1-pers.-HH","no migration background","42","0.157504631360192","0.117654844748036","0.197354417972347","1"
"True entirely","1990","1-pers.-HH","direct migration background","3","","","","1"
"True entirely","1990","1-pers.-HH","indirect migration background","","","","","1"
"True entirely","1990","(Married) couple without C. ","no migration background","97","0.108685778472846","0.0882375887527668","0.129133968192925","1"
"True entirely","1990","(Married) couple without C. ","direct migration background","6","","","","1"
"True entirely","1990","(Married) couple without C. ","indirect migration background","","","","","1"
"True entirely","1990","Single parent ","no migration background","10","","","","1"
"True entirely","1990","Single parent ","direct migration background","1","","","","1"
"True entirely","1990","Single parent ","indirect migration background","1","","","","1"
"True entirely","1990","Couple + C. LE 16 ","no migration background","73","0.0493562175930286","0.0381993147480125","0.0605131204380447","1"
"True entirely","1990","Couple + C. LE 16 ","direct migration background","1","","","","1"
"True entirely","1990","Couple + C. LE 16 ","indirect migration background","","","","","1"
"True entirely","1990","Couple + C. GT 16 ","no migration background","62","0.0805589612604018","0.0616880195833063","0.0994299029374972","1"
"True entirely","1990","Couple + C. GT 16 ","direct migration background","","","","","1"
