"plh0191","year","regtyp","sampreg","n","percent","lower_confidence","upper_confidence"
"True entirely","1990","Urban Area","West Germany","","","",""
"True entirely","1990","Urban Area","East Germany","143","0.108637732236669","0.0930806328594658","0.124194831613873"
"True entirely","1990","Rural Area","West Germany","","","",""
"True entirely","1990","Rural Area","East Germany","209","0.0831012425218925","0.0728696329799899","0.093332852063795"
"Tends to agree","1990","Urban Area","West Germany","","","",""
"Tends to agree","1990","Urban Area","East Germany","310","0.202297956587195","0.182215018123484","0.222380895050906"
"Tends to agree","1990","Rural Area","West Germany","","","",""
"Tends to agree","1990","Rural Area","East Germany","574","0.206669899498933","0.191661129998243","0.221678668999623"
"Rather not true","1990","Urban Area","West Germany","","","",""
"Rather not true","1990","Urban Area","East Germany","549","0.352740315207175","0.328852414493981","0.376628215920369"
"Rather not true","1990","Rural Area","West Germany","","","",""
"Rather not true","1990","Rural Area","East Germany","1008","0.355775784179134","0.338030366638269","0.37352120172"
"Totally disagree","1990","Urban Area","West Germany","","","",""
"Totally disagree","1990","Urban Area","East Germany","535","0.336323995968961","0.312704635066451","0.35994335687147"
"Totally disagree","1990","Rural Area","West Germany","","","",""
"Totally disagree","1990","Rural Area","East Germany","1005","0.354453073800041","0.336722500034387","0.372183647565694"
"True entirely","1991","Urban Area","West Germany","2","","",""
"True entirely","1991","Urban Area","East Germany","116","0.100033724345391","0.0841455446037037","0.115921904087079"
"True entirely","1991","Rural Area","West Germany","","","",""
"True entirely","1991","Rural Area","East Germany","221","0.0881102827992346","0.07734446651022","0.0988760990882492"
"Tends to agree","1991","Urban Area","West Germany","","","",""
"Tends to agree","1991","Urban Area","East Germany","303","0.244603232694985","0.221841439949173","0.267365025440797"
"Tends to agree","1991","Rural Area","West Germany","1","","",""
"Tends to agree","1991","Rural Area","East Germany","638","0.24553767719045","0.229190590809765","0.261884763571136"
"Rather not true","1991","Urban Area","West Germany","8","","",""
"Rather not true","1991","Urban Area","East Germany","521","0.351110232465868","0.325835008447808","0.376385456483929"
"Rather not true","1991","Rural Area","West Germany","1","","",""
"Rather not true","1991","Rural Area","East Germany","1095","0.411424700136114","0.392734725813603","0.430114674458626"
"Totally disagree","1991","Urban Area","West Germany","15","","",""
"Totally disagree","1991","Urban Area","East Germany","430","0.304252810493755","0.279889806460781","0.32861581452673"
"Totally disagree","1991","Rural Area","West Germany","8","","",""
"Totally disagree","1991","Rural Area","East Germany","709","0.254927339874201","0.23837459472068","0.271480085027721"
"True entirely","1992","Urban Area","West Germany","228","0.0493678930305083","0.0435564050811167","0.0551793809798998"
