"plh0191","year","e11102","pgcasmin","n","percent","lower_confidence","upper_confidence"
"True entirely","1992","Not Employed","(0) in school","3","","",""
"True entirely","1992","Not Employed","(1a) inadequately completed","8","","",""
"True entirely","1992","Not Employed","(1b) general elementary school","94","0.106592404128412","0.0862034614908815","0.126981346765943"
"True entirely","1992","Not Employed","(1c) basic vocational qualification","125","0.0913974446988975","0.0758574564496616","0.106937432948133"
"True entirely","1992","Not Employed","(2b) intermediate general qualification","4","","",""
"True entirely","1992","Not Employed","(2a) intermediate vocational","30","0.0723753238811428","0.0484883969977749","0.0962622507645108"
"True entirely","1992","Not Employed","(2c_gen) general maturity certificate","5","","",""
"True entirely","1992","Not Employed","(2c_voc) vocational maturity certificate","5","","",""
"True entirely","1992","Not Employed","(3a) lower tertiary education","10","","",""
"True entirely","1992","Not Employed","(3b) higher tertiary education","4","","",""
"True entirely","1992","Employed","(0) in school","","","",""
"True entirely","1992","Employed","(1a) inadequately completed","3","","",""
"True entirely","1992","Employed","(1b) general elementary school","39","0.0622687788924317","0.0432327160871848","0.0813048416976786"
"True entirely","1992","Employed","(1c) basic vocational qualification","135","0.0537563916382587","0.0449013500308873","0.06261143324563"
"True entirely","1992","Employed","(2b) intermediate general qualification","7","","",""
"True entirely","1992","Employed","(2a) intermediate vocational","69","0.0302316018267502","0.0228340162287117","0.0376291874247887"
"True entirely","1992","Employed","(2c_gen) general maturity certificate","5","","",""
"True entirely","1992","Employed","(2c_voc) vocational maturity certificate","6","","",""
"True entirely","1992","Employed","(3a) lower tertiary education","19","","",""
"True entirely","1992","Employed","(3b) higher tertiary education","7","","",""
"Tends to agree","1992","Not Employed","(0) in school","2","","",""
"Tends to agree","1992","Not Employed","(1a) inadequately completed","14","","",""
"Tends to agree","1992","Not Employed","(1b) general elementary school","206","0.23864085256453","0.210478175457645","0.266803529671414"
"Tends to agree","1992","Not Employed","(1c) basic vocational qualification","300","0.223004121527478","0.200556905579178","0.245451337475777"
"Tends to agree","1992","Not Employed","(2b) intermediate general qualification","24","","",""
"Tends to agree","1992","Not Employed","(2a) intermediate vocational","50","0.111906504955524","0.0828438099556028","0.140969199955444"
"Tends to agree","1992","Not Employed","(2c_gen) general maturity certificate","8","","",""
"Tends to agree","1992","Not Employed","(2c_voc) vocational maturity certificate","9","","",""
"Tends to agree","1992","Not Employed","(3a) lower tertiary education","36","0.190412045561385","0.127788327954078","0.253035763168692"
"Tends to agree","1992","Not Employed","(3b) higher tertiary education","12","","",""
"Tends to agree","1992","Employed","(0) in school","","","",""
"Tends to agree","1992","Employed","(1a) inadequately completed","9","","",""
"Tends to agree","1992","Employed","(1b) general elementary school","92","0.142873412037208","0.115305685105308","0.170441138969109"
"Tends to agree","1992","Employed","(1c) basic vocational qualification","370","0.132336838180316","0.119032599467347","0.145641076893285"
"Tends to agree","1992","Employed","(2b) intermediate general qualification","33","0.0932613867694538","0.0599073306594806","0.126615442879427"
"Tends to agree","1992","Employed","(2a) intermediate vocational","274","0.107171042124444","0.093806679026304","0.120535405222583"
"Tends to agree","1992","Employed","(2c_gen) general maturity certificate","6","","",""
"Tends to agree","1992","Employed","(2c_voc) vocational maturity certificate","23","","",""
"Tends to agree","1992","Employed","(3a) lower tertiary education","78","0.09975777508848","0.0777147099768978","0.121800840200062"
"Tends to agree","1992","Employed","(3b) higher tertiary education","51","0.0691366078159312","0.0493896375943623","0.0888835780375002"
"Rather not true","1992","Not Employed","(0) in school","24","","",""
"Rather not true","1992","Not Employed","(1a) inadequately completed","32","0.287868187306896","0.188652549709623","0.387083824904169"
