"plh0191","year","sex","n","percent","lower_confidence","upper_confidence"
"True entirely","1990","Male","145","0.076848054092045","0.0654589884240556","0.0882371197600343"
"True entirely","1990","Female","213","0.105582429169489","0.0930751252590356","0.118089733079942"
"Tends to agree","1990","Male","399","0.193069316049569","0.176191750286315","0.209946881812824"
"Tends to agree","1990","Female","503","0.2158179557586","0.199074312940012","0.232561598577189"
"Rather not true","1990","Male","759","0.356276865591321","0.335799294850722","0.376754436331919"
"Rather not true","1990","Female","831","0.353937810826178","0.334475322762615","0.373400298889742"
"Totally disagree","1990","Male","798","0.373805764267065","0.353118045931253","0.394493482602877"
"Totally disagree","1990","Female","772","0.324661804245733","0.305603951268846","0.343719657222619"
"True entirely","1991","Male","143","0.078228398570296","0.0664213040663784","0.0900354930742135"
"True entirely","1991","Female","203","0.102888133685158","0.0901053873871276","0.115670879983189"
"Tends to agree","1991","Male","426","0.225655612411996","0.207275874901609","0.244035349922382"
"Tends to agree","1991","Female","533","0.256754377348061","0.238374469381908","0.275134285314215"
"Rather not true","1991","Male","800","0.394983031095251","0.373488788099609","0.416477274090893"
"Rather not true","1991","Female","861","0.381560204403533","0.361121730047738","0.401998678759327"
"Totally disagree","1991","Male","618","0.301132957922458","0.280962043700457","0.321303872144459"
"Totally disagree","1991","Female","573","0.258797284563248","0.240369777661124","0.277224791465371"
"True entirely","1992","Male","235","0.0453536361287562","0.0397073226036664","0.050999949653846"
"True entirely","1992","Female","352","0.0689286426241758","0.062392048324564","0.0754652369237876"
"Tends to agree","1992","Male","681","0.126155003340773","0.11714537005779","0.135164636623757"
"Tends to agree","1992","Female","931","0.153315309154919","0.144018930612279","0.16261168769756"
"Rather not true","1992","Male","1674","0.303784561369174","0.291305200404065","0.316263922334283"
"Rather not true","1992","Female","1837","0.301268746809897","0.289430365906501","0.313107127713293"
"Totally disagree","1992","Male","2627","0.524706799161297","0.51115562835461","0.538257969967983"
"Totally disagree","1992","Female","2650","0.476487301411008","0.463600371685569","0.489374231136447"
"True entirely","1993","Male","398","0.0687315315672514","0.0625029747044621","0.0749600884300406"
"True entirely","1993","Female","546","0.0896581351283708","0.0828285244818693","0.0964877457748724"
"Tends to agree","1993","Male","965","0.148165497543625","0.139419222533908","0.156911772553342"
"Tends to agree","1993","Female","1198","0.173923934320076","0.164862675570704","0.182985193069449"
"Rather not true","1993","Male","2193","0.338640448528786","0.326989528964589","0.350291368092984"
"Rather not true","1993","Female","2354","0.3380680884371","0.326759521179503","0.349376655694697"
"Totally disagree","1993","Male","2782","0.444462522360338","0.432229149065572","0.456695895655103"
"Totally disagree","1993","Female","2624","0.398349842114453","0.386646681128106","0.4100530031008"
"True entirely","1994","Male","","","",""
"True entirely","1994","Female","","","",""
"Tends to agree","1994","Male","","","",""
"Tends to agree","1994","Female","","","",""
"Rather not true","1994","Male","","","",""
"Rather not true","1994","Female","","","",""
"Totally disagree","1994","Male","","","",""
"Totally disagree","1994","Female","","","",""
"True entirely","1995","Male","286","0.0503674192709509","0.0450034499335579","0.0557313886083439"
"True entirely","1995","Female","423","0.07539644538192","0.0691539284268408","0.0816389623369992"
"Tends to agree","1995","Male","805","0.121134569236185","0.113132010420954","0.129137128051416"
"Tends to agree","1995","Female","1045","0.150591599807519","0.142135596095723","0.159047603519315"
"Rather not true","1995","Male","2278","0.344096247048749","0.332444429922546","0.355748064174951"
"Rather not true","1995","Female","2364","0.335181211826499","0.324020343326854","0.346342080326143"
"Totally disagree","1995","Male","3017","0.484401764444115","0.472144538172697","0.496658990715534"
"Totally disagree","1995","Female","3040","0.438830742984063","0.427097934720236","0.450563551247889"
