"plh0191","year","bula_h","e11102","n","percent","lower_confidence","upper_confidence","value"
"Rather not true","1992","Bremen","Employed","5","","","","3"
"Rather not true","1992","Lower Saxony","Not Employed","89","0.286773210206259","0.236428904393735","0.337117516018783","3"
"Rather not true","1992","Hamburg","Not Employed","7","","","","3"
"Rather not true","1992","Bremen","Not Employed","8","","","","3"
"Rather not true","1992","Schleswig-Holstein","Employed","46","0.34045455597741","0.26585535438092","0.415053757573899","3"
"Rather not true","1992","Hamburg","Employed","16","","","","3"
"Rather not true","1992","North Rhine-Westphalia","Not Employed","199","0.275750688474027","0.242739275802323","0.308762101145732","3"
"Rather not true","1992","North Rhine-Westphalia","Employed","327","0.266578268633668","0.241423982889845","0.291732554377492","3"
"Rather not true","1992","Schleswig-Holstein","Not Employed","23","","","","3"
"Rather not true","1992","Lower Saxony","Employed","152","0.298809175013197","0.25972887761312","0.337889472413274","3"
"Rather not true","1992","Hesse","Not Employed","60","0.282092419831277","0.224555827399734","0.339629012262821","3"
"Rather not true","1992","Hesse","Employed","115","0.263052774813057","0.22079372759103","0.305311822035083","3"
"Rather not true","1992","Rhineland-Palatinate,Saarland","Not Employed","75","0.348362631643639","0.284227065541556","0.412498197745723","3"
"Rather not true","1992","Rhineland-Palatinate,Saarland","Employed","96","0.279724322660956","0.231513952671207","0.327934692650705","3"
"Rather not true","1992","Baden-Württemberg","Not Employed","103","0.292051173429147","0.244208684558822","0.339893662299471","3"
"Rather not true","1992","Baden-Württemberg","Employed","231","0.307041382574002","0.274311991267446","0.339770773880559","3"
"Rather not true","1992","Bavaria","Not Employed","113","0.267146746972379","0.225614225195758","0.308679268748999","3"
"Rather not true","1992","Bavaria","Employed","255","0.29802230810157","0.26773350720795","0.32831110899519","3"
"Rather not true","1992","Berlin","Not Employed","50","0.372017357153583","0.289562442385774","0.454472271921391","3"
"Rather not true","1992","Berlin","Employed","120","0.308678718959538","0.261417124801036","0.355940313118039","3"
"Rather not true","1992","Brandenburg","Not Employed","58","0.321894322718186","0.253259670307856","0.390528975128516","3"
"Rather not true","1992","Mecklenburg-Western Pomerania","Employed","124","0.388653818865339","0.334994700669799","0.442312937060879","3"
"Rather not true","1992","Mecklenburg-Western Pomerania","Not Employed","28","","","","3"
"Rather not true","1992","Brandenburg","Employed","191","0.377458667049586","0.334361497044005","0.420555837055166","3"
"Rather not true","1992","Saxony","Not Employed","111","0.360209984805915","0.306334055561641","0.414085914050189","3"
"Rather not true","1992","Saxony","Employed","323","0.379978438199328","0.34740553651183","0.412551339886827","3"
"Rather not true","1992","Saxony-Anhalt","Not Employed","66","0.300095630543276","0.238403559650801","0.361787701435751","3"
"Rather not true","1992","Saxony-Anhalt","Employed","240","0.426965267556632","0.386106934855266","0.467823600257999","3"
"Rather not true","1992","Thuringia","Not Employed","63","0.331963176388139","0.263734381092848","0.40019197168343","3"
"Rather not true","1992","Thuringia","Employed","217","0.436291957604711","0.392823041816075","0.479760873393346","3"
"Tends to agree","1992","Lower Saxony","Not Employed","43","0.158188537645293","0.11756645670058","0.198810618590006","2"
"Tends to agree","1992","North Rhine-Westphalia","Not Employed","82","0.129012902366239","0.10425098927217","0.153774815460307","2"
"Tends to agree","1992","Bremen","Employed","4","","","","2"
"Tends to agree","1992","Lower Saxony","Employed","38","0.0884283749979848","0.064188297462436","0.112668452533534","2"
"Tends to agree","1992","Hamburg","Employed","2","","","","2"
"Tends to agree","1992","Bremen","Not Employed","7","","","","2"
"Tends to agree","1992","Schleswig-Holstein","Not Employed","14","","","","2"
"Tends to agree","1992","North Rhine-Westphalia","Employed","76","0.0634459790696479","0.0495787017815395","0.0773132563577563","2"
"Tends to agree","1992","Hesse","Not Employed","41","0.175240081103906","0.126633546830433","0.223846615377379","2"
"Tends to agree","1992","Schleswig-Holstein","Employed","12","","","","2"
"Tends to agree","1992","Hamburg","Not Employed","12","","","","2"
"Tends to agree","1992","Rhineland-Palatinate,Saarland","Employed","26","","","","2"
"Tends to agree","1992","Bavaria","Not Employed","62","0.163962250500437","0.129209456544947","0.198715044455928","2"
"Tends to agree","1992","Hesse","Employed","18","","","","2"
"Tends to agree","1992","Rhineland-Palatinate,Saarland","Not Employed","47","0.223592413803913","0.16750652871333","0.279678298894496","2"
"Tends to agree","1992","Baden-Württemberg","Not Employed","59","0.198871486748116","0.156874250776906","0.240868722719326","2"
"Tends to agree","1992","Baden-Württemberg","Employed","81","0.108906978336914","0.0868027581721883","0.13101119850164","2"
"Tends to agree","1992","Bavaria","Employed","74","0.085980044046369","0.067415994942659","0.104544093150079","2"
"Tends to agree","1992","Berlin","Not Employed","16","","","","2"
"Tends to agree","1992","Brandenburg","Employed","95","0.209521896637606","0.17334014510631","0.245703648168902","2"
"Tends to agree","1992","Berlin","Employed","30","0.0812527634123976","0.0532995234980818","0.109206003326713","2"
"Tends to agree","1992","Brandenburg","Not Employed","52","0.305944920658043","0.238249906719758","0.373639934596327","2"
"Tends to agree","1992","Saxony","Not Employed","76","0.266786701151786","0.217150855366161","0.316422546937412","2"
"Tends to agree","1992","Mecklenburg-Western Pomerania","Employed","70","0.242800662740893","0.195599955456403","0.290001370025382","2"
"Tends to agree","1992","Mecklenburg-Western Pomerania","Not Employed","36","0.345077132327318","0.252364145671634","0.437790118983003","2"
"Tends to agree","1992","Saxony","Employed","183","0.219483616985895","0.191707876784349","0.24725935718744","2"
"Tends to agree","1992","Saxony-Anhalt","Not Employed","66","0.329008722596418","0.265761376948907","0.392256068243929","2"
"Tends to agree","1992","Thuringia","Employed","108","0.226802132727113","0.190096562133978","0.263507703320248","2"
"Tends to agree","1992","Thuringia","Not Employed","58","0.310291179455791","0.243265665737476","0.377316693174105","2"
"Tends to agree","1992","Saxony-Anhalt","Employed","124","0.238768665270884","0.203552595315915","0.273984735225852","2"
"Totally disagree","1992","Schleswig-Holstein","Not Employed","44","0.511246746752275","0.406208231556287","0.616285261948262","4"
"Totally disagree","1992","Schleswig-Holstein","Employed","93","0.559565325140555","0.481411832581444","0.637718817699665","4"
"Totally disagree","1992","Hamburg","Employed","45","0.664388312457896","0.552970898031828","0.775805726883964","4"
"Totally disagree","1992","Lower Saxony","Not Employed","162","0.49325875383105","0.437604575876336","0.548912931785764","4"
"Totally disagree","1992","Hamburg","Not Employed","21","","","","4"
"Totally disagree","1992","Lower Saxony","Employed","325","0.590288418182512","0.548301496508804","0.632275339856219","4"
"Totally disagree","1992","North Rhine-Westphalia","Not Employed","379","0.523791078057599","0.486898451678246","0.560683704436951","4"
"Totally disagree","1992","Bremen","Not Employed","29","","","","4"
"Totally disagree","1992","Bremen","Employed","29","","","","4"
"Totally disagree","1992","North Rhine-Westphalia","Employed","741","0.630320114044456","0.602859121809902","0.657781106279009","4"
"Totally disagree","1992","Berlin","Employed","204","0.570003932440039","0.519353142053469","0.620654722826609","4"
"Totally disagree","1992","Brandenburg","Not Employed","49","0.28060155897495","0.214597920655743","0.346605197294158","4"
"Totally disagree","1992","Berlin","Not Employed","59","0.413888357028025","0.329866378396715","0.497910335659335","4"
"Totally disagree","1992","Rhineland-Palatinate,Saarland","Not Employed","79","0.361479955138149","0.296808960839863","0.426150949436435","4"
"Totally disagree","1992","Brandenburg","Employed","179","0.371077003353566","0.328127246030322","0.414026760676809","4"
"Totally disagree","1992","Hesse","Not Employed","121","0.479202389121312","0.41533073862579","0.543074039616834","4"
"Totally disagree","1992","Hesse","Employed","275","0.677792023146985","0.63293851315794","0.722645533136029","4"
"Totally disagree","1992","Rhineland-Palatinate,Saarland","Employed","200","0.585043311425662","0.53212312466474","0.637963498186584","4"
"Totally disagree","1992","Baden-Württemberg","Not Employed","157","0.419646465193931","0.367722068971996","0.471570861415866","4"
"Totally disagree","1992","Baden-Württemberg","Employed","421","0.543205585784162","0.507860557956323","0.578550613612","4"
"Totally disagree","1992","Bavaria","Not Employed","238","0.513279134653131","0.466363063779054","0.560195205527208","4"
"Totally disagree","1992","Bavaria","Employed","517","0.581165142713373","0.54849378172462","0.613836503702127","4"
"Totally disagree","1992","Mecklenburg-Western Pomerania","Not Employed","25","","","","4"
"Totally disagree","1992","Mecklenburg-Western Pomerania","Employed","108","0.315383126576621","0.264231259963105","0.366534993190136","4"
"Totally disagree","1992","Saxony","Not Employed","70","0.207616179981493","0.162096775797936","0.253135584165049","4"
"Totally disagree","1992","Saxony","Employed","295","0.335740737758154","0.304049120298356","0.367432355217951","4"
"Totally disagree","1992","Saxony-Anhalt","Not Employed","49","0.174228423329142","0.123169737925351","0.225287108732933","4"
"Totally disagree","1992","Saxony-Anhalt","Employed","174","0.278545863457978","0.241516468649999","0.315575258265957","4"
"Totally disagree","1992","Thuringia","Not Employed","35","0.168434247435154","0.114210935089807","0.222657559780501","4"
"Totally disagree","1992","Thuringia","Employed","154","0.292109637770106","0.252251313899821","0.331967961640391","4"
"True entirely","1992","Schleswig-Holstein","Not Employed","6","","","","1"
"True entirely","1992","Schleswig-Holstein","Employed","4","","","","1"
"True entirely","1992","Hamburg","Not Employed","5","","","","1"
"True entirely","1992","Hamburg","Employed","6","","","","1"
"True entirely","1992","Lower Saxony","Not Employed","16","","","","1"
"True entirely","1992","Lower Saxony","Employed","12","","","","1"
"True entirely","1992","Bremen","Not Employed","3","","","","1"
"True entirely","1992","Bremen","Employed","2","","","","1"
"True entirely","1992","North Rhine-Westphalia","Not Employed","44","0.0714453311021352","0.0524191149178699","0.0904715472864005","1"
"True entirely","1992","North Rhine-Westphalia","Employed","43","0.039655638252228","0.0285539583995447","0.0507573181049113","1"
"True entirely","1992","Hesse","Not Employed","13","","","","1"
"True entirely","1992","Hesse","Employed","9","","","","1"
"True entirely","1992","Rhineland-Palatinate,Saarland","Not Employed","11","","","","1"
"True entirely","1992","Rhineland-Palatinate,Saarland","Employed","11","","","","1"
"True entirely","1992","Baden-Württemberg","Not Employed","28","","","","1"
"True entirely","1992","Baden-Württemberg","Employed","30","0.0408460533049219","0.0268015937745298","0.0548905128353139","1"
"True entirely","1992","Bavaria","Not Employed","23","","","","1"
"True entirely","1992","Bavaria","Employed","30","0.0348325051386877","0.0226905188959411","0.0469744913814344","1"
"True entirely","1992","Berlin","Not Employed","7","","","","1"
"True entirely","1992","Berlin","Employed","13","","","","1"
"True entirely","1992","Brandenburg","Not Employed","19","","","","1"
"True entirely","1992","Brandenburg","Employed","21","","","","1"
"True entirely","1992","Mecklenburg-Western Pomerania","Not Employed","12","","","","1"
"True entirely","1992","Mecklenburg-Western Pomerania","Employed","15","","","","1"
"True entirely","1992","Saxony","Not Employed","48","0.165387134060806","0.123691405215924","0.207082862905688","1"
"True entirely","1992","Saxony","Employed","52","0.0647972070566232","0.0482774134721419","0.0813170006411046","1"
"True entirely","1992","Saxony-Anhalt","Not Employed","31","0.196667223531164","0.143162281572982","0.250172165489346","1"
"True entirely","1992","Saxony-Anhalt","Employed","25","","","","1"
"True entirely","1992","Thuringia","Not Employed","27","","","","1"
"True entirely","1992","Thuringia","Employed","21","","","","1"
"Rather not true","1993","Hamburg","Not Employed","13","","","","3"
"Rather not true","1993","Schleswig-Holstein","Employed","50","0.294981242255996","0.22926696088948","0.360695523622511","3"
"Rather not true","1993","Hamburg","Employed","28","","","","3"
"Rather not true","1993","Schleswig-Holstein","Not Employed","36","0.381140618950168","0.28642403837884","0.475857199521496","3"
"Rather not true","1993","Lower Saxony","Employed","200","0.328884865239224","0.29172412417679","0.366045606301658","3"
"Rather not true","1993","Bremen","Not Employed","9","","","","3"
"Rather not true","1993","Bremen","Employed","15","","","","3"
"Rather not true","1993","Lower Saxony","Not Employed","115","0.316034998541694","0.268008450716479","0.36406154636691","3"
"Rather not true","1993","North Rhine-Westphalia","Not Employed","288","0.316611649675824","0.286488693840141","0.346734605511506","3"
"Rather not true","1993","North Rhine-Westphalia","Employed","492","0.314513632176043","0.291647661054065","0.337379603298021","3"
"Rather not true","1993","Hesse","Not Employed","80","0.281728795256336","0.230308534707514","0.333149055805158","3"
"Rather not true","1993","Hesse","Employed","189","0.318657751193059","0.282330339549191","0.354985162836927","3"
"Rather not true","1993","Rhineland-Palatinate,Saarland","Not Employed","93","0.364196618166018","0.304306989301878","0.424086247030158","3"
"Rather not true","1993","Baden-Württemberg","Employed","403","0.341737944546835","0.315285816003939","0.368190073089732","3"
"Rather not true","1993","Rhineland-Palatinate,Saarland","Employed","122","0.307263142434833","0.261297642284277","0.353228642585389","3"
"Rather not true","1993","Baden-Württemberg","Not Employed","177","0.355970158569995","0.315129670710193","0.396810646429798","3"
"Rather not true","1993","Bavaria","Not Employed","172","0.327660320877365","0.286144498771646","0.369176142983083","3"
"Rather not true","1993","Bavaria","Employed","427","0.378681286068415","0.350362132276483","0.407000439860346","3"
"Rather not true","1993","Berlin","Not Employed","51","0.268274938894045","0.200875223276001","0.335674654512089","3"
"Rather not true","1993","Berlin","Employed","130","0.307103129707705","0.262342681104002","0.351863578311408","3"
"Rather not true","1993","Brandenburg","Not Employed","86","0.412318642181355","0.346056174825583","0.478581109537128","3"
"Rather not true","1993","Mecklenburg-Western Pomerania","Not Employed","53","0.371019680716406","0.288920415064513","0.453118946368299","3"
"Rather not true","1993","Mecklenburg-Western Pomerania","Employed","124","0.479151843057494","0.419783382680311","0.538520303434677","3"
"Rather not true","1993","Brandenburg","Employed","177","0.405954835346562","0.358934072412681","0.452975598280444","3"
"Rather not true","1993","Saxony","Not Employed","120","0.27061074218419","0.225941509704927","0.315279974663453","3"
"Rather not true","1993","Saxony","Employed","327","0.452938538514307","0.416902768908543","0.488974308120071","3"
"Rather not true","1993","Saxony-Anhalt","Not Employed","81","0.307508239769446","0.248508534296277","0.366507945242615","3"
"Rather not true","1993","Saxony-Anhalt","Employed","233","0.420136561977854","0.377087816118422","0.463185307837287","3"
"Rather not true","1993","Thuringia","Not Employed","69","0.273012017516706","0.214008142871688","0.332015892161724","3"
"Rather not true","1993","Thuringia","Employed","187","0.434228136597029","0.387967836097283","0.480488437096775","3"
"Tends to agree","1993","Bremen","Not Employed","9","","","","2"
"Tends to agree","1993","Hamburg","Employed","12","","","","2"
"Tends to agree","1993","Schleswig-Holstein","Not Employed","19","","","","2"
"Tends to agree","1993","Bremen","Employed","4","","","","2"
"Tends to agree","1993","Lower Saxony","Not Employed","71","0.20581238113933","0.164049144847286","0.247575617431373","2"
"Tends to agree","1993","Lower Saxony","Employed","65","0.112043303887488","0.0870943263459719","0.136992281429004","2"
"Tends to agree","1993","North Rhine-Westphalia","Not Employed","162","0.170229752606854","0.145891072790605","0.194568432423104","2"
"Tends to agree","1993","Hamburg","Not Employed","21","","","","2"
"Tends to agree","1993","North Rhine-Westphalia","Employed","187","0.109432933304625","0.0940592532707726","0.124806613338478","2"
"Tends to agree","1993","Schleswig-Holstein","Employed","20","","","","2"
"Tends to agree","1993","Bavaria","Not Employed","85","0.204821707716481","0.169125046775823","0.240518368657139","2"
"Tends to agree","1993","Hesse","Not Employed","66","0.203480330177849","0.1574616779436","0.249498982412099","2"
"Tends to agree","1993","Rhineland-Palatinate,Saarland","Not Employed","51","0.199852190600361","0.150082857950791","0.249621523249931","2"
"Tends to agree","1993","Rhineland-Palatinate,Saarland","Employed","35","0.101283375135385","0.0712244754627338","0.131342274808037","2"
"Tends to agree","1993","Baden-Württemberg","Employed","209","0.152470214227602","0.13242158877207","0.172518839683133","2"
"Tends to agree","1993","Hesse","Employed","72","0.104084175039232","0.0802765810266171","0.127891769051847","2"
"Tends to agree","1993","Baden-Württemberg","Not Employed","103","0.151867403452709","0.121255150658947","0.18247965624647","2"
"Tends to agree","1993","Berlin","Not Employed","28","","","","2"
"Tends to agree","1993","Bavaria","Employed","131","0.117963905345408","0.0991315828428979","0.136796227847919","2"
"Tends to agree","1993","Brandenburg","Employed","85","0.217968041138385","0.178435954280414","0.257500127996355","2"
"Tends to agree","1993","Brandenburg","Not Employed","51","0.263493422410525","0.204193603838085","0.322793240982966","2"
"Tends to agree","1993","Berlin","Employed","52","0.115666049778641","0.0846326675518488","0.146699432005433","2"
"Tends to agree","1993","Mecklenburg-Western Pomerania","Employed","51","0.183070399619704","0.137111986996396","0.229028812243011","2"
"Tends to agree","1993","Saxony","Not Employed","105","0.297273787639058","0.251319326521295","0.343228248756821","2"
"Tends to agree","1993","Mecklenburg-Western Pomerania","Not Employed","31","0.266708420284919","0.191549768136569","0.341867072433268","2"
"Tends to agree","1993","Saxony","Employed","132","0.184672831033018","0.156582066172227","0.21276359589381","2"
"Tends to agree","1993","Saxony-Anhalt","Not Employed","62","0.235823661466423","0.181548060348568","0.290099262584278","2"
"Tends to agree","1993","Thuringia","Not Employed","63","0.332707849927668","0.270303399132817","0.39511230072252","2"
"Tends to agree","1993","Thuringia","Employed","90","0.191594503698823","0.15486331796449","0.228325689433155","2"
"Tends to agree","1993","Saxony-Anhalt","Employed","91","0.21705149991257","0.181097236501938","0.253005763323202","2"
"Totally disagree","1993","Schleswig-Holstein","Not Employed","45","0.433157627994716","0.336521050404942","0.529794205584489","4"
"Totally disagree","1993","Schleswig-Holstein","Employed","106","0.538461098183998","0.466624865367213","0.610297331000782","4"
