"plh0191","year","education","migback","n","percent","lower_confidence","upper_confidence"
"True entirely","1990","lower secondary degree","no migration background","193","0.132454123756667","0.11613240825047","0.148775839262864"
"True entirely","1990","lower secondary degree","direct migration background","10","","",""
"True entirely","1990","lower secondary degree","indirect migration background","1","","",""
"True entirely","1990","secondary school degree","no migration background","108","0.0576265856913155","0.0474109675380765","0.0678422038445545"
"True entirely","1990","secondary school degree","direct migration background","2","","",""
"True entirely","1990","secondary school degree","indirect migration background","","","",""
"True entirely","1990","college entrance qualification","no migration background","32","0.0558628703218177","0.0360282615576718","0.0756974790859636"
"True entirely","1990","college entrance qualification","direct migration background","","","",""
"True entirely","1990","college entrance qualification","indirect migration background","","","",""
"True entirely","1990","Other degree","no migration background","7","","",""
"True entirely","1990","Other degree","direct migration background","","","",""
"True entirely","1990","Other degree","indirect migration background","","","",""
"True entirely","1990","no degree/no degree yet","no migration background","2","","",""
"True entirely","1990","no degree/no degree yet","direct migration background","","","",""
"True entirely","1990","no degree/no degree yet","indirect migration background","","","",""
"Tends to agree","1990","lower secondary degree","no migration background","377","0.225998776572564","0.205861037726794","0.246136515418335"
"Tends to agree","1990","lower secondary degree","direct migration background","13","","",""
"Tends to agree","1990","lower secondary degree","indirect migration background","","","",""
"Tends to agree","1990","secondary school degree","no migration background","398","0.198340832067461","0.18086078324989","0.215820880885032"
"Tends to agree","1990","secondary school degree","direct migration background","5","","",""
"Tends to agree","1990","secondary school degree","indirect migration background","","","",""
"Tends to agree","1990","college entrance qualification","no migration background","76","0.155367055408999","0.12408048547576","0.186653625342239"
"Tends to agree","1990","college entrance qualification","direct migration background","5","","",""
"Tends to agree","1990","college entrance qualification","indirect migration background","","","",""
"Tends to agree","1990","Other degree","no migration background","13","","",""
"Tends to agree","1990","Other degree","direct migration background","2","","",""
"Tends to agree","1990","Other degree","indirect migration background","","","",""
"Tends to agree","1990","no degree/no degree yet","no migration background","10","","",""
"Tends to agree","1990","no degree/no degree yet","direct migration background","2","","",""
"Tends to agree","1990","no degree/no degree yet","indirect migration background","","","",""
"Rather not true","1990","lower secondary degree","no migration background","549","0.325101729867261","0.302548142290917","0.347655317443604"
"Rather not true","1990","lower secondary degree","direct migration background","29","","",""
"Rather not true","1990","lower secondary degree","indirect migration background","","","",""
"Rather not true","1990","secondary school degree","no migration background","722","0.361987440519429","0.340920422862408","0.38305445817645"
"Rather not true","1990","secondary school degree","direct migration background","15","","",""
"Rather not true","1990","secondary school degree","indirect migration background","","","",""
"Rather not true","1990","college entrance qualification","no migration background","224","0.421582588801423","0.378933820977435","0.464231356625411"
"Rather not true","1990","college entrance qualification","direct migration background","11","","",""
"Rather not true","1990","college entrance qualification","indirect migration background","","","",""
"Rather not true","1990","Other degree","no migration background","15","","",""
"Rather not true","1990","Other degree","direct migration background","2","","",""
"Rather not true","1990","Other degree","indirect migration background","","","",""
"Rather not true","1990","no degree/no degree yet","no migration background","17","","",""
"Rather not true","1990","no degree/no degree yet","direct migration background","2","","",""
"Rather not true","1990","no degree/no degree yet","indirect migration background","","","",""
"Totally disagree","1990","lower secondary degree","no migration background","538","0.316445369803508","0.294051826120166","0.338838913486849"
"Totally disagree","1990","lower secondary degree","direct migration background","28","","",""
"Totally disagree","1990","lower secondary degree","indirect migration background","","","",""
"Totally disagree","1990","secondary school degree","no migration background","771","0.382045141721794","0.360745249293438","0.40334503415015"
"Totally disagree","1990","secondary school degree","direct migration background","8","","",""
"Totally disagree","1990","secondary school degree","indirect migration background","1","","",""
"Totally disagree","1990","college entrance qualification","no migration background","183","0.36718748546776","0.325555613272624","0.408819357662896"
"Totally disagree","1990","college entrance qualification","direct migration background","6","","",""
