"plh0191","year","bula_h","pgisced97","n","percent","lower_confidence","upper_confidence"
"True entirely","1990","Schleswig-Holstein","in school","","","",""
"True entirely","1990","Schleswig-Holstein","inadequately","","","",""
"True entirely","1990","Schleswig-Holstein","general elemantary","","","",""
"True entirely","1990","Schleswig-Holstein","middle vocational","","","",""
"True entirely","1990","Schleswig-Holstein","vocational + Abi","","","",""
"True entirely","1990","Schleswig-Holstein","higher vocational","","","",""
"True entirely","1990","Schleswig-Holstein","higher education","","","",""
"True entirely","1990","Hamburg","in school","","","",""
"True entirely","1990","Hamburg","inadequately","","","",""
"True entirely","1990","Hamburg","general elemantary","","","",""
"True entirely","1990","Hamburg","middle vocational","","","",""
"True entirely","1990","Hamburg","vocational + Abi","","","",""
"True entirely","1990","Hamburg","higher vocational","","","",""
"True entirely","1990","Hamburg","higher education","","","",""
"True entirely","1990","Lower Saxony","in school","","","",""
"True entirely","1990","Lower Saxony","inadequately","","","",""
"True entirely","1990","Lower Saxony","general elemantary","","","",""
"True entirely","1990","Lower Saxony","middle vocational","","","",""
"True entirely","1990","Lower Saxony","vocational + Abi","","","",""
"True entirely","1990","Lower Saxony","higher vocational","","","",""
"True entirely","1990","Lower Saxony","higher education","","","",""
"True entirely","1990","Bremen","in school","","","",""
"True entirely","1990","Bremen","inadequately","","","",""
"True entirely","1990","Bremen","general elemantary","","","",""
"True entirely","1990","Bremen","middle vocational","","","",""
"True entirely","1990","Bremen","vocational + Abi","","","",""
"True entirely","1990","Bremen","higher vocational","","","",""
"True entirely","1990","Bremen","higher education","","","",""
"True entirely","1990","North Rhine-Westphalia","in school","","","",""
"True entirely","1990","North Rhine-Westphalia","inadequately","","","",""
"True entirely","1990","North Rhine-Westphalia","general elemantary","","","",""
"True entirely","1990","North Rhine-Westphalia","middle vocational","","","",""
"True entirely","1990","North Rhine-Westphalia","vocational + Abi","","","",""
"True entirely","1990","North Rhine-Westphalia","higher vocational","","","",""
"True entirely","1990","North Rhine-Westphalia","higher education","","","",""
"True entirely","1990","Hesse","in school","","","",""
"True entirely","1990","Hesse","inadequately","","","",""
"True entirely","1990","Hesse","general elemantary","","","",""
"True entirely","1990","Hesse","middle vocational","","","",""
"True entirely","1990","Hesse","vocational + Abi","","","",""
"True entirely","1990","Hesse","higher vocational","","","",""
"True entirely","1990","Hesse","higher education","","","",""
"True entirely","1990","Rhineland-Palatinate,Saarland","in school","","","",""
"True entirely","1990","Rhineland-Palatinate,Saarland","inadequately","","","",""
"True entirely","1990","Rhineland-Palatinate,Saarland","general elemantary","","","",""
"True entirely","1990","Rhineland-Palatinate,Saarland","middle vocational","","","",""
"True entirely","1990","Rhineland-Palatinate,Saarland","vocational + Abi","","","",""
"True entirely","1990","Rhineland-Palatinate,Saarland","higher vocational","","","",""
"True entirely","1990","Rhineland-Palatinate,Saarland","higher education","","","",""
"True entirely","1990","Baden-Württemberg","in school","","","",""
"True entirely","1990","Baden-Württemberg","inadequately","","","",""
"True entirely","1990","Baden-Württemberg","general elemantary","","","",""
"True entirely","1990","Baden-Württemberg","middle vocational","","","",""
"True entirely","1990","Baden-Württemberg","vocational + Abi","","","",""
"True entirely","1990","Baden-Württemberg","higher vocational","","","",""
"True entirely","1990","Baden-Württemberg","higher education","","","",""
"True entirely","1990","Bavaria","in school","","","",""
"True entirely","1990","Bavaria","inadequately","","","",""
"True entirely","1990","Bavaria","general elemantary","","","",""
"True entirely","1990","Bavaria","middle vocational","","","",""
"True entirely","1990","Bavaria","vocational + Abi","","","",""
"True entirely","1990","Bavaria","higher vocational","","","",""
"True entirely","1990","Bavaria","higher education","","","",""
