"plh0191","year","regtyp","sex","n","percent","lower_confidence","upper_confidence","value"
"Rather not true","1990","Urban Area","Female","283","0.342287464659982","0.309732549453139","0.374842379866825","3"
"Rather not true","1990","Rural Area","Male","481","0.352490999217746","0.326940051960169","0.378041946475322","3"
"Rather not true","1990","Rural Area","Female","527","0.358778625509341","0.334116383219044","0.383440867799639","3"
"Rather not true","1990","Urban Area","Male","266","0.364863453494989","0.3297252792149","0.400001627775078","3"
"Tends to agree","1990","Urban Area","Male","126","0.176693959472685","0.148853784466622","0.204534134478749","2"
"Tends to agree","1990","Rural Area","Male","267","0.20283434381176","0.181328567691868","0.224340119931653","2"
"Tends to agree","1990","Urban Area","Female","184","0.224374315768692","0.195751281310825","0.252997350226559","2"
"Tends to agree","1990","Rural Area","Female","307","0.210176237136598","0.189226808244797","0.231125666028398","2"
"Totally disagree","1990","Urban Area","Male","271","0.365149573668205","0.330005543310422","0.400293604025987","4"
"Totally disagree","1990","Urban Area","Female","264","0.311469915410499","0.279695869068097","0.3432439617529","4"
"Totally disagree","1990","Rural Area","Male","511","0.376736521032163","0.35082071111283","0.402652330951496","4"
"Totally disagree","1990","Rural Area","Female","494","0.334082286331559","0.309830022050728","0.35833455061239","4"
"True entirely","1990","Urban Area","Male","58","0.0932930133641211","0.0720635752230482","0.114522451505194","1"
"True entirely","1990","Urban Area","Female","85","0.121868304160828","0.0994228590554122","0.144313749266243","1"
"True entirely","1990","Rural Area","Male","84","0.0679381359383305","0.0544798649902039","0.0813964068864571","1"
"True entirely","1990","Rural Area","Female","125","0.0969628510225018","0.0817478922285524","0.112177809816451","1"
"Rather not true","1991","Rural Area","Female","570","0.404557819605225","0.378755972997344","0.430359666213106","3"
"Rather not true","1991","Urban Area","Female","267","0.334288261091442","0.300090862277157","0.368485659905728","3"
"Rather not true","1991","Urban Area","Male","262","0.363691891253324","0.327101707598872","0.400282074907777","3"
"Rather not true","1991","Rural Area","Male","526","0.415050817217558","0.388089291248417","0.442012343186699","3"
