"plh0191","year","education","pgisced97","n","percent","lower_confidence","upper_confidence"
"True entirely","1990","lower secondary degree","in school","","","",""
"True entirely","1990","lower secondary degree","inadequately","","","",""
"True entirely","1990","lower secondary degree","general elemantary","53","0.195277472644932","0.151707861550901","0.238847083738963"
"True entirely","1990","lower secondary degree","middle vocational","136","0.123953198397362","0.105401259551901","0.142505137242823"
"True entirely","1990","lower secondary degree","vocational + Abi","","","",""
"True entirely","1990","lower secondary degree","higher vocational","12","","",""
"True entirely","1990","lower secondary degree","higher education","3","","",""
"True entirely","1990","secondary school degree","in school","","","",""
"True entirely","1990","secondary school degree","inadequately","","","",""
"True entirely","1990","secondary school degree","general elemantary","9","","",""
"True entirely","1990","secondary school degree","middle vocational","66","0.0553892603193892","0.0425749096528627","0.0682036109859158"
"True entirely","1990","secondary school degree","vocational + Abi","","","",""
"True entirely","1990","secondary school degree","higher vocational","13","","",""
"True entirely","1990","secondary school degree","higher education","22","","",""
"True entirely","1990","college entrance qualification","in school","","","",""
"True entirely","1990","college entrance qualification","inadequately","","","",""
"True entirely","1990","college entrance qualification","general elemantary","","","",""
"True entirely","1990","college entrance qualification","middle vocational","3","","",""
"True entirely","1990","college entrance qualification","vocational + Abi","2","","",""
"True entirely","1990","college entrance qualification","higher vocational","","","",""
"True entirely","1990","college entrance qualification","higher education","27","","",""
"True entirely","1990","Other degree","in school","","","",""
"True entirely","1990","Other degree","inadequately","","","",""
"True entirely","1990","Other degree","general elemantary","3","","",""
"True entirely","1990","Other degree","middle vocational","4","","",""
"True entirely","1990","Other degree","vocational + Abi","","","",""
"True entirely","1990","Other degree","higher vocational","","","",""
"True entirely","1990","Other degree","higher education","","","",""
"True entirely","1990","no degree/no degree yet","in school","2","","",""
"True entirely","1990","no degree/no degree yet","inadequately","","","",""
"True entirely","1990","no degree/no degree yet","general elemantary","","","",""
"True entirely","1990","no degree/no degree yet","middle vocational","","","",""
"True entirely","1990","no degree/no degree yet","vocational + Abi","","","",""
"True entirely","1990","no degree/no degree yet","higher vocational","","","",""
"True entirely","1990","no degree/no degree yet","higher education","","","",""
"Tends to agree","1990","lower secondary degree","in school","","","",""
"Tends to agree","1990","lower secondary degree","inadequately","","","",""
"Tends to agree","1990","lower secondary degree","general elemantary","77","0.224870852397509","0.178984012694274","0.270757692100744"
"Tends to agree","1990","lower secondary degree","middle vocational","264","0.219249916254705","0.195957072209371","0.242542760300039"
"Tends to agree","1990","lower secondary degree","vocational + Abi","","","",""
"Tends to agree","1990","lower secondary degree","higher vocational","23","","",""
"Tends to agree","1990","lower secondary degree","higher education","26","","",""
"Tends to agree","1990","secondary school degree","in school","","","",""
"Tends to agree","1990","secondary school degree","inadequately","","","",""
"Tends to agree","1990","secondary school degree","general elemantary","38","0.209680867705673","0.150376121189156","0.26898561422219"
"Tends to agree","1990","secondary school degree","middle vocational","249","0.200223744959809","0.177805612796357","0.222641877123261"
"Tends to agree","1990","secondary school degree","vocational + Abi","","","",""
"Tends to agree","1990","secondary school degree","higher vocational","20","","",""
"Tends to agree","1990","secondary school degree","higher education","96","0.201362178878813","0.165298903031298","0.237425454726327"
"Tends to agree","1990","college entrance qualification","in school","","","",""
"Tends to agree","1990","college entrance qualification","inadequately","","","",""
"Tends to agree","1990","college entrance qualification","general elemantary","","","",""
"Tends to agree","1990","college entrance qualification","middle vocational","8","","",""
"Tends to agree","1990","college entrance qualification","vocational + Abi","14","","",""
"Tends to agree","1990","college entrance qualification","higher vocational","2","","",""
"Tends to agree","1990","college entrance qualification","higher education","57","0.144686814437802","0.110510285895533","0.178863342980071"
"Tends to agree","1990","Other degree","in school","","","",""
"Tends to agree","1990","Other degree","inadequately","","","",""
"Tends to agree","1990","Other degree","general elemantary","9","","",""
"Tends to agree","1990","Other degree","middle vocational","6","","",""
"Tends to agree","1990","Other degree","vocational + Abi","","","",""
"Tends to agree","1990","Other degree","higher vocational","","","",""
"Tends to agree","1990","Other degree","higher education","","","",""
"Tends to agree","1990","no degree/no degree yet","in school","6","","",""
"Tends to agree","1990","no degree/no degree yet","inadequately","5","","",""
"Tends to agree","1990","no degree/no degree yet","general elemantary","","","",""
"Tends to agree","1990","no degree/no degree yet","middle vocational","1","","",""
"Tends to agree","1990","no degree/no degree yet","vocational + Abi","","","",""
"Tends to agree","1990","no degree/no degree yet","higher vocational","","","",""
"Tends to agree","1990","no degree/no degree yet","higher education","","","",""
"Rather not true","1990","lower secondary degree","in school","","","",""
"Rather not true","1990","lower secondary degree","inadequately","","","",""
"Rather not true","1990","lower secondary degree","general elemantary","103","0.328773752453225","0.2771419168038","0.380405588102651"
"Rather not true","1990","lower secondary degree","middle vocational","403","0.325205259822821","0.29883214618612","0.351578373459521"
"Rather not true","1990","lower secondary degree","vocational + Abi","","","",""
"Rather not true","1990","lower secondary degree","higher vocational","31","0.302076815631636","0.212970083848907","0.391183547414364"
"Rather not true","1990","lower secondary degree","higher education","41","0.366788405358858","0.275044465413774","0.458532345303941"
"Rather not true","1990","secondary school degree","in school","","","",""
"Rather not true","1990","secondary school degree","inadequately","","","",""
"Rather not true","1990","secondary school degree","general elemantary","79","0.442264160144527","0.369909925584447","0.514618394704607"
"Rather not true","1990","secondary school degree","middle vocational","441","0.360521589461415","0.333622600042998","0.387420578879832"
"Rather not true","1990","secondary school degree","vocational + Abi","","","",""
"Rather not true","1990","secondary school degree","higher vocational","48","0.309654963300328","0.235664697472286","0.383645229128371"
"Rather not true","1990","secondary school degree","higher education","169","0.363281345057326","0.320030298389833","0.406532391724818"
"Rather not true","1990","college entrance qualification","in school","","","",""
"Rather not true","1990","college entrance qualification","inadequately","","","",""
"Rather not true","1990","college entrance qualification","general elemantary","","","",""
"Rather not true","1990","college entrance qualification","middle vocational","22","","",""
"Rather not true","1990","college entrance qualification","vocational + Abi","32","0.398420396579706","0.291139985060183","0.505700808099229"
"Rather not true","1990","college entrance qualification","higher vocational","","","",""
"Rather not true","1990","college entrance qualification","higher education","181","0.435951167221399","0.387775453079161","0.484126881363636"
"Rather not true","1990","Other degree","in school","","","",""
"Rather not true","1990","Other degree","inadequately","","","",""
"Rather not true","1990","Other degree","general elemantary","3","","",""
"Rather not true","1990","Other degree","middle vocational","11","","",""
"Rather not true","1990","Other degree","vocational + Abi","","","",""
"Rather not true","1990","Other degree","higher vocational","1","","",""
"Rather not true","1990","Other degree","higher education","2","","",""
"Rather not true","1990","no degree/no degree yet","in school","14","","",""
"Rather not true","1990","no degree/no degree yet","inadequately","4","","",""
"Rather not true","1990","no degree/no degree yet","general elemantary","","","",""
"Rather not true","1990","no degree/no degree yet","middle vocational","1","","",""
"Rather not true","1990","no degree/no degree yet","vocational + Abi","","","",""
"Rather not true","1990","no degree/no degree yet","higher vocational","","","",""
"Rather not true","1990","no degree/no degree yet","higher education","","","",""
"Totally disagree","1990","lower secondary degree","in school","","","",""
"Totally disagree","1990","lower secondary degree","inadequately","","","",""
"Totally disagree","1990","lower secondary degree","general elemantary","85","0.251077922504334","0.203417585274027","0.29873825973464"
"Totally disagree","1990","lower secondary degree","middle vocational","409","0.331591625525112","0.305087132638554","0.358096118411671"
"Totally disagree","1990","lower secondary degree","vocational + Abi","","","",""
"Totally disagree","1990","lower secondary degree","higher vocational","36","0.35339865647693","0.260630536889467","0.446166776064392"
"Totally disagree","1990","lower secondary degree","higher education","36","0.350630965898246","0.259793276250942","0.441468655545551"
"Totally disagree","1990","secondary school degree","in school","","","",""
"Totally disagree","1990","secondary school degree","inadequately","","","",""
"Totally disagree","1990","secondary school degree","general elemantary","55","0.285119967247863","0.219348246634401","0.350891687861324"
"Totally disagree","1990","secondary school degree","middle vocational","468","0.383865405259387","0.356620539874337","0.411110270644437"
"Totally disagree","1990","secondary school degree","vocational + Abi","","","",""
"Totally disagree","1990","secondary school degree","higher vocational","69","0.458116598676644","0.378382626663644","0.537850570689644"
"Totally disagree","1990","secondary school degree","higher education","188","0.382558342059748","0.338851634899393","0.426265049220103"
"Totally disagree","1990","college entrance qualification","in school","","","",""
"Totally disagree","1990","college entrance qualification","inadequately","","","",""
"Totally disagree","1990","college entrance qualification","general elemantary","","","",""
"Totally disagree","1990","college entrance qualification","middle vocational","13","","",""
"Totally disagree","1990","college entrance qualification","vocational + Abi","32","0.429601407596786","0.321127529292235","0.538075285901336"
"Totally disagree","1990","college entrance qualification","higher vocational","2","","",""
