"plh0191","year","e11102","n","percent","lower_confidence","upper_confidence","value"
"Rather not true","1992","Not Employed","1053","0.289022414309203","0.274076980159219","0.303967848459188","3"
"Rather not true","1992","Employed","2458","0.310820556917165","0.300312956358605","0.321328157475726","3"
"Tends to agree","1992","Not Employed","671","0.188516171394852","0.175620942402071","0.201411400387632","2"
"Tends to agree","1992","Employed","941","0.110514792925613","0.103396725419578","0.117632860431649","2"
"Totally disagree","1992","Not Employed","1517","0.435602413358807","0.419254868752616","0.451949957964997","4"
"Totally disagree","1992","Employed","3760","0.539037237452306","0.527720406301347","0.550354068603264","4"
"True entirely","1992","Not Employed","293","0.0868590009371382","0.0775738032489832","0.0961441986252933","1"
"True entirely","1992","Employed","294","0.0396274127049153","0.0351984679106352","0.0440563574991954","1"
"Rather not true","1993","Not Employed","1443","0.321215111817424","0.307396072760818","0.33503415087403","3"
"Rather not true","1993","Employed","3104","0.349291171304132","0.339258293194815","0.359324049413449","3"
"Tends to agree","1993","Not Employed","927","0.206181571061689","0.194208672910168","0.21815446921321","2"
"Tends to agree","1993","Employed","1236","0.132990803884975","0.12584483633583","0.140136771434119","2"
"Totally disagree","1993","Not Employed","1558","0.359463899284957","0.345263085790154","0.37366471277976","4"
"Totally disagree","1993","Employed","3848","0.459572735810137","0.449084942119155","0.470060529501118","4"
"True entirely","1993","Not Employed","458","0.11313941783593","0.103764911143635","0.122513924528226","1"
"True entirely","1993","Employed","486","0.0581452890007563","0.0532205002511804","0.0630700777503322","1"
"Rather not true","1994","Not Employed","","","","","3"
"Rather not true","1994","Employed","","","","","3"
"Tends to agree","1994","Not Employed","","","","","2"
"Tends to agree","1994","Employed","","","","","2"
"Totally disagree","1994","Not Employed","","","","","4"
"Totally disagree","1994","Employed","","","","","4"
"True entirely","1994","Not Employed","","","","","1"
"True entirely","1994","Employed","","","","","1"
"Rather not true","1995","Not Employed","1576","0.316479441556115","0.303284699142761","0.32967418396947","3"
"Rather not true","1995","Employed","3066","0.355921176933383","0.345733654170488","0.366108699696279","3"
"Tends to agree","1995","Not Employed","888","0.185264322066627","0.174242417736503","0.196286226396751","2"
"Tends to agree","1995","Employed","962","0.101532374782123","0.0951058578501724","0.107958891714073","2"
"Totally disagree","1995","Not Employed","1899","0.397031340832884","0.383150616203166","0.410912065462602","4"
"Totally disagree","1995","Employed","4158","0.506227140924213","0.495589177619682","0.516865104228743","4"
"True entirely","1995","Not Employed","410","0.101224895544374","0.0926678950006512","0.109781896088097","1"
"True entirely","1995","Employed","299","0.0363193073602815","0.0323386249894354","0.0402999897311276","1"
"Rather not true","1996","Not Employed","1687","0.347486722845397","0.333760535302539","0.361212910388256","3"
"Rather not true","1996","Employed","3399","0.402147903993703","0.391675889001232","0.412619918986173","3"
"Tends to agree","1996","Not Employed","923","0.200671950616207","0.189127001929017","0.212216899303397","2"
"Tends to agree","1996","Employed","896","0.10095665997763","0.0945224049050295","0.10739091505023","2"
"Totally disagree","1996","Not Employed","1698","0.378032400287037","0.364054738204877","0.392010062369197","4"
"Totally disagree","1996","Employed","3841","0.463213619481764","0.452564054284587","0.47386318467894","4"
"True entirely","1996","Not Employed","315","0.0738089262513585","0.0662720586953476","0.0813457938073693","1"
"True entirely","1996","Employed","286","0.0336818165469042","0.0298288228243986","0.0375348102694099","1"
"Rather not true","1997","Employed","3162","0.374615524978355","0.364094875670287","0.385136174286424","3"
"Rather not true","1997","Not Employed","1671","0.334419456259386","0.320921472812826","0.347917439705947","3"
"Tends to agree","1997","Employed","951","0.109644352285651","0.102853082198542","0.11643562237276","2"
"Tends to agree","1997","Not Employed","919","0.1924814965173","0.181201900423026","0.203761092611574","2"
"Totally disagree","1997","Employed","3725","0.473080413342438","0.462228263904504","0.483932562780373","4"
"Totally disagree","1997","Not Employed","1750","0.378745311974217","0.364867171267583","0.392623452680852","4"
"True entirely","1997","Employed","293","0.0426597093935555","0.0382671441051487","0.0470522746819624","1"
"True entirely","1997","Not Employed","353","0.0943537352490962","0.0859903584667737","0.102717112031419","1"
"Rather not true","1998","Employed","","","","","3"
"Rather not true","1998","Not Employed","","","","","3"
"Tends to agree","1998","Employed","","","","","2"
"Tends to agree","1998","Not Employed","","","","","2"
"Totally disagree","1998","Employed","","","","","4"
"Totally disagree","1998","Not Employed","","","","","4"
"True entirely","1998","Employed","","","","","1"
"True entirely","1998","Not Employed","","","","","1"
"Rather not true","1999","Employed","","","","","3"
"Rather not true","1999","Not Employed","","","","","3"
"Tends to agree","1999","Employed","","","","","2"
"Tends to agree","1999","Not Employed","","","","","2"
"Totally disagree","1999","Employed","","","","","4"
"Totally disagree","1999","Not Employed","","","","","4"
"True entirely","1999","Employed","","","","","1"
"True entirely","1999","Not Employed","","","","","1"
"Rather not true","2000","Employed","","","","","3"
"Rather not true","2000","Not Employed","","","","","3"
"Tends to agree","2000","Employed","","","","","2"
"Tends to agree","2000","Not Employed","","","","","2"
"Totally disagree","2000","Employed","","","","","4"
"Totally disagree","2000","Not Employed","","","","","4"
"True entirely","2000","Employed","","","","","1"
"True entirely","2000","Not Employed","","","","","1"
"Rather not true","2001","Not Employed","","","","","3"
"Rather not true","2001","Employed","","","","","3"
"Tends to agree","2001","Not Employed","","","","","2"
"Tends to agree","2001","Employed","","","","","2"
"Totally disagree","2001","Not Employed","","","","","4"
"Totally disagree","2001","Employed","","","","","4"
"True entirely","2001","Not Employed","","","","","1"
"True entirely","2001","Employed","","","","","1"
"Rather not true","2002","Not Employed","","","","","3"
"Rather not true","2002","Employed","","","","","3"
"Tends to agree","2002","Not Employed","","","","","2"
"Tends to agree","2002","Employed","","","","","2"
"Totally disagree","2002","Not Employed","","","","","4"
"Totally disagree","2002","Employed","","","","","4"
"True entirely","2002","Not Employed","","","","","1"
"True entirely","2002","Employed","","","","","1"
"Rather not true","2003","Not Employed","","","","","3"
"Rather not true","2003","Employed","","","","","3"
"Tends to agree","2003","Not Employed","","","","","2"
"Tends to agree","2003","Employed","","","","","2"
"Totally disagree","2003","Not Employed","","","","","4"
"Totally disagree","2003","Employed","","","","","4"
"True entirely","2003","Not Employed","","","","","1"
"True entirely","2003","Employed","","","","","1"
"Rather not true","2004","Not Employed","","","","","3"
"Rather not true","2004","Employed","","","","","3"
"Tends to agree","2004","Not Employed","","","","","2"
"Tends to agree","2004","Employed","","","","","2"
"Totally disagree","2004","Not Employed","","","","","4"
"Totally disagree","2004","Employed","","","","","4"
"True entirely","2004","Not Employed","","","","","1"
"True entirely","2004","Employed","","","","","1"
"Rather not true","2005","Not Employed","","","","","3"
"Rather not true","2005","Employed","","","","","3"
"Tends to agree","2005","Not Employed","","","","","2"
"Tends to agree","2005","Employed","","","","","2"
"Totally disagree","2005","Not Employed","","","","","4"
"Totally disagree","2005","Employed","","","","","4"
"True entirely","2005","Not Employed","","","","","1"
"True entirely","2005","Employed","","","","","1"
"Rather not true","2006","Not Employed","","","","","3"
"Rather not true","2006","Employed","","","","","3"
"Tends to agree","2006","Not Employed","","","","","2"
"Tends to agree","2006","Employed","","","","","2"
"Totally disagree","2006","Not Employed","","","","","4"
"Totally disagree","2006","Employed","","","","","4"
"True entirely","2006","Not Employed","","","","","1"
"True entirely","2006","Employed","","","","","1"
"Rather not true","2007","Not Employed","","","","","3"
"Rather not true","2007","Employed","","","","","3"
"Tends to agree","2007","Not Employed","","","","","2"
"Tends to agree","2007","Employed","","","","","2"
"Totally disagree","2007","Not Employed","","","","","4"
"Totally disagree","2007","Employed","","","","","4"
"True entirely","2007","Not Employed","","","","","1"
"True entirely","2007","Employed","","","","","1"
"Rather not true","2008","Not Employed","2621","0.352916963631077","0.342039972166773","0.363793955095381","3"
"Rather not true","2008","Employed","4580","0.393674048587369","0.384889022311026","0.402459074863712","3"
"Tends to agree","2008","Not Employed","1430","0.207540298107575","0.198309647241562","0.216770948973589","2"
"Tends to agree","2008","Employed","1211","0.110214489429531","0.104583514363265","0.115845464495797","2"
"Totally disagree","2008","Not Employed","2866","0.367259367985699","0.356287215955094","0.378231520016303","4"
"Totally disagree","2008","Employed","5726","0.462000221735859","0.453035563582058","0.47096487988966","4"
"True entirely","2008","Not Employed","498","0.0722833702756491","0.0663892447456108","0.0781774958056875","1"
"True entirely","2008","Employed","364","0.0341112402472411","0.0308473623429468","0.0373751181515355","1"
"Rather not true","2009","Not Employed","","","","","3"
"Rather not true","2009","Employed","","","","","3"
"Tends to agree","2009","Not Employed","","","","","2"
"Tends to agree","2009","Employed","","","","","2"
"Totally disagree","2009","Not Employed","","","","","4"
"Totally disagree","2009","Employed","","","","","4"
"True entirely","2009","Not Employed","","","","","1"
"True entirely","2009","Employed","","","","","1"
"Rather not true","2010","Employed","","","","","3"
"Rather not true","2010","Not Employed","","","","","3"
"Tends to agree","2010","Employed","","","","","2"
"Tends to agree","2010","Not Employed","","","","","2"
"Totally disagree","2010","Employed","","","","","4"
"Totally disagree","2010","Not Employed","","","","","4"
"True entirely","2010","Employed","","","","","1"
"True entirely","2010","Not Employed","","","","","1"
"Rather not true","2011","Employed","","","","","3"
"Rather not true","2011","Not Employed","","","","","3"
"Tends to agree","2011","Employed","","","","","2"
"Tends to agree","2011","Not Employed","","","","","2"
"Totally disagree","2011","Employed","","","","","4"
"Totally disagree","2011","Not Employed","","","","","4"
"True entirely","2011","Employed","","","","","1"
"True entirely","2011","Not Employed","","","","","1"
"Rather not true","2012","Employed","","","","","3"
"Rather not true","2012","Not Employed","","","","","3"
"Tends to agree","2012","Employed","","","","","2"
"Tends to agree","2012","Not Employed","","","","","2"
"Totally disagree","2012","Employed","","","","","4"
"Totally disagree","2012","Not Employed","","","","","4"
"True entirely","2012","Employed","","","","","1"
"True entirely","2012","Not Employed","","","","","1"
"Rather not true","2013","Employed","3696","0.32636521563259","0.317814869703703","0.334915561561477","3"
"Rather not true","2013","Not Employed","2420","0.32918771522758","0.318397606496079","0.33997782395908","3"
"Tends to agree","2013","Employed","763","0.0648540230569362","0.0603631821844116","0.0693448639294608","2"
"Tends to agree","2013","Not Employed","1024","0.152545425631818","0.144289584708664","0.160801266554972","2"
"Totally disagree","2013","Employed","6726","0.572360478721015","0.563338677844708","0.581382279597322","4"
