"plh0191","year","pgisced97","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Rather not true","1990","inadequately","East Germany","4","","","","3"
"Rather not true","1990","in school","West Germany","","","","","3"
"Rather not true","1990","in school","East Germany","14","","","","3"
"Rather not true","1990","inadequately","West Germany","","","","","3"
"Rather not true","1990","general elemantary","West Germany","","","","","3"
"Rather not true","1990","general elemantary","East Germany","185","0.357083296289978","0.315741878886136","0.39842471369382","3"
"Rather not true","1990","middle vocational","West Germany","","","","","3"
"Rather not true","1990","middle vocational","East Germany","879","0.344072461978846","0.325531663241152","0.36261326071654","3"
"Rather not true","1990","vocational + Abi","West Germany","","","","","3"
"Rather not true","1990","vocational + Abi","East Germany","32","0.398420396579706","0.291139985060183","0.505700808099229","3"
"Rather not true","1990","higher vocational","West Germany","","","","","3"
"Rather not true","1990","higher vocational","East Germany","80","0.303864653881022","0.24774368329681","0.359985624465234","3"
"Rather not true","1990","higher education","West Germany","","","","","3"
"Rather not true","1990","higher education","East Germany","394","0.39346042083953","0.363106370536308","0.423814471142753","3"
"Tends to agree","1990","inadequately","East Germany","5","","","","2"
"Tends to agree","1990","inadequately","West Germany","","","","","2"
"Tends to agree","1990","higher vocational","East Germany","45","0.182952479868957","0.135775401012812","0.230129558725102","2"
"Tends to agree","1990","higher education","West Germany","","","","","2"
"Tends to agree","1990","in school","East Germany","6","","","","2"
"Tends to agree","1990","general elemantary","West Germany","","","","","2"
"Tends to agree","1990","higher vocational","West Germany","","","","","2"
"Tends to agree","1990","higher education","East Germany","179","0.183886553326888","0.15981595954313","0.207957147110646","2"
"Tends to agree","1990","general elemantary","East Germany","124","0.229139835113847","0.192877034663409","0.265402635564285","2"
"Tends to agree","1990","in school","West Germany","","","","","2"
"Tends to agree","1990","middle vocational","East Germany","528","0.209620824263033","0.193734972460907","0.225506676065159","2"
"Tends to agree","1990","vocational + Abi","West Germany","","","","","2"
"Tends to agree","1990","vocational + Abi","East Germany","14","","","","2"
"Tends to agree","1990","middle vocational","West Germany","","","","","2"
"Totally disagree","1990","in school","East Germany","9","","","","4"
"Totally disagree","1990","higher vocational","East Germany","108","0.410466279693093","0.350441398918676","0.470491160467509","4"
"Totally disagree","1990","inadequately","East Germany","2","","","","4"
"Totally disagree","1990","inadequately","West Germany","","","","","4"
"Totally disagree","1990","higher education","West Germany","","","","","4"
"Totally disagree","1990","higher vocational","West Germany","","","","","4"
"Totally disagree","1990","higher education","East Germany","370","0.370760686292269","0.340748936734083","0.400772435850455","4"
"Totally disagree","1990","general elemantary","West Germany","","","","","4"
