"year","migback","regtyp","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1985","direct migration background","Rural Area","22.78","15.96","41","6","10","28","30","180","11.69","33.87","4","180","13","21"
"1985","direct migration background","Urban Area","20.34","13","294","4","7","21","40","220","17.77","22.91","0","220","11","14"
"1985","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"1985","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"1985","no migration background","Rural Area","20.02","14","234","5","10","22","46","100","17.65","22.39","1","130","13","14"
"1985","no migration background","Urban Area","22.87","14","663","5","8","28","49","150","20.78","24.96","1","300","13","14"
"1986","direct migration background","Rural Area","24.61","20.44","44","5.05","9","32","48","60","13.95","35.27","1","230","9","28"
"1986","direct migration background","Urban Area","24.73","14.15","334","5","8","30","60","150","22.24","27.22","0","210","14","15"
"1986","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"1986","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"1986","no migration background","Rural Area","17.17","14","214","4","8","21","39","62","15.3","19.04","1","74","11","14"
"1986","no migration background","Urban Area","23.61","14","669","5","8","30","50","150","21.48","25.74","0","280","12","14"
"1987","direct migration background","Rural Area","16.84","11.78","47","5","7","21","41","41","13.62","20.06","0","42","10","15"
"1987","direct migration background","Urban Area","25.76","15","277","5","9","30","63","175","22.57","28.95","0","310","13","14"
"1987","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"1987","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"1987","no migration background","Rural Area","19.57","15","218","4","7","28","40","91","17.17","21.97","0","141","10","15"
"1987","no migration background","Urban Area","22.97","14","678","4","7","28","53","165","21.02","24.92","1","222","11","14"
"1988","direct migration background","Rural Area","17.79","10","36","4","7","25","42","45","10.18","25.4","1","130","10","16"
"1988","direct migration background","Urban Area","22.28","13","262","5","7","21","43","150","19.01","25.55","1","300","12","14"
"1988","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"1988","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"1988","no migration background","Rural Area","22.2","14","189","5","8","25","44","185","18.1","26.3","1","261","11","15"
"1988","no migration background","Urban Area","24.26","14","686","5","7","28","56","150","22.21","26.31","1","271","11","14"
"1989","direct migration background","Rural Area","38.49","14.26","36","7","9","50","120","180","26.36","50.62","5","180","10","21"
"1989","direct migration background","Urban Area","20.7","14","253","4","8","21","40","150","17.81","23.59","1","211","12","14"
"1989","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"1989","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"1989","no migration background","Rural Area","21.63","14","202","4","7","25","43","140","18.23","25.03","1","210","10","15"
"1989","no migration background","Urban Area","22.25","14","628","5","8","27","50","102","20.45","24.05","1","200","12","14"
"1990","direct migration background","Rural Area","","","","","","","","","","","","","",""
"1990","direct migration background","Urban Area","","","","","","","","","","","","","",""
"1990","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"1990","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"1990","no migration background","Rural Area","","","","","","","","","","","","","",""
"1990","no migration background","Urban Area","","","","","","","","","","","","","",""
"1991","direct migration background","Rural Area","12.26","10","44","6","7","12","22","56","7.52","17","3","80","9","15"
"1991","direct migration background","Urban Area","22.4","14","235","5","7","25","40","365","18.87","25.93","1","365","10","14"
"1991","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"1991","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"1991","no migration background","Rural Area","20.76","14","202","5","7","28","45","90","17.39","24.13","1","210","10","14"
"1991","no migration background","Urban Area","21.23","14","657","4","7","25","45","180","19.22","23.24","1","300","10","13"
"1992","direct migration background","Rural Area","18.12","10","43","4","6","35","40","48","13.7","22.54","1","60","8","15"
"1992","direct migration background","Urban Area","16.31","10","236","5","6","21","30","70","14.41","18.21","1","90","10","14"
"1992","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"1992","indirect migration background","Urban Area","12.36","5.37","36","1","5","15","35","47","7.77","16.95","1","56","6","15"
"1992","no migration background","Rural Area","24.23","14","433","5","7","30","50","270","21.11","27.35","1","365","12","14"
"1992","no migration background","Urban Area","21.49","14","711","4","7","26","49","130","19.6","23.38","1","270","10","14"
"1993","direct migration background","Rural Area","","","","","","","","","","","","","",""
"1993","direct migration background","Urban Area","","","","","","","","","","","","","",""
"1993","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"1993","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"1993","no migration background","Rural Area","","","","","","","","","","","","","",""
"1993","no migration background","Urban Area","","","","","","","","","","","","","",""
"1994","direct migration background","Rural Area","33.72","15","40","4","6","34","60","240","21.61","45.83","2","240","7","15"
"1994","direct migration background","Urban Area","16.89","11","216","5","7","21","35","65","14.38","19.4","1","180","10","14"
"1994","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"1994","indirect migration background","Urban Area","20.43","10","39","5","5","21","90","90","15.5","25.36","2","90","7","13"
"1994","no migration background","Rural Area","18.34","13","441","4","7","21","40","98","16.49","20.19","1","180","10","13"
"1994","no migration background","Urban Area","20.08","12","749","3","6","21","45","135","18.33","21.83","1","196","10","11"
"1995","direct migration background","Rural Area","15.4","11.48","50","3","3","21","30","75","11.52","19.28","1","75","7","15"
"1995","direct migration background","Urban Area","19.19","14","271","3","7","21","40","150","15.87","22.51","1","220","12","14"
"1995","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"1995","indirect migration background","Urban Area","12.81","8","37","3","8","14","21","81","7.81","17.81","1","81","8","14"
"1995","no migration background","Rural Area","18.2","11","498","3","5","24","42","90","16.47","19.93","0","170","9","11"
"1995","no migration background","Urban Area","19.81","12","698","3","5","24","42","120","18.05","21.57","1","250","10","12"
"1996","direct migration background","Rural Area","14.54","14","48","4","8","15","35","60","10.65","18.43","2","60","10","14"
"1996","direct migration background","Urban Area","17.75","10","273","3","6","20","36","120","14.81","20.69","1","180","10","14"
"1996","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"1996","indirect migration background","Urban Area","8.63","7","45","2","5","10","17","60","5.79","11.47","1","60","6","10"
"1996","no migration background","Rural Area","18.35","12.25","504","3","6","21","41","100","16.63","20.07","1","215","10","12"
"1996","no migration background","Urban Area","18.75","11","709","3","5","21","40","130","17.09","20.41","1","190","9","10"
"1997","direct migration background","Rural Area","17.58","14","47","2","4","18","30","320","4.1","31.06","2","320","7","14"
"1997","direct migration background","Urban Area","15.9","9.38","247","3","6","20","42","84","13.85","17.95","1","100","8","11"
"1997","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"1997","indirect migration background","Urban Area","14.58","9","56","1","4","21","35","125","8.98","20.18","1","125","5","10"
"1997","no migration background","Rural Area","16.33","11","474","3","5","21","35","104","14.78","17.88","1","200","8","11"
"1997","no migration background","Urban Area","17.62","10","717","3","5","21","40","125","16.04","19.2","1","185","8","10"
"1998","direct migration background","Rural Area","15.52","10","55","3","3","20","40","67","10.37","20.67","2","100","9","14"
"1998","direct migration background","Urban Area","14.22","10","250","3","5","16","30","88","12.27","16.17","1","100","8","12"
"1998","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"1998","indirect migration background","Urban Area","15.34","6.76","37","3","5","11","35","84","10.19","20.49","1","84","6","10"
"1998","no migration background","Rural Area","16.71","10","563","3","5","20","40","110","15.2","18.22","1","140","9","10"
"1998","no migration background","Urban Area","17.13","10","820","3","5","20","40","110","15.65","18.61","1","210","8","10"
"1999","direct migration background","Rural Area","21.25","11.12","52","3","6","21","42","120","15.06","27.44","1","120","9","14"
"1999","direct migration background","Urban Area","12.23","8","233","2","5","15","28","56","10.59","13.87","1","100","8","10"
"1999","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"1999","indirect migration background","Urban Area","10.55","7","39","1","3","14","21","45","6.91","14.19","1","45","5","14"
"1999","no migration background","Rural Area","14.63","10","533","3","5","20","30","74","13.32","15.94","1","150","9","10"
"1999","no migration background","Urban Area","17.89","10","809","3","5","20","38","120","16.16","19.62","1","330","9","10"
"2000","direct migration background","Rural Area","18.2","12","78","3","6","21","44","94","12.38","24.02","1","180","10","15"
"2000","direct migration background","Urban Area","13.57","8","292","3","5","15","30","78","11.61","15.53","1","180","7","10"
"2000","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"2000","indirect migration background","Urban Area","11.5","8","70","3","5","15","23","32","7.12","15.88","1","150","6","10"
"2000","no migration background","Rural Area","15.76","10","944","3","5","20","35","92","14.59","16.93","1","170","8","10"
"2000","no migration background","Urban Area","17.04","10","1456","3","5","21","40","100","15.97","18.11","1","305","9","10"
"2001","direct migration background","Rural Area","16.05","14","81","3","6","20","35","60","13.12","18.98","1","70","10","14"
"2001","direct migration background","Urban Area","12.68","9","268","3","5","15","28","70","11.18","14.18","1","90","7","10"
"2001","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"2001","indirect migration background","Urban Area","12.81","7","64","1","4","14","21","90","9.55","16.07","1","90","5","8"
"2001","no migration background","Rural Area","15.45","9","860","2","5","18","34","120","14.13","16.77","1","210","8","10"
"2001","no migration background","Urban Area","16.08","10","1344","3","5","20","32","112","14.92","17.24","1","250","8","10"
"2002","direct migration background","Rural Area","13.21","10","64","3","6","18","28","47","10.32","16.1","1","47","7","14"
"2002","direct migration background","Urban Area","14.96","10","263","3","5","20","30","70","12.95","16.97","1","140","7","10"
"2002","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"2002","indirect migration background","Urban Area","8.38","6","75","2","3","10","20","31","5.5","11.26","1","99","5","8"
"2002","no migration background","Rural Area","14.74","10","875","2","5","19","30","95","13.59","15.89","0","200","8","10"
"2002","no migration background","Urban Area","16.17","10","1430","2","5","20","35","105","15.06","17.28","1","360","8","10"
"2003","direct migration background","Rural Area","13.72","7","53","3","5","14","21","97","7.61","19.83","1","130","6","14"
"2003","direct migration background","Urban Area","12.26","7","254","3","4","15","25","78","10.21","14.31","1","122","7","10"
"2003","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"2003","indirect migration background","Urban Area","10.68","7.39","65","3","5","14","14","90","7.71","13.65","1","90","6","8"
"2003","no migration background","Rural Area","13.57","9","832","2","5","16","30","84","12.41","14.73","1","240","8","10"
"2003","no migration background","Urban Area","15.18","8","1419","2","4","18","33","105","14.06","16.3","1","242","7","8"
"2004","direct migration background","Rural Area","13.98","7.53","65","3","5","14","26","90","9.37","18.59","1","120","6","10"
"2004","direct migration background","Urban Area","13.11","8","234","3","5","14","30","65","11.13","15.09","1","120","7","10"
"2004","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"2004","indirect migration background","Urban Area","9.14","7","60","2","4","13","21","28","6.83","11.45","1","56","5","9"
"2004","no migration background","Rural Area","15.34","10","811","2","5","18","34","90","14.06","16.62","1","275","7","9"
"2004","no migration background","Urban Area","15.5","8.79","1404","2","4","16","30","140","14.34","16.66","1","350","7","8"
"2005","direct migration background","Rural Area","9.77","10","55","3","5","14","17","30","8.03","11.51","2","30","7","11"
"2005","direct migration background","Urban Area","15.22","7","206","2","4","17","42","120","13.03","17.41","1","120","6","10"
"2005","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"2005","indirect migration background","Urban Area","9.57","6","54","2","4","10","18","50","6.69","12.45","1","60","4","7"
"2005","no migration background","Rural Area","12.75","8","759","2","5","14","28","84","11.67","13.83","1","170","7","8"
"2005","no migration background","Urban Area","15.74","8","1211","2","4","17","32","150","14.5","16.98","1","250","7","8"
"2006","direct migration background","Rural Area","9.97","6","63","3","3","11","14","70","7.02","12.92","1","70","6","10"
"2006","direct migration background","Urban Area","15.27","8","203","3","4","14","33","100","11.9","18.64","1","280","7","10"
"2006","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"2006","indirect migration background","Urban Area","10.34","5","65","1","2","12","25","60","7.22","13.46","1","70","5","10"
"2006","no migration background","Rural Area","15.89","9","831","2","4","16","35","180","14.58","17.2","1","220","8","10"
"2006","no migration background","Urban Area","14.12","8","1393","2","4","16","30","112","13.14","15.1","1","220","7","8"
"2007","direct migration background","Rural Area","11.48","6","46","3","4","10","31","60","4.27","18.69","1","150","5","10"
"2007","direct migration background","Urban Area","13.96","7","191","3","5","15","30","90","11.46","16.46","1","180","6","8"
"2007","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"2007","indirect migration background","Urban Area","8.14","7","52","3","4","12","14","35","5.71","10.57","1","49","5","10"
"2007","no migration background","Rural Area","13","8","816","2","4","14","30","90","11.99","14.01","1","120","7","8"
"2007","no migration background","Urban Area","13.94","7","1324","2","4","14","35","90","12.89","14.99","1","231","7","8"
"2008","direct migration background","Rural Area","9.36","6","49","2","3","10","17","105","3.95","14.77","1","105","4","8"
"2008","direct migration background","Urban Area","14.53","7","164","3","4","16","42","90","11.35","17.71","1","120","6","10"
"2008","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"2008","indirect migration background","Urban Area","9.25","5.99","58","2","3","12","21","42","6.9","11.6","1","42","4","6"
"2008","no migration background","Rural Area","14.38","8","776","3","4","15","28","100","13.12","15.64","1","240","7","9"
"2008","no migration background","Urban Area","12.87","7","1198","2","4","14","30","90","11.89","13.85","1","200","6","7"
"2009","direct migration background","Rural Area","10.86","7","43","3","6","14","15","100","3.42","18.3","1","136","6","10"
"2009","direct migration background","Urban Area","10.86","7","155","2","4","15","24","50","8.92","12.8","1","70","6","10"
"2009","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"2009","indirect migration background","Urban Area","7.36","5","54","1","4","12","14","30","5.64","9.08","1","30","4","7"
"2009","no migration background","Rural Area","11.82","7","805","2","3","14","28","98","10.36","13.28","1","290","7","8"
"2009","no migration background","Urban Area","13.39","7","1238","2","3","14","30","120","12.27","14.51","1","300","6","7"
"2010","direct migration background","Rural Area","12.07","6","81","2","4","10","21","180","7.63","16.51","1","180","4","6"
"2010","direct migration background","Urban Area","12.33","7","345","2","4","14","25","120","10.91","13.75","1","120","5","6"
"2010","indirect migration background","Rural Area","","","","","","","","","","","","","",""
