"year","e11102","hgtyp1hh","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","Employed","(Married) couple without C.","22.36","14","148","4","8","26","50","140","18.43","26.29","1","150","13","15"
"1984","Employed","1-pers.-HH","20.95","10.86","70","2","7","28","50","105","15.76","26.14","1","105","10","19"
"1984","Employed","Couple + C. GT 16 ","19.43","13.78","125","3","7","21","38","140","15.87","22.99","1","140","12","17"
"1984","Employed","Couple + C. LE 16","15.57","8","243","3","5","14","35","120","12.77","18.37","1","210","7","10"
"1984","Employed","Couple + C. LE and GT 16","21.12","14","124","3","6","25","45","120","13.33","28.91","1","365","10","14"
"1984","Employed","Single parent","15.14","10.2","31","2","7","21","30","42","11.16","19.12","1","42","8","14"
"1984","Not Employed","(Married) couple without C.","31.18","21","147","9","14","40","60","150","26.62","35.74","1","180","20","25"
"1984","Not Employed","1-pers.-HH","32.24","21","100","10","14","42","78","118","26.66","37.82","1","140","14","30"
"1984","Not Employed","Couple + C. GT 16 ","30.67","20.58","59","6","9","42","56","141","22.82","38.52","1","141","14","28"
"1984","Not Employed","Couple + C. LE 16","14.29","8","146","4","6","18","30","90","11.75","16.83","1","90","7","10"
"1984","Not Employed","Couple + C. LE and GT 16","13.97","10","46","4","7","17","28","50","7.96","19.98","1","110","7","15"
"1984","Not Employed","Single parent","","","","","","","","","","","","","",""
"1985","Employed","(Married) couple without C.","18.4","14","119","3","6","21","35","127","15.07","21.73","1","127","12","17"
"1985","Employed","1-pers.-HH","15.64","12","45","5","9","17","34","61","12.07","19.21","1","61","10","14"
"1985","Employed","Couple + C. GT 16 ","19.2","14","123","4","8","25","41","90","15.92","22.48","1","100","12","17"
"1985","Employed","Couple + C. LE 16","16.48","10","231","5","6","18","28","100","13.75","19.21","0","220","10","12"
"1985","Employed","Couple + C. LE and GT 16","17.63","11.65","98","3","6","21","35","120","13.83","21.43","1","120","9","14"
"1985","Employed","Single parent","","","","","","","","","","","","","",""
"1985","Not Employed","(Married) couple without C.","26.82","21","143","7","12","30","50","120","21.9","31.74","3","300","15","21"
"1985","Not Employed","1-pers.-HH","30.8","21","92","9","14","42","60","150","24.5","37.1","3","180","15","28"
"1985","Not Employed","Couple + C. GT 16 ","27.74","14","66","4","7","21","50","300","16.86","38.62","1","300","10","18"
"1985","Not Employed","Couple + C. LE 16","16.38","9.8","145","5","6","16","30","130","11.68","21.08","1","210","7","10"
"1985","Not Employed","Couple + C. LE and GT 16","17.44","10.99","44","4","7","21","50","70","11.65","23.23","1","70","12","21"
"1985","Not Employed","Single parent","20.35","14","30","2","5","28","56","90","12.9","27.8","1","90","5","21"
"1986","Employed","(Married) couple without C.","20.47","14","148","4","7","25","42","120","16.75","24.19","1","150","10","18"
"1986","Employed","1-pers.-HH","23.62","14","49","4","10","30","60","92","17.16","30.08","1","92","11","21"
"1986","Employed","Couple + C. GT 16 ","21.1","11.04","135","4","7","21","36","160","17.03","25.17","0","160","10","15"
"1986","Employed","Couple + C. LE 16","17.98","10","191","4","6","21","40","90","14.55","21.41","0","247","10","13"
"1986","Employed","Couple + C. LE and GT 16","17.37","11.61","83","4","7","21","42","90","13.5","21.24","1","90","10","16"
"1986","Employed","Single parent","13.29","10","34","2","7","20","30","35","10.03","16.55","1","35","9","20"
"1986","Not Employed","(Married) couple without C.","28.41","21","163","8","14","40","60","108","24.97","31.85","1","150","21","26"
"1986","Not Employed","1-pers.-HH","30.15","20.88","90","8","12","34","60","212","20.87","39.43","0","280","14","21"
"1986","Not Employed","Couple + C. GT 16 ","18.8","14","75","3","6","24","45","61","11.95","25.65","1","230","10","20"
"1986","Not Employed","Couple + C. LE 16","13.46","8","132","4","6","16","25","90","9.74","17.18","1","210","7","10"
"1986","Not Employed","Couple + C. LE and GT 16","17.6","12","54","2","6","21","36","112","12","23.2","0","112","8","18"
"1986","Not Employed","Single parent","","","","","","","","","","","","","",""
"1987","Employed","(Married) couple without C.","22.7","13","145","4","6","25","47","175","18.1","27.3","1","222","10","14"
"1987","Employed","1-pers.-HH","19.72","13.46","58","4","9","22","40","77","14.47","24.97","3","120","10","18"
"1987","Employed","Couple + C. GT 16 ","17.82","12","122","2","5","22","35","100","14.45","21.19","1","141","10","19"
"1987","Employed","Couple + C. LE 16","15.61","10","204","4","6","15","30","91","12.99","18.23","0","210","8","11"
"1987","Employed","Couple + C. LE and GT 16","20.88","14","76","5","7","28","54","90","16.77","24.99","1","90","12","19"
"1987","Employed","Single parent","18.53","11","38","2","7","26","42","60","13.1","23.96","0","60","7","14"
"1987","Not Employed","(Married) couple without C.","27.35","21","136","5","12","30","63","189","21.48","33.22","1","310","15","23"
"1987","Not Employed","1-pers.-HH","31.61","21","100","7","14","35","65","165","24.84","38.38","2","215","18","25"
"1987","Not Employed","Couple + C. GT 16 ","24.51","14","72","4","7","29","63","100","18.3","30.72","1","150","11","21"
"1987","Not Employed","Couple + C. LE 16","12.42","6.76","122","3","5","13","21","180","9.13","15.71","1","180","6","9"
"1987","Not Employed","Couple + C. LE and GT 16","19.87","18","42","5","8","30","35","50","14.97","24.77","1","60","8","21"
"1987","Not Employed","Single parent","","","","","","","","","","","","","",""
