"year","age_gr","pgisced97","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","16-34 y.","general elemantary","16.45","10","139","5","6","14","46","107","13.37","19.53","1","110","8","10"
"1984","16-34 y.","higher education","","","","","","","","","","","","","",""
"1984","16-34 y.","higher vocational","","","","","","","","","","","","","",""
"1984","16-34 y.","in school","","","","","","","","","","","","","",""
"1984","16-34 y.","inadequately","17.74","7.72","34","3","5","14","60","120","8.77","26.71","1","120","6","14"
"1984","16-34 y.","middle vocational","13.56","7","224","2","5","14","30","90","11.45","15.67","1","110","7","8"
"1984","16-34 y.","vocational + Abi","","","","","","","","","","","","","",""
"1984","35-65 y.","general elemantary","26.51","20.97","171","6","10","28","50","140","22.72","30.3","1","160","15","21"
"1984","35-65 y.","higher education","18.32","10","38","2","4","27","53","141","9.85","26.79","1","141","4","14"
"1984","35-65 y.","higher vocational","30.63","16.44","48","5","10","31","101","120","20.77","40.49","3","120","12","28"
"1984","35-65 y.","in school","","","","","","","","","","","","","",""
"1984","35-65 y.","inadequately","23.47","18","103","6","10","30","45","120","19.15","27.79","1","120","14","20"
"1984","35-65 y.","middle vocational","24.1","14","319","5","8","30","56","140","20.29","27.91","1","365","14","15"
"1984","35-65 y.","vocational + Abi","","","","","","","","","","","","","",""
"1984","66 and older","general elemantary","34.26","21","87","10","14","46","85","140","27.75","40.77","3","140","15","30"
"1984","66 and older","higher education","","","","","","","","","","","","","",""
"1984","66 and older","higher vocational","","","","","","","","","","","","","",""
"1984","66 and older","in school","","","","","","","","","","","","","",""
"1984","66 and older","inadequately","","","","","","","","","","","","","",""
"1984","66 and older","middle vocational","32.89","28","84","10","14","42","60","180","26.55","39.23","1","180","20","30"
"1984","66 and older","vocational + Abi","","","","","","","","","","","","","",""
"1985","16-34 y.","general elemantary","12.32","9","124","4","5","14","25","78","10.27","14.37","1","78","7","10"
"1985","16-34 y.","higher education","","","","","","","","","","","","","",""
"1985","16-34 y.","higher vocational","","","","","","","","","","","","","",""
"1985","16-34 y.","in school","","","","","","","","","","","","","",""
"1985","16-34 y.","inadequately","32.9","10","40","3","5","18","50","300","15.45","50.35","1","300","10","15"
"1985","16-34 y.","middle vocational","13.84","9.99","220","4","6","14","25","100","11.77","15.91","1","127","8","10"
"1985","16-34 y.","vocational + Abi","","","","","","","","","","","","","",""
"1985","35-65 y.","general elemantary","23.12","14","170","6","10","23","42","180","19.2","27.04","0","220","14","17"
"1985","35-65 y.","higher education","21.37","14","38","4","8","28","45","90","15","27.74","1","90","10","21"
"1985","35-65 y.","higher vocational","22.01","19.14","42","5","8","29","38","84","16.12","27.9","2","84","10","24"
"1985","35-65 y.","in school","","","","","","","","","","","","","",""
"1985","35-65 y.","inadequately","29.47","21","64","10","14","28","56","180","21.97","36.97","1","180","15","24"
"1985","35-65 y.","middle vocational","21.56","14","280","4","8","28","50","99","18.83","24.29","1","210","13","15"
"1985","35-65 y.","vocational + Abi","","","","","","","","","","","","","",""
"1985","66 and older","general elemantary","33.83","21.8","69","14","14","43","66","150","27.08","40.58","5","150","21","30"
"1985","66 and older","higher education","","","","","","","","","","","","","",""
"1985","66 and older","higher vocational","","","","","","","","","","","","","",""
"1985","66 and older","in school","","","","","","","","","","","","","",""
"1985","66 and older","inadequately","","","","","","","","","","","","","",""
"1985","66 and older","middle vocational","29.79","21","81","8","14","35","55","300","21.86","37.72","2","300","16","28"
"1985","66 and older","vocational + Abi","","","","","","","","","","","","","",""
"1986","16-34 y.","general elemantary","16.8","10","135","4","6","20","42","90","13.84","19.76","0","120","9","14"
"1986","16-34 y.","higher education","","","","","","","","","","","","","",""
"1986","16-34 y.","higher vocational","","","","","","","","","","","","","",""
"1986","16-34 y.","in school","","","","","","","","","","","","","",""
"1986","16-34 y.","inadequately","15.96","9.1","39","5","7","14","30","210","5.16","26.76","1","210","7","14"
"1986","16-34 y.","middle vocational","17.07","9","212","3","5","16","30","230","12.61","21.53","0","280","8","11"
"1986","16-34 y.","vocational + Abi","","","","","","","","","","","","","",""
"1986","35-65 y.","general elemantary","24.89","20","168","4","8","30","48","150","20.93","28.85","1","212","14","21"
"1986","35-65 y.","higher education","22.6","12","38","3","8","26","60","120","14.59","30.61","1","120","9","17"
"1986","35-65 y.","higher vocational","23.13","14.16","42","3","7","31","49","117","15.73","30.53","1","117","10","30"
"1986","35-65 y.","in school","","","","","","","","","","","","","",""
"1986","35-65 y.","inadequately","22.91","17.86","68","7","11","30","50","90","17.99","27.83","0","90","14","21"
"1986","35-65 y.","middle vocational","23.26","14","291","6","9","28","50","120","20.57","25.95","0","180","14","17"
"1986","35-65 y.","vocational + Abi","","","","","","","","","","","","","",""
"1986","66 and older","general elemantary","25.86","20","59","10","14","30","62","90","20.2","31.52","3","109","15","28"
"1986","66 and older","higher education","","","","","","","","","","","","","",""
"1986","66 and older","higher vocational","","","","","","","","","","","","","",""
"1986","66 and older","in school","","","","","","","","","","","","","",""
"1986","66 and older","inadequately","","","","","","","","","","","","","",""
"1986","66 and older","middle vocational","26.66","21","102","7","12","35","56","108","21.82","31.5","1","180","15","26"
"1986","66 and older","vocational + Abi","","","","","","","","","","","","","",""
"1987","16-34 y.","general elemantary","13.27","8","143","2","5","14","29","91","11.12","15.42","0","91","7","10"
"1987","16-34 y.","higher education","","","","","","","","","","","","","",""
"1987","16-34 y.","higher vocational","10.57","9","32","3","5","13","20","42","7.46","13.68","1","42","5","11"
"1987","16-34 y.","in school","","","","","","","","","","","","","",""
"1987","16-34 y.","inadequately","","","","","","","","","","","","","",""
"1987","16-34 y.","middle vocational","12.16","10","216","2","6","15","24","70","10.63","13.69","0","80","8","10"
"1987","16-34 y.","vocational + Abi","","","","","","","","","","","","","",""
"1987","35-65 y.","general elemantary","26.58","14.28","139","4","10","30","70","180","21.52","31.64","1","180","14","21"
"1987","35-65 y.","higher education","22.79","11","42","4","6","28","60","94","15.53","30.05","2","94","8","16"
"1987","35-65 y.","higher vocational","","","","","","","","","","","","","",""
"1987","35-65 y.","in school","","","","","","","","","","","","","",""
"1987","35-65 y.","inadequately","19.46","14","68","5","9","28","42","60","15.95","22.97","4","60","14","21"
"1987","35-65 y.","middle vocational","22.3","14.58","268","5","8","28","42","90","18.91","25.69","0","310","14","18"
"1987","35-65 y.","vocational + Abi","","","","","","","","","","","","","",""
"1987","66 and older","general elemantary","36.23","23","74","10","15","42","70","215","27.68","44.78","2","215","21","30"
"1987","66 and older","higher education","","","","","","","","","","","","","",""
"1987","66 and older","higher vocational","","","","","","","","","","","","","",""
"1987","66 and older","in school","","","","","","","","","","","","","",""
"1987","66 and older","inadequately","","","","","","","","","","","","","",""
"1987","66 and older","middle vocational","30.14","21","100","7","14","35","65","165","24.93","35.35","1","165","20","28"
"1987","66 and older","vocational + Abi","","","","","","","","","","","","","",""
"1988","16-34 y.","general elemantary","14.42","8","146","4","6","14","22","70","10.46","18.38","1","271","8","11"
"1988","16-34 y.","higher education","","","","","","","","","","","","","",""
"1988","16-34 y.","higher vocational","","","","","","","","","","","","","",""
"1988","16-34 y.","in school","","","","","","","","","","","","","",""
"1988","16-34 y.","inadequately","","","","","","","","","","","","","",""
"1988","16-34 y.","middle vocational","14.16","7","190","3","6","13","21","150","11.22","17.1","1","185","7","10"
"1988","16-34 y.","vocational + Abi","","","","","","","","","","","","","",""
"1988","35-65 y.","general elemantary","21","14","145","5","8","25","45","150","16.03","25.97","1","300","12","15"
"1988","35-65 y.","higher education","33.38","14.71","33","5","8","60","74","150","20.67","46.09","3","150","9","20"
"1988","35-65 y.","higher vocational","18.58","14","40","4","7","20","40","90","12.24","24.92","1","90","10","16"
"1988","35-65 y.","in school","","","","","","","","","","","","","",""
"1988","35-65 y.","inadequately","19.92","15","66","5","10","21","40","110","15.12","24.72","3","110","12","21"
"1988","35-65 y.","middle vocational","24.22","14","261","4","8","28","49","180","21.02","27.42","1","180","14","15"
"1988","35-65 y.","vocational + Abi","","","","","","","","","","","","","",""
"1988","66 and older","general elemantary","36.43","28","71","7","14","42","76","150","26.73","46.13","1","261","18","30"
"1988","66 and older","higher education","","","","","","","","","","","","","",""
"1988","66 and older","higher vocational","","","","","","","","","","","","","",""
"1988","66 and older","in school","","","","","","","","","","","","","",""
"1988","66 and older","inadequately","","","","","","","","","","","","","",""
"1988","66 and older","middle vocational","31.81","21","84","8","14","42","75","120","25.95","37.67","1","120","21","28"
"1988","66 and older","vocational + Abi","","","","","","","","","","","","","",""
"1989","16-34 y.","general elemantary","13.5","8","124","3","5","14","24","90","10.16","16.84","1","180","7","10"
"1989","16-34 y.","higher education","","","","","","","","","","","","","",""
"1989","16-34 y.","higher vocational","","","","","","","","","","","","","",""
"1989","16-34 y.","in school","","","","","","","","","","","","","",""
"1989","16-34 y.","inadequately","","","","","","","","","","","","","",""
"1989","16-34 y.","middle vocational","14.6","10","219","3","6","16","25","100","12.04","17.16","1","180","8","10"
"1989","16-34 y.","vocational + Abi","","","","","","","","","","","","","",""
"1989","35-65 y.","general elemantary","21.95","14.25","139","5","10","24","39","150","17.41","26.49","1","211","14","19"
"1989","35-65 y.","higher education","","","","","","","","","","","","","",""
"1989","35-65 y.","higher vocational","","","","","","","","","","","","","",""
"1989","35-65 y.","in school","","","","","","","","","","","","","",""
"1989","35-65 y.","inadequately","22.58","15","64","3","10","30","47","100","17.4","27.76","3","100","14","21"
"1989","35-65 y.","middle vocational","22.29","14","245","5","8","25","49","128","19.39","25.19","1","180","12","14"
"1989","35-65 y.","vocational + Abi","","","","","","","","","","","","","",""
"1989","66 and older","general elemantary","33.26","21","70","10","14","40","62","210","24.35","42.17","5","210","16","28"
"1989","66 and older","higher education","","","","","","","","","","","","","",""
"1989","66 and older","higher vocational","","","","","","","","","","","","","",""
"1989","66 and older","in school","","","","","","","","","","","","","",""
"1989","66 and older","inadequately","","","","","","","","","","","","","",""
"1989","66 and older","middle vocational","28.01","21","86","7","14","35","63","107","23.22","32.8","5","107","17","28"
"1989","66 and older","vocational + Abi","","","","","","","","","","","","","",""
"1990","16-34 y.","general elemantary","","","","","","","","","","","","","",""
"1990","16-34 y.","higher education","","","","","","","","","","","","","",""
"1990","16-34 y.","higher vocational","","","","","","","","","","","","","",""
"1990","16-34 y.","in school","","","","","","","","","","","","","",""
"1990","16-34 y.","inadequately","","","","","","","","","","","","","",""
"1990","16-34 y.","middle vocational","","","","","","","","","","","","","",""
"1990","16-34 y.","vocational + Abi","","","","","","","","","","","","","",""
"1990","35-65 y.","general elemantary","","","","","","","","","","","","","",""
"1990","35-65 y.","higher education","","","","","","","","","","","","","",""
"1990","35-65 y.","higher vocational","","","","","","","","","","","","","",""
"1990","35-65 y.","in school","","","","","","","","","","","","","",""
"1990","35-65 y.","inadequately","","","","","","","","","","","","","",""
"1990","35-65 y.","middle vocational","","","","","","","","","","","","","",""
"1990","35-65 y.","vocational + Abi","","","","","","","","","","","","","",""
"1990","66 and older","general elemantary","","","","","","","","","","","","","",""
"1990","66 and older","higher education","","","","","","","","","","","","","",""
"1990","66 and older","higher vocational","","","","","","","","","","","","","",""
"1990","66 and older","in school","","","","","","","","","","","","","",""
"1990","66 and older","inadequately","","","","","","","","","","","","","",""
"1990","66 and older","middle vocational","","","","","","","","","","","","","",""
"1990","66 and older","vocational + Abi","","","","","","","","","","","","","",""
"1991","16-34 y.","general elemantary","14.69","8","106","4","6","15","35","60","12.1","17.28","1","80","7","10"
"1991","16-34 y.","higher education","","","","","","","","","","","","","",""
"1991","16-34 y.","higher vocational","12.55","8.61","33","4","6","16","30","45","9.13","15.97","1","45","6","14"
"1991","16-34 y.","in school","","","","","","","","","","","","","",""
"1991","16-34 y.","inadequately","","","","","","","","","","","","","",""
"1991","16-34 y.","middle vocational","15.86","8","219","3","5","16","31","200","12.01","19.71","1","300","7","10"
"1991","16-34 y.","vocational + Abi","","","","","","","","","","","","","",""
"1991","35-65 y.","general elemantary","20.49","14","143","6","8","28","48","90","17.72","23.26","1","90","14","17"
"1991","35-65 y.","higher education","16.69","9","37","3","5","19","63","63","12.41","20.97","2","63","6","14"
"1991","35-65 y.","higher vocational","","","","","","","","","","","","","",""
"1991","35-65 y.","in school","","","","","","","","","","","","","",""
"1991","35-65 y.","inadequately","18.27","13","44","5","7","25","56","60","13.42","23.12","1","60","10","15"
"1991","35-65 y.","middle vocational","23.31","14","235","4","7","23","48","180","18.95","27.67","1","365","12","14"
"1991","35-65 y.","vocational + Abi","","","","","","","","","","","","","",""
"1991","66 and older","general elemantary","29.46","21","70","8","13","40","56","200","22.94","35.98","3","200","14","30"
"1991","66 and older","higher education","","","","","","","","","","","","","",""
"1991","66 and older","higher vocational","","","","","","","","","","","","","",""
