"year","migback","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","direct migration background","East Germany","","","","","","","","","","","","","",""
"1984","direct migration background","West Germany","20.19","14","401","3","7","27","40","100","17.62","22.76","1","365","10","14"
"1984","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1984","indirect migration background","West Germany","","","","","","","","","","","","","",""
"1984","no migration background","East Germany","","","","","","","","","","","","","",""
"1984","no migration background","West Germany","24.04","14","950","4","8","30","56","140","22.3","25.78","1","280","13","14"
"1985","direct migration background","East Germany","","","","","","","","","","","","","",""
"1985","direct migration background","West Germany","20.71","14","335","5","7","21","40","220","18.1","23.32","0","220","12","14"
"1985","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1985","indirect migration background","West Germany","","","","","","","","","","","","","",""
"1985","no migration background","East Germany","","","","","","","","","","","","","",""
"1985","no migration background","West Germany","22.11","14","897","5","8","28","49","130","20.45","23.77","1","300","13","14"
"1986","direct migration background","East Germany","","","","","","","","","","","","","",""
"1986","direct migration background","West Germany","24.72","15","378","5","8","30","60","150","22.22","27.22","0","230","14","15"
"1986","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1986","indirect migration background","West Germany","","","","","","","","","","","","","",""
"1986","no migration background","East Germany","","","","","","","","","","","","","",""
"1986","no migration background","West Germany","22.03","14","883","5","8","28","45","120","20.35","23.71","0","280","13","14"
"1987","direct migration background","East Germany","","","","","","","","","","","","","",""
"1987","direct migration background","West Germany","24.55","15","324","5","8","30","60","175","21.78","27.32","0","310","12","14"
"1987","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1987","indirect migration background","West Germany","","","","","","","","","","","","","",""
"1987","no migration background","East Germany","","","","","","","","","","","","","",""
"1987","no migration background","West Germany","22.14","14","896","4","7","28","48","132","20.55","23.73","0","222","12","14"
"1988","direct migration background","East Germany","","","","","","","","","","","","","",""
"1988","direct migration background","West Germany","21.63","13","298","5","7","21","43","150","18.63","24.63","1","300","12","14"
"1988","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1988","indirect migration background","West Germany","","","","","","","","","","","","","",""
"1988","no migration background","East Germany","","","","","","","","","","","","","",""
"1988","no migration background","West Germany","23.82","14","875","5","7","28","55","150","21.99","25.65","1","271","12","14"
"1989","direct migration background","East Germany","","","","","","","","","","","","","",""
"1989","direct migration background","West Germany","23.96","14","289","5","8","24","47","180","21.04","26.88","1","211","14","14"
"1989","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1989","indirect migration background","West Germany","","","","","","","","","","","","","",""
"1989","no migration background","East Germany","","","","","","","","","","","","","",""
"1989","no migration background","West Germany","22.1","14","830","5","8","25","49","107","20.51","23.69","1","210","12","14"
"1990","direct migration background","East Germany","","","","","","","","","","","","","",""
"1990","direct migration background","West Germany","","","","","","","","","","","","","",""
"1990","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1990","indirect migration background","West Germany","","","","","","","","","","","","","",""
"1990","no migration background","East Germany","","","","","","","","","","","","","",""
"1990","no migration background","West Germany","","","","","","","","","","","","","",""
"1991","direct migration background","East Germany","","","","","","","","","","","","","",""
"1991","direct migration background","West Germany","20.43","13.41","279","5","7","22","35","90","17.37","23.49","1","365","10","14"
"1991","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1991","indirect migration background","West Germany","","","","","","","","","","","","","",""
"1991","no migration background","East Germany","","","","","","","","","","","","","",""
"1991","no migration background","West Germany","21.11","14","859","4","7","25","45","180","19.38","22.84","1","300","10","14"
"1992","direct migration background","East Germany","","","","","","","","","","","","","",""
"1992","direct migration background","West Germany","16.61","11.43","263","5","6","21","35","64","14.81","18.41","1","90","10","14"
"1992","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1992","indirect migration background","West Germany","14.18","7","39","2","5","20","42","47","9.68","18.68","1","56","6","16"
"1992","no migration background","East Germany","21.69","14","350","4","7","28","40","196","18.38","25","1","270","12","14"
"1992","no migration background","West Germany","22.62","14","813","4","7","28","50","130","20.67","24.57","1","365","10","14"
"1993","direct migration background","East Germany","","","","","","","","","","","","","",""
"1993","direct migration background","West Germany","","","","","","","","","","","","","",""
"1993","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1993","indirect migration background","West Germany","","","","","","","","","","","","","",""
"1993","no migration background","East Germany","","","","","","","","","","","","","",""
"1993","no migration background","West Germany","","","","","","","","","","","","","",""
"1994","direct migration background","East Germany","","","","","","","","","","","","","",""
"1994","direct migration background","West Germany","16.55","11","241","5","7","21","35","65","14.27","18.83","1","180","10","13"
"1994","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1994","indirect migration background","West Germany","18.36","8","46","3","5","21","42","90","14.13","22.59","1","90","7","13"
"1994","no migration background","East Germany","21.1","14","378","3","7","24","40","160","18.67","23.53","1","180","10","13"
"1994","no migration background","West Germany","19.18","12","812","3","6","21","42","120","17.65","20.71","1","196","10","11"
"1995","direct migration background","East Germany","","","","","","","","","","","","","",""
"1995","direct migration background","West Germany","17.6","14","305","3","6","21","35","77","14.81","20.39","1","220","11","14"
"1995","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1995","indirect migration background","West Germany","13.45","8","41","2","8","14","25","81","8.64","18.26","1","81","8","14"
"1995","no migration background","East Germany","17.92","12","408","3","6","24","42","90","16.23","19.61","1","120","9","12"
"1995","no migration background","West Germany","19.6","12","788","3","5","24","42","120","17.91","21.29","0","250","10","12"
"1996","direct migration background","East Germany","","","","","","","","","","","","","",""
"1996","direct migration background","West Germany","16.19","10","300","3","6","20","35","110","13.59","18.79","1","180","10","14"
"1996","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1996","indirect migration background","West Germany","8.3","7","52","2","4","8","14","60","5.82","10.78","1","60","6","8"
"1996","no migration background","East Germany","16.88","11","427","3","6","21","35","90","15.05","18.71","1","180","10","11"
"1996","no migration background","West Germany","19.1","12","786","3","6","21","41","130","17.52","20.68","1","215","10","11"
"1997","direct migration background","East Germany","","","","","","","","","","","","","",""
"1997","direct migration background","West Germany","15.76","10","278","3","6","20","35","73","12.95","18.57","1","320","8","11"
"1997","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1997","indirect migration background","West Germany","13.24","9","59","2","4","14","35","125","7.94","18.54","1","125","5","10"
"1997","no migration background","East Germany","15.66","10","396","3","6","21","35","73","14.2","17.12","1","105","9","12"
"1997","no migration background","West Germany","17.61","10","795","3","5","21","40","125","16.07","19.15","1","200","8","10"
"1998","direct migration background","East Germany","","","","","","","","","","","","","",""
"1998","direct migration background","West Germany","13.96","10","286","3","5","16","30","88","12.06","15.86","1","100","9","12"
"1998","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1998","indirect migration background","West Germany","14.85","7","45","3","5","11","35","84","10.54","19.16","1","84","5","10"
"1998","no migration background","East Germany","17.14","10","460","3","5","20","38","102","15.35","18.93","1","150","9","10"
"1998","no migration background","West Germany","16.94","10","923","3","5","20","40","110","15.6","18.28","1","210","8","10"
"1999","direct migration background","East Germany","","","","","","","","","","","","","",""
"1999","direct migration background","West Germany","12.28","8","265","2","5","15","29","56","10.72","13.84","1","100","8","10"
"1999","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1999","indirect migration background","West Germany","10.32","7","46","1","4","14","21","45","7.08","13.56","1","45","5","14"
"1999","no migration background","East Germany","15.02","10","461","2","6","20","32","80","13.47","16.57","1","150","10","11"
"1999","no migration background","West Germany","17.28","10","881","3","5","20","35","110","15.7","18.86","1","330","8","10"
"2000","direct migration background","East Germany","","","","","","","","","","","","","",""
"2000","direct migration background","West Germany","14.37","8","346","3","5","15","30","78","12.29","16.45","1","180","8","10"
"2000","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2000","indirect migration background","West Germany","10.87","7","80","2","5","15","23","32","6.99","14.75","1","150","6","10"
"2000","no migration background","East Germany","14.95","10","685","3","5","20","32","90","13.71","16.19","1","124","8","10"
"2000","no migration background","West Germany","17.05","10","1715","2","5","21","40","100","16.05","18.05","1","305","9","10"
"2001","direct migration background","East Germany","","","","","","","","","","","","","",""
"2001","direct migration background","West Germany","13.27","10","323","3","5","17","30","70","11.91","14.63","1","90","7","10"
"2001","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2001","indirect migration background","West Germany","11.76","6","79","1","4","14","21","90","9.08","14.44","1","90","5","8"
"2001","no migration background","East Germany","16.2","10","619","3","5","20","35","120","14.68","17.72","1","180","8","10"
"2001","no migration background","West Germany","15.77","10","1585","3","5","20","32","120","14.71","16.83","1","250","8","10"
"2002","direct migration background","East Germany","","","","","","","","","","","","","",""
"2002","direct migration background","West Germany","14.83","10","308","3","5","20","30","70","13.05","16.61","1","140","7","10"
"2002","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2002","indirect migration background","West Germany","7.89","5","80","2","3","10","14","30","5.18","10.6","1","99","5","8"
"2002","no migration background","East Germany","16.65","10","629","3","5","20","37","120","15.15","18.15","0","180","9","10"
"2002","no migration background","West Germany","15.38","9","1676","2","4","19","35","100","14.41","16.35","1","360","7","9"
"2003","direct migration background","East Germany","","","","","","","","","","","","","",""
"2003","direct migration background","West Germany","12.14","7","290","3","4","15","25","78","10.13","14.15","1","130","7","10"
"2003","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2003","indirect migration background","West Germany","10.8","7","67","3","5","12","21","90","7.83","13.77","1","90","5","8"
"2003","no migration background","East Germany","13.62","10","631","3","5","18","30","75","12.31","14.93","1","215","8","10"
"2003","no migration background","West Germany","14.9","8","1620","2","4","18","30","100","13.87","15.93","1","242","7","8"
"2004","direct migration background","East Germany","","","","","","","","","","","","","",""
"2004","direct migration background","West Germany","13.46","8","280","3","5","14","30","90","11.52","15.4","1","120","7","10"
"2004","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2004","indirect migration background","West Germany","16.33","7","70","1","4","14","49","120","12.36","20.3","1","120","5","8"
"2004","no migration background","East Germany","16.12","10","604","3","5","20","36","95","14.46","17.78","1","350","8","10"
"2004","no migration background","West Germany","15.27","8","1611","2","4","16","30","140","14.25","16.29","1","275","7","8"
"2005","direct migration background","East Germany","","","","","","","","","","","","","",""
"2005","direct migration background","West Germany","14.45","7.4","246","2","4","15","35","120","12.58","16.32","1","120","7","10"
"2005","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2005","indirect migration background","West Germany","11.73","7","63","2","4","14","26","60","8.69","14.77","1","60","5","7"
"2005","no migration background","East Germany","15.72","9","595","3","5","14","40","122","14.33","17.11","1","170","8","9"
"2005","no migration background","West Germany","14.32","8","1375","2","4","15","30","120","13.23","15.41","1","250","7","8"
"2006","direct migration background","East Germany","","","","","","","","","","","","","",""
"2006","direct migration background","West Germany","13.55","7","248","3","3","14","30","70","10.84","16.26","1","280","7","9"
"2006","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2006","indirect migration background","West Germany","9.82","5","68","1","2","12","25","60","6.84","12.8","1","70","5","9"
"2006","no migration background","East Germany","16.29","10","638","2","5","20","32","110","14.83","17.75","1","220","8","10"
"2006","no migration background","West Germany","14.28","8","1586","2","4","15","30","120","13.35","15.21","1","220","7","8"
"2007","direct migration background","East Germany","","","","","","","","","","","","","",""
"2007","direct migration background","West Germany","13.62","7","223","3","5","14","30","70","11.35","15.89","1","180","6","8"
"2007","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2007","indirect migration background","West Germany","7.68","7","60","2","4","10","14","21","5.74","9.62","1","49","5","8"
"2007","no migration background","East Germany","13.88","8","613","2","4","14","32","90","12.69","15.07","1","120","7","9"
"2007","no migration background","West Germany","13.54","8","1527","2","4","14","35","90","12.6","14.48","1","231","7","8"
"2008","direct migration background","East Germany","","","","","","","","","","","","","",""
"2008","direct migration background","West Germany","13.41","7","204","3","4","14","30","90","10.63","16.19","1","120","5","9"
"2008","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2008","indirect migration background","West Germany","8.94","6","65","2","3","10","21","42","6.79","11.09","1","42","4","6"
"2008","no migration background","East Germany","13.31","9","595","2","5","15","31","77","11.93","14.69","1","123","7","9"
"2008","no migration background","West Germany","13.47","7","1379","2","4","15","30","98","12.54","14.4","1","240","7","7"
"2009","direct migration background","East Germany","","","","","","","","","","","","","",""
"2009","direct migration background","West Germany","10.87","6.96","184","2","4","14","24","60","8.54","13.2","1","136","6","9"
"2009","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2009","indirect migration background","West Germany","7.69","5","60","2","3","12","14","30","5.87","9.51","1","30","4","7"
"2009","no migration background","East Germany","11.97","7","597","2","4","14","23","90","10.36","13.58","1","290","7","8"
"2009","no migration background","West Germany","13.04","7","1446","2","3","14","30","113","11.97","14.11","1","300","6","7"
"2010","direct migration background","East Germany","","","","","","","","","","","","","",""
"2010","direct migration background","West Germany","12.34","6","407","2","4","13","25","120","10.86","13.82","1","180","5","6"
