"year","age_gr","migback","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","16-34 y.","direct migration background","15.77","8.93","153","3","6","17","40","73","12.86","18.68","1","120","7","10"
"1984","16-34 y.","indirect migration background","","","","","","","","","","","","","",""
"1984","16-34 y.","no migration background","13.94","8","304","3","5","14","30","96","12.03","15.85","1","110","7","8"
"1984","35-65 y.","direct migration background","21.77","14","243","3","8","26","45","100","17.98","25.56","1","365","14","15"
"1984","35-65 y.","indirect migration background","","","","","","","","","","","","","",""
"1984","35-65 y.","no migration background","25.32","15","459","4","8","30","56","140","22.57","28.07","1","280","14","18"
"1984","66 and older","direct migration background","","","","","","","","","","","","","",""
"1984","66 and older","indirect migration background","","","","","","","","","","","","","",""
"1984","66 and older","no migration background","32.66","21","187","10","14","42","63","140","28.37","36.95","1","180","20","28"
"1985","16-34 y.","direct migration background","12.07","9.07","134","4","6","14","20","45","8.76","15.38","2","150","8","12"
"1985","16-34 y.","indirect migration background","","","","","","","","","","","","","",""
"1985","16-34 y.","no migration background","14.09","9","316","3","5","14","25","100","11.68","16.5","1","300","8","10"
"1985","35-65 y.","direct migration background","25.75","14","198","5","10","28","48","220","22.01","29.49","0","220","14","20"
"1985","35-65 y.","indirect migration background","","","","","","","","","","","","","",""
"1985","35-65 y.","no migration background","22.33","14","411","5","9","28","49","130","20.01","24.65","1","210","14","16"
"1985","66 and older","direct migration background","","","","","","","","","","","","","",""
"1985","66 and older","indirect migration background","","","","","","","","","","","","","",""
"1985","66 and older","no migration background","30.68","21","170","10","14","35","60","150","25.99","35.37","2","300","21","28"
"1986","16-34 y.","direct migration background","19.26","11","149","5","7","21","35","90","14.77","23.75","0","230","8","14"
"1986","16-34 y.","indirect migration background","","","","","","","","","","","","","",""
"1986","16-34 y.","no migration background","16.59","9","306","3","5","16","30","120","13.53","19.65","0","280","8","10"
"1986","35-65 y.","direct migration background","27.2","16.13","222","5","10","31","60","150","24.24","30.16","0","150","14","20"
"1986","35-65 y.","indirect migration background","","","","","","","","","","","","","",""
"1986","35-65 y.","no migration background","23.16","15","399","5","8","28","47","120","20.76","25.56","0","212","14","18"
"1986","66 and older","direct migration background","","","","","","","","","","","","","",""
"1986","66 and older","indirect migration background","","","","","","","","","","","","","",""
"1986","66 and older","no migration background","25.95","21","178","8","12","35","50","108","22.57","29.33","1","180","17","22"
"1987","16-34 y.","direct migration background","16.02","10","133","5","7","21","35","70","14.18","17.86","0","70","8","10"
"1987","16-34 y.","indirect migration background","","","","","","","","","","","","","",""
"1987","16-34 y.","no migration background","11.99","8","326","2","5","14","21","90","10.27","13.71","0","210","7","9"
"1987","35-65 y.","direct migration background","28.03","15","184","3","10","30","63","175","23.48","32.58","1","310","14","20"
"1987","35-65 y.","indirect migration background","","","","","","","","","","","","","",""
"1987","35-65 y.","no migration background","22","14","374","4","7","28","42","100","19.58","24.42","0","222","13","15"
"1987","66 and older","direct migration background","","","","","","","","","","","","","",""
"1987","66 and older","indirect migration background","","","","","","","","","","","","","",""
"1987","66 and older","no migration background","31.95","23","196","7","14","40","65","189","27.65","36.25","1","215","21","28"
"1988","16-34 y.","direct migration background","11.17","8","107","5","6","14","18","50","9.07","13.27","1","70","8","11"
"1988","16-34 y.","indirect migration background","","","","","","","","","","","","","",""
"1988","16-34 y.","no migration background","13.74","7","315","3","6","14","22","150","11.19","16.29","1","271","7","9"
"1988","35-65 y.","direct migration background","27.13","14","184","4","8","30","60","150","22.55","31.71","1","300","14","17"
"1988","35-65 y.","indirect migration background","","","","","","","","","","","","","",""
"1988","35-65 y.","no migration background","23.02","14","379","5","8","26","51","150","20.55","25.49","1","180","14","14"
"1988","66 and older","direct migration background","","","","","","","","","","","","","",""
"1988","66 and older","indirect migration background","","","","","","","","","","","","","",""
"1988","66 and older","no migration background","35.19","25","181","8","14","42","76","210","30.03","40.35","1","261","21","28"
"1989","16-34 y.","direct migration background","13.51","10","111","4","6","20","21","45","10.46","16.56","1","156","7","12"
"1989","16-34 y.","indirect migration background","","","","","","","","","","","","","",""
"1989","16-34 y.","no migration background","14.17","8","315","3","5","14","24","100","12.02","16.32","1","180","7","10"
"1989","35-65 y.","direct migration background","24.54","14","171","6","10","28","45","180","20.34","28.74","1","211","14","18"
"1989","35-65 y.","indirect migration background","","","","","","","","","","","","","",""
"1989","35-65 y.","no migration background","22.62","14","336","5","9","27","50","128","20.29","24.95","1","143","13","15"
"1989","66 and older","direct migration background","","","","","","","","","","","","","",""
"1989","66 and older","indirect migration background","","","","","","","","","","","","","",""
"1989","66 and older","no migration background","29.34","21","179","8","14","36","62","200","25.12","33.56","1","210","18","24"
