"year","pgcasmin","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"2005","(0) in school","Female","5.1","5","341","3","4","6","7","4.96","5.24","5","5"
"2005","(0) in school","Male","4.9","5","313","3","4","6","7","4.75","5.05","5","5"
"2005","(1a) inadequately completed","Female","3.65","4","138","2","3","5","6","3.38","3.92","3","4"
"2005","(1a) inadequately completed","Male","4.19","4","103","2","3","5","7","3.84","4.54","3","5"
"2005","(1b) general elementary school","Female","3.88","4","1268","2","3","5","6","3.79","3.97","4","4"
"2005","(1b) general elementary school","Male","4.17","4","570","2","3","5","6","4.04","4.3","4","4"
"2005","(1c) basic vocational qualification","Female","4.27","4","2615","2","3","5","6","4.21","4.33","4","4"
"2005","(1c) basic vocational qualification","Male","4.45","4","3064","2","4","6","7","4.4","4.5","4","5"
"2005","(2a) intermediate vocational","Female","4.51","4","2727","3","4","5","6","4.46","4.56","4","5"
"2005","(2a) intermediate vocational","Male","4.77","5","2057","3","4","6","6","4.71","4.83","5","5"
"2005","(2b) intermediate general qualification","Female","4.76","5","354","3","4","6","7","4.61","4.91","5","5"
"2005","(2b) intermediate general qualification","Male","5","5","226","4","4","6","6","4.83","5.17","5","5"
"2005","(2c_gen) general maturity certificate","Female","4.64","5","432","3","4","6","6","4.51","4.77","5","5"
"2005","(2c_gen) general maturity certificate","Male","4.9","5","364","3","4","6","6","4.77","5.03","5","5"
"2005","(2c_voc) vocational maturity certificate","Female","4.6","5","842","3","4","6","6","4.51","4.69","5","5"
"2005","(2c_voc) vocational maturity certificate","Male","4.77","5","669","3","4","6","6","4.68","4.86","5","5"
"2005","(3a) lower tertiary education","Female","4.75","5","767","3","4","6","7","4.66","4.84","5","5"
"2005","(3a) lower tertiary education","Male","4.87","5","878","3","4","6","7","4.79","4.95","5","5"
"2005","(3b) higher tertiary education","Female","4.71","5","1089","3","4","6","6","4.63","4.79","5","5"
"2005","(3b) higher tertiary education","Male","4.92","5","1427","3","4","6","7","4.85","4.99","5","5"
"2006","(0) in school","Female","","","","","","","","","","",""
"2006","(0) in school","Male","","","","","","","","","","",""
"2006","(1a) inadequately completed","Female","","","","","","","","","","",""
"2006","(1a) inadequately completed","Male","","","","","","","","","","",""
"2006","(1b) general elementary school","Female","","","","","","","","","","",""
