"year","education","pgisced97","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"2005","college entrance qualification","general elemantary","","","","","","","","","","",""
"2005","college entrance qualification","higher education","4.88","5","3161","3","4","6","7","4.84","4.92","5","5"
"2005","college entrance qualification","higher vocational","4.76","5","345","3","4","6","6","4.63","4.89","5","5"
"2005","college entrance qualification","in school","","","","","","","","","","",""
"2005","college entrance qualification","inadequately","","","","","","","","","","",""
"2005","college entrance qualification","middle vocational","4.83","5","732","3","4","6","6","4.74","4.92","5","5"
"2005","college entrance qualification","vocational + Abi","4.7","5","953","3","4","6","6","4.62","4.78","5","5"
"2005","lower secondary degree","general elemantary","4.05","4","1477","2","3","5","6","3.97","4.13","4","4"
"2005","lower secondary degree","higher education","4.51","4","182","3","4","6","6","4.31","4.71","4","5"
"2005","lower secondary degree","higher vocational","4.65","5","451","2","4","6","7","4.51","4.79","5","5"
"2005","lower secondary degree","in school","","","","","","","","","","",""
"2005","lower secondary degree","inadequately","","","","","","","","","","",""
"2005","lower secondary degree","middle vocational","4.36","4","4903","2","3","5","6","4.32","4.4","4","4"
"2005","lower secondary degree","vocational + Abi","","","","","","","","","","",""
"2005","no degree/no degree yet","general elemantary","","","","","","","","","","",""
"2005","no degree/no degree yet","higher education","","","","","","","","","","",""
"2005","no degree/no degree yet","higher vocational","","","","","","","","","","",""
"2005","no degree/no degree yet","in school","4.99","5","650","3","4","6","7","4.89","5.09","5","5"
"2005","no degree/no degree yet","inadequately","3.71","4","195","2","3","5","6","3.47","3.95","3","4"
"2005","no degree/no degree yet","middle vocational","4.74","5","46","3","3","6","7","4.25","5.23","4","5"
"2005","no degree/no degree yet","vocational + Abi","","","","","","","","","","",""
"2005","Other degree","general elemantary","3.46","4","327","1","2","4","5","3.3","3.62","3","4"
"2005","Other degree","higher education","4.63","4.35","183","3","4","6","7","4.42","4.84","4","5"
"2005","Other degree","higher vocational","5.15","5","55","4","5","6","7","4.78","5.52","5","5"
"2005","Other degree","in school","","","","","","","","","","",""
"2005","Other degree","inadequately","4.64","5","37","2","4","6","7","4.03","5.25","4","5"
"2005","Other degree","middle vocational","4.09","4","382","2","3","5","6","3.93","4.25","4","4"
"2005","Other degree","vocational + Abi","4.43","4","120","2","4","5","6","4.15","4.71","4","5"
"2005","secondary school degree","general elemantary","4.87","5","577","3","4","6","7","4.76","4.98","5","5"
"2005","secondary school degree","higher education","4.76","5","619","3","4","6","6","4.66","4.86","5","5"
"2005","secondary school degree","higher vocational","4.73","5","691","3","4","6","6","4.63","4.83","5","5"
"2005","secondary school degree","in school","","","","","","","","","","",""
"2005","secondary school degree","inadequately","","","","","","","","","","",""
"2005","secondary school degree","middle vocational","4.61","5","4080","3","4","6","6","4.57","4.65","5","5"
"2005","secondary school degree","vocational + Abi","4.21","4","35","2","3","5","6","3.69","4.73","4","5"
"2006","college entrance qualification","general elemantary","","","","","","","","","","",""
"2006","college entrance qualification","higher education","","","","","","","","","","",""
"2006","college entrance qualification","higher vocational","","","","","","","","","","",""
"2006","college entrance qualification","in school","","","","","","","","","","",""
"2006","college entrance qualification","inadequately","","","","","","","","","","",""
"2006","college entrance qualification","middle vocational","","","","","","","","","","",""
"2006","college entrance qualification","vocational + Abi","","","","","","","","","","",""
"2006","lower secondary degree","general elemantary","","","","","","","","","","",""
"2006","lower secondary degree","higher education","","","","","","","","","","",""
"2006","lower secondary degree","higher vocational","","","","","","","","","","",""
"2006","lower secondary degree","in school","","","","","","","","","","",""
"2006","lower secondary degree","inadequately","","","","","","","","","","",""
"2006","lower secondary degree","middle vocational","","","","","","","","","","",""
"2006","lower secondary degree","vocational + Abi","","","","","","","","","","",""
"2006","no degree/no degree yet","general elemantary","","","","","","","","","","",""
"2006","no degree/no degree yet","higher education","","","","","","","","","","",""
"2006","no degree/no degree yet","higher vocational","","","","","","","","","","",""
"2006","no degree/no degree yet","in school","","","","","","","","","","",""
"2006","no degree/no degree yet","inadequately","","","","","","","","","","",""
"2006","no degree/no degree yet","middle vocational","","","","","","","","","","",""
"2006","no degree/no degree yet","vocational + Abi","","","","","","","","","","",""
"2006","Other degree","general elemantary","","","","","","","","","","",""
"2006","Other degree","higher education","","","","","","","","","","",""
"2006","Other degree","higher vocational","","","","","","","","","","",""
"2006","Other degree","in school","","","","","","","","","","",""
"2006","Other degree","inadequately","","","","","","","","","","",""
"2006","Other degree","middle vocational","","","","","","","","","","",""
"2006","Other degree","vocational + Abi","","","","","","","","","","",""
"2006","secondary school degree","general elemantary","","","","","","","","","","",""
"2006","secondary school degree","higher education","","","","","","","","","","",""
"2006","secondary school degree","higher vocational","","","","","","","","","","",""
"2006","secondary school degree","in school","","","","","","","","","","",""
"2006","secondary school degree","inadequately","","","","","","","","","","",""
"2006","secondary school degree","middle vocational","","","","","","","","","","",""
"2006","secondary school degree","vocational + Abi","","","","","","","","","","",""
"2007","college entrance qualification","general elemantary","","","","","","","","","","",""
"2007","college entrance qualification","higher education","","","","","","","","","","",""
"2007","college entrance qualification","higher vocational","","","","","","","","","","",""
"2007","college entrance qualification","in school","","","","","","","","","","",""
"2007","college entrance qualification","inadequately","","","","","","","","","","",""
"2007","college entrance qualification","middle vocational","","","","","","","","","","",""
"2007","college entrance qualification","vocational + Abi","","","","","","","","","","",""
"2007","lower secondary degree","general elemantary","","","","","","","","","","",""
"2007","lower secondary degree","higher education","","","","","","","","","","",""
"2007","lower secondary degree","higher vocational","","","","","","","","","","",""
"2007","lower secondary degree","in school","","","","","","","","","","",""
"2007","lower secondary degree","inadequately","","","","","","","","","","",""
"2007","lower secondary degree","middle vocational","","","","","","","","","","",""
"2007","lower secondary degree","vocational + Abi","","","","","","","","","","",""
"2007","no degree/no degree yet","general elemantary","","","","","","","","","","",""
"2007","no degree/no degree yet","higher education","","","","","","","","","","",""
"2007","no degree/no degree yet","higher vocational","","","","","","","","","","",""
"2007","no degree/no degree yet","in school","","","","","","","","","","",""
"2007","no degree/no degree yet","inadequately","","","","","","","","","","",""
"2007","no degree/no degree yet","middle vocational","","","","","","","","","","",""
"2007","no degree/no degree yet","vocational + Abi","","","","","","","","","","",""
"2007","Other degree","general elemantary","","","","","","","","","","",""
"2007","Other degree","higher education","","","","","","","","","","",""
"2007","Other degree","higher vocational","","","","","","","","","","",""
"2007","Other degree","in school","","","","","","","","","","",""
"2007","Other degree","inadequately","","","","","","","","","","",""
"2007","Other degree","middle vocational","","","","","","","","","","",""
"2007","Other degree","vocational + Abi","","","","","","","","","","",""
"2007","secondary school degree","general elemantary","","","","","","","","","","",""
"2007","secondary school degree","higher education","","","","","","","","","","",""
"2007","secondary school degree","higher vocational","","","","","","","","","","",""
"2007","secondary school degree","in school","","","","","","","","","","",""
"2007","secondary school degree","inadequately","","","","","","","","","","",""
"2007","secondary school degree","middle vocational","","","","","","","","","","",""
"2007","secondary school degree","vocational + Abi","","","","","","","","","","",""
"2008","college entrance qualification","general elemantary","","","","","","","","","","",""
"2008","college entrance qualification","higher education","","","","","","","","","","",""
"2008","college entrance qualification","higher vocational","","","","","","","","","","",""
"2008","college entrance qualification","in school","","","","","","","","","","",""
"2008","college entrance qualification","inadequately","","","","","","","","","","",""
"2008","college entrance qualification","middle vocational","","","","","","","","","","",""
"2008","college entrance qualification","vocational + Abi","","","","","","","","","","",""
"2008","lower secondary degree","general elemantary","","","","","","","","","","",""
"2008","lower secondary degree","higher education","","","","","","","","","","",""
"2008","lower secondary degree","higher vocational","","","","","","","","","","",""
"2008","lower secondary degree","in school","","","","","","","","","","",""
"2008","lower secondary degree","inadequately","","","","","","","","","","",""
"2008","lower secondary degree","middle vocational","","","","","","","","","","",""
"2008","lower secondary degree","vocational + Abi","","","","","","","","","","",""
"2008","no degree/no degree yet","general elemantary","","","","","","","","","","",""
"2008","no degree/no degree yet","higher education","","","","","","","","","","",""
"2008","no degree/no degree yet","higher vocational","","","","","","","","","","",""
"2008","no degree/no degree yet","in school","","","","","","","","","","",""
"2008","no degree/no degree yet","inadequately","","","","","","","","","","",""
"2008","no degree/no degree yet","middle vocational","","","","","","","","","","",""
"2008","no degree/no degree yet","vocational + Abi","","","","","","","","","","",""
"2008","Other degree","general elemantary","","","","","","","","","","",""
"2008","Other degree","higher education","","","","","","","","","","",""
"2008","Other degree","higher vocational","","","","","","","","","","",""
"2008","Other degree","in school","","","","","","","","","","",""
"2008","Other degree","inadequately","","","","","","","","","","",""
"2008","Other degree","middle vocational","","","","","","","","","","",""
"2008","Other degree","vocational + Abi","","","","","","","","","","",""
"2008","secondary school degree","general elemantary","","","","","","","","","","",""
"2008","secondary school degree","higher education","","","","","","","","","","",""
"2008","secondary school degree","higher vocational","","","","","","","","","","",""
"2008","secondary school degree","in school","","","","","","","","","","",""
"2008","secondary school degree","inadequately","","","","","","","","","","",""
"2008","secondary school degree","middle vocational","","","","","","","","","","",""
"2008","secondary school degree","vocational + Abi","","","","","","","","","","",""
"2009","college entrance qualification","general elemantary","","","","","","","","","","",""
"2009","college entrance qualification","higher education","4.75","5","3074","3","4","6","7","4.7","4.8","5","5"
"2009","college entrance qualification","higher vocational","4.75","5","298","3","4","6","6","4.6","4.9","5","5"
"2009","college entrance qualification","in school","","","","","","","","","","",""
"2009","college entrance qualification","inadequately","","","","","","","","","","",""
"2009","college entrance qualification","middle vocational","4.71","5","645","3","4","6","6","4.61","4.81","5","5"
"2009","college entrance qualification","vocational + Abi","4.61","5","865","3","4","6","6","4.52","4.7","5","5"
"2009","lower secondary degree","general elemantary","4","4","1147","2","3","5","6","3.91","4.09","4","4"
"2009","lower secondary degree","higher education","4.91","5","161","3","4","6","7","4.69","5.13","5","5"
"2009","lower secondary degree","higher vocational","4.68","5","380","3","4","6","7","4.54","4.82","4","5"
"2009","lower secondary degree","in school","","","","","","","","","","",""
"2009","lower secondary degree","inadequately","","","","","","","","","","",""
"2009","lower secondary degree","middle vocational","4.31","4","4180","2","3","5","6","4.27","4.35","4","4"
"2009","lower secondary degree","vocational + Abi","","","","","","","","","","",""
"2009","no degree/no degree yet","general elemantary","","","","","","","","","","",""
"2009","no degree/no degree yet","higher education","","","","","","","","","","",""
"2009","no degree/no degree yet","higher vocational","","","","","","","","","","",""
"2009","no degree/no degree yet","in school","4.78","5","311","3","4","6","7","4.63","4.93","5","5"
"2009","no degree/no degree yet","inadequately","3.71","4","130","1","3","5","6","3.42","4","3","4"
"2009","no degree/no degree yet","middle vocational","4.01","4","36","2","3","5","7","3.44","4.58","3","4"
"2009","no degree/no degree yet","vocational + Abi","","","","","","","","","","",""
"2009","Other degree","general elemantary","3.79","4","198","1","3","5","6","3.58","4","4","4"
"2009","Other degree","higher education","4.72","5","169","3","4","6","6","4.51","4.93","5","5"
"2009","Other degree","higher vocational","4.11","4","38","3","3","5","5","3.64","4.58","4","5"
"2009","Other degree","in school","","","","","","","","","","",""
"2009","Other degree","inadequately","3.83","4","34","1","4","5","5","3.33","4.33","4","4"
"2009","Other degree","middle vocational","3.99","4","271","2","3","5","6","3.8","4.18","4","4"
"2009","Other degree","vocational + Abi","4.69","5","90","3","4","6","6","4.39","4.99","4","5"
"2009","secondary school degree","general elemantary","4.62","5","432","3","4","6","6","4.48","4.76","5","5"
"2009","secondary school degree","higher education","4.57","5","587","3","4","6","6","4.46","4.68","5","5"
"2009","secondary school degree","higher vocational","4.76","5","595","3","4","6","7","4.66","4.86","5","5"
"2009","secondary school degree","in school","","","","","","","","","","",""
"2009","secondary school degree","inadequately","","","","","","","","","","",""
"2009","secondary school degree","middle vocational","4.54","5","3757","3","4","5","6","4.5","4.58","4","5"
"2009","secondary school degree","vocational + Abi","","","","","","","","","","",""
"2010","college entrance qualification","general elemantary","","","","","","","","","","",""
