"year","education","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"2005","college entrance qualification","Female","4.7","5","2474","3","4","6","6","4.65","4.75","5","5"
"2005","college entrance qualification","Male","4.93","5","2717","3","4","6","7","4.88","4.98","5","5"
"2005","lower secondary degree","Female","4.17","4","3599","2","3","5","6","4.12","4.22","4","4"
"2005","lower secondary degree","Male","4.45","4","3437","2","4","6","7","4.4","4.5","4","5"
"2005","no degree/no degree yet","Female","4.54","5","480","2","3","6","7","4.4","4.68","5","5"
"2005","no degree/no degree yet","Male","4.63","5","417","2","4","6","7","4.49","4.77","5","5"
"2005","Other degree","Female","4.11","4","578","2","3","5","6","3.98","4.24","4","4"
"2005","Other degree","Male","4.15","4","526","2","3","5","6","4.01","4.29","4","4"
"2005","secondary school degree","Female","4.54","5","3436","3","4","6","6","4.49","4.59","5","5"
"2005","secondary school degree","Male","4.79","5","2566","3","4","6","6","4.74","4.84","5","5"
"2006","college entrance qualification","Female","","","","","","","","","","",""
"2006","college entrance qualification","Male","","","","","","","","","","",""
"2006","lower secondary degree","Female","","","","","","","","","","",""
"2006","lower secondary degree","Male","","","","","","","","","","",""
"2006","no degree/no degree yet","Female","","","","","","","","","","",""
"2006","no degree/no degree yet","Male","","","","","","","","","","",""
"2006","Other degree","Female","","","","","","","","","","",""
"2006","Other degree","Male","","","","","","","","","","",""
"2006","secondary school degree","Female","","","","","","","","","","",""
"2006","secondary school degree","Male","","","","","","","","","","",""
"2007","college entrance qualification","Female","","","","","","","","","","",""
"2007","college entrance qualification","Male","","","","","","","","","","",""
"2007","lower secondary degree","Female","","","","","","","","","","",""
"2007","lower secondary degree","Male","","","","","","","","","","",""
"2007","no degree/no degree yet","Female","","","","","","","","","","",""
"2007","no degree/no degree yet","Male","","","","","","","","","","",""
"2007","Other degree","Female","","","","","","","","","","",""
"2007","Other degree","Male","","","","","","","","","","",""
"2007","secondary school degree","Female","","","","","","","","","","",""
"2007","secondary school degree","Male","","","","","","","","","","",""
"2008","college entrance qualification","Female","","","","","","","","","","",""
"2008","college entrance qualification","Male","","","","","","","","","","",""
"2008","lower secondary degree","Female","","","","","","","","","","",""
"2008","lower secondary degree","Male","","","","","","","","","","",""
"2008","no degree/no degree yet","Female","","","","","","","","","","",""
"2008","no degree/no degree yet","Male","","","","","","","","","","",""
"2008","Other degree","Female","","","","","","","","","","",""
"2008","Other degree","Male","","","","","","","","","","",""
"2008","secondary school degree","Female","","","","","","","","","","",""
"2008","secondary school degree","Male","","","","","","","","","","",""
"2009","college entrance qualification","Female","4.56","5","2370","3","4","6","6","4.5","4.62","5","5"
"2009","college entrance qualification","Male","4.85","5","2512","3","4","6","6","4.8","4.9","5","5"
"2009","lower secondary degree","Female","4.12","4","2989","2","3","5","6","4.07","4.17","4","4"
"2009","lower secondary degree","Male","4.44","4","2894","2","4","6","6","4.39","4.49","4","4"
"2009","no degree/no degree yet","Female","4.35","4","236","3","3","6","7","4.15","4.55","4","5"
"2009","no degree/no degree yet","Male","4.29","4","246","2","3","6","6","4.09","4.49","4","5"
"2009","Other degree","Female","4.19","4","432","2","3","5","6","4.04","4.34","4","4"
"2009","Other degree","Male","4.15","4","368","2","3","5","6","3.99","4.31","4","4"
"2009","secondary school degree","Female","4.5","5","3111","3","4","6","6","4.45","4.55","4","5"
"2009","secondary school degree","Male","4.67","5","2287","3","4","6","6","4.62","4.72","5","5"
"2010","college entrance qualification","Female","","","","","","","","","","",""
"2010","college entrance qualification","Male","","","","","","","","","","",""
"2010","lower secondary degree","Female","","","","","","","","","","",""
"2010","lower secondary degree","Male","","","","","","","","","","",""
"2010","no degree/no degree yet","Female","","","","","","","","","","",""
"2010","no degree/no degree yet","Male","","","","","","","","","","",""
"2010","Other degree","Female","","","","","","","","","","",""
"2010","Other degree","Male","","","","","","","","","","",""
"2010","secondary school degree","Female","","","","","","","","","","",""
"2010","secondary school degree","Male","","","","","","","","","","",""
"2011","college entrance qualification","Female","","","","","","","","","","",""
"2011","college entrance qualification","Male","","","","","","","","","","",""
"2011","lower secondary degree","Female","","","","","","","","","","",""
"2011","lower secondary degree","Male","","","","","","","","","","",""
"2011","no degree/no degree yet","Female","","","","","","","","","","",""
"2011","no degree/no degree yet","Male","","","","","","","","","","",""
"2011","Other degree","Female","","","","","","","","","","",""
"2011","Other degree","Male","","","","","","","","","","",""
"2011","secondary school degree","Female","","","","","","","","","","",""
"2011","secondary school degree","Male","","","","","","","","","","",""
"2012","college entrance qualification","Female","4.84","5","1291","3","4","6","6","4.77","4.91","5","5"
"2012","college entrance qualification","Male","5.04","5","855","3","4","6","6","4.96","5.12","5","5"
"2012","lower secondary degree","Female","4.8","5","723","3","4","6","7","4.7","4.9","5","5"
"2012","lower secondary degree","Male","5.03","5","685","3","4","6","7","4.93","5.13","5","5"
"2012","no degree/no degree yet","Female","4.82","5","190","3","4","6","6","4.61","5.03","5","5"
"2012","no degree/no degree yet","Male","4.77","5","159","3","4","6","6","4.58","4.96","5","5"
"2012","Other degree","Female","4.95","5","368","3","4","6","7","4.79","5.11","5","5"
"2012","Other degree","Male","5","5","307","3","4","6","7","4.84","5.16","5","5"
"2012","secondary school degree","Female","4.81","5","1578","3","4","6","6","4.74","4.88","5","5"
"2012","secondary school degree","Male","5.1","5","810","4","4","6","7","5.02","5.18","5","5"
"2013","college entrance qualification","Female","4.77","5","2666","3","4","6","6","4.72","4.82","5","5"
"2013","college entrance qualification","Male","5.01","5","2720","3","4","6","6","4.96","5.06","5","5"
"2013","lower secondary degree","Female","4.36","4","2973","2","3","5","6","4.31","4.41","4","4"
"2013","lower secondary degree","Male","4.57","5","2828","3","4","6","6","4.52","4.62","5","5"
"2013","no degree/no degree yet","Female","4.39","5","254","2","4","6","6","4.2","4.58","5","5"
"2013","no degree/no degree yet","Male","4.41","4","230","3","4","5","6","4.23","4.59","4","5"
"2013","Other degree","Female","4.3","4","578","2","3","6","6","4.17","4.43","4","5"
"2013","Other degree","Male","4.56","5","430","2","3","6","7","4.41","4.71","4","5"
"2013","secondary school degree","Female","4.62","5","3270","3","4","6","7","4.57","4.67","5","5"
"2013","secondary school degree","Male","4.85","5","2349","3","4","6","6","4.8","4.9","5","5"
"2014","college entrance qualification","Female","","","","","","","","","","",""
"2014","college entrance qualification","Male","","","","","","","","","","",""
"2014","lower secondary degree","Female","","","","","","","","","","",""
"2014","lower secondary degree","Male","","","","","","","","","","",""
"2014","no degree/no degree yet","Female","","","","","","","","","","",""
"2014","no degree/no degree yet","Male","","","","","","","","","","",""
"2014","Other degree","Female","","","","","","","","","","",""
"2014","Other degree","Male","","","","","","","","","","",""
"2014","secondary school degree","Female","","","","","","","","","","",""
"2014","secondary school degree","Male","","","","","","","","","","",""
"2015","college entrance qualification","Female","","","","","","","","","","",""
"2015","college entrance qualification","Male","","","","","","","","","","",""
"2015","lower secondary degree","Female","","","","","","","","","","",""
"2015","lower secondary degree","Male","","","","","","","","","","",""
"2015","no degree/no degree yet","Female","","","","","","","","","","",""
"2015","no degree/no degree yet","Male","","","","","","","","","","",""
"2015","Other degree","Female","","","","","","","","","","",""
"2015","Other degree","Male","","","","","","","","","","",""
"2015","secondary school degree","Female","","","","","","","","","","",""
