"year","age_gr","pgisced97","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2005","16-34 y.","general elemantary","4.64","5","833","3","4","6","6","7","4.54","4.74","1","7","5","5"
"2005","16-34 y.","higher education","4.77","5","523","3","4","6","6","7","4.66","4.88","1","7","5","5"
"2005","16-34 y.","higher vocational","4.75","5","206","3","4","6","6","7","4.58","4.92","2","7","5","5"
"2005","16-34 y.","in school","4.99","5","650","3","4","6","7","7","4.89","5.09","1","7","5","5"
"2005","16-34 y.","inadequately","4.43","4.09","59","3","4","5","6","7","3.98","4.88","1","7","4","5"
"2005","16-34 y.","middle vocational","4.77","5","2333","3","4","6","6","7","4.72","4.82","1","7","5","5"
"2005","16-34 y.","vocational + Abi","4.82","5","439","3","4","6","6","7","4.7","4.94","1","7","5","5"
"2005","35-65 y.","general elemantary","4.13","4","819","2","3","5","6","7","4.03","4.23","1","7","4","4"
"2005","35-65 y.","higher education","4.89","5","2981","3","4","6","7","7","4.85","4.93","1","7","5","5"
"2005","35-65 y.","higher vocational","4.91","5","1093","3","4","6","7","7","4.84","4.98","1","7","5","5"
"2005","35-65 y.","in school","","","","","","","","","","","","","",""
"2005","35-65 y.","inadequately","3.73","3","125","2","3","5","6","7","3.42","4.04","1","7","3","4"
"2005","35-65 y.","middle vocational","4.55","5","5942","3","4","6","7","7","4.51","4.59","1","7","4","5"
"2005","35-65 y.","vocational + Abi","4.58","5","592","3","4","6","6","7","4.47","4.69","1","7","5","5"
"2005","66 and older","general elemantary","3.68","4","729","2","3","5","6","7","3.56","3.8","1","7","4","4"
"2005","66 and older","higher education","4.65","5","657","3","4","6","7","7","4.54","4.76","1","7","5","5"
"2005","66 and older","higher vocational","4.11","4","252","2","3","5","6","7","3.91","4.31","1","7","4","4"
"2005","66 and older","in school","","","","","","","","","","","","","",""
"2005","66 and older","inadequately","3.32","3","48","1","2","4","5","7","2.88","3.76","1","7","2","4"
"2005","66 and older","middle vocational","3.98","4","1934","2","3","5","6","7","3.91","4.05","1","7","4","4"
"2005","66 and older","vocational + Abi","4.32","4","100","3","3","5","6","7","4.03","4.61","1","7","4","5"
"2006","16-34 y.","general elemantary","","","","","","","","","","","","","",""
"2006","16-34 y.","higher education","","","","","","","","","","","","","",""
"2006","16-34 y.","higher vocational","","","","","","","","","","","","","",""
"2006","16-34 y.","in school","","","","","","","","","","","","","",""
"2006","16-34 y.","inadequately","","","","","","","","","","","","","",""
"2006","16-34 y.","middle vocational","","","","","","","","","","","","","",""
"2006","16-34 y.","vocational + Abi","","","","","","","","","","","","","",""
"2006","35-65 y.","general elemantary","","","","","","","","","","","","","",""
"2006","35-65 y.","higher education","","","","","","","","","","","","","",""
"2006","35-65 y.","higher vocational","","","","","","","","","","","","","",""
"2006","35-65 y.","in school","","","","","","","","","","","","","",""
"2006","35-65 y.","inadequately","","","","","","","","","","","","","",""
"2006","35-65 y.","middle vocational","","","","","","","","","","","","","",""
"2006","35-65 y.","vocational + Abi","","","","","","","","","","","","","",""
"2006","66 and older","general elemantary","","","","","","","","","","","","","",""
