"plb0195_h","year","e11103","n","percent","lower_confidence","upper_confidence","value"
"Acclaimed","1984","Full Time","840","0.274905323533698","0.260197940833446","0.28961270623395","1"
"Acclaimed","1984","Part Time","230","0.321017654094519","0.287737839905047","0.35429746828399","1"
"Acclaimed","1984","Not Working","12","","","","1"
"Not paid","1984","Full Time","800","0.261089644507507","0.246620689705872","0.275558599309141","4"
"Not paid","1984","Part Time","132","0.198958080708594","0.17050065527726","0.227415506139927","4"
"Not paid","1984","Not Working","18","","","","4"
"Paid","1984","Full Time","1517","0.350117493551565","0.334404071020277","0.365830916082853","3"
"Paid","1984","Part Time","321","0.382449554354271","0.347806953292187","0.417092155416354","3"
"Paid","1984","Not Working","35","0.527382634165587","0.411254708946961","0.643510559384213","3"
"Partly, partly","1984","Full Time","383","0.11388753840723","0.10342278533435","0.12435229148011","2"
"Partly, partly","1984","Part Time","73","0.0975747108426167","0.0764222227919385","0.118727198893295","2"
"Partly, partly","1984","Not Working","6","","","","2"
"Acclaimed","1985","Full Time","691","0.263164322965203","0.247281957090723","0.279046688839683","1"
"Acclaimed","1985","Part Time","201","0.305568017740565","0.271826828519672","0.339309206961459","1"
"Acclaimed","1985","Not Working","12","","","","1"
"Not paid","1985","Full Time","769","0.292824598474115","0.276411759123912","0.309237437824319","4"
"Not paid","1985","Part Time","137","0.205627491848438","0.176023909277038","0.235231074419839","4"
"Not paid","1985","Not Working","15","","","","4"
"Paid","1985","Part Time","292","0.364452706960003","0.329200516597711","0.399704897322296","3"
"Paid","1985","Full Time","1179","0.3298752374725","0.312917455053631","0.346833019891369","3"
"Paid","1985","Not Working","22","","","","3"
"Partly, partly","1985","Part Time","86","0.124351783450993","0.100181462197893","0.148522104704093","2"
"Partly, partly","1985","Full Time","314","0.114135841088182","0.102667226589107","0.125604455587257","2"
"Partly, partly","1985","Not Working","3","","","","2"
"Acclaimed","1986","Full Time","741","0.297129234838963","0.280262385367318","0.313996084310608","1"
"Acclaimed","1986","Part Time","218","0.355490101733041","0.318805165457853","0.392175038008228","1"
"Acclaimed","1986","Not Working","10","","","","1"
"Not paid","1986","Full Time","549","0.220570887889748","0.205267557869842","0.235874217909655","4"
"Not paid","1986","Part Time","101","0.153139604517827","0.125539616790156","0.180739592245499","4"
"Not paid","1986","Not Working","11","","","","4"
"Paid","1986","Full Time","1204","0.359259367786443","0.341551400124029","0.376967335448856","3"
"Paid","1986","Part Time","271","0.386581570622746","0.34926014714811","0.423902994097382","3"
"Paid","1986","Not Working","23","","","","3"
"Partly, partly","1986","Full Time","326","0.123040509484846","0.110916748566311","0.135164270403382","2"
"Partly, partly","1986","Part Time","64","0.104788723126386","0.0813151467206548","0.128262299532117","2"
"Partly, partly","1986","Not Working","5","","","","2"
"Acclaimed","1987","Full Time","","","","","1"
"Acclaimed","1987","Part Time","","","","","1"
"Acclaimed","1987","Not Working","","","","","1"
"Not paid","1987","Full Time","","","","","4"
"Not paid","1987","Part Time","","","","","4"
"Not paid","1987","Not Working","","","","","4"
"Paid","1987","Full Time","","","","","3"
"Paid","1987","Part Time","","","","","3"
"Paid","1987","Not Working","","","","","3"
"Partly, partly","1987","Full Time","","","","","2"
"Partly, partly","1987","Part Time","","","","","2"
"Partly, partly","1987","Not Working","","","","","2"
"Acclaimed","1988","Full Time","801","0.320781760957354","0.303439688709584","0.338123833205124","1"
"Acclaimed","1988","Part Time","207","0.356755547473633","0.319786213551616","0.39372488139565","1"
"Acclaimed","1988","Not Working","13","","","","1"
"Not paid","1988","Full Time","486","0.204123664816198","0.189148867184185","0.219098462448211","4"
"Not paid","1988","Not Working","7","","","","4"
"Not paid","1988","Part Time","98","0.173916538000816","0.144664869811108","0.203168206190525","4"
"Paid","1988","Full Time","1130","0.337981548205113","0.320407450746126","0.3555556456641","3"
"Paid","1988","Part Time","288","0.383429416935605","0.345906002633231","0.420952831237979","3"
"Paid","1988","Not Working","20","","","","3"
"Partly, partly","1988","Full Time","366","0.137113026021335","0.12433370434546","0.149892347697209","2"
"Partly, partly","1988","Part Time","52","0.0858984975899457","0.0642733923828223","0.107523602797069","2"
"Partly, partly","1988","Not Working","2","","","","2"
"Acclaimed","1989","Full Time","824","0.308653324501931","0.292073585469578","0.325233063534285","1"
"Acclaimed","1989","Part Time","211","0.355202056758145","0.317949762934225","0.392454350582064","1"
"Acclaimed","1989","Not Working","12","","","","1"
"Not paid","1989","Full Time","485","0.192116448908327","0.177976399414535","0.206256498402119","4"
"Not paid","1989","Not Working","6","","","","4"
"Not paid","1989","Part Time","81","0.140448043320366","0.113402396322817","0.167493690317915","4"
"Paid","1989","Full Time","1227","0.345507779211054","0.328440062298466","0.362575496123642","3"
"Paid","1989","Part Time","266","0.377509165004089","0.339775091355833","0.415243238652345","3"
"Paid","1989","Not Working","24","","","","3"
"Partly, partly","1989","Full Time","446","0.153722447378687","0.140776932528205","0.166667962229169","2"
"Partly, partly","1989","Part Time","76","0.126840734917401","0.100935975083595","0.152745494751207","2"
"Partly, partly","1989","Not Working","5","","","","2"
"Acclaimed","1990","Full Time","862","0.327578698737805","0.310699632228951","0.344457765246658","1"
"Acclaimed","1990","Part Time","206","0.351636055687187","0.313868399559389","0.389403711814985","1"
"Acclaimed","1990","Not Working","9","","","","1"
"Not paid","1990","Full Time","439","0.180508048076155","0.166675872346408","0.194340223805901","4"
"Not paid","1990","Not Working","3","","","","4"
"Not paid","1990","Part Time","71","0.1233787740246","0.0973657931411895","0.14939175490801","4"
"Paid","1990","Full Time","1219","0.344093146897037","0.32700759695645","0.361178696837624","3"
"Paid","1990","Part Time","251","0.378529369523024","0.340165359046896","0.416893379999152","3"
"Paid","1990","Not Working","22","","","","3"
"Partly, partly","1990","Full Time","450","0.147820106289004","0.135055651685661","0.160584560892347","2"
"Partly, partly","1990","Part Time","86","0.146455800765189","0.118489810515176","0.174421791015202","2"
"Partly, partly","1990","Not Working","3","","","","2"
"Acclaimed","1991","Full Time","908","0.316136967638515","0.299777114199428","0.332496821077602","1"
"Acclaimed","1991","Part Time","244","0.365021543668027","0.329331404025106","0.400711683310948","1"
"Acclaimed","1991","Not Working","12","","","","1"
"Not paid","1991","Full Time","418","0.168977132435272","0.155792207596427","0.182162057274117","4"
"Not paid","1991","Part Time","77","0.131799698998429","0.106722635572021","0.156876762424836","4"
"Not paid","1991","Not Working","7","","","","4"
"Paid","1991","Full Time","1307","0.362457863951537","0.345544094240137","0.379371633662936","3"
"Paid","1991","Part Time","280","0.371331494200408","0.335513501153555","0.407149487247261","3"
"Paid","1991","Not Working","34","0.475578954120565","0.34921481711822","0.60194309112291","3"
"Partly, partly","1991","Full Time","470","0.152428035974677","0.139781315446199","0.165074756503154","2"
"Partly, partly","1991","Part Time","98","0.131847263133137","0.106766362238549","0.156928164027725","2"
"Partly, partly","1991","Not Working","7","","","","2"
"Acclaimed","1992","Full Time","1484","0.345523070128993","0.331503888818491","0.359542251439496","1"
"Acclaimed","1992","Part Time","343","0.367623447409978","0.336635265427141","0.398611629392815","1"
"Acclaimed","1992","Not Working","25","","","","1"
"Not paid","1992","Full Time","644","0.161838636174289","0.150980835114517","0.172696437234061","4"
"Not paid","1992","Part Time","123","0.12735105973052","0.105925721769438","0.148776397691602","4"
"Not paid","1992","Not Working","7","","","","4"
"Paid","1992","Full Time","1526","0.316163946498504","0.302456103380926","0.329871789616081","3"
"Paid","1992","Part Time","344","0.374576004561368","0.343468593864269","0.405683415258467","3"
"Paid","1992","Not Working","15","","","","3"
"Partly, partly","1992","Full Time","766","0.176474347198214","0.165235641095532","0.187713053300896","2"
"Partly, partly","1992","Part Time","120","0.130449488298134","0.108803609908367","0.152095366687901","2"
"Partly, partly","1992","Not Working","8","","","","2"
"Acclaimed","1993","Full Time","1427","0.337366906047692","0.323210256598134","0.35152355549725","1"
"Acclaimed","1993","Part Time","352","0.382498296494054","0.351042748476556","0.413953844511552","1"
"Acclaimed","1993","Not Working","25","","","","1"
"Not paid","1993","Full Time","674","0.179078550246751","0.167598460993934","0.190558639499568","4"
"Not paid","1993","Part Time","116","0.132139660166289","0.11022145756552","0.154057862767057","4"
"Not paid","1993","Not Working","14","","","","4"
"Paid","1993","Full Time","1422","0.312787385260075","0.298905678879031","0.326669091641119","3"
"Paid","1993","Part Time","319","0.345496723694472","0.314718659416735","0.376274787972208","3"
"Paid","1993","Not Working","25","","","","3"
"Partly, partly","1993","Full Time","762","0.170767158445482","0.159500033750233","0.182034283140731","2"
"Partly, partly","1993","Part Time","130","0.139865319645186","0.11741607805906","0.162314561231312","2"
"Partly, partly","1993","Not Working","10","","","","2"
"Acclaimed","1994","Full Time","1484","0.361310437380634","0.346693326652751","0.375927548108517","1"
"Acclaimed","1994","Part Time","418","0.423371556632825","0.392624671583749","0.454118441681901","1"
"Acclaimed","1994","Not Working","25","","","","1"
"Not paid","1994","Full Time","665","0.175268660102973","0.163699954858609","0.186837365347336","4"
"Not paid","1994","Part Time","126","0.130592128666934","0.109623861605257","0.15156039572861","4"
"Not paid","1994","Not Working","6","","","","4"
"Paid","1994","Full Time","1234","0.283390640094901","0.269678338307665","0.297102941882137","3"
"Paid","1994","Part Time","316","0.306192055547712","0.277510094060888","0.334874017034536","3"
"Paid","1994","Not Working","23","","","","3"
"Partly, partly","1994","Full Time","766","0.180030262421493","0.16833935980242","0.191721165040565","2"
"Partly, partly","1994","Part Time","132","0.139844259152529","0.118261690932637","0.16142682737242","2"
"Partly, partly","1994","Not Working","8","","","","2"
"Acclaimed","1995","Full Time","1564","0.364231451580122","0.349876712307197","0.378586190853048","1"
"Acclaimed","1995","Part Time","454","0.407033529220478","0.378464920787718","0.435602137653238","1"
"Acclaimed","1995","Not Working","32","0.441489682450307","0.338900229067432","0.544079135833182","1"
"Not paid","1995","Full Time","680","0.1761028740505","0.164740298535015","0.187465449565984","4"
"Not paid","1995","Part Time","129","0.131299334624946","0.111660068052759","0.150938601197132","4"
"Not paid","1995","Not Working","10","","","","4"
"Paid","1995","Full Time","1257","0.270153362146314","0.256907566181964","0.283399158110665","3"
"Paid","1995","Part Time","392","0.324073884426577","0.29685749214839","0.351290276704765","3"
"Paid","1995","Not Working","31","0.296765132737432","0.202384372565193","0.391145892909671","3"
"Partly, partly","1995","Full Time","816","0.189512312223064","0.177821384035978","0.20120324041015","2"
"Partly, partly","1995","Part Time","161","0.137593251727999","0.11756174738067","0.157624756075328","2"
"Partly, partly","1995","Not Working","17","","","","2"
"Acclaimed","1996","Full Time","1682","0.406496184467452","0.391591735116297","0.421400633818608","1"
"Acclaimed","1996","Part Time","502","0.447533973341988","0.418308504271763","0.476759442412213","1"
"Acclaimed","1996","Not Working","28","","","","1"
"Not paid","1996","Full Time","676","0.181087466234323","0.169402192341994","0.192772740126652","4"
"Not paid","1996","Part Time","109","0.0974084576080931","0.0799807742539332","0.114836140962253","4"
"Not paid","1996","Not Working","10","","","","4"
"Paid","1996","Full Time","1097","0.241160705680914","0.228179826137004","0.254141585224824","3"
"Paid","1996","Part Time","347","0.291437762573408","0.264728763627324","0.318146761519491","3"
"Paid","1996","Not Working","28","","","","3"
"Partly, partly","1996","Full Time","717","0.171255643617311","0.15982399993569","0.182687287298931","2"
"Partly, partly","1996","Part Time","154","0.163619806476511","0.141877004798603","0.18536260815442","2"
"Partly, partly","1996","Not Working","9","","","","2"
"Acclaimed","1997","Full Time","1532","0.416656054264337","0.400807012629023","0.432505095899651","1"
"Acclaimed","1997","Part Time","417","0.498310934327031","0.464638546707936","0.531983321946125","1"
"Acclaimed","1997","Not Working","20","","","","1"
"Not paid","1997","Full Time","673","0.205644028327134","0.192650788814453","0.218637267839816","4"
"Not paid","1997","Part Time","103","0.132387233278538","0.109563199265065","0.155211267292011","4"
"Not paid","1997","Not Working","6","","","","4"
"Paid","1997","Full Time","694","0.162790285103566","0.150922130859877","0.174658439347255","3"
"Paid","1997","Part Time","176","0.201100270931636","0.174106792595974","0.228093749267298","3"
"Paid","1997","Not Working","7","","","","3"
"Partly, partly","1997","Full Time","818","0.214909632304962","0.201704596730433","0.228114667879492","2"
"Partly, partly","1997","Part Time","151","0.168201561462796","0.14301142919908","0.193391693726512","2"
"Partly, partly","1997","Not Working","5","","","","2"
"Acclaimed","1998","Full Time","1708","0.430285808031465","0.414806239687552","0.445765376375378","1"
"Acclaimed","1998","Part Time","497","0.490033908996245","0.459768178115922","0.520299639876569","1"
"Acclaimed","1998","Not Working","15","","","","1"
"Not paid","1998","Full Time","707","0.196393856508917","0.183973404843656","0.208814308174178","4"
"Not paid","1998","Part Time","133","0.126467652464508","0.106344469580448","0.146590835348568","4"
"Not paid","1998","Not Working","12","","","","4"
"Paid","1998","Full Time","652","0.159174697710277","0.147736918239368","0.170612477181185","3"
"Paid","1998","Part Time","209","0.191069726486044","0.167267425916083","0.214872027056005","3"
"Paid","1998","Not Working","14","","","","3"
"Partly, partly","1998","Full Time","863","0.214145637749342","0.201320044399897","0.226971231098787","2"
"Partly, partly","1998","Part Time","209","0.192428712053203","0.168561987487954","0.216295436618452","2"
"Partly, partly","1998","Not Working","11","","","","2"
"Acclaimed","1999","Full Time","1674","0.438887420888556","0.423286781796309","0.454488059980802","1"
"Acclaimed","1999","Part Time","512","0.495838625679842","0.465480902676271","0.526196348683413","1"
"Acclaimed","1999","Not Working","21","","","","1"
"Not paid","1999","Full Time","700","0.194036001903748","0.181604036275823","0.206467967531673","4"
"Not paid","1999","Part Time","137","0.133023916116455","0.112404201287454","0.153643630945457","4"
"Not paid","1999","Not Working","4","","","","4"
"Paid","1999","Full Time","630","0.1462259163372","0.13511820767608","0.15733362499832","3"
"Paid","1999","Part Time","211","0.184269085117341","0.160728680019415","0.207809490215267","3"
"Paid","1999","Not Working","7","","","","3"
"Partly, partly","1999","Full Time","883","0.220850660870497","0.207809972236261","0.233891349504732","2"
"Partly, partly","1999","Part Time","182","0.186868373086362","0.163200318594606","0.210536427578118","2"
"Partly, partly","1999","Not Working","5","","","","2"
"Acclaimed","2000","Full Time","2973","0.455049343757887","0.443029069153043","0.467069618362731","1"
"Acclaimed","2000","Part Time","893","0.549256207786811","0.525004325856897","0.573508089716725","1"
"Acclaimed","2000","Not Working","34","0.473789572773249","0.361532485619121","0.586046659927377","1"
"Not paid","2000","Full Time","1190","0.179032232769652","0.169778110778603","0.188286354760701","4"
"Not paid","2000","Part Time","178","0.103467279157357","0.088622365779216","0.118312192535499","4"
"Not paid","2000","Not Working","8","","","","4"
"Paid","2000","Full Time","1015","0.152638671714849","0.143957603634908","0.16131973979479","3"
"Paid","2000","Part Time","278","0.17210491862604","0.153706632296781","0.190503204955299","3"
"Paid","2000","Not Working","15","","","","3"
"Partly, partly","2000","Full Time","1415","0.213279751757612","0.20339213715052","0.223167366364705","2"
"Partly, partly","2000","Part Time","268","0.175171594429792","0.156644525087499","0.193698663772085","2"
"Partly, partly","2000","Not Working","19","","","","2"
"Acclaimed","2001","Full Time","2664","0.444276192666949","0.431753485597309","0.456798899736588","1"
"Acclaimed","2001","Part Time","833","0.507903338672461","0.483685270665556","0.532121406679365","1"
"Acclaimed","2001","Not Working","29","","","","1"
"Not paid","2001","Full Time","1092","0.175690266985113","0.16609932497595","0.185281208994276","4"
"Not paid","2001","Part Time","174","0.110218195352352","0.0950479655545641","0.125388425150139","4"
"Not paid","2001","Not Working","13","","","","4"
"Paid","2001","Full Time","895","0.152334085142848","0.143277737103937","0.161390433181759","3"
"Paid","2001","Part Time","331","0.192442034943894","0.173345236071673","0.211538833816116","3"
"Paid","2001","Not Working","11","","","","3"
"Partly, partly","2001","Full Time","1397","0.22769945520509","0.217130881849965","0.238268028560215","2"
"Partly, partly","2001","Part Time","299","0.189436431031293","0.17045412184304","0.208418740219547","2"
"Partly, partly","2001","Not Working","12","","","","2"
"Acclaimed","2002","Full Time","2700","0.46650566020716","0.454083825291077","0.478927495123243","1"
"Acclaimed","2002","Part Time","901","0.524250939018643","0.50071759639106","0.547784281646227","1"
"Acclaimed","2002","Not Working","32","0.579002017217308","0.44969141824924","0.708312616185375","1"
"Not paid","2002","Full Time","1423","0.185343345400151","0.17566796185546","0.195018728944843","4"
"Not paid","2002","Part Time","269","0.152667162062935","0.135718911557104","0.169615412568765","4"
"Not paid","2002","Not Working","3","","","","4"
"Paid","2002","Full Time","711","0.127806311294775","0.119492981556253","0.136119641033297","3"
"Paid","2002","Part Time","267","0.155908299091944","0.13881387510561","0.173002723078279","3"
"Paid","2002","Not Working","14","","","","3"
"Partly, partly","2002","Full Time","1362","0.220344683097914","0.210024319537049","0.230665046658778","2"
"Partly, partly","2002","Part Time","293","0.167173599826478","0.149590877059276","0.18475632259368","2"
"Partly, partly","2002","Not Working","7","","","","2"
"Acclaimed","2003","Full Time","2696","0.493683190628054","0.480830819063315","0.506535562192792","1"
"Acclaimed","2003","Part Time","898","0.541639762970635","0.517905357943596","0.565374167997675","1"
"Acclaimed","2003","Not Working","34","0.600224330025614","0.481139513920709","0.719309146130519","1"
"Not paid","2003","Full Time","1307","0.181442412693603","0.171535417442126","0.19134940794508","4"
"Not paid","2003","Part Time","231","0.123705767165103","0.10802239089001","0.139389143440196","4"
"Not paid","2003","Not Working","11","","","","4"
"Paid","2003","Full Time","630","0.121872137981466","0.113462466648041","0.130281809314892","3"
"Paid","2003","Part Time","258","0.161809298090875","0.144266746258837","0.179351849922912","3"
"Paid","2003","Not Working","14","","","","3"
"Partly, partly","2003","Full Time","1180","0.203002258696877","0.192662107007091","0.213342410386664","2"
"Partly, partly","2003","Part Time","306","0.172845171773387","0.154834013492128","0.190856330054647","2"
"Partly, partly","2003","Not Working","6","","","","2"
"Acclaimed","2004","Full Time","2582","0.485349763233099","0.472263330435444","0.498436196030754","1"
"Acclaimed","2004","Part Time","893","0.526564120518544","0.502494575557111","0.550633665479977","1"
"Acclaimed","2004","Not Working","18","","","","1"
"Not paid","2004","Full Time","1356","0.205983770197961","0.19539442828925","0.216573112106672","4"
"Not paid","2004","Part Time","237","0.139366499559035","0.122670978264557","0.156062020853513","4"
"Not paid","2004","Not Working","13","","","","4"
"Paid","2004","Full Time","541","0.109915261295393","0.101725288569428","0.118105234021358","3"
"Paid","2004","Part Time","263","0.176416160067833","0.15804084666942","0.194791473466247","3"
"Paid","2004","Not Working","5","","","","3"
"Partly, partly","2004","Full Time","1124","0.198751205273547","0.188302166038594","0.209200244508499","2"
"Partly, partly","2004","Part Time","260","0.157653219854587","0.140085777107863","0.175220662601312","2"
"Partly, partly","2004","Not Working","9","","","","2"
"Acclaimed","2005","Full Time","2514","0.495803511263534","0.482195754356821","0.509411268170246","1"
"Acclaimed","2005","Part Time","865","0.541644943634904","0.51702187987484","0.566268007394968","1"
"Acclaimed","2005","Not Working","13","","","","1"
"Not paid","2005","Full Time","1138","0.193373458663145","0.182624496817482","0.204122420508808","4"
"Not paid","2005","Part Time","230","0.126899439933191","0.110450204529983","0.143348675336398","4"
