"plb0195_h","year","bula_h","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Acclaimed","1984","Schleswig-Holstein","in school","","","","","1"
"Acclaimed","1984","Schleswig-Holstein","inadequately","","","","","1"
"Acclaimed","1984","Schleswig-Holstein","general elemantary","5","","","","1"
"Acclaimed","1984","Schleswig-Holstein","middle vocational","28","","","","1"
"Acclaimed","1984","Schleswig-Holstein","vocational + Abi","","","","","1"
"Acclaimed","1984","Schleswig-Holstein","higher vocational","5","","","","1"
"Acclaimed","1984","Schleswig-Holstein","higher education","","","","","1"
"Acclaimed","1984","Hamburg","in school","","","","","1"
"Acclaimed","1984","Hamburg","inadequately","3","","","","1"
"Acclaimed","1984","Hamburg","general elemantary","4","","","","1"
"Acclaimed","1984","Hamburg","middle vocational","16","","","","1"
"Acclaimed","1984","Hamburg","vocational + Abi","6","","","","1"
"Acclaimed","1984","Hamburg","higher vocational","4","","","","1"
"Acclaimed","1984","Hamburg","higher education","2","","","","1"
"Acclaimed","1984","Lower Saxony","in school","","","","","1"
"Acclaimed","1984","Lower Saxony","inadequately","1","","","","1"
"Acclaimed","1984","Lower Saxony","general elemantary","23","","","","1"
"Acclaimed","1984","Lower Saxony","middle vocational","81","0.330765133604807","0.272904874498679","0.388625392710935","1"
"Acclaimed","1984","Lower Saxony","vocational + Abi","2","","","","1"
"Acclaimed","1984","Lower Saxony","higher vocational","15","","","","1"
"Acclaimed","1984","Lower Saxony","higher education","9","","","","1"
"Acclaimed","1984","Bremen","in school","","","","","1"
"Acclaimed","1984","Bremen","inadequately","","","","","1"
"Acclaimed","1984","Bremen","general elemantary","5","","","","1"
"Acclaimed","1984","Bremen","middle vocational","3","","","","1"
"Acclaimed","1984","Bremen","vocational + Abi","","","","","1"
"Acclaimed","1984","Bremen","higher vocational","1","","","","1"
"Acclaimed","1984","Bremen","higher education","","","","","1"
"Acclaimed","1984","North Rhine-Westphalia","in school","","","","","1"
"Acclaimed","1984","North Rhine-Westphalia","inadequately","5","","","","1"
