"plb0195_h","year","education","migback","n","percent","lower_confidence","upper_confidence"
"Acclaimed","1984","lower secondary degree","no migration background","515","0.272438996469818","0.252398971094301","0.292479021845335"
"Acclaimed","1984","lower secondary degree","direct migration background","43","0.278009224269401","0.214802269951393","0.34121617858741"
"Acclaimed","1984","lower secondary degree","indirect migration background","6","","",""
"Acclaimed","1984","secondary school degree","no migration background","294","0.381577799022082","0.34699600071075","0.416159597333413"
"Acclaimed","1984","secondary school degree","direct migration background","14","","",""
"Acclaimed","1984","secondary school degree","indirect migration background","2","","",""
"Acclaimed","1984","college entrance qualification","no migration background","112","0.219207520589099","0.183683283074404","0.254731758103794"
"Acclaimed","1984","college entrance qualification","direct migration background","7","","",""
"Acclaimed","1984","college entrance qualification","indirect migration background","","","",""
"Acclaimed","1984","Other degree","no migration background","4","","",""
"Acclaimed","1984","Other degree","direct migration background","60","0.145700239521916","0.116080235371272","0.17532024367256"
"Acclaimed","1984","Other degree","indirect migration background","","","",""
"Acclaimed","1984","no degree/no degree yet","no migration background","4","","",""
"Acclaimed","1984","no degree/no degree yet","direct migration background","17","","",""
"Acclaimed","1984","no degree/no degree yet","indirect migration background","","","",""
"Partly, partly","1984","lower secondary degree","no migration background","216","0.111638056742238","0.0974628294485857","0.12581328403589"
"Partly, partly","1984","lower secondary degree","direct migration background","17","","",""
"Partly, partly","1984","lower secondary degree","indirect migration background","","","",""
"Partly, partly","1984","secondary school degree","no migration background","97","0.124450670725366","0.100951506366901","0.147949835083831"
"Partly, partly","1984","secondary school degree","direct migration background","5","","",""
"Partly, partly","1984","secondary school degree","indirect migration background","","","",""
"Partly, partly","1984","college entrance qualification","no migration background","58","0.102619075431272","0.0765616385231081","0.128676512339435"
"Partly, partly","1984","college entrance qualification","direct migration background","6","","",""
"Partly, partly","1984","college entrance qualification","indirect migration background","","","",""
"Partly, partly","1984","Other degree","no migration background","4","","",""
"Partly, partly","1984","Other degree","direct migration background","38","0.0649577877116391","0.0442668076888678","0.0856487677344103"
"Partly, partly","1984","Other degree","indirect migration background","","","",""
"Partly, partly","1984","no degree/no degree yet","no migration background","2","","",""
"Partly, partly","1984","no degree/no degree yet","direct migration background","18","","",""
"Partly, partly","1984","no degree/no degree yet","indirect migration background","","","",""
"Paid","1984","lower secondary degree","no migration background","821","0.434794953346935","0.412481119891293","0.457108786802576"
"Paid","1984","lower secondary degree","direct migration background","114","0.54745306362292","0.477230820783951","0.61767530646189"
"Paid","1984","lower secondary degree","indirect migration background","9","","",""
"Paid","1984","secondary school degree","no migration background","145","0.19378462826027","0.16564627436218","0.22192298215836"
"Paid","1984","secondary school degree","direct migration background","15","","",""
"Paid","1984","secondary school degree","indirect migration background","2","","",""
"Paid","1984","college entrance qualification","no migration background","90","0.167574927257774","0.135504383349765","0.199645471165782"
"Paid","1984","college entrance qualification","direct migration background","10","","",""
"Paid","1984","college entrance qualification","indirect migration background","1","","",""
"Paid","1984","Other degree","no migration background","7","","",""
"Paid","1984","Other degree","direct migration background","398","0.709120051277839","0.670990067960277","0.747250034595402"
"Paid","1984","Other degree","indirect migration background","","","",""
"Paid","1984","no degree/no degree yet","no migration background","9","","",""
"Paid","1984","no degree/no degree yet","direct migration background","234","0.818613337438712","0.773797552838441","0.863429122038984"
"Paid","1984","no degree/no degree yet","indirect migration background","1","","",""
"Not paid","1984","lower secondary degree","no migration background","344","0.18112799344101","0.163792758779687","0.198463228102333"
"Not paid","1984","lower secondary degree","direct migration background","19","","",""
"Not paid","1984","lower secondary degree","indirect migration background","5","","",""
"Not paid","1984","secondary school degree","no migration background","222","0.300186901992282","0.267558155405937","0.332815648578627"
"Not paid","1984","secondary school degree","direct migration background","12","","",""
"Not paid","1984","secondary school degree","indirect migration background","3","","",""
"Not paid","1984","college entrance qualification","no migration background","261","0.510598476721855","0.467674332522009","0.553522620921701"
"Not paid","1984","college entrance qualification","direct migration background","15","","",""
"Not paid","1984","college entrance qualification","indirect migration background","","","",""
"Not paid","1984","Other degree","no migration background","3","","",""
"Not paid","1984","Other degree","direct migration background","49","0.0802219214886053","0.057416510819131","0.10302733215808"
"Not paid","1984","Other degree","indirect migration background","1","","",""
"Not paid","1984","no degree/no degree yet","no migration background","1","","",""
"Not paid","1984","no degree/no degree yet","direct migration background","15","","",""
"Not paid","1984","no degree/no degree yet","indirect migration background","","","",""
"Acclaimed","1985","lower secondary degree","no migration background","404","0.256479284412617","0.23512854913601","0.277830019689224"
"Acclaimed","1985","lower secondary degree","direct migration background","27","","",""
"Acclaimed","1985","lower secondary degree","indirect migration background","6","","",""
"Acclaimed","1985","secondary school degree","no migration background","258","0.358613906512496","0.323558340885042","0.39366947213995"
"Acclaimed","1985","secondary school degree","direct migration background","19","","",""
"Acclaimed","1985","secondary school degree","indirect migration background","","","",""
"Acclaimed","1985","college entrance qualification","no migration background","115","0.243698895197709","0.205530482099805","0.281867308295614"
"Acclaimed","1985","college entrance qualification","direct migration background","6","","",""
"Acclaimed","1985","college entrance qualification","indirect migration background","","","",""
"Acclaimed","1985","Other degree","no migration background","4","","",""
"Acclaimed","1985","Other degree","direct migration background","43","0.11916863055636","0.0868896381792278","0.151447622933491"
"Acclaimed","1985","Other degree","indirect migration background","","","",""
"Acclaimed","1985","no degree/no degree yet","no migration background","1","","",""
"Acclaimed","1985","no degree/no degree yet","direct migration background","12","","",""
"Acclaimed","1985","no degree/no degree yet","indirect migration background","","","",""
"Partly, partly","1985","lower secondary degree","no migration background","183","0.111426007684625","0.0960416192514997","0.12681039611775"
"Partly, partly","1985","lower secondary degree","direct migration background","20","","",""
"Partly, partly","1985","lower secondary degree","indirect migration background","3","","",""
"Partly, partly","1985","secondary school degree","no migration background","92","0.128225029331683","0.10378665868212","0.152663399981246"
"Partly, partly","1985","secondary school degree","direct migration background","4","","",""
"Partly, partly","1985","secondary school degree","indirect migration background","1","","",""
"Partly, partly","1985","college entrance qualification","no migration background","51","0.106971938810726","0.0794931590753789","0.134450718546074"
"Partly, partly","1985","college entrance qualification","direct migration background","9","","",""
"Partly, partly","1985","college entrance qualification","indirect migration background","","","",""
"Partly, partly","1985","Other degree","no migration background","1","","",""
"Partly, partly","1985","Other degree","direct migration background","27","","",""
"Partly, partly","1985","Other degree","indirect migration background","","","",""
"Partly, partly","1985","no degree/no degree yet","no migration background","3","","",""
"Partly, partly","1985","no degree/no degree yet","direct migration background","9","","",""
"Partly, partly","1985","no degree/no degree yet","indirect migration background","","","",""
"Paid","1985","lower secondary degree","no migration background","678","0.421749424530668","0.397604522987294","0.445894326074042"
"Paid","1985","lower secondary degree","direct migration background","112","0.549854728463171","0.476144222039538","0.623565234886805"
"Paid","1985","lower secondary degree","indirect migration background","7","","",""
"Paid","1985","secondary school degree","no migration background","142","0.188455238855423","0.159869857364292","0.217040620346553"
"Paid","1985","secondary school degree","direct migration background","15","","",""
"Paid","1985","secondary school degree","indirect migration background","3","","",""
"Paid","1985","college entrance qualification","no migration background","64","0.1360520258654","0.105571233104999","0.166532818625802"
"Paid","1985","college entrance qualification","direct migration background","11","","",""
"Paid","1985","college entrance qualification","indirect migration background","","","",""
"Paid","1985","Other degree","no migration background","8","","",""
"Paid","1985","Other degree","direct migration background","286","0.729904096266276","0.685667214330986","0.774140978201565"
"Paid","1985","Other degree","indirect migration background","","","",""
"Paid","1985","no degree/no degree yet","no migration background","7","","",""
"Paid","1985","no degree/no degree yet","direct migration background","143","0.79855073118282","0.739463238520405","0.857638223845234"
"Paid","1985","no degree/no degree yet","indirect migration background","1","","",""
"Not paid","1985","lower secondary degree","no migration background","342","0.210345283372091","0.190419052467487","0.230271514276695"
"Not paid","1985","lower secondary degree","direct migration background","16","","",""
"Not paid","1985","lower secondary degree","indirect migration background","2","","",""
"Not paid","1985","secondary school degree","no migration background","227","0.324705825300398","0.290478324637793","0.358933325963003"
"Not paid","1985","secondary school degree","direct migration background","6","","",""
"Not paid","1985","secondary school degree","indirect migration background","3","","",""
"Not paid","1985","college entrance qualification","no migration background","256","0.513277140126164","0.468839929525014","0.557714350727314"
"Not paid","1985","college entrance qualification","direct migration background","13","","",""
"Not paid","1985","college entrance qualification","indirect migration background","1","","",""
"Not paid","1985","Other degree","no migration background","3","","",""
"Not paid","1985","Other degree","direct migration background","31","0.0763606144550654","0.0499013030543969","0.102819925855734"
"Not paid","1985","Other degree","indirect migration background","","","",""
"Not paid","1985","no degree/no degree yet","no migration background","1","","",""
"Not paid","1985","no degree/no degree yet","direct migration background","13","","",""
"Not paid","1985","no degree/no degree yet","indirect migration background","","","",""
"Acclaimed","1986","lower secondary degree","no migration background","424","0.294062798808996","0.270635707973988","0.317489889644004"
"Acclaimed","1986","lower secondary degree","direct migration background","35","0.251339147551976","0.18814433431554","0.314533960788411"
"Acclaimed","1986","lower secondary degree","indirect migration background","5","","",""
"Acclaimed","1986","secondary school degree","no migration background","270","0.417355875621841","0.379533704782251","0.455178046461432"
"Acclaimed","1986","secondary school degree","direct migration background","17","","",""
"Acclaimed","1986","secondary school degree","indirect migration background","2","","",""
"Acclaimed","1986","college entrance qualification","no migration background","120","0.258526251432632","0.21802903856213","0.299023464303135"
"Acclaimed","1986","college entrance qualification","direct migration background","5","","",""
"Acclaimed","1986","college entrance qualification","indirect migration background","1","","",""
"Acclaimed","1986","Other degree","no migration background","5","","",""
"Acclaimed","1986","Other degree","direct migration background","51","0.119641445735839","0.0885664054747785","0.1507164859969"
"Acclaimed","1986","Other degree","indirect migration background","1","","",""
"Acclaimed","1986","no degree/no degree yet","no migration background","4","","",""
"Acclaimed","1986","no degree/no degree yet","direct migration background","18","","",""
"Acclaimed","1986","no degree/no degree yet","indirect migration background","","","",""
"Partly, partly","1986","lower secondary degree","no migration background","177","0.124057546367489","0.107107742964371","0.141007349770606"
"Partly, partly","1986","lower secondary degree","direct migration background","11","","",""
"Partly, partly","1986","lower secondary degree","indirect migration background","2","","",""
"Partly, partly","1986","secondary school degree","no migration background","84","0.12497667824333","0.0996127916200768","0.150340564866584"
"Partly, partly","1986","secondary school degree","direct migration background","7","","",""
"Partly, partly","1986","secondary school degree","indirect migration background","2","","",""
"Partly, partly","1986","college entrance qualification","no migration background","49","0.111214389823467","0.0821337525433967","0.140295027103536"
"Partly, partly","1986","college entrance qualification","direct migration background","5","","",""
"Partly, partly","1986","college entrance qualification","indirect migration background","","","",""
"Partly, partly","1986","Other degree","no migration background","3","","",""
"Partly, partly","1986","Other degree","direct migration background","39","0.0829093659764949","0.0565066255758885","0.109312106377101"
"Partly, partly","1986","Other degree","indirect migration background","1","","",""
"Partly, partly","1986","no degree/no degree yet","no migration background","2","","",""
"Partly, partly","1986","no degree/no degree yet","direct migration background","12","","",""
"Partly, partly","1986","no degree/no degree yet","indirect migration background","","","",""
"Paid","1986","lower secondary degree","no migration background","661","0.457166363684906","0.43155186892948","0.482780858440331"
"Paid","1986","lower secondary degree","direct migration background","114","0.545555244991109","0.473016720222595","0.618093769759623"
"Paid","1986","lower secondary degree","indirect migration background","13","","",""
"Paid","1986","secondary school degree","no migration background","140","0.210948089252764","0.179656178259051","0.242240000246476"
"Paid","1986","secondary school degree","direct migration background","14","","",""
"Paid","1986","secondary school degree","indirect migration background","2","","",""
"Paid","1986","college entrance qualification","no migration background","64","0.150141407116675","0.117100763671399","0.183182050561951"
"Paid","1986","college entrance qualification","direct migration background","6","","",""
"Paid","1986","college entrance qualification","indirect migration background","1","","",""
"Paid","1986","Other degree","no migration background","7","","",""
"Paid","1986","Other degree","direct migration background","299","0.713401684401889","0.670105964872883","0.756697403930895"
"Paid","1986","Other degree","indirect migration background","","","",""
"Paid","1986","no degree/no degree yet","no migration background","13","","",""
"Paid","1986","no degree/no degree yet","direct migration background","140","0.749768765436148","0.68595771568251","0.813579815189786"
"Paid","1986","no degree/no degree yet","indirect migration background","1","","",""
"Not paid","1986","lower secondary degree","no migration background","191","0.12471329113861","0.107725112431716","0.141701469845504"
"Not paid","1986","lower secondary degree","direct migration background","21","","",""
"Not paid","1986","lower secondary degree","indirect migration background","6","","",""
"Not paid","1986","secondary school degree","no migration background","159","0.246719356882065","0.213654129290972","0.279784584473158"
"Not paid","1986","secondary school degree","direct migration background","7","","",""
"Not paid","1986","secondary school degree","indirect migration background","1","","",""
"Not paid","1986","college entrance qualification","no migration background","216","0.480117951627226","0.433906319917867","0.526329583336584"
"Not paid","1986","college entrance qualification","direct migration background","14","","",""
"Not paid","1986","college entrance qualification","indirect migration background","2","","",""
"Not paid","1986","Other degree","no migration background","1","","",""
"Not paid","1986","Other degree","direct migration background","30","0.0840475038857769","0.0574806599373306","0.110614347834223"
"Not paid","1986","Other degree","indirect migration background","1","","",""
"Not paid","1986","no degree/no degree yet","no migration background","1","","",""
"Not paid","1986","no degree/no degree yet","direct migration background","7","","",""
"Not paid","1986","no degree/no degree yet","indirect migration background","","","",""
"Acclaimed","1987","lower secondary degree","no migration background","","","",""
"Acclaimed","1987","lower secondary degree","direct migration background","","","",""
"Acclaimed","1987","lower secondary degree","indirect migration background","","","",""
"Acclaimed","1987","secondary school degree","no migration background","","","",""
"Acclaimed","1987","secondary school degree","direct migration background","","","",""
"Acclaimed","1987","secondary school degree","indirect migration background","","","",""
"Acclaimed","1987","college entrance qualification","no migration background","","","",""
"Acclaimed","1987","college entrance qualification","direct migration background","","","",""
"Acclaimed","1987","college entrance qualification","indirect migration background","","","",""
"Acclaimed","1987","Other degree","no migration background","","","",""
"Acclaimed","1987","Other degree","direct migration background","","","",""
"Acclaimed","1987","Other degree","indirect migration background","","","",""
"Acclaimed","1987","no degree/no degree yet","no migration background","","","",""
"Acclaimed","1987","no degree/no degree yet","direct migration background","","","",""
"Acclaimed","1987","no degree/no degree yet","indirect migration background","","","",""
"Partly, partly","1987","lower secondary degree","no migration background","","","",""
"Partly, partly","1987","lower secondary degree","direct migration background","","","",""
"Partly, partly","1987","lower secondary degree","indirect migration background","","","",""
"Partly, partly","1987","secondary school degree","no migration background","","","",""
"Partly, partly","1987","secondary school degree","direct migration background","","","",""
"Partly, partly","1987","secondary school degree","indirect migration background","","","",""
"Partly, partly","1987","college entrance qualification","no migration background","","","",""
"Partly, partly","1987","college entrance qualification","direct migration background","","","",""
"Partly, partly","1987","college entrance qualification","indirect migration background","","","",""
"Partly, partly","1987","Other degree","no migration background","","","",""
"Partly, partly","1987","Other degree","direct migration background","","","",""
"Partly, partly","1987","Other degree","indirect migration background","","","",""
"Partly, partly","1987","no degree/no degree yet","no migration background","","","",""
"Partly, partly","1987","no degree/no degree yet","direct migration background","","","",""
"Partly, partly","1987","no degree/no degree yet","indirect migration background","","","",""
"Paid","1987","lower secondary degree","no migration background","","","",""
"Paid","1987","lower secondary degree","direct migration background","","","",""
"Paid","1987","lower secondary degree","indirect migration background","","","",""
"Paid","1987","secondary school degree","no migration background","","","",""
"Paid","1987","secondary school degree","direct migration background","","","",""
"Paid","1987","secondary school degree","indirect migration background","","","",""
"Paid","1987","college entrance qualification","no migration background","","","",""
"Paid","1987","college entrance qualification","direct migration background","","","",""
"Paid","1987","college entrance qualification","indirect migration background","","","",""
"Paid","1987","Other degree","no migration background","","","",""
"Paid","1987","Other degree","direct migration background","","","",""
"Paid","1987","Other degree","indirect migration background","","","",""
"Paid","1987","no degree/no degree yet","no migration background","","","",""
"Paid","1987","no degree/no degree yet","direct migration background","","","",""
