"ple0053","year","education","migback","n","percent","lower_confidence","upper_confidence"
"Yes","1984","lower secondary degree","no migration background","656","0.122782719870808","0.114063230829616","0.131502208912"
"Yes","1984","lower secondary degree","direct migration background","70","0.151501356917976","0.122978857308991","0.180023856526961"
"Yes","1984","lower secondary degree","indirect migration background","3","","",""
"Yes","1984","secondary school degree","no migration background","188","0.104889901139538","0.0906593671214627","0.119120435157614"
"Yes","1984","secondary school degree","direct migration background","10","","",""
"Yes","1984","secondary school degree","indirect migration background","3","","",""
"Yes","1984","college entrance qualification","no migration background","94","0.0815643069978918","0.0658341634594492","0.0972944505363345"
"Yes","1984","college entrance qualification","direct migration background","6","","",""
"Yes","1984","college entrance qualification","indirect migration background","","","",""
"Yes","1984","Other degree","no migration background","7","","",""
"Yes","1984","Other degree","direct migration background","172","0.121501481994007","0.104424279234586","0.138578684753428"
"Yes","1984","Other degree","indirect migration background","","","",""
"Yes","1984","no degree/no degree yet","no migration background","13","","",""
"Yes","1984","no degree/no degree yet","direct migration background","141","0.12740790356365","0.107354427914362","0.147461379212937"
"Yes","1984","no degree/no degree yet","indirect migration background","","","",""
"No","1984","lower secondary degree","no migration background","4786","0.877217280129192","0.868497791088","0.885936769170384"
"No","1984","lower secondary degree","direct migration background","537","0.848498643082024","0.819976143473039","0.877021142691009"
"No","1984","lower secondary degree","indirect migration background","67","0.992635935591154","0.97260723118931","1.012664639993"
"No","1984","secondary school degree","no migration background","1593","0.895110098860462","0.880879564842386","0.909340632878537"
"No","1984","secondary school degree","direct migration background","134","0.930176261420991","0.888551570645642","0.971800952196339"
"No","1984","secondary school degree","indirect migration background","25","","",""
"No","1984","college entrance qualification","no migration background","1069","0.918435693002108","0.902705549463665","0.934165836540551"
"No","1984","college entrance qualification","direct migration background","115","0.950232513118821","0.911485056183812","0.98897997005383"
"No","1984","college entrance qualification","indirect migration background","8","","",""
"No","1984","Other degree","no migration background","29","","",""
"No","1984","Other degree","direct migration background","1234","0.878498518005993","0.861421315246572","0.895575720765414"
"No","1984","Other degree","indirect migration background","7","","",""
"No","1984","no degree/no degree yet","no migration background","214","0.943845847969388","0.913897240476811","0.973794455461965"
"No","1984","no degree/no degree yet","direct migration background","921","0.87259209643635","0.852538620787063","0.892645572085638"
"No","1984","no degree/no degree yet","indirect migration background","14","","",""
"Yes","1985","lower secondary degree","no migration background","567","0.119472217376651","0.110326146425849","0.128618288327454"
"Yes","1985","lower secondary degree","direct migration background","58","0.0883661680641253","0.0650041804220653","0.111728155706185"
"Yes","1985","lower secondary degree","indirect migration background","9","","",""
"Yes","1985","secondary school degree","no migration background","188","0.113022917807364","0.0980116796083193","0.128034156006409"
"Yes","1985","secondary school degree","direct migration background","12","","",""
"Yes","1985","secondary school degree","indirect migration background","5","","",""
"Yes","1985","college entrance qualification","no migration background","113","0.0976330125909598","0.0802030907374309","0.115062934444489"
"Yes","1985","college entrance qualification","direct migration background","12","","",""
"Yes","1985","college entrance qualification","indirect migration background","","","",""
"Yes","1985","Other degree","no migration background","7","","",""
"Yes","1985","Other degree","direct migration background","146","0.128842851885795","0.109703013054496","0.147982690717094"
"Yes","1985","Other degree","indirect migration background","1","","",""
"Yes","1985","no degree/no degree yet","no migration background","27","","",""
"Yes","1985","no degree/no degree yet","direct migration background","105","0.118112914683743","0.0965175952803516","0.139708234087135"
"Yes","1985","no degree/no degree yet","indirect migration background","","","",""
"No","1985","lower secondary degree","no migration background","4264","0.880527782623349","0.871381711672546","0.889673853574152"
"No","1985","lower secondary degree","direct migration background","509","0.911633831935875","0.888271844293815","0.934995819577935"
"No","1985","lower secondary degree","indirect migration background","68","0.901598501570463","0.835069627283188","0.968127375857737"
"No","1985","secondary school degree","no migration background","1521","0.886977082192636","0.871965843993591","0.901988320391681"
"No","1985","secondary school degree","direct migration background","130","0.917276585628467","0.871969273479463","0.962583897777471"
"No","1985","secondary school degree","indirect migration background","26","","",""
"No","1985","college entrance qualification","no migration background","1001","0.90236698740904","0.884937065555511","0.919796909262569"
"No","1985","college entrance qualification","direct migration background","100","0.904397289337518","0.849940277286171","0.958854301388864"
"No","1985","college entrance qualification","indirect migration background","7","","",""
"No","1985","Other degree","no migration background","35","0.823272074487314","0.707914071870156","0.938630077104472"
"No","1985","Other degree","direct migration background","1031","0.871157148114205","0.852017309282906","0.890296986945504"
"No","1985","Other degree","indirect migration background","6","","",""
"No","1985","no degree/no degree yet","no migration background","199","0.894095316527261","0.853976938650291","0.934213694404231"
"No","1985","no degree/no degree yet","direct migration background","753","0.881887085316256","0.860291765912865","0.903482404719648"
"No","1985","no degree/no degree yet","indirect migration background","17","","",""
"Yes","1986","lower secondary degree","no migration background","554","0.127398498909775","0.117657943574736","0.137139054244815"
"Yes","1986","lower secondary degree","direct migration background","73","0.12557664946561","0.0987926919830343","0.152360606948187"
"Yes","1986","lower secondary degree","indirect migration background","9","","",""
"Yes","1986","secondary school degree","no migration background","197","0.127648827633483","0.111576750258118","0.143720905008848"
"Yes","1986","secondary school degree","direct migration background","20","","",""
"Yes","1986","secondary school degree","indirect migration background","5","","",""
"Yes","1986","college entrance qualification","no migration background","106","0.0973172081517834","0.0800437540258262","0.114590662277741"
"Yes","1986","college entrance qualification","direct migration background","12","","",""
"Yes","1986","college entrance qualification","indirect migration background","1","","",""
"Yes","1986","Other degree","no migration background","4","","",""
"Yes","1986","Other degree","direct migration background","161","0.132405971518338","0.112574098830987","0.152237844205689"
"Yes","1986","Other degree","indirect migration background","1","","",""
"Yes","1986","no degree/no degree yet","no migration background","22","","",""
"Yes","1986","no degree/no degree yet","direct migration background","114","0.15047691665646","0.125639061447783","0.175314771865138"
"Yes","1986","no degree/no degree yet","indirect migration background","2","","",""
"No","1986","lower secondary degree","no migration background","3947","0.872601501090225","0.862860945755185","0.882342056425264"
"No","1986","lower secondary degree","direct migration background","515","0.87442335053439","0.847639393051813","0.901207308016966"
"No","1986","lower secondary degree","indirect migration background","74","0.859231901829872","0.784412132823081","0.934051670836662"
"No","1986","secondary school degree","no migration background","1459","0.872351172366517","0.856279094991152","0.888423249741882"
"No","1986","secondary school degree","direct migration background","130","0.85287867001256","0.796191613180281","0.909565726844839"
"No","1986","secondary school degree","indirect migration background","26","","",""
"No","1986","college entrance qualification","no migration background","1025","0.902682791848217","0.885409337722259","0.919956245974174"
"No","1986","college entrance qualification","direct migration background","102","0.895400446950888","0.839222064137171","0.951578829764604"
"No","1986","college entrance qualification","indirect migration background","10","","",""
"No","1986","Other degree","no migration background","37","0.919417754621764","0.83610101090995","1.00273449833358"
"No","1986","Other degree","direct migration background","961","0.867594028481662","0.847762155794311","0.887425901169013"
"No","1986","Other degree","indirect migration background","4","","",""
"No","1986","no degree/no degree yet","no migration background","197","0.899230228019446","0.859362028752431","0.93909842728646"
"No","1986","no degree/no degree yet","direct migration background","682","0.849523083343539","0.824685228134862","0.874360938552217"
"No","1986","no degree/no degree yet","indirect migration background","18","","",""
