"plh0206i01","year","sampreg","sex","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","West Germany","Male","13","","","","1"
"1 Strongly disagree","2005","West Germany","Female","19","","","","1"
"1 Strongly disagree","2005","East Germany","Male","3","","","","1"
"1 Strongly disagree","2005","East Germany","Female","3","","","","1"
"2 on scale 1-7 ","2005","West Germany","Female","16","","","","2"
"2 on scale 1-7 ","2005","East Germany","Male","6","","","","2"
"2 on scale 1-7 ","2005","East Germany","Female","7","","","","2"
"2 on scale 1-7 ","2005","West Germany","Male","16","","","","2"
"3 on scale 1-7 ","2005","West Germany","Female","58","0.00682784089366825","0.00504417651729225","0.00861150527004425","3"
"3 on scale 1-7 ","2005","East Germany","Male","12","","","","3"
"3 on scale 1-7 ","2005","East Germany","Female","16","","","","3"
"3 on scale 1-7 ","2005","West Germany","Male","55","0.00658289824015885","0.00475077118281674","0.00841502529750096","3"
"4 on scale 1-7","2005","East Germany","Female","65","0.0221477812059482","0.0165202257982414","0.027775336613655","4"
"4 on scale 1-7","2005","West Germany","Female","244","0.0323967414421065","0.0285618020909537","0.0362316807932593","4"
"4 on scale 1-7","2005","East Germany","Male","74","0.0292235651648644","0.0225184229348433","0.0359287073948855","4"
"4 on scale 1-7","2005","West Germany","Male","219","0.0321951848739572","0.0281960085511095","0.0361943611968048","4"
"5 on scale 1-7","2005","East Germany","Male","196","0.0803590713030741","0.0695370500260018","0.0911810925801464","5"
"5 on scale 1-7","2005","West Germany","Female","612","0.0773694785497925","0.0715824194493766","0.0831565376502083","5"
"5 on scale 1-7","2005","West Germany","Male","683","0.0928135108933252","0.0862394293146724","0.0993875924719781","5"
"5 on scale 1-7","2005","East Germany","Female","181","0.0618513979412274","0.0526399345079803","0.0710628613744746","5"
"6 on scale 1-7","2005","East Germany","Male","654","0.254835856230559","0.237488311135143","0.272183401325975","6"
"6 on scale 1-7","2005","East Germany","Female","619","0.222632404205901","0.20672404240808","0.238540766003723","6"
"6 on scale 1-7","2005","West Germany","Female","1888","0.210637259648389","0.201805137159003","0.219469382137776","6"
"6 on scale 1-7","2005","West Germany","Male","2001","0.25293378497343","0.243085419172566","0.262782150774294","6"
"7 Strongly agree","2005","East Germany","Female","1736","0.679837450278317","0.661996997919072","0.697677902637562","7"
"7 Strongly agree","2005","West Germany","Female","5351","0.667092076092836","0.65688469965928","0.677299452526393","7"
"7 Strongly agree","2005","East Germany","Male","1479","0.627508921390278","0.608262514040799","0.646755328739758","7"
"7 Strongly agree","2005","West Germany","Male","4497","0.61153960854854","0.600497122256635","0.622582094840445","7"
"1 Strongly disagree","2006","West Germany","Male","","","","","1"
"1 Strongly disagree","2006","West Germany","Female","","","","","1"
"1 Strongly disagree","2006","East Germany","Male","","","","","1"
"1 Strongly disagree","2006","East Germany","Female","","","","","1"
"2 on scale 1-7 ","2006","East Germany","Male","","","","","2"
"2 on scale 1-7 ","2006","West Germany","Female","","","","","2"
"2 on scale 1-7 ","2006","East Germany","Female","","","","","2"
"2 on scale 1-7 ","2006","West Germany","Male","","","","","2"
"3 on scale 1-7 ","2006","West Germany","Female","","","","","3"
"3 on scale 1-7 ","2006","East Germany","Female","","","","","3"
"3 on scale 1-7 ","2006","West Germany","Male","","","","","3"
"3 on scale 1-7 ","2006","East Germany","Male","","","","","3"
"4 on scale 1-7","2006","West Germany","Female","","","","","4"
"4 on scale 1-7","2006","East Germany","Male","","","","","4"
"4 on scale 1-7","2006","East Germany","Female","","","","","4"
"4 on scale 1-7","2006","West Germany","Male","","","","","4"
"5 on scale 1-7","2006","East Germany","Male","","","","","5"
"5 on scale 1-7","2006","West Germany","Female","","","","","5"
"5 on scale 1-7","2006","East Germany","Female","","","","","5"
"5 on scale 1-7","2006","West Germany","Male","","","","","5"
"6 on scale 1-7","2006","East Germany","Male","","","","","6"
"6 on scale 1-7","2006","West Germany","Female","","","","","6"
"6 on scale 1-7","2006","East Germany","Female","","","","","6"
"6 on scale 1-7","2006","West Germany","Male","","","","","6"
"7 Strongly agree","2006","West Germany","Female","","","","","7"
"7 Strongly agree","2006","East Germany","Male","","","","","7"
"7 Strongly agree","2006","East Germany","Female","","","","","7"
"7 Strongly agree","2006","West Germany","Male","","","","","7"
"1 Strongly disagree","2007","West Germany","Male","","","","","1"
"1 Strongly disagree","2007","West Germany","Female","","","","","1"
"1 Strongly disagree","2007","East Germany","Male","","","","","1"
"1 Strongly disagree","2007","East Germany","Female","","","","","1"
"2 on scale 1-7 ","2007","West Germany","Female","","","","","2"
"2 on scale 1-7 ","2007","West Germany","Male","","","","","2"
"2 on scale 1-7 ","2007","East Germany","Male","","","","","2"
"2 on scale 1-7 ","2007","East Germany","Female","","","","","2"
"3 on scale 1-7 ","2007","West Germany","Male","","","","","3"
"3 on scale 1-7 ","2007","West Germany","Female","","","","","3"
"3 on scale 1-7 ","2007","East Germany","Male","","","","","3"
"3 on scale 1-7 ","2007","East Germany","Female","","","","","3"
"4 on scale 1-7","2007","West Germany","Male","","","","","4"
"4 on scale 1-7","2007","West Germany","Female","","","","","4"
"4 on scale 1-7","2007","East Germany","Male","","","","","4"
"4 on scale 1-7","2007","East Germany","Female","","","","","4"
"5 on scale 1-7","2007","West Germany","Male","","","","","5"
"5 on scale 1-7","2007","West Germany","Female","","","","","5"
"5 on scale 1-7","2007","East Germany","Male","","","","","5"
"5 on scale 1-7","2007","East Germany","Female","","","","","5"
"6 on scale 1-7","2007","East Germany","Male","","","","","6"
"6 on scale 1-7","2007","West Germany","Male","","","","","6"
"6 on scale 1-7","2007","West Germany","Female","","","","","6"
"6 on scale 1-7","2007","East Germany","Female","","","","","6"
"7 Strongly agree","2007","West Germany","Male","","","","","7"
"7 Strongly agree","2007","West Germany","Female","","","","","7"
"7 Strongly agree","2007","East Germany","Male","","","","","7"
"7 Strongly agree","2007","East Germany","Female","","","","","7"
"1 Strongly disagree","2008","West Germany","Female","","","","","1"
"1 Strongly disagree","2008","East Germany","Male","","","","","1"
"1 Strongly disagree","2008","West Germany","Male","","","","","1"
"1 Strongly disagree","2008","East Germany","Female","","","","","1"
"2 on scale 1-7 ","2008","West Germany","Female","","","","","2"
"2 on scale 1-7 ","2008","West Germany","Male","","","","","2"
"2 on scale 1-7 ","2008","East Germany","Male","","","","","2"
"2 on scale 1-7 ","2008","East Germany","Female","","","","","2"
"3 on scale 1-7 ","2008","West Germany","Male","","","","","3"
"3 on scale 1-7 ","2008","West Germany","Female","","","","","3"
"3 on scale 1-7 ","2008","East Germany","Male","","","","","3"
"3 on scale 1-7 ","2008","East Germany","Female","","","","","3"
"4 on scale 1-7","2008","West Germany","Female","","","","","4"
"4 on scale 1-7","2008","East Germany","Male","","","","","4"
"4 on scale 1-7","2008","West Germany","Male","","","","","4"
"4 on scale 1-7","2008","East Germany","Female","","","","","4"
"5 on scale 1-7","2008","East Germany","Male","","","","","5"
"5 on scale 1-7","2008","West Germany","Male","","","","","5"
"5 on scale 1-7","2008","West Germany","Female","","","","","5"
"5 on scale 1-7","2008","East Germany","Female","","","","","5"
"6 on scale 1-7","2008","West Germany","Female","","","","","6"
"6 on scale 1-7","2008","East Germany","Female","","","","","6"
"6 on scale 1-7","2008","West Germany","Male","","","","","6"
"6 on scale 1-7","2008","East Germany","Male","","","","","6"
"7 Strongly agree","2008","West Germany","Male","","","","","7"
"7 Strongly agree","2008","West Germany","Female","","","","","7"
"7 Strongly agree","2008","East Germany","Male","","","","","7"
"7 Strongly agree","2008","East Germany","Female","","","","","7"
"1 Strongly disagree","2009","West Germany","Female","","","","","1"
"1 Strongly disagree","2009","East Germany","Male","","","","","1"
"1 Strongly disagree","2009","East Germany","Female","","","","","1"
"1 Strongly disagree","2009","West Germany","Male","","","","","1"
"2 on scale 1-7 ","2009","West Germany","Female","","","","","2"
"2 on scale 1-7 ","2009","East Germany","Male","","","","","2"
"2 on scale 1-7 ","2009","East Germany","Female","","","","","2"
"2 on scale 1-7 ","2009","West Germany","Male","","","","","2"
"3 on scale 1-7 ","2009","West Germany","Male","","","","","3"
"3 on scale 1-7 ","2009","West Germany","Female","","","","","3"
"3 on scale 1-7 ","2009","East Germany","Male","","","","","3"
"3 on scale 1-7 ","2009","East Germany","Female","","","","","3"
"4 on scale 1-7","2009","West Germany","Female","","","","","4"
"4 on scale 1-7","2009","East Germany","Male","","","","","4"
"4 on scale 1-7","2009","West Germany","Male","","","","","4"
"4 on scale 1-7","2009","East Germany","Female","","","","","4"
"5 on scale 1-7","2009","West Germany","Male","","","","","5"
"5 on scale 1-7","2009","East Germany","Male","","","","","5"
"5 on scale 1-7","2009","West Germany","Female","","","","","5"
"5 on scale 1-7","2009","East Germany","Female","","","","","5"
"6 on scale 1-7","2009","West Germany","Female","","","","","6"
"6 on scale 1-7","2009","West Germany","Male","","","","","6"
"6 on scale 1-7","2009","East Germany","Male","","","","","6"
"6 on scale 1-7","2009","East Germany","Female","","","","","6"
"7 Strongly agree","2009","West Germany","Male","","","","","7"
"7 Strongly agree","2009","West Germany","Female","","","","","7"
"7 Strongly agree","2009","East Germany","Male","","","","","7"
"7 Strongly agree","2009","East Germany","Female","","","","","7"
"1 Strongly disagree","2010","West Germany","Male","11","","","","1"
"1 Strongly disagree","2010","West Germany","Female","19","","","","1"
"1 Strongly disagree","2010","East Germany","Male","4","","","","1"
"1 Strongly disagree","2010","East Germany","Female","11","","","","1"
"2 on scale 1-7 ","2010","West Germany","Male","21","","","","2"
"2 on scale 1-7 ","2010","West Germany","Female","22","","","","2"
"2 on scale 1-7 ","2010","East Germany","Male","6","","","","2"
"2 on scale 1-7 ","2010","East Germany","Female","6","","","","2"
"3 on scale 1-7 ","2010","West Germany","Male","44","0.00827587319550416","0.00597587595758544","0.0105758704334229","3"
