"plh0206i01","year","e11102","sampreg","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","Not Employed","West Germany","13","","",""
"1 Strongly disagree","2005","Not Employed","East Germany","3","","",""
"1 Strongly disagree","2005","Employed","West Germany","19","","",""
"1 Strongly disagree","2005","Employed","East Germany","3","","",""
"2 on scale 1-7 ","2005","Not Employed","West Germany","14","","",""
"2 on scale 1-7 ","2005","Not Employed","East Germany","6","","",""
"2 on scale 1-7 ","2005","Employed","West Germany","18","","",""
"2 on scale 1-7 ","2005","Employed","East Germany","7","","",""
"3 on scale 1-7 ","2005","Not Employed","West Germany","52","0.00895700994301442","0.00652683534829426","0.0113871845377346"
"3 on scale 1-7 ","2005","Not Employed","East Germany","17","","",""
"3 on scale 1-7 ","2005","Employed","West Germany","61","0.00526563697169419","0.00383985413038536","0.00669141981300302"
"3 on scale 1-7 ","2005","Employed","East Germany","11","","",""
"4 on scale 1-7","2005","Not Employed","West Germany","196","0.0339038644894661","0.0292357180061262","0.0385720109728059"
"4 on scale 1-7","2005","Not Employed","East Germany","77","0.0364000941003779","0.0284033085287635","0.0443968796719924"
"4 on scale 1-7","2005","Employed","West Germany","267","0.0312685690616884","0.0278398644996444","0.0346972736237323"
"4 on scale 1-7","2005","Employed","East Germany","62","0.0165373407084414","0.011930629763019","0.0211440516538637"
"5 on scale 1-7","2005","Not Employed","West Germany","554","0.0949171064711836","0.087357031109435","0.102477181832932"
"5 on scale 1-7","2005","Not Employed","East Germany","178","0.0746724004068059","0.0634485043169445","0.0858962964966674"
"5 on scale 1-7","2005","Employed","West Germany","741","0.0783612917950875","0.0730670287798925","0.0836555548102824"
"5 on scale 1-7","2005","Employed","East Germany","199","0.0678094123070778","0.0587275160801901","0.0768913085339655"
"6 on scale 1-7","2005","Not Employed","West Germany","1344","0.219430213851666","0.208755314650331","0.230105113053"
"6 on scale 1-7","2005","Not Employed","East Germany","512","0.232735483937198","0.214692029739217","0.25077893813518"
"6 on scale 1-7","2005","Employed","West Germany","2545","0.238575731371235","0.23017918181296","0.246972280929509"
"6 on scale 1-7","2005","Employed","East Germany","761","0.243296087517774","0.227796871171123","0.258795303864425"
"7 Strongly agree","2005","Not Employed","West Germany","3601","0.637300903530154","0.624899946427352","0.649701860632957"
"7 Strongly agree","2005","Not Employed","East Germany","1314","0.641593877993322","0.621118419352608","0.662069336634035"
"7 Strongly agree","2005","Employed","West Germany","6247","0.642115838645644","0.632671918704147","0.651559758587141"
"7 Strongly agree","2005","Employed","East Germany","1901","0.66467353138078","0.647619883239434","0.681727179522126"
"1 Strongly disagree","2006","Not Employed","West Germany","","","",""
"1 Strongly disagree","2006","Not Employed","East Germany","","","",""
"1 Strongly disagree","2006","Employed","West Germany","","","",""
"1 Strongly disagree","2006","Employed","East Germany","","","",""
"2 on scale 1-7 ","2006","Not Employed","West Germany","","","",""
"2 on scale 1-7 ","2006","Not Employed","East Germany","","","",""
"2 on scale 1-7 ","2006","Employed","West Germany","","","",""
"2 on scale 1-7 ","2006","Employed","East Germany","","","",""
