"plh0206i01","year","e11103","education","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","Full Time","lower secondary degree","6","","",""
"1 Strongly disagree","2005","Full Time","secondary school degree","3","","",""
"1 Strongly disagree","2005","Full Time","college entrance qualification","4","","",""
"1 Strongly disagree","2005","Full Time","Other degree","","","",""
"1 Strongly disagree","2005","Full Time","no degree/no degree yet","1","","",""
"1 Strongly disagree","2005","Part Time","lower secondary degree","5","","",""
"1 Strongly disagree","2005","Part Time","secondary school degree","2","","",""
"1 Strongly disagree","2005","Part Time","college entrance qualification","1","","",""
"1 Strongly disagree","2005","Part Time","Other degree","","","",""
"1 Strongly disagree","2005","Part Time","no degree/no degree yet","","","",""
"1 Strongly disagree","2005","Not Working","lower secondary degree","8","","",""
"1 Strongly disagree","2005","Not Working","secondary school degree","3","","",""
"1 Strongly disagree","2005","Not Working","college entrance qualification","2","","",""
"1 Strongly disagree","2005","Not Working","Other degree","2","","",""
"1 Strongly disagree","2005","Not Working","no degree/no degree yet","1","","",""
"2 on scale 1-7 ","2005","Full Time","lower secondary degree","7","","",""
"2 on scale 1-7 ","2005","Full Time","secondary school degree","9","","",""
"2 on scale 1-7 ","2005","Full Time","college entrance qualification","4","","",""
"2 on scale 1-7 ","2005","Full Time","Other degree","2","","",""
"2 on scale 1-7 ","2005","Full Time","no degree/no degree yet","","","",""
"2 on scale 1-7 ","2005","Part Time","lower secondary degree","1","","",""
"2 on scale 1-7 ","2005","Part Time","secondary school degree","1","","",""
"2 on scale 1-7 ","2005","Part Time","college entrance qualification","","","",""
"2 on scale 1-7 ","2005","Part Time","Other degree","1","","",""
"2 on scale 1-7 ","2005","Part Time","no degree/no degree yet","","","",""
"2 on scale 1-7 ","2005","Not Working","lower secondary degree","11","","",""
"2 on scale 1-7 ","2005","Not Working","secondary school degree","","","",""
"2 on scale 1-7 ","2005","Not Working","college entrance qualification","5","","",""
"2 on scale 1-7 ","2005","Not Working","Other degree","2","","",""
"2 on scale 1-7 ","2005","Not Working","no degree/no degree yet","1","","",""
"3 on scale 1-7 ","2005","Full Time","lower secondary degree","17","","",""
"3 on scale 1-7 ","2005","Full Time","secondary school degree","15","","",""
"3 on scale 1-7 ","2005","Full Time","college entrance qualification","15","","",""
"3 on scale 1-7 ","2005","Full Time","Other degree","3","","",""
"3 on scale 1-7 ","2005","Full Time","no degree/no degree yet","","","",""
"3 on scale 1-7 ","2005","Part Time","lower secondary degree","5","","",""
"3 on scale 1-7 ","2005","Part Time","secondary school degree","6","","",""
"3 on scale 1-7 ","2005","Part Time","college entrance qualification","6","","",""
