"plh0206i01","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","no migration background","in school","","","",""
"1 Strongly disagree","2005","no migration background","inadequately","","","",""
"1 Strongly disagree","2005","no migration background","general elemantary","","","",""
"1 Strongly disagree","2005","no migration background","middle vocational","","","",""
"1 Strongly disagree","2005","no migration background","vocational + Abi","","","",""
"1 Strongly disagree","2005","no migration background","higher vocational","","","",""
"1 Strongly disagree","2005","no migration background","higher education","","","",""
"1 Strongly disagree","2005","direct migration background","in school","","","",""
"1 Strongly disagree","2005","direct migration background","inadequately","","","",""
"1 Strongly disagree","2005","direct migration background","general elemantary","","","",""
"1 Strongly disagree","2005","direct migration background","middle vocational","","","",""
"1 Strongly disagree","2005","direct migration background","vocational + Abi","","","",""
"1 Strongly disagree","2005","direct migration background","higher vocational","","","",""
"1 Strongly disagree","2005","direct migration background","higher education","","","",""
"1 Strongly disagree","2005","indirect migration background","in school","","","",""
"1 Strongly disagree","2005","indirect migration background","inadequately","","","",""
"1 Strongly disagree","2005","indirect migration background","general elemantary","","","",""
"1 Strongly disagree","2005","indirect migration background","middle vocational","","","",""
"1 Strongly disagree","2005","indirect migration background","vocational + Abi","","","",""
"1 Strongly disagree","2005","indirect migration background","higher vocational","","","",""
"1 Strongly disagree","2005","indirect migration background","higher education","","","",""
"2 on scale 1-7 ","2005","no migration background","in school","","","",""
"2 on scale 1-7 ","2005","no migration background","inadequately","","","",""
"2 on scale 1-7 ","2005","no migration background","general elemantary","","","",""
"2 on scale 1-7 ","2005","no migration background","middle vocational","","","",""
"2 on scale 1-7 ","2005","no migration background","vocational + Abi","","","",""
"2 on scale 1-7 ","2005","no migration background","higher vocational","","","",""
"2 on scale 1-7 ","2005","no migration background","higher education","","","",""
"2 on scale 1-7 ","2005","direct migration background","in school","","","",""
"2 on scale 1-7 ","2005","direct migration background","inadequately","","","",""
"2 on scale 1-7 ","2005","direct migration background","general elemantary","","","",""
"2 on scale 1-7 ","2005","direct migration background","middle vocational","","","",""
"2 on scale 1-7 ","2005","direct migration background","vocational + Abi","","","",""
"2 on scale 1-7 ","2005","direct migration background","higher vocational","","","",""
"2 on scale 1-7 ","2005","direct migration background","higher education","","","",""
"2 on scale 1-7 ","2005","indirect migration background","in school","","","",""
"2 on scale 1-7 ","2005","indirect migration background","inadequately","","","",""
"2 on scale 1-7 ","2005","indirect migration background","general elemantary","","","",""
"2 on scale 1-7 ","2005","indirect migration background","middle vocational","","","",""
"2 on scale 1-7 ","2005","indirect migration background","vocational + Abi","","","",""
"2 on scale 1-7 ","2005","indirect migration background","higher vocational","","","",""
"2 on scale 1-7 ","2005","indirect migration background","higher education","","","",""
"3 on scale 1-7 ","2005","no migration background","in school","","","",""
"3 on scale 1-7 ","2005","no migration background","inadequately","","","",""
"3 on scale 1-7 ","2005","no migration background","general elemantary","","","",""
"3 on scale 1-7 ","2005","no migration background","middle vocational","55","0.00663790784355015","0.00496602645653221","0.0083097892305681"
"3 on scale 1-7 ","2005","no migration background","vocational + Abi","","","",""
"3 on scale 1-7 ","2005","no migration background","higher vocational","","","",""
"3 on scale 1-7 ","2005","no migration background","higher education","","","",""
"3 on scale 1-7 ","2005","direct migration background","in school","","","",""
"3 on scale 1-7 ","2005","direct migration background","inadequately","","","",""
"3 on scale 1-7 ","2005","direct migration background","general elemantary","","","",""
"3 on scale 1-7 ","2005","direct migration background","middle vocational","","","",""
"3 on scale 1-7 ","2005","direct migration background","vocational + Abi","","","",""
"3 on scale 1-7 ","2005","direct migration background","higher vocational","","","",""
"3 on scale 1-7 ","2005","direct migration background","higher education","","","",""
"3 on scale 1-7 ","2005","indirect migration background","in school","","","",""
"3 on scale 1-7 ","2005","indirect migration background","inadequately","","","",""
"3 on scale 1-7 ","2005","indirect migration background","general elemantary","","","",""
"3 on scale 1-7 ","2005","indirect migration background","middle vocational","","","",""
"3 on scale 1-7 ","2005","indirect migration background","vocational + Abi","","","",""
"3 on scale 1-7 ","2005","indirect migration background","higher vocational","","","",""
"3 on scale 1-7 ","2005","indirect migration background","higher education","","","",""
"4 on scale 1-7","2005","no migration background","in school","","","",""
"4 on scale 1-7","2005","no migration background","inadequately","","","",""
"4 on scale 1-7","2005","no migration background","general elemantary","72","0.0435835505327982","0.0337531399126513","0.0534139611529451"
"4 on scale 1-7","2005","no migration background","middle vocational","217","0.0235359499044147","0.0204146891123647","0.0266572106964646"
"4 on scale 1-7","2005","no migration background","vocational + Abi","","","",""
"4 on scale 1-7","2005","no migration background","higher vocational","35","0.0230773566143638","0.0151697269322446","0.0309849862964831"
"4 on scale 1-7","2005","no migration background","higher education","76","0.0218666496449456","0.0171901850553525","0.0265431142345387"
"4 on scale 1-7","2005","direct migration background","in school","","","",""
"4 on scale 1-7","2005","direct migration background","inadequately","","","",""
"4 on scale 1-7","2005","direct migration background","general elemantary","35","0.0662983445342911","0.0458372279609298","0.0867594611076524"
"4 on scale 1-7","2005","direct migration background","middle vocational","38","0.0553398447385494","0.0401815920771605","0.0704980973999382"
"4 on scale 1-7","2005","direct migration background","vocational + Abi","","","",""
"4 on scale 1-7","2005","direct migration background","higher vocational","","","",""
"4 on scale 1-7","2005","direct migration background","higher education","","","",""
"4 on scale 1-7","2005","indirect migration background","in school","","","",""
"4 on scale 1-7","2005","indirect migration background","inadequately","","","",""
"4 on scale 1-7","2005","indirect migration background","general elemantary","","","",""
"4 on scale 1-7","2005","indirect migration background","middle vocational","","","",""
"4 on scale 1-7","2005","indirect migration background","vocational + Abi","","","",""
"4 on scale 1-7","2005","indirect migration background","higher vocational","","","",""
"4 on scale 1-7","2005","indirect migration background","higher education","","","",""
"5 on scale 1-7","2005","no migration background","in school","72","0.15523646617148","0.123558252377969","0.186914679964991"
"5 on scale 1-7","2005","no migration background","inadequately","","","",""
"5 on scale 1-7","2005","no migration background","general elemantary","151","0.0839277084102794","0.0705769974690911","0.0972784193514676"
"5 on scale 1-7","2005","no migration background","middle vocational","680","0.0748744149657321","0.0694556148794944","0.0802932150519697"
"5 on scale 1-7","2005","no migration background","vocational + Abi","71","0.0781532081441348","0.0603379291485217","0.0959684871397479"
"5 on scale 1-7","2005","no migration background","higher vocational","85","0.061329762501625","0.0486935951297704","0.0739659298734796"
"5 on scale 1-7","2005","no migration background","higher education","294","0.0921673657327929","0.0829178504097236","0.101416881055862"
"5 on scale 1-7","2005","direct migration background","in school","","","",""
"5 on scale 1-7","2005","direct migration background","inadequately","","","",""
"5 on scale 1-7","2005","direct migration background","general elemantary","54","0.0913679984020225","0.0676725466542175","0.115063450149827"
"5 on scale 1-7","2005","direct migration background","middle vocational","76","0.0917169461334251","0.0725819766774336","0.110851915589417"
"5 on scale 1-7","2005","direct migration background","vocational + Abi","","","",""
"5 on scale 1-7","2005","direct migration background","higher vocational","","","",""
"5 on scale 1-7","2005","direct migration background","higher education","","","",""
"5 on scale 1-7","2005","indirect migration background","in school","","","",""
"5 on scale 1-7","2005","indirect migration background","inadequately","","","",""
"5 on scale 1-7","2005","indirect migration background","general elemantary","","","",""
"5 on scale 1-7","2005","indirect migration background","middle vocational","","","",""
"5 on scale 1-7","2005","indirect migration background","vocational + Abi","","","",""
"5 on scale 1-7","2005","indirect migration background","higher vocational","","","",""
"5 on scale 1-7","2005","indirect migration background","higher education","","","",""
"6 on scale 1-7","2005","no migration background","in school","138","0.274857861454659","0.235804188457095","0.313911534452224"
"6 on scale 1-7","2005","no migration background","inadequately","","","",""
"6 on scale 1-7","2005","no migration background","general elemantary","390","0.214716027801558","0.19494485482793","0.234487200775185"
"6 on scale 1-7","2005","no migration background","middle vocational","2213","0.232581348231057","0.2238829421404","0.241279754321714"
"6 on scale 1-7","2005","no migration background","vocational + Abi","230","0.2584767465736","0.229418930187428","0.287534562959772"
"6 on scale 1-7","2005","no migration background","higher vocational","365","0.262097535002318","0.238936703175713","0.285258366828922"
"6 on scale 1-7","2005","no migration background","higher education","1062","0.255139300323592","0.241199591444777","0.269079009202407"
"6 on scale 1-7","2005","direct migration background","in school","","","",""
"6 on scale 1-7","2005","direct migration background","inadequately","","","",""
"6 on scale 1-7","2005","direct migration background","general elemantary","124","0.214033706119797","0.180303657294454","0.247763754945139"
"6 on scale 1-7","2005","direct migration background","middle vocational","182","0.188992351873141","0.163036997403475","0.214947706342807"
"6 on scale 1-7","2005","direct migration background","vocational + Abi","43","0.184008016594144","0.13233277287818","0.235683260310108"
"6 on scale 1-7","2005","direct migration background","higher vocational","","","",""
"6 on scale 1-7","2005","direct migration background","higher education","88","0.236660943406912","0.191548854327677","0.281773032486148"
"6 on scale 1-7","2005","indirect migration background","in school","","","",""
"6 on scale 1-7","2005","indirect migration background","inadequately","","","",""
"6 on scale 1-7","2005","indirect migration background","general elemantary","45","0.183492665300723","0.127258300135756","0.239727030465691"
"6 on scale 1-7","2005","indirect migration background","middle vocational","68","0.206096702979303","0.162845541242693","0.249347864715912"
