"plh0206i01","year","age_gr","sampreg","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","16-34 y.","West Germany","9","","",""
"1 Strongly disagree","2005","16-34 y.","East Germany","","","",""
"1 Strongly disagree","2005","35-65 y.","West Germany","15","","",""
"1 Strongly disagree","2005","35-65 y.","East Germany","5","","",""
"1 Strongly disagree","2005","66 and older","West Germany","8","","",""
"1 Strongly disagree","2005","66 and older","East Germany","1","","",""
"2 on scale 1-7 ","2005","16-34 y.","West Germany","5","","",""
"2 on scale 1-7 ","2005","16-34 y.","East Germany","2","","",""
"2 on scale 1-7 ","2005","35-65 y.","West Germany","21","","",""
"2 on scale 1-7 ","2005","35-65 y.","East Germany","8","","",""
"2 on scale 1-7 ","2005","66 and older","West Germany","6","","",""
"2 on scale 1-7 ","2005","66 and older","East Germany","3","","",""
"3 on scale 1-7 ","2005","16-34 y.","West Germany","21","","",""
"3 on scale 1-7 ","2005","16-34 y.","East Germany","9","","",""
"3 on scale 1-7 ","2005","35-65 y.","West Germany","64","0.00658922100918023","0.00490617320210906","0.00827226881625139"
"3 on scale 1-7 ","2005","35-65 y.","East Germany","13","","",""
"3 on scale 1-7 ","2005","66 and older","West Germany","28","","",""
"3 on scale 1-7 ","2005","66 and older","East Germany","6","","",""
"4 on scale 1-7","2005","16-34 y.","West Germany","127","0.0407511066563914","0.0346009214452826","0.0469012918675003"
"4 on scale 1-7","2005","16-34 y.","East Germany","36","0.0228548541542951","0.0148890704132442","0.0308206378953459"
"4 on scale 1-7","2005","35-65 y.","West Germany","237","0.0273881751070381","0.0239929677624327","0.0307833824516434"
"4 on scale 1-7","2005","35-65 y.","East Germany","73","0.0254719134024959","0.0195628968587532","0.0313809299462387"
"4 on scale 1-7","2005","66 and older","West Germany","99","0.0345071802978733","0.027776357987299","0.0412380026084475"
"4 on scale 1-7","2005","66 and older","East Germany","30","0.0289949662979403","0.0184247844926864","0.0395651481031942"
"5 on scale 1-7","2005","16-34 y.","West Germany","376","0.0927877980026261","0.0837626836518957","0.101812912353357"
"5 on scale 1-7","2005","16-34 y.","East Germany","118","0.0819129333714043","0.0672952712485513","0.0965305954942573"
"5 on scale 1-7","2005","35-65 y.","West Germany","654","0.0763543244442815","0.0708299322722004","0.0818787166163625"
"5 on scale 1-7","2005","35-65 y.","East Germany","187","0.0651761965142149","0.0559186345313923","0.0744337584970375"
"5 on scale 1-7","2005","66 and older","West Germany","265","0.0964597524534122","0.0855733173547112","0.107346187552113"
"5 on scale 1-7","2005","66 and older","East Germany","72","0.0712325213309944","0.0550292363366529","0.0874358063253358"
"6 on scale 1-7","2005","16-34 y.","West Germany","1043","0.24903521239312","0.235583022050921","0.262487402735319"
"6 on scale 1-7","2005","16-34 y.","East Germany","357","0.247498365860193","0.224494563015028","0.270502168705357"
"6 on scale 1-7","2005","35-65 y.","West Germany","2226","0.23208827578367","0.223306198972416","0.240870352594924"
"6 on scale 1-7","2005","35-65 y.","East Germany","690","0.242364345857617","0.226293016228968","0.258435675486265"
"6 on scale 1-7","2005","66 and older","West Germany","620","0.20752508274318","0.192570753937753","0.222479411548607"
"6 on scale 1-7","2005","66 and older","East Germany","226","0.220239648515986","0.194133744348644","0.246345552683329"
"7 Strongly agree","2005","16-34 y.","West Germany","2389","0.609280788948323","0.594103508377691","0.624458069518955"
"7 Strongly agree","2005","16-34 y.","East Germany","830","0.640167162049766","0.614583845844303","0.66575047825523"
"7 Strongly agree","2005","35-65 y.","West Germany","5660","0.65227934412752","0.642372232895407","0.662186455359634"
"7 Strongly agree","2005","35-65 y.","East Germany","1755","0.655512228502293","0.637689895873597","0.673334561130989"
"7 Strongly agree","2005","66 and older","West Germany","1799","0.646825321337197","0.629200401484789","0.664450241189605"
"7 Strongly agree","2005","66 and older","East Germany","630","0.666424711782397","0.636722903277851","0.696126520286943"
"1 Strongly disagree","2006","16-34 y.","West Germany","","","",""
"1 Strongly disagree","2006","16-34 y.","East Germany","","","",""
"1 Strongly disagree","2006","35-65 y.","West Germany","","","",""
"1 Strongly disagree","2006","35-65 y.","East Germany","","","",""
"1 Strongly disagree","2006","66 and older","West Germany","","","",""
"1 Strongly disagree","2006","66 and older","East Germany","","","",""
"2 on scale 1-7 ","2006","16-34 y.","West Germany","","","",""
"2 on scale 1-7 ","2006","16-34 y.","East Germany","","","",""
"2 on scale 1-7 ","2006","35-65 y.","West Germany","","","",""
"2 on scale 1-7 ","2006","35-65 y.","East Germany","","","",""
"2 on scale 1-7 ","2006","66 and older","West Germany","","","",""
"2 on scale 1-7 ","2006","66 and older","East Germany","","","",""
"3 on scale 1-7 ","2006","16-34 y.","West Germany","","","",""
"3 on scale 1-7 ","2006","16-34 y.","East Germany","","","",""
"3 on scale 1-7 ","2006","35-65 y.","West Germany","","","",""
"3 on scale 1-7 ","2006","35-65 y.","East Germany","","","",""
"3 on scale 1-7 ","2006","66 and older","West Germany","","","",""
"3 on scale 1-7 ","2006","66 and older","East Germany","","","",""
"4 on scale 1-7","2006","16-34 y.","West Germany","","","",""
"4 on scale 1-7","2006","16-34 y.","East Germany","","","",""
"4 on scale 1-7","2006","35-65 y.","West Germany","","","",""
"4 on scale 1-7","2006","35-65 y.","East Germany","","","",""
"4 on scale 1-7","2006","66 and older","West Germany","","","",""
"4 on scale 1-7","2006","66 and older","East Germany","","","",""
"5 on scale 1-7","2006","16-34 y.","West Germany","","","",""
"5 on scale 1-7","2006","16-34 y.","East Germany","","","",""
"5 on scale 1-7","2006","35-65 y.","West Germany","","","",""
"5 on scale 1-7","2006","35-65 y.","East Germany","","","",""
"5 on scale 1-7","2006","66 and older","West Germany","","","",""
"5 on scale 1-7","2006","66 and older","East Germany","","","",""
"6 on scale 1-7","2006","16-34 y.","West Germany","","","",""
"6 on scale 1-7","2006","16-34 y.","East Germany","","","",""
"6 on scale 1-7","2006","35-65 y.","West Germany","","","",""
"6 on scale 1-7","2006","35-65 y.","East Germany","","","",""
"6 on scale 1-7","2006","66 and older","West Germany","","","",""
"6 on scale 1-7","2006","66 and older","East Germany","","","",""
"7 Strongly agree","2006","16-34 y.","West Germany","","","",""
"7 Strongly agree","2006","16-34 y.","East Germany","","","",""
"7 Strongly agree","2006","35-65 y.","West Germany","","","",""
"7 Strongly agree","2006","35-65 y.","East Germany","","","",""
"7 Strongly agree","2006","66 and older","West Germany","","","",""
"7 Strongly agree","2006","66 and older","East Germany","","","",""
"1 Strongly disagree","2007","16-34 y.","West Germany","","","",""
"1 Strongly disagree","2007","16-34 y.","East Germany","","","",""
"1 Strongly disagree","2007","35-65 y.","West Germany","","","",""
"1 Strongly disagree","2007","35-65 y.","East Germany","","","",""
"1 Strongly disagree","2007","66 and older","West Germany","","","",""
"1 Strongly disagree","2007","66 and older","East Germany","","","",""
"2 on scale 1-7 ","2007","16-34 y.","West Germany","","","",""
"2 on scale 1-7 ","2007","16-34 y.","East Germany","","","",""
"2 on scale 1-7 ","2007","35-65 y.","West Germany","","","",""
"2 on scale 1-7 ","2007","35-65 y.","East Germany","","","",""
"2 on scale 1-7 ","2007","66 and older","West Germany","","","",""
"2 on scale 1-7 ","2007","66 and older","East Germany","","","",""
"3 on scale 1-7 ","2007","16-34 y.","West Germany","","","",""
"3 on scale 1-7 ","2007","16-34 y.","East Germany","","","",""
"3 on scale 1-7 ","2007","35-65 y.","West Germany","","","",""
"3 on scale 1-7 ","2007","35-65 y.","East Germany","","","",""
"3 on scale 1-7 ","2007","66 and older","West Germany","","","",""
"3 on scale 1-7 ","2007","66 and older","East Germany","","","",""
"4 on scale 1-7","2007","16-34 y.","West Germany","","","",""
"4 on scale 1-7","2007","16-34 y.","East Germany","","","",""
"4 on scale 1-7","2007","35-65 y.","West Germany","","","",""
"4 on scale 1-7","2007","35-65 y.","East Germany","","","",""
"4 on scale 1-7","2007","66 and older","West Germany","","","",""
"4 on scale 1-7","2007","66 and older","East Germany","","","",""
"5 on scale 1-7","2007","16-34 y.","West Germany","","","",""
"5 on scale 1-7","2007","16-34 y.","East Germany","","","",""
"5 on scale 1-7","2007","35-65 y.","West Germany","","","",""
"5 on scale 1-7","2007","35-65 y.","East Germany","","","",""
"5 on scale 1-7","2007","66 and older","West Germany","","","",""
"5 on scale 1-7","2007","66 and older","East Germany","","","",""
"6 on scale 1-7","2007","16-34 y.","West Germany","","","",""
"6 on scale 1-7","2007","16-34 y.","East Germany","","","",""
"6 on scale 1-7","2007","35-65 y.","West Germany","","","",""
"6 on scale 1-7","2007","35-65 y.","East Germany","","","",""
"6 on scale 1-7","2007","66 and older","West Germany","","","",""
"6 on scale 1-7","2007","66 and older","East Germany","","","",""
"7 Strongly agree","2007","16-34 y.","West Germany","","","",""
"7 Strongly agree","2007","16-34 y.","East Germany","","","",""
"7 Strongly agree","2007","35-65 y.","West Germany","","","",""
"7 Strongly agree","2007","35-65 y.","East Germany","","","",""
