"ple0014","year","pgisced97","sex","n","percent","lower_confidence","upper_confidence","value"
"No","2009","general elemantary","Male","516","0.894599662737043","0.869189817160366","0.920009508313719","2"
"No","2009","vocational + Abi","Male","373","0.923912358882382","0.897698903979065","0.950125813785698","2"
"No","2009","higher education","Male","1941","0.889029717303545","0.875880820968825","0.902178613638265","2"
"No","2009","in school","Male","168","0.997926221498666","0.991067626794483","1.00478481620285","2"
"No","2009","in school","Female","144","1","1","1","2"
"No","2009","general elemantary","Female","1055","0.834778221771858","0.814198540829674","0.855357902714043","2"
"No","2009","vocational + Abi","Female","580","0.941835062622406","0.923261242594999","0.960408882649814","2"
"No","2009","higher education","Female","1773","0.945544132873938","0.935223522561517","0.955864743186358","2"
"No","2009","inadequately","Male","65","0.958701437020229","0.912088310863102","1.00531456317736","2"
"No","2009","inadequately","Female","92","0.87922924028826","0.815039967681972","0.943418512894548","2"
"No","2009","middle vocational","Male","3822","0.892849760112147","0.883599535593891","0.902099984630402","2"
"No","2009","middle vocational","Female","4388","0.901566693009644","0.893153229423906","0.909980156595383","2"
"No","2009","higher vocational","Male","694","0.874641561557826","0.851507463777219","0.897775659338433","2"
"No","2009","higher vocational","Female","512","0.917561735287016","0.894597374603495","0.940526095970538","2"
"Yes","2009","in school","Male","1","","","","1"
"Yes","2009","in school","Female","","","","","1"
"Yes","2009","inadequately","Male","5","","","","1"
"Yes","2009","inadequately","Female","7","","","","1"
"Yes","2009","general elemantary","Male","45","0.105400337262958","0.0799904916862806","0.130810182839634","1"
"Yes","2009","general elemantary","Female","196","0.165221778228142","0.144642097285957","0.185801459170326","1"
"Yes","2009","middle vocational","Male","473","0.107150239887853","0.0979000153695977","0.116400464406108","1"
"Yes","2009","middle vocational","Female","428","0.0984333069903557","0.0900198434046174","0.106846770576094","1"
"Yes","2009","vocational + Abi","Male","20","","","","1"
"Yes","2009","vocational + Abi","Female","30","0.0581649373775936","0.0395911173501865","0.0767387574050007","1"
"Yes","2009","higher vocational","Male","93","0.125358438442174","0.102224340661568","0.148492536222781","1"
"Yes","2009","higher vocational","Female","39","0.0824382647129837","0.059473904029462","0.105402625396506","1"
"Yes","2009","higher education","Male","251","0.110970282696455","0.0978213863617347","0.124119179031175","1"
"Yes","2009","higher education","Female","84","0.0544558671260622","0.044135256813642","0.0647764774384824","1"
"No","2010","in school","Male","","","","","2"
"No","2010","in school","Female","","","","","2"
"No","2010","general elemantary","Male","","","","","2"
"No","2010","general elemantary","Female","","","","","2"
"No","2010","vocational + Abi","Male","","","","","2"
"No","2010","vocational + Abi","Female","","","","","2"
"No","2010","higher education","Male","","","","","2"
"No","2010","higher education","Female","","","","","2"
"No","2010","inadequately","Male","","","","","2"
"No","2010","inadequately","Female","","","","","2"
"No","2010","middle vocational","Male","","","","","2"
"No","2010","middle vocational","Female","","","","","2"
"No","2010","higher vocational","Male","","","","","2"
"No","2010","higher vocational","Female","","","","","2"
"Yes","2010","in school","Male","","","","","1"
"Yes","2010","in school","Female","","","","","1"
"Yes","2010","inadequately","Male","","","","","1"
"Yes","2010","inadequately","Female","","","","","1"
"Yes","2010","general elemantary","Male","","","","","1"
"Yes","2010","general elemantary","Female","","","","","1"
"Yes","2010","middle vocational","Male","","","","","1"
"Yes","2010","middle vocational","Female","","","","","1"
"Yes","2010","vocational + Abi","Male","","","","","1"
"Yes","2010","vocational + Abi","Female","","","","","1"
"Yes","2010","higher vocational","Male","","","","","1"
"Yes","2010","higher vocational","Female","","","","","1"
"Yes","2010","higher education","Male","","","","","1"
"Yes","2010","higher education","Female","","","","","1"
"No","2011","in school","Male","162","1","1","1","2"
"No","2011","general elemantary","Male","603","0.891489025109934","0.867955788350048","0.915022261869821","2"
"No","2011","vocational + Abi","Male","432","0.938069369562838","0.915922486075531","0.960216253050146","2"
"No","2011","in school","Female","151","1","1","1","2"
"No","2011","general elemantary","Female","1311","0.845553418844401","0.827368348927577","0.863738488761224","2"
"No","2011","vocational + Abi","Female","725","0.957650821949321","0.943276462400422","0.972025181498219","2"
"No","2011","inadequately","Male","82","0.916028609869467","0.858729611959819","0.973327607779115","2"
"No","2011","inadequately","Female","126","0.80587230378082","0.741045152496708","0.870699455064932","2"
"No","2011","middle vocational","Male","4327","0.883033725634987","0.874058116178009","0.892009335091966","2"
"No","2011","middle vocational","Female","5149","0.907212190853181","0.899628791131603","0.914795590574758","2"
"No","2011","higher vocational","Male","776","0.870974232826912","0.849097336903591","0.892851128750233","2"
"No","2011","higher vocational","Female","514","0.923053201605354","0.900820758179803","0.945285645030905","2"
