"ple0014","year","age_gr","migback","n","percent","lower_confidence","upper_confidence","value"
"No","2009","66 and older","direct migration background","274","0.771346476517638","0.726772169445681","0.815920783589595","2"
"No","2009","66 and older","indirect migration background","5","","","","2"
"No","2009","16-34 y.","no migration background","3150","0.98431830374962","0.980006916343947","0.988629691155292","2"
"No","2009","16-34 y.","indirect migration background","513","0.99315814948402","0.986059443201488","1.00025685576655","2"
"No","2009","35-65 y.","no migration background","8232","0.947005161277276","0.942292609083073","0.95171771347148","2"
"No","2009","35-65 y.","direct migration background","958","0.922248435394688","0.905887092904603","0.938609777884773","2"
"No","2009","66 and older","no migration background","2834","0.714530991121593","0.70030539628289","0.728756585960295","2"
"No","2009","16-34 y.","direct migration background","296","0.996825340038115","0.99043832261084","1.00321235746539","2"
"No","2009","35-65 y.","indirect migration background","188","0.981422921920154","0.962273828885303","1.00057201495501","2"
"Yes","2009","16-34 y.","no migration background","40","0.0156816962503803","0.0113703088447077","0.0199930836560529","1"
"Yes","2009","16-34 y.","direct migration background","2","","","","1"
"Yes","2009","16-34 y.","indirect migration background","5","","","","1"
"Yes","2009","35-65 y.","no migration background","449","0.052994838722724","0.0482822865285205","0.0577073909169275","1"
"Yes","2009","35-65 y.","direct migration background","71","0.0777515646053124","0.0613902221152273","0.0941129070953975","1"
"Yes","2009","35-65 y.","indirect migration background","3","","","","1"
"Yes","2009","66 and older","no migration background","1038","0.285469008878407","0.271243414039705","0.29969460371711","1"
"Yes","2009","66 and older","direct migration background","67","0.228653523482362","0.184079216410405","0.273227830554319","1"
"Yes","2009","66 and older","indirect migration background","1","","","","1"
"No","2010","16-34 y.","no migration background","","","","","2"
"No","2010","16-34 y.","indirect migration background","","","","","2"
"No","2010","35-65 y.","no migration background","","","","","2"
"No","2010","35-65 y.","direct migration background","","","","","2"
"No","2010","66 and older","no migration background","","","","","2"
"No","2010","66 and older","direct migration background","","","","","2"
"No","2010","66 and older","indirect migration background","","","","","2"
"No","2010","16-34 y.","direct migration background","","","","","2"
"No","2010","35-65 y.","indirect migration background","","","","","2"
"Yes","2010","16-34 y.","no migration background","","","","","1"
"Yes","2010","16-34 y.","direct migration background","","","","","1"
"Yes","2010","16-34 y.","indirect migration background","","","","","1"
"Yes","2010","35-65 y.","no migration background","","","","","1"
"Yes","2010","35-65 y.","direct migration background","","","","","1"
"Yes","2010","35-65 y.","indirect migration background","","","","","1"
"Yes","2010","66 and older","no migration background","","","","","1"
"Yes","2010","66 and older","direct migration background","","","","","1"
"Yes","2010","66 and older","indirect migration background","","","","","1"
"No","2011","16-34 y.","no migration background","3372","0.987900526159023","0.984234217615427","0.991566834702619","2"
"No","2011","16-34 y.","direct migration background","367","0.998754451330709","0.995155759790515","1.0023531428709","2"
"No","2011","16-34 y.","indirect migration background","517","0.985687881042449","0.975498811728786","0.995876950356113","2"
"No","2011","35-65 y.","no migration background","9295","0.938385558070305","0.933640128941947","0.943130987198664","2"
"No","2011","35-65 y.","direct migration background","1157","0.942579115896001","0.92957244972898","0.955585782063021","2"
"No","2011","66 and older","no migration background","3560","0.742824429973753","0.730410441431093","0.755238418516414","2"
"No","2011","66 and older","direct migration background","331","0.786940676701703","0.74787340036944","0.826007953033966","2"
"No","2011","66 and older","indirect migration background","5","","","","2"
"No","2011","35-65 y.","indirect migration background","260","0.955168619497211","0.930531239339626","0.979805999654796","2"
"Yes","2011","16-34 y.","no migration background","44","0.0120994738409771","0.00843316529738126","0.015765782384573","1"
"Yes","2011","16-34 y.","direct migration background","2","","","","1"
"Yes","2011","16-34 y.","indirect migration background","5","","","","1"
"Yes","2011","35-65 y.","no migration background","568","0.0616144419296946","0.0568690128013359","0.0663598710580534","1"
"Yes","2011","35-65 y.","direct migration background","72","0.0574208841039995","0.044414217936979","0.07042755027102","1"
"Yes","2011","35-65 y.","indirect migration background","11","","","","1"
"Yes","2011","66 and older","no migration background","1202","0.257175570026247","0.244761581483586","0.269589558568907","1"
"Yes","2011","66 and older","direct migration background","91","0.213059323298297","0.173992046966034","0.25212659963056","1"
"Yes","2011","66 and older","indirect migration background","1","","","","1"
"No","2012","16-34 y.","no migration background","","","","","2"
"No","2012","16-34 y.","direct migration background","","","","","2"
"No","2012","16-34 y.","indirect migration background","","","","","2"
"No","2012","35-65 y.","no migration background","","","","","2"
"No","2012","35-65 y.","direct migration background","","","","","2"
"No","2012","66 and older","no migration background","","","","","2"
"No","2012","66 and older","direct migration background","","","","","2"
"No","2012","66 and older","indirect migration background","","","","","2"
"No","2012","35-65 y.","indirect migration background","","","","","2"
"Yes","2012","16-34 y.","no migration background","","","","","1"
"Yes","2012","16-34 y.","direct migration background","","","","","1"
"Yes","2012","16-34 y.","indirect migration background","","","","","1"
"Yes","2012","35-65 y.","no migration background","","","","","1"
"Yes","2012","35-65 y.","direct migration background","","","","","1"
"Yes","2012","35-65 y.","indirect migration background","","","","","1"
"Yes","2012","66 and older","no migration background","","","","","1"
"Yes","2012","66 and older","direct migration background","","","","","1"
"Yes","2012","66 and older","indirect migration background","","","","","1"
"No","2013","16-34 y.","no migration background","2954","0.984512972589715","0.980092924119992","0.988933021059439","2"
"No","2013","16-34 y.","direct migration background","283","0.997591878422477","0.991911454713364","1.00327230213159","2"
"No","2013","16-34 y.","indirect migration background","423","0.994463605307367","0.987409180727774","1.00151802988696","2"
"No","2013","35-65 y.","no migration background","8386","0.933585751563606","0.928424119182219","0.938747383944993","2"
"No","2013","35-65 y.","direct migration background","969","0.926646604767625","0.910755466689964","0.942537742845286","2"
"No","2013","35-65 y.","indirect migration background","275","0.93830848473676","0.910424771034308","0.966192198439212","2"
"No","2013","66 and older","no migration background","3422","0.730491151275987","0.717698101167771","0.743284201384204","2"
"No","2013","66 and older","direct migration background","283","0.773328467973362","0.731009540013374","0.81564739593335","2"
"No","2013","66 and older","indirect migration background","5","","","","2"
"Yes","2013","16-34 y.","no migration background","44","0.0154870274102846","0.0110669789405609","0.0199070758800082","1"
"Yes","2013","16-34 y.","direct migration background","3","","","","1"
"Yes","2013","16-34 y.","indirect migration background","2","","","","1"
"Yes","2013","35-65 y.","no migration background","554","0.0664142484363939","0.0612526160550073","0.0715758808177806","1"
"Yes","2013","35-65 y.","direct migration background","65","0.0733533952323749","0.0574622571547141","0.0892445333100356","1"
"Yes","2013","35-65 y.","indirect migration background","11","","","","1"
"Yes","2013","66 and older","no migration background","1199","0.269508848724013","0.256715798615796","0.282301898832229","1"
"Yes","2013","66 and older","direct migration background","93","0.226671532026638","0.18435260406665","0.268990459986626","1"
"Yes","2013","66 and older","indirect migration background","","","","","1"
"No","2014","16-34 y.","no migration background","","","","","2"
"No","2014","16-34 y.","direct migration background","","","","","2"
"No","2014","16-34 y.","indirect migration background","","","","","2"
"No","2014","35-65 y.","no migration background","","","","","2"
"No","2014","35-65 y.","direct migration background","","","","","2"
"No","2014","35-65 y.","indirect migration background","","","","","2"
"No","2014","66 and older","no migration background","","","","","2"
"No","2014","66 and older","direct migration background","","","","","2"
"No","2014","66 and older","indirect migration background","","","","","2"
"Yes","2014","16-34 y.","no migration background","","","","","1"
"Yes","2014","16-34 y.","direct migration background","","","","","1"
"Yes","2014","16-34 y.","indirect migration background","","","","","1"
"Yes","2014","35-65 y.","no migration background","","","","","1"
"Yes","2014","35-65 y.","direct migration background","","","","","1"
"Yes","2014","35-65 y.","indirect migration background","","","","","1"
"Yes","2014","66 and older","no migration background","","","","","1"
"Yes","2014","66 and older","direct migration background","","","","","1"
"Yes","2014","66 and older","indirect migration background","","","","","1"
"No","2015","16-34 y.","no migration background","3680","0.982456230795923","0.978244163203571","0.986668298388276","2"
"No","2015","16-34 y.","direct migration background","1066","0.990566542947116","0.984801354877615","0.996331731016618","2"
"No","2015","16-34 y.","indirect migration background","948","0.992346843324558","0.986828389856607","0.997865296792509","2"
"No","2015","35-65 y.","no migration background","10374","0.939150644933693","0.934676197674861","0.943625092192526","2"
"No","2015","35-65 y.","direct migration background","2691","0.942748329441611","0.93416456063332","0.951332098249903","2"
"No","2015","35-65 y.","indirect migration background","644","0.926160724838654","0.906359247998383","0.945962201678926","2"
"No","2015","66 and older","no migration background","3339","0.7321627186159","0.719251529575327","0.745073907656473","2"
"No","2015","66 and older","direct migration background","317","0.761848260529447","0.721446966768924","0.802249554289971","2"
"No","2015","66 and older","indirect migration background","4","","","","2"
"Yes","2015","16-34 y.","no migration background","52","0.0175437692040766","0.0133317016117239","0.0217558367964292","1"
"Yes","2015","16-34 y.","direct migration background","14","","","","1"
"Yes","2015","16-34 y.","indirect migration background","10","","","","1"
"Yes","2015","35-65 y.","no migration background","591","0.0608493550663066","0.0563749078074742","0.065323802325139","1"
"Yes","2015","35-65 y.","direct migration background","123","0.0572516705583885","0.0486679017500969","0.0658354393666801","1"
"Yes","2015","35-65 y.","indirect migration background","26","","","","1"
"Yes","2015","66 and older","no migration background","1180","0.2678372813841","0.254926092343527","0.280748470424673","1"
"Yes","2015","66 and older","direct migration background","110","0.238151739470553","0.197750445710029","0.278553033231076","1"
"Yes","2015","66 and older","indirect migration background","1","","","","1"
"No","2016","16-34 y.","no migration background","","","","","2"
"No","2016","16-34 y.","direct migration background","","","","","2"
"No","2016","16-34 y.","indirect migration background","","","","","2"
"No","2016","35-65 y.","no migration background","","","","","2"
"No","2016","35-65 y.","direct migration background","","","","","2"
"No","2016","35-65 y.","indirect migration background","","","","","2"
"No","2016","66 and older","no migration background","","","","","2"
"No","2016","66 and older","direct migration background","","","","","2"
"No","2016","66 and older","indirect migration background","","","","","2"
"Yes","2016","35-65 y.","no migration background","","","","","1"
"Yes","2016","16-34 y.","no migration background","","","","","1"
"Yes","2016","16-34 y.","direct migration background","","","","","1"
