"ple0014","year","age_gr","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"No","2009","16-34 y.","1-pers.-HH","538","0.965137726500074","0.949835625960428","0.98043982703972","2"
"No","2009","16-34 y.","Couple + C. GT 16 ","1074","0.990561723296084","0.984797744587702","0.996325702004467","2"
"No","2009","35-65 y.","Couple + C. GT 16 ","1790","0.941806228809434","0.931290638699876","0.952321818918991","2"
"No","2009","16-34 y.","Single parent ","397","0.988796758127511","0.978520832768714","0.999072683486307","2"
"No","2009","16-34 y.","Couple + C. LE 16 ","753","0.993724748570383","0.988106825061741","0.999342672079025","2"
"No","2009","66 and older","1-pers.-HH","826","0.692355070803088","0.666011144200185","0.718698997405992","2"
"No","2009","66 and older","(Married) couple without C. ","2041","0.73603688487776","0.71945688260107","0.75261688715445","2"
"No","2009","66 and older","Couple + C. LE 16 ","4","","","","2"
"No","2009","66 and older","Couple + C. GT 16 ","145","0.792427078903637","0.733178649683902","0.851675508123373","2"
"No","2009","66 and older","Couple + C. LE and GT 16","2","","","","2"
"No","2009","35-65 y.","Couple + C. LE and GT 16","790","0.979250295031278","0.969415526516151","0.989085063546405","2"
"No","2009","16-34 y.","(Married) couple without C. ","735","0.993626861533543","0.987908785021748","0.999344938045338","2"
"No","2009","66 and older","Single parent ","44","0.670549322158859","0.553555531408071","0.787543112909647","2"
"No","2009","16-34 y.","Couple + C. LE and GT 16","371","0.999069536187361","0.995971230793858","1.00216784158086","2"
"No","2009","35-65 y.","1-pers.-HH","1087","0.919371714708073","0.903830660708301","0.934912768707846","2"
"No","2009","35-65 y.","(Married) couple without C. ","3006","0.929536862080519","0.920699968575018","0.938373755586019","2"
"No","2009","35-65 y.","Single parent ","511","0.95186999864049","0.933664709250057","0.970075288030923","2"
"No","2009","35-65 y.","Couple + C. LE 16 ","2049","0.981757174316441","0.976027887716028","0.987486460916853","2"
"Yes","2009","16-34 y.","1-pers.-HH","14","","","","1"
"Yes","2009","16-34 y.","(Married) couple without C. ","9","","","","1"
"Yes","2009","16-34 y.","Single parent ","6","","","","1"
"Yes","2009","16-34 y.","Couple + C. LE 16 ","6","","","","1"
"Yes","2009","16-34 y.","Couple + C. GT 16 ","7","","","","1"
"Yes","2009","16-34 y.","Couple + C. LE and GT 16","1","","","","1"
"Yes","2009","35-65 y.","1-pers.-HH","92","0.0806282852919267","0.0650872312921542","0.0961693392916991","1"
"Yes","2009","35-65 y.","(Married) couple without C. ","216","0.0704631379194815","0.0616262444139812","0.0793000314249817","1"
"Yes","2009","35-65 y.","Single parent ","20","","","","1"
"Yes","2009","35-65 y.","Couple + C. LE 16 ","47","0.0182428256835594","0.0125135390831466","0.0239721122839721","1"
"Yes","2009","35-65 y.","Couple + C. GT 16 ","114","0.0581937711905665","0.0476781810810092","0.0687093613001239","1"
"Yes","2009","35-65 y.","Couple + C. LE and GT 16","17","","","","1"
"Yes","2009","66 and older","1-pers.-HH","353","0.307644929196911","0.281301002594008","0.333988855799815","1"
"Yes","2009","66 and older","(Married) couple without C. ","674","0.26396311512224","0.24738311284555","0.28054311739893","1"
"Yes","2009","66 and older","Single parent ","18","","","","1"
"Yes","2009","66 and older","Couple + C. LE 16 ","1","","","","1"
"Yes","2009","66 and older","Couple + C. GT 16 ","35","0.207572921096363","0.148324491876627","0.266821350316098","1"
"Yes","2009","66 and older","Couple + C. LE and GT 16","","","","","1"
"No","2010","35-65 y.","Couple + C. GT 16 ","","","","","2"
"No","2010","35-65 y.","Couple + C. LE and GT 16","","","","","2"
"No","2010","66 and older","1-pers.-HH","","","","","2"
"No","2010","66 and older","(Married) couple without C. ","","","","","2"
"No","2010","16-34 y.","1-pers.-HH","","","","","2"
"No","2010","16-34 y.","Single parent ","","","","","2"
"No","2010","16-34 y.","Couple + C. LE 16 ","","","","","2"
"No","2010","16-34 y.","Couple + C. GT 16 ","","","","","2"
"No","2010","66 and older","Single parent ","","","","","2"
"No","2010","66 and older","Couple + C. LE 16 ","","","","","2"
"No","2010","66 and older","Couple + C. GT 16 ","","","","","2"
"No","2010","66 and older","Couple + C. LE and GT 16","","","","","2"
"No","2010","16-34 y.","(Married) couple without C. ","","","","","2"
"No","2010","16-34 y.","Couple + C. LE and GT 16","","","","","2"
"No","2010","35-65 y.","1-pers.-HH","","","","","2"
"No","2010","35-65 y.","(Married) couple without C. ","","","","","2"
"No","2010","35-65 y.","Single parent ","","","","","2"
"No","2010","35-65 y.","Couple + C. LE 16 ","","","","","2"
"Yes","2010","16-34 y.","1-pers.-HH","","","","","1"
"Yes","2010","16-34 y.","(Married) couple without C. ","","","","","1"
"Yes","2010","16-34 y.","Single parent ","","","","","1"
"Yes","2010","16-34 y.","Couple + C. LE 16 ","","","","","1"
"Yes","2010","16-34 y.","Couple + C. GT 16 ","","","","","1"
"Yes","2010","16-34 y.","Couple + C. LE and GT 16","","","","","1"
"Yes","2010","35-65 y.","1-pers.-HH","","","","","1"
"Yes","2010","35-65 y.","(Married) couple without C. ","","","","","1"
"Yes","2010","35-65 y.","Single parent ","","","","","1"
"Yes","2010","35-65 y.","Couple + C. LE 16 ","","","","","1"
"Yes","2010","35-65 y.","Couple + C. GT 16 ","","","","","1"
"Yes","2010","35-65 y.","Couple + C. LE and GT 16","","","","","1"
"Yes","2010","66 and older","1-pers.-HH","","","","","1"
"Yes","2010","66 and older","(Married) couple without C. ","","","","","1"
"Yes","2010","66 and older","Single parent ","","","","","1"
"Yes","2010","66 and older","Couple + C. LE 16 ","","","","","1"
"Yes","2010","66 and older","Couple + C. GT 16 ","","","","","1"
"Yes","2010","66 and older","Couple + C. LE and GT 16","","","","","1"
"No","2011","16-34 y.","1-pers.-HH","628","0.978428227279685","0.967155080638597","0.989701373920774","2"
"No","2011","35-65 y.","Couple + C. GT 16 ","1807","0.938877717488928","0.92817640559203","0.949579029385826","2"
"No","2011","35-65 y.","Couple + C. LE and GT 16","810","0.96477600422542","0.952353891490826","0.977198116960014","2"
"No","2011","66 and older","1-pers.-HH","1067","0.743720191483851","0.721210157580642","0.76623022538706","2"
"No","2011","66 and older","(Married) couple without C. ","2531","0.74778720153111","0.733098604397467","0.762475798664753","2"
