"ple0014","year","pgcasmin","sampreg","n","percent","lower_confidence","upper_confidence"
"Yes","2010","(2c_gen) general maturity certificate","West Germany","","","",""
"Yes","2010","(2c_gen) general maturity certificate","East Germany","","","",""
"Yes","2010","(2c_voc) vocational maturity certificate","West Germany","","","",""
"Yes","2010","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Yes","2010","(3a) lower tertiary education","West Germany","","","",""
"Yes","2010","(3a) lower tertiary education","East Germany","","","",""
"Yes","2010","(3b) higher tertiary education","West Germany","","","",""
"Yes","2010","(3b) higher tertiary education","East Germany","","","",""
"Yes","2011","(0) in school","West Germany","1","","",""
"Yes","2011","(0) in school","East Germany","","","",""
"Yes","2011","(1a) inadequately completed","West Germany","27","","",""
"Yes","2011","(1a) inadequately completed","East Germany","6","","",""
"Yes","2011","(1b) general elementary school","West Germany","215","1","1","1"
"Yes","2011","(1b) general elementary school","East Germany","42","1","1","1"
"Yes","2011","(1c) basic vocational qualification","West Germany","631","1","1","1"
"Yes","2011","(1c) basic vocational qualification","East Germany","197","1","1","1"
"Yes","2011","(2b) intermediate general qualification","West Germany","18","","",""
"Yes","2011","(2b) intermediate general qualification","East Germany","3","","",""
"Yes","2011","(2a) intermediate vocational","West Germany","218","1","1","1"
"Yes","2011","(2a) intermediate vocational","East Germany","125","1","1","1"
"Yes","2011","(2c_gen) general maturity certificate","West Germany","19","","",""
"Yes","2011","(2c_gen) general maturity certificate","East Germany","3","","",""
"Yes","2011","(2c_voc) vocational maturity certificate","West Germany","62","1","1","1"
"Yes","2011","(2c_voc) vocational maturity certificate","East Germany","15","","",""
"Yes","2011","(3a) lower tertiary education","West Germany","83","1","1","1"
"Yes","2011","(3a) lower tertiary education","East Germany","76","1","1","1"
"Yes","2011","(3b) higher tertiary education","West Germany","176","1","1","1"
"Yes","2011","(3b) higher tertiary education","East Germany","64","1","1","1"
"Yes","2012","(0) in school","West Germany","","","",""
"Yes","2012","(0) in school","East Germany","","","",""
"Yes","2012","(1a) inadequately completed","West Germany","","","",""
"Yes","2012","(1a) inadequately completed","East Germany","","","",""
"Yes","2012","(1b) general elementary school","West Germany","","","",""
"Yes","2012","(1b) general elementary school","East Germany","","","",""
"Yes","2012","(1c) basic vocational qualification","West Germany","","","",""
"Yes","2012","(1c) basic vocational qualification","East Germany","","","",""
"Yes","2012","(2b) intermediate general qualification","West Germany","","","",""
"Yes","2012","(2b) intermediate general qualification","East Germany","","","",""
"Yes","2012","(2a) intermediate vocational","West Germany","","","",""
"Yes","2012","(2a) intermediate vocational","East Germany","","","",""
"Yes","2012","(2c_gen) general maturity certificate","West Germany","","","",""
"Yes","2012","(2c_gen) general maturity certificate","East Germany","","","",""
"Yes","2012","(2c_voc) vocational maturity certificate","West Germany","","","",""
"Yes","2012","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Yes","2012","(3a) lower tertiary education","West Germany","","","",""
"Yes","2012","(3a) lower tertiary education","East Germany","","","",""
"Yes","2012","(3b) higher tertiary education","West Germany","","","",""
"Yes","2012","(3b) higher tertiary education","East Germany","","","",""
"Yes","2013","(0) in school","West Germany","1","","",""
"Yes","2013","(0) in school","East Germany","","","",""
"Yes","2013","(1a) inadequately completed","West Germany","21","","",""
"Yes","2013","(1a) inadequately completed","East Germany","8","","",""
"Yes","2013","(1b) general elementary school","West Germany","210","1","1","1"
"Yes","2013","(1b) general elementary school","East Germany","28","","",""
"Yes","2013","(1c) basic vocational qualification","West Germany","578","1","1","1"
"Yes","2013","(1c) basic vocational qualification","East Germany","191","1","1","1"
"Yes","2013","(2b) intermediate general qualification","West Germany","26","","",""
"Yes","2013","(2b) intermediate general qualification","East Germany","1","","",""
"Yes","2013","(2a) intermediate vocational","West Germany","244","1","1","1"
"Yes","2013","(2a) intermediate vocational","East Germany","131","1","1","1"
"Yes","2013","(2c_gen) general maturity certificate","West Germany","19","","",""
"Yes","2013","(2c_gen) general maturity certificate","East Germany","2","","",""
"Yes","2013","(2c_voc) vocational maturity certificate","West Germany","77","1","1","1"
"Yes","2013","(2c_voc) vocational maturity certificate","East Germany","13","","",""
"Yes","2013","(3a) lower tertiary education","West Germany","101","1","1","1"
"Yes","2013","(3a) lower tertiary education","East Germany","65","1","1","1"
"Yes","2013","(3b) higher tertiary education","West Germany","176","1","1","1"
"Yes","2013","(3b) higher tertiary education","East Germany","64","1","1","1"
"Yes","2014","(0) in school","West Germany","","","",""
"Yes","2014","(0) in school","East Germany","","","",""
"Yes","2014","(1a) inadequately completed","West Germany","","","",""
"Yes","2014","(1a) inadequately completed","East Germany","","","",""
"Yes","2014","(1b) general elementary school","West Germany","","","",""
"Yes","2014","(1b) general elementary school","East Germany","","","",""
"Yes","2014","(1c) basic vocational qualification","West Germany","","","",""
"Yes","2014","(1c) basic vocational qualification","East Germany","","","",""
"Yes","2014","(2b) intermediate general qualification","West Germany","","","",""
"Yes","2014","(2b) intermediate general qualification","East Germany","","","",""
"Yes","2014","(2a) intermediate vocational","West Germany","","","",""
"Yes","2014","(2a) intermediate vocational","East Germany","","","",""
"Yes","2014","(2c_gen) general maturity certificate","West Germany","","","",""
"Yes","2014","(2c_gen) general maturity certificate","East Germany","","","",""
"Yes","2014","(2c_voc) vocational maturity certificate","West Germany","","","",""
"Yes","2014","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Yes","2014","(3a) lower tertiary education","West Germany","","","",""
"Yes","2014","(3a) lower tertiary education","East Germany","","","",""
"Yes","2014","(3b) higher tertiary education","West Germany","","","",""
"Yes","2014","(3b) higher tertiary education","East Germany","","","",""
"Yes","2015","(0) in school","West Germany","2","","",""
"Yes","2015","(0) in school","East Germany","1","","",""
"Yes","2015","(1a) inadequately completed","West Germany","42","1","1","1"
"Yes","2015","(1a) inadequately completed","East Germany","10","","",""
"Yes","2015","(1b) general elementary school","West Germany","207","1","1","1"
"Yes","2015","(1b) general elementary school","East Germany","29","","",""
"Yes","2015","(1c) basic vocational qualification","West Germany","574","1","1","1"
"Yes","2015","(1c) basic vocational qualification","East Germany","191","1","1","1"
"Yes","2015","(2b) intermediate general qualification","West Germany","24","","",""
"Yes","2015","(2b) intermediate general qualification","East Germany","8","","",""
"Yes","2015","(2a) intermediate vocational","West Germany","255","1","1","1"
"Yes","2015","(2a) intermediate vocational","East Germany","156","1","1","1"
"Yes","2015","(2c_gen) general maturity certificate","West Germany","31","1","1","1"
"Yes","2015","(2c_gen) general maturity certificate","East Germany","3","","",""
"Yes","2015","(2c_voc) vocational maturity certificate","West Germany","100","1","1","1"
"Yes","2015","(2c_voc) vocational maturity certificate","East Germany","14","","",""
"Yes","2015","(3a) lower tertiary education","West Germany","95","1","1","1"
"Yes","2015","(3a) lower tertiary education","East Germany","62","1","1","1"
"Yes","2015","(3b) higher tertiary education","West Germany","196","1","1","1"
"Yes","2015","(3b) higher tertiary education","East Germany","77","1","1","1"
"Yes","2016","(0) in school","West Germany","","","",""
"Yes","2016","(0) in school","East Germany","","","",""
"Yes","2016","(1a) inadequately completed","West Germany","","","",""
"Yes","2016","(1a) inadequately completed","East Germany","","","",""
"Yes","2016","(1b) general elementary school","West Germany","","","",""
"Yes","2016","(1b) general elementary school","East Germany","","","",""
"Yes","2016","(1c) basic vocational qualification","West Germany","","","",""
"Yes","2016","(1c) basic vocational qualification","East Germany","","","",""
"Yes","2016","(2b) intermediate general qualification","West Germany","","","",""
"Yes","2016","(2b) intermediate general qualification","East Germany","","","",""
"Yes","2016","(2a) intermediate vocational","West Germany","","","",""
"Yes","2016","(2a) intermediate vocational","East Germany","","","",""
"Yes","2016","(2c_gen) general maturity certificate","West Germany","","","",""
"Yes","2016","(2c_gen) general maturity certificate","East Germany","","","",""
"Yes","2016","(2c_voc) vocational maturity certificate","West Germany","","","",""
"Yes","2016","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Yes","2016","(3a) lower tertiary education","West Germany","","","",""
"Yes","2016","(3a) lower tertiary education","East Germany","","","",""
"Yes","2016","(3b) higher tertiary education","West Germany","","","",""
"Yes","2016","(3b) higher tertiary education","East Germany","","","",""
"Yes","2017","(0) in school","West Germany","2","","",""
"Yes","2017","(0) in school","East Germany","","","",""
"Yes","2017","(1a) inadequately completed","West Germany","39","1","1","1"
"Yes","2017","(1a) inadequately completed","East Germany","11","","",""
"Yes","2017","(1b) general elementary school","West Germany","179","1","1","1"
"Yes","2017","(1b) general elementary school","East Germany","35","1","1","1"
"Yes","2017","(1c) basic vocational qualification","West Germany","541","1","1","1"
"Yes","2017","(1c) basic vocational qualification","East Germany","177","1","1","1"
"Yes","2017","(2b) intermediate general qualification","West Germany","33","1","1","1"
"Yes","2017","(2b) intermediate general qualification","East Germany","9","","",""
"Yes","2017","(2a) intermediate vocational","West Germany","268","1","1","1"
"Yes","2017","(2a) intermediate vocational","East Germany","189","1","1","1"
"Yes","2017","(2c_gen) general maturity certificate","West Germany","34","1","1","1"
"Yes","2017","(2c_gen) general maturity certificate","East Germany","7","","",""
"Yes","2017","(2c_voc) vocational maturity certificate","West Germany","129","1","1","1"
"Yes","2017","(2c_voc) vocational maturity certificate","East Germany","22","","",""
"Yes","2017","(3a) lower tertiary education","West Germany","100","1","1","1"
"Yes","2017","(3a) lower tertiary education","East Germany","55","1","1","1"
"Yes","2017","(3b) higher tertiary education","West Germany","237","1","1","1"
"Yes","2017","(3b) higher tertiary education","East Germany","78","1","1","1"
"Yes","2018","(0) in school","West Germany","","","",""
"Yes","2018","(0) in school","East Germany","","","",""
"Yes","2018","(1a) inadequately completed","West Germany","","","",""
"Yes","2018","(1a) inadequately completed","East Germany","","","",""
"Yes","2018","(1b) general elementary school","West Germany","","","",""
"Yes","2018","(1b) general elementary school","East Germany","","","",""
"Yes","2018","(1c) basic vocational qualification","West Germany","","","",""
"Yes","2018","(1c) basic vocational qualification","East Germany","","","",""
"Yes","2018","(2b) intermediate general qualification","West Germany","","","",""
"Yes","2018","(2b) intermediate general qualification","East Germany","","","",""
"Yes","2018","(2a) intermediate vocational","West Germany","","","",""
"Yes","2018","(2a) intermediate vocational","East Germany","","","",""
"Yes","2018","(2c_gen) general maturity certificate","West Germany","","","",""
"Yes","2018","(2c_gen) general maturity certificate","East Germany","","","",""
"Yes","2018","(2c_voc) vocational maturity certificate","West Germany","","","",""
"Yes","2018","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Yes","2018","(3a) lower tertiary education","West Germany","","","",""
"Yes","2018","(3a) lower tertiary education","East Germany","","","",""
"Yes","2018","(3b) higher tertiary education","West Germany","","","",""
"Yes","2018","(3b) higher tertiary education","East Germany","","","",""
"Yes","2019","(0) in school","West Germany","1","","",""
"Yes","2019","(0) in school","East Germany","","","",""
"Yes","2019","(1a) inadequately completed","West Germany","40","1","1","1"
"Yes","2019","(1a) inadequately completed","East Germany","9","","",""
"Yes","2019","(1b) general elementary school","West Germany","161","1","1","1"
"Yes","2019","(1b) general elementary school","East Germany","34","1","1","1"
"Yes","2019","(1c) basic vocational qualification","West Germany","589","1","1","1"
"Yes","2019","(1c) basic vocational qualification","East Germany","151","1","1","1"
"Yes","2019","(2b) intermediate general qualification","West Germany","36","1","1","1"
"Yes","2019","(2b) intermediate general qualification","East Germany","10","","",""
"Yes","2019","(2a) intermediate vocational","West Germany","301","1","1","1"
"Yes","2019","(2a) intermediate vocational","East Germany","197","1","1","1"
"Yes","2019","(2c_gen) general maturity certificate","West Germany","46","1","1","1"
"Yes","2019","(2c_gen) general maturity certificate","East Germany","6","","",""
"Yes","2019","(2c_voc) vocational maturity certificate","West Germany","134","1","1","1"
"Yes","2019","(2c_voc) vocational maturity certificate","East Germany","24","","",""
"Yes","2019","(3a) lower tertiary education","West Germany","120","1","1","1"
"Yes","2019","(3a) lower tertiary education","East Germany","57","1","1","1"
"Yes","2019","(3b) higher tertiary education","West Germany","261","1","1","1"
"Yes","2019","(3b) higher tertiary education","East Germany","103","1","1","1"
