"ple0014","year","age_gr","n","percent","lower_confidence","upper_confidence","value"
"No","2009","16-34 y.","3959","0.987044214007724","0.983542402183254","0.990546025832194","2"
"No","2009","35-65 y.","9378","0.944197350046434","0.939676008024491","0.948718692068378","2"
"No","2009","66 and older","3113","0.719848706168036","0.706298052087893","0.73339936024818","2"
"Yes","2009","16-34 y.","47","0.0129557859922759","0.00945397416780606","0.0164575978167457","1"
"Yes","2009","35-65 y.","523","0.0558026499535658","0.0512813079316223","0.0603239919755093","1"
"Yes","2009","66 and older","1106","0.280151293831964","0.26660063975182","0.293701947912107","1"
"No","2010","16-34 y.","","","","","2"
"No","2010","35-65 y.","","","","","2"
"No","2010","66 and older","","","","","2"
"Yes","2010","16-34 y.","","","","","1"
"Yes","2010","35-65 y.","","","","","1"
"Yes","2010","66 and older","","","","","1"
"No","2011","16-34 y.","4256","0.988805423040591","0.985663323652693","0.991947522428489","2"
"No","2011","35-65 y.","10712","0.939296755229105","0.934906306077031","0.943687204381179","2"
"No","2011","66 and older","3896","0.747082187155126","0.73525617525637","0.758908199053882","2"
"Yes","2011","16-34 y.","51","0.0111945769594094","0.00805247757151129","0.0143366763473075","1"
"Yes","2011","35-65 y.","651","0.060703244770895","0.0563127956188205","0.0650936939229694","1"
"Yes","2011","66 and older","1294","0.252917812844874","0.241091800946118","0.26474382474363","1"
"No","2012","16-34 y.","","","","","2"
"No","2012","35-65 y.","","","","","2"
"No","2012","66 and older","","","","","2"
"Yes","2012","16-34 y.","","","","","1"
"Yes","2012","35-65 y.","","","","","1"
"Yes","2012","66 and older","","","","","1"
"No","2013","16-34 y.","3660","0.986347255868515","0.982612651763513","0.990081859973517","2"
"No","2013","35-65 y.","9630","0.932976739274002","0.928138107254077","0.937815371293927","2"
"No","2013","66 and older","3710","0.734319655495901","0.722079173012573","0.746560137979229","2"
"Yes","2013","16-34 y.","49","0.0136527441314852","0.00991814002648327","0.017387348236487","1"
"Yes","2013","35-65 y.","630","0.0670232607259979","0.0621846287060724","0.0718618927459233","1"
"Yes","2013","66 and older","1292","0.265680344504099","0.253439862020771","0.277920826987427","1"
"No","2014","16-34 y.","","","","","2"
"No","2014","35-65 y.","","","","","2"
"No","2014","66 and older","","","","","2"
"Yes","2014","16-34 y.","","","","","1"
"Yes","2014","35-65 y.","","","","","1"
"Yes","2014","66 and older","","","","","1"
"No","2015","16-34 y.","5694","0.984943855665161","0.981801735377576","0.988085975952746","2"
"No","2015","35-65 y.","13709","0.939309425892309","0.935416338448953","0.943202513335665","2"
"No","2015","66 and older","3660","0.734934115434147","0.722639845358032","0.747228385510261","2"
"Yes","2015","16-34 y.","76","0.0150561443348389","0.0119140240472536","0.0181982646224243","1"
"Yes","2015","35-65 y.","740","0.0606905741076908","0.0567974866643347","0.0645836615510469","1"
"Yes","2015","66 and older","1291","0.265065884565853","0.252771614489739","0.277360154641968","1"
"No","2016","16-34 y.","","","","","2"
"No","2016","35-65 y.","","","","","2"
"No","2016","66 and older","","","","","2"
"Yes","2016","16-34 y.","","","","","1"
"Yes","2016","35-65 y.","","","","","1"
"Yes","2016","66 and older","","","","","1"
"No","2017","16-34 y.","6156","0.984473496798143","0.981407153943155","0.987539839653132","2"
"No","2017","35-65 y.","14601","0.937623522808181","0.933809539362772","0.941437506253591","2"
"No","2017","66 and older","3790","0.747704259576466","0.735704998233274","0.759703520919659","2"
"Yes","2017","16-34 y.","89","0.0155265032018566","0.0124601603468679","0.0185928460568453","1"
"Yes","2017","35-65 y.","844","0.0623764771918186","0.0585624937464091","0.0661904606372282","1"
"Yes","2017","66 and older","1243","0.252295740423534","0.240296479080341","0.264295001766726","1"
"No","2018","16-34 y.","","","","","2"
"No","2018","35-65 y.","","","","","2"
"No","2018","66 and older","","","","","2"
"Yes","2018","16-34 y.","","","","","1"
"Yes","2018","35-65 y.","","","","","1"
"Yes","2018","66 and older","","","","","1"
"No","2019","16-34 y.","5367","0.983676342813271","0.980313970844587","0.987038714781955","2"
"No","2019","35-65 y.","14280","0.9341055605011","0.930158466342133","0.938052654660067","2"
"No","2019","66 and older","3902","0.742059233423878","0.730221410516099","0.753897056331657","2"
"Yes","2019","16-34 y.","89","0.0163236571867289","0.0129612852180445","0.0196860291554133","1"
"Yes","2019","35-65 y.","897","0.0658944394988996","0.0619473453399326","0.0698415336578667","1"
"Yes","2019","66 and older","1345","0.257940766576122","0.246102943668343","0.269778589483901","1"
