"ple0014","year","hgtyp1hh","sex","n","percent","lower_confidence","upper_confidence","value"
"No","2009","Couple + C. GT 16 ","Female","1400","0.961267009844247","0.951389587191987","0.971144432496507","2"
"No","2009","(Married) couple without C. ","Male","2749","0.830583229579582","0.817802092707263","0.843364366451901","2"
"No","2009","(Married) couple without C. ","Female","3033","0.895339450623707","0.885007325104746","0.905671576142668","2"
"No","2009","1-pers.-HH","Female","1383","0.809079991000231","0.790325209739437","0.827834772261026","2"
"No","2009","Couple + C. GT 16 ","Male","1609","0.947642183544468","0.937050515594514","0.958233851494422","2"
"No","2009","Couple + C. LE and GT 16","Male","581","0.978458685688854","0.966793357721943","0.990124013655764","2"
"No","2009","Couple + C. LE and GT 16","Female","582","0.995536784232339","0.990139790917822","1.00093377754686","2"
"No","2009","1-pers.-HH","Male","1068","0.87819196078632","0.85986174543805","0.89652217613459","2"
"No","2009","Single parent ","Male","275","0.954766481230289","0.930848316056457","0.978684646404122","2"
"No","2009","Single parent ","Female","677","0.957009743205534","0.942047767686958","0.97197171872411","2"
"No","2009","Couple + C. LE 16 ","Male","1348","0.979777972553411","0.972367555348954","0.987188389757868","2"
"No","2009","Couple + C. LE 16 ","Female","1458","0.989571243106764","0.984385163795462","0.994757322418065","2"
"Yes","2009","1-pers.-HH","Male","155","0.12180803921368","0.10347782386541","0.14013825456195","1"
"Yes","2009","1-pers.-HH","Female","304","0.190920008999769","0.172165227738975","0.209674790260563","1"
"Yes","2009","(Married) couple without C. ","Male","560","0.169416770420418","0.1566356335481","0.182197907292737","1"
"Yes","2009","(Married) couple without C. ","Female","339","0.104660549376293","0.0943284238573318","0.114992674895254","1"
"Yes","2009","Single parent ","Male","15","","","","1"
"Yes","2009","Single parent ","Female","29","","","","1"
"Yes","2009","Couple + C. LE 16 ","Male","38","0.0202220274465888","0.0128116102421317","0.0276324446510459","1"
"Yes","2009","Couple + C. LE 16 ","Female","16","","","","1"
"Yes","2009","Couple + C. GT 16 ","Male","90","0.0523578164555319","0.0417661485055784","0.0629494844054855","1"
"Yes","2009","Couple + C. GT 16 ","Female","66","0.0387329901557531","0.0288555675034933","0.048610412808013","1"
"Yes","2009","Couple + C. LE and GT 16","Male","14","","","","1"
"Yes","2009","Couple + C. LE and GT 16","Female","4","","","","1"
"No","2010","Couple + C. GT 16 ","Female","","","","","2"
"No","2010","Couple + C. LE and GT 16","Female","","","","","2"
"No","2010","1-pers.-HH","Female","","","","","2"
"No","2010","(Married) couple without C. ","Female","","","","","2"
"No","2010","Couple + C. GT 16 ","Male","","","","","2"
"No","2010","Couple + C. LE and GT 16","Male","","","","","2"
"No","2010","1-pers.-HH","Male","","","","","2"
"No","2010","(Married) couple without C. ","Male","","","","","2"
"No","2010","Single parent ","Male","","","","","2"
"No","2010","Single parent ","Female","","","","","2"
"No","2010","Couple + C. LE 16 ","Male","","","","","2"
"No","2010","Couple + C. LE 16 ","Female","","","","","2"
"Yes","2010","1-pers.-HH","Male","","","","","1"
"Yes","2010","1-pers.-HH","Female","","","","","1"
"Yes","2010","(Married) couple without C. ","Male","","","","","1"
"Yes","2010","(Married) couple without C. ","Female","","","","","1"
"Yes","2010","Single parent ","Male","","","","","1"
"Yes","2010","Single parent ","Female","","","","","1"
"Yes","2010","Couple + C. LE 16 ","Male","","","","","1"
"Yes","2010","Couple + C. LE 16 ","Female","","","","","1"
"Yes","2010","Couple + C. GT 16 ","Male","","","","","1"
"Yes","2010","Couple + C. GT 16 ","Female","","","","","1"
"Yes","2010","Couple + C. LE and GT 16","Male","","","","","1"
"Yes","2010","Couple + C. LE and GT 16","Female","","","","","1"
"No","2011","Couple + C. GT 16 ","Female","1457","0.958925731870706","0.948938785819134","0.968912677922278","2"
"No","2011","Couple + C. LE and GT 16","Female","591","0.980841778329528","0.969927655076632","0.991755901582424","2"
"No","2011","Couple + C. GT 16 ","Male","1577","0.945192263149928","0.934321549370433","0.956062976929422","2"
"No","2011","Couple + C. LE and GT 16","Male","603","0.970257319783054","0.956971089243989","0.983543550322119","2"
"No","2011","1-pers.-HH","Male","1301","0.887321240107617","0.871200968976163","0.903441511239071","2"
"No","2011","1-pers.-HH","Female","1770","0.849653419038374","0.834352407781174","0.864954430295574","2"
"No","2011","(Married) couple without C. ","Female","3703","0.903453116779404","0.894408502377049","0.912497731181758","2"
"No","2011","(Married) couple without C. ","Male","3327","0.830539630514534","0.818984138087097","0.84209512294197","2"
"No","2011","Single parent ","Male","313","0.95131985018805","0.928206377197819","0.974433323178281","2"
"No","2011","Single parent ","Female","800","0.935291644010199","0.91866503043464","0.951918257585759","2"
"No","2011","Couple + C. LE 16 ","Male","1453","0.966310132644584","0.957154853367798","0.975465411921369","2"
"No","2011","Couple + C. LE 16 ","Female","1600","0.987481920894611","0.982076184912683","0.992887656876538","2"
"Yes","2011","Single parent ","Male","20","","","","1"
"Yes","2011","Single parent ","Female","41","0.0647083559898005","0.048081742414241","0.0813349695653601","1"
"Yes","2011","Couple + C. LE 16 ","Male","39","0.0336898673554164","0.0245345880786306","0.0428451466322022","1"
"Yes","2011","Couple + C. LE 16 ","Female","25","","","","1"
"Yes","2011","Couple + C. GT 16 ","Male","107","0.0548077368500723","0.0439370230705779","0.0656784506295667","1"
"Yes","2011","Couple + C. GT 16 ","Female","60","0.0410742681292937","0.0310873220777216","0.0510612141808659","1"
"Yes","2011","Couple + C. LE and GT 16","Male","25","","","","1"
"Yes","2011","Couple + C. LE and GT 16","Female","15","","","","1"
"Yes","2011","1-pers.-HH","Male","177","0.112678759892383","0.0965584887609285","0.128799031023837","1"
"Yes","2011","1-pers.-HH","Female","326","0.150346580961626","0.135045569704426","0.165647592218826","1"
"Yes","2011","(Married) couple without C. ","Male","722","0.169460369485466","0.15790487705803","0.181015861912903","1"
