"ple0014","year","e11103","pgisced97","n","percent","lower_confidence","upper_confidence"
"Yes","2009","Full Time","in school","","","",""
"Yes","2009","Full Time","inadequately","2","","",""
"Yes","2009","Full Time","general elemantary","8","","",""
"Yes","2009","Full Time","middle vocational","110","0.0331946962650675","0.0271346452235207","0.0392547473066143"
"Yes","2009","Full Time","vocational + Abi","10","","",""
"Yes","2009","Full Time","higher vocational","23","","",""
"Yes","2009","Full Time","higher education","71","0.0309233353487809","0.0234333383127609","0.038413332384801"
"Yes","2009","Part Time","in school","1","","",""
"Yes","2009","Part Time","inadequately","","","",""
"Yes","2009","Part Time","general elemantary","7","","",""
"Yes","2009","Part Time","middle vocational","96","0.0430349690628806","0.0345549753108066","0.0515149628149546"
"Yes","2009","Part Time","vocational + Abi","5","","",""
"Yes","2009","Part Time","higher vocational","19","","",""
"Yes","2009","Part Time","higher education","39","0.0488922481551572","0.0347249200472373","0.063059576263077"
"Yes","2009","Not Working","in school","","","",""
"Yes","2009","Not Working","inadequately","10","","",""
"Yes","2009","Not Working","general elemantary","226","0.227205566130669","0.201956417830358","0.252454714430979"
"Yes","2009","Not Working","middle vocational","695","0.208440692604486","0.19508635463837","0.221795030570601"
"Yes","2009","Not Working","vocational + Abi","35","0.189211075343043","0.140065960006508","0.238356190679578"
"Yes","2009","Not Working","higher vocational","90","0.245874245519889","0.204983813595726","0.286764677444051"
"Yes","2009","Not Working","higher education","225","0.226448592233245","0.201793667357367","0.251103517109124"
"No","2009","Full Time","in school","1","","",""
"No","2009","Full Time","inadequately","38","0.968460961703681","0.91430037276718","1.02262155064018"
"No","2009","Full Time","general elemantary","383","0.975315269980837","0.959935621296742","0.990694918664931"
"No","2009","Full Time","middle vocational","3247","0.966805303734933","0.960745252693386","0.972865354776479"
"No","2009","Full Time","vocational + Abi","467","0.976615261111215","0.963053474169182","0.990177048053249"
"No","2009","Full Time","higher vocational","585","0.962076750967868","0.946893878982419","0.977259622953317"
"No","2009","Full Time","higher education","1981","0.969076664651219","0.961586667615199","0.976566661687239"
"No","2009","Part Time","in school","59","0.994180679568032","0.974934645015906","1.01342671412016"
"No","2009","Part Time","inadequately","32","1","1","1"
"No","2009","Part Time","general elemantary","356","0.962271950147006","0.942671056583712","0.9818728437103"
"No","2009","Part Time","middle vocational","2104","0.956965030937119","0.948485037185045","0.965445024689193"
"No","2009","Part Time","vocational + Abi","277","0.978286777104993","0.961276210730023","0.995297343479962"
"No","2009","Part Time","higher vocational","285","0.952598913687119","0.928711975400208","0.97648585197403"
"No","2009","Part Time","higher education","851","0.951107751844843","0.936940423736923","0.965275079952763"
"No","2009","Not Working","in school","252","1","1","1"
"No","2009","Not Working","inadequately","87","0.863816370203417","0.795561225499399","0.932071514907436"
"No","2009","Not Working","general elemantary","832","0.772794433869331","0.747545285569021","0.798043582169642"
"No","2009","Not Working","middle vocational","2859","0.791559307395514","0.778204969429399","0.80491364536163"
"No","2009","Not Working","vocational + Abi","209","0.810788924656957","0.761643809320422","0.859934039993492"
"No","2009","Not Working","higher vocational","336","0.754125754480111","0.713235322555949","0.795016186404274"
"No","2009","Not Working","higher education","882","0.773551407766755","0.748896482890876","0.798206332642633"
"Yes","2010","Full Time","in school","","","",""
"Yes","2010","Full Time","inadequately","","","",""
"Yes","2010","Full Time","general elemantary","","","",""
"Yes","2010","Full Time","middle vocational","","","",""
"Yes","2010","Full Time","vocational + Abi","","","",""
"Yes","2010","Full Time","higher vocational","","","",""
"Yes","2010","Full Time","higher education","","","",""
"Yes","2010","Part Time","in school","","","",""
"Yes","2010","Part Time","inadequately","","","",""
"Yes","2010","Part Time","general elemantary","","","",""
"Yes","2010","Part Time","middle vocational","","","",""
"Yes","2010","Part Time","vocational + Abi","","","",""
"Yes","2010","Part Time","higher vocational","","","",""
"Yes","2010","Part Time","higher education","","","",""
"Yes","2010","Not Working","in school","","","",""
"Yes","2010","Not Working","inadequately","","","",""
"Yes","2010","Not Working","general elemantary","","","",""
"Yes","2010","Not Working","middle vocational","","","",""
"Yes","2010","Not Working","vocational + Abi","","","",""
"Yes","2010","Not Working","higher vocational","","","",""
"Yes","2010","Not Working","higher education","","","",""
"No","2010","Full Time","in school","","","",""
"No","2010","Full Time","inadequately","","","",""
"No","2010","Full Time","general elemantary","","","",""
"No","2010","Full Time","middle vocational","","","",""
"No","2010","Full Time","vocational + Abi","","","",""
"No","2010","Full Time","higher vocational","","","",""
"No","2010","Full Time","higher education","","","",""
"No","2010","Part Time","in school","","","",""
"No","2010","Part Time","inadequately","","","",""
"No","2010","Part Time","general elemantary","","","",""
"No","2010","Part Time","middle vocational","","","",""
"No","2010","Part Time","vocational + Abi","","","",""
"No","2010","Part Time","higher vocational","","","",""
"No","2010","Part Time","higher education","","","",""
"No","2010","Not Working","in school","","","",""
"No","2010","Not Working","inadequately","","","",""
"No","2010","Not Working","general elemantary","","","",""
"No","2010","Not Working","middle vocational","","","",""
"No","2010","Not Working","vocational + Abi","","","",""
"No","2010","Not Working","higher vocational","","","",""
"No","2010","Not Working","higher education","","","",""
"Yes","2011","Full Time","in school","","","",""
"Yes","2011","Full Time","inadequately","3","","",""
"Yes","2011","Full Time","general elemantary","14","","",""
"Yes","2011","Full Time","middle vocational","156","0.0422788626072397","0.0357668593141724","0.0487908659003069"
"Yes","2011","Full Time","vocational + Abi","11","","",""
"Yes","2011","Full Time","higher vocational","28","","",""
"Yes","2011","Full Time","higher education","77","0.0319780697470716","0.0247829783627734","0.0391731611313698"
"Yes","2011","Part Time","in school","","","",""
"Yes","2011","Part Time","inadequately","1","","",""
"Yes","2011","Part Time","general elemantary","16","","",""
"Yes","2011","Part Time","middle vocational","100","0.034245905561288","0.0272782955244681","0.0412135155981079"
"Yes","2011","Part Time","vocational + Abi","5","","",""
"Yes","2011","Part Time","higher vocational","23","","",""
"Yes","2011","Part Time","higher education","46","0.0624648426049269","0.0471963543029344","0.0777333309069195"
"Yes","2011","Not Working","in school","","","",""
"Yes","2011","Not Working","inadequately","21","","",""
"Yes","2011","Not Working","general elemantary","244","0.214545798766764","0.19203074008658","0.237060857446948"
"Yes","2011","Not Working","middle vocational","816","0.203059560421534","0.190983783598725","0.215135337244343"
"Yes","2011","Not Working","vocational + Abi","36","0.164822143793912","0.120891246447318","0.208753041140506"
"Yes","2011","Not Working","higher vocational","113","0.243043231793105","0.20447066051993","0.281615803066281"
"Yes","2011","Not Working","higher education","276","0.223405175497032","0.20108673241612","0.245723618577944"
"No","2011","Full Time","in school","5","","",""
"No","2011","Full Time","inadequately","40","0.878987260903677","0.78150609848779","0.976468423319565"
"No","2011","Full Time","general elemantary","456","0.968083334338968","0.952191856337162","0.983974812340775"
"No","2011","Full Time","middle vocational","3512","0.95772113739276","0.951209134099693","0.964233140685828"
"No","2011","Full Time","vocational + Abi","549","0.982879419228453","0.972135482436592","0.993623356020315"
"No","2011","Full Time","higher vocational","646","0.969315074812629","0.95629500956532","0.982335140059938"
"No","2011","Full Time","higher education","2220","0.968021930252928","0.96082683886863","0.975217021637227"
"No","2011","Part Time","in school","59","1","1","1"
"No","2011","Part Time","inadequately","50","0.983056560445721","0.947636194425994","1.01847692646545"
"No","2011","Part Time","general elemantary","425","0.96570799524153","0.948723675878472","0.982692314604588"
"No","2011","Part Time","middle vocational","2517","0.965754094438712","0.958786484401892","0.972721704475532"
"No","2011","Part Time","vocational + Abi","370","0.980277370885515","0.966204284622428","0.994350457148601"
"No","2011","Part Time","higher vocational","282","0.918903997927145","0.888267934205903","0.949540061648387"
"No","2011","Part Time","higher education","919","0.937535157395073","0.922266669093081","0.952803645697066"
"No","2011","Not Working","in school","249","1","1","1"
"No","2011","Not Working","inadequately","118","0.803056592258743","0.736943953608001","0.869169230909485"
"No","2011","Not Working","general elemantary","1033","0.785454201233236","0.762939142553052","0.80796925991342"
"No","2011","Not Working","middle vocational","3447","0.796940439578466","0.784864662755656","0.809016216401275"
"No","2011","Not Working","vocational + Abi","238","0.835177856206088","0.791246958859494","0.879108753552682"
