"ple0014","year","age_gr","pgisced97","n","percent","lower_confidence","upper_confidence"
"Yes","2009","16-34 y.","in school","1","","",""
"Yes","2009","16-34 y.","inadequately","1","","",""
"Yes","2009","16-34 y.","general elemantary","9","","",""
"Yes","2009","16-34 y.","middle vocational","23","","",""
"Yes","2009","16-34 y.","vocational + Abi","3","","",""
"Yes","2009","16-34 y.","higher vocational","2","","",""
"Yes","2009","16-34 y.","higher education","5","","",""
"Yes","2009","35-65 y.","in school","","","",""
"Yes","2009","35-65 y.","inadequately","3","","",""
"Yes","2009","35-65 y.","general elemantary","38","0.0639257312679535","0.0441871883063635","0.0836642742295434"
"Yes","2009","35-65 y.","middle vocational","304","0.0619877018125116","0.0553801609599052","0.068595242665118"
"Yes","2009","35-65 y.","vocational + Abi","21","","",""
"Yes","2009","35-65 y.","higher vocational","45","0.0480686150520513","0.034162693439043","0.0619745366650596"
"Yes","2009","35-65 y.","higher education","112","0.0439441933087178","0.0360941380871548","0.0517942485302807"
"Yes","2009","66 and older","in school","","","",""
"Yes","2009","66 and older","inadequately","8","","",""
"Yes","2009","66 and older","general elemantary","194","0.309522295198023","0.274491029354081","0.344553561041965"
"Yes","2009","66 and older","middle vocational","574","0.2723497832391","0.253730765245596","0.290968801232603"
"Yes","2009","66 and older","vocational + Abi","26","","",""
"Yes","2009","66 and older","higher vocational","85","0.282889057410667","0.233540512575179","0.332237602246155"
"Yes","2009","66 and older","higher education","218","0.269949664962072","0.24078406689896","0.299115263025184"
"No","2009","16-34 y.","in school","312","0.998901848097627","0.995232672135173","1.00257102406008"
"No","2009","16-34 y.","inadequately","40","0.99347821967332","0.968839483851846","1.01811695549479"
"No","2009","16-34 y.","general elemantary","544","0.96600099673339","0.950896460155204","0.981105533311576"
"No","2009","16-34 y.","middle vocational","1776","0.987662950507035","0.982562100604274","0.992763800409797"
"No","2009","16-34 y.","vocational + Abi","335","0.996482101094011","0.990170113022062","1.00279408916596"
"No","2009","16-34 y.","higher vocational","107","0.954249574267155","0.915024533884879","0.993474614649432"
"No","2009","16-34 y.","higher education","535","0.995915276215865","0.990535753382891","1.00129479904884"
"No","2009","35-65 y.","in school","","","",""
"No","2009","35-65 y.","inadequately","82","0.925297284019411","0.86940556491108","0.981189003127743"
"No","2009","35-65 y.","general elemantary","552","0.936074268732046","0.916335725770457","0.955812811693636"
"No","2009","35-65 y.","middle vocational","4812","0.938012298187488","0.931404757334882","0.944619839040095"
"No","2009","35-65 y.","vocational + Abi","547","0.957561289980839","0.940983054621879","0.9741395253398"
"No","2009","35-65 y.","higher vocational","864","0.951931384947949","0.93802546333494","0.965837306560957"
"No","2009","35-65 y.","higher education","2507","0.956055806691282","0.948205751469719","0.963905861912845"
"No","2009","66 and older","in school","","","",""
"No","2009","66 and older","inadequately","35","0.811847845064126","0.695030916648067","0.928664773480186"
"No","2009","66 and older","general elemantary","475","0.690477704801977","0.655446438958035","0.725508970645919"
"No","2009","66 and older","middle vocational","1622","0.7276502167609","0.709031198767397","0.746269234754404"
"No","2009","66 and older","vocational + Abi","71","0.674887900362346","0.581671009959616","0.768104790765075"
"No","2009","66 and older","higher vocational","235","0.717110942589333","0.667762397753845","0.766459487424821"
"No","2009","66 and older","higher education","672","0.730050335037928","0.700884736974816","0.75921593310104"
"Yes","2010","16-34 y.","in school","","","",""
"Yes","2010","16-34 y.","inadequately","","","",""
"Yes","2010","16-34 y.","general elemantary","","","",""
"Yes","2010","16-34 y.","middle vocational","","","",""
"Yes","2010","16-34 y.","vocational + Abi","","","",""
"Yes","2010","16-34 y.","higher vocational","","","",""
"Yes","2010","16-34 y.","higher education","","","",""
"Yes","2010","35-65 y.","in school","","","",""
"Yes","2010","35-65 y.","inadequately","","","",""
"Yes","2010","35-65 y.","general elemantary","","","",""
"Yes","2010","35-65 y.","middle vocational","","","",""
"Yes","2010","35-65 y.","vocational + Abi","","","",""
"Yes","2010","35-65 y.","higher vocational","","","",""
"Yes","2010","35-65 y.","higher education","","","",""
"Yes","2010","66 and older","in school","","","",""
"Yes","2010","66 and older","inadequately","","","",""
"Yes","2010","66 and older","general elemantary","","","",""
"Yes","2010","66 and older","middle vocational","","","",""
"Yes","2010","66 and older","vocational + Abi","","","",""
"Yes","2010","66 and older","higher vocational","","","",""
"Yes","2010","66 and older","higher education","","","",""
"No","2010","16-34 y.","in school","","","",""
"No","2010","16-34 y.","inadequately","","","",""
"No","2010","16-34 y.","general elemantary","","","",""
"No","2010","16-34 y.","middle vocational","","","",""
"No","2010","16-34 y.","vocational + Abi","","","",""
"No","2010","16-34 y.","higher vocational","","","",""
"No","2010","16-34 y.","higher education","","","",""
"No","2010","35-65 y.","in school","","","",""
"No","2010","35-65 y.","inadequately","","","",""
"No","2010","35-65 y.","general elemantary","","","",""
"No","2010","35-65 y.","middle vocational","","","",""
"No","2010","35-65 y.","vocational + Abi","","","",""
"No","2010","35-65 y.","higher vocational","","","",""
"No","2010","35-65 y.","higher education","","","",""
"No","2010","66 and older","in school","","","",""
"No","2010","66 and older","inadequately","","","",""
"No","2010","66 and older","general elemantary","","","",""
"No","2010","66 and older","middle vocational","","","",""
"No","2010","66 and older","vocational + Abi","","","",""
"No","2010","66 and older","higher vocational","","","",""
"No","2010","66 and older","higher education","","","",""
"Yes","2011","16-34 y.","in school","","","",""
"Yes","2011","16-34 y.","inadequately","1","","",""
"Yes","2011","16-34 y.","general elemantary","14","","",""
"Yes","2011","16-34 y.","middle vocational","22","","",""
"Yes","2011","16-34 y.","vocational + Abi","2","","",""
"Yes","2011","16-34 y.","higher vocational","1","","",""
"Yes","2011","16-34 y.","higher education","9","","",""
"Yes","2011","35-65 y.","in school","","","",""
"Yes","2011","35-65 y.","inadequately","10","","",""
"Yes","2011","35-65 y.","general elemantary","53","0.0772668513447488","0.0585403242675579","0.0959933784219396"
"Yes","2011","35-65 y.","middle vocational","379","0.0674627434319321","0.0610826114692639","0.0738428753946002"
"Yes","2011","35-65 y.","vocational + Abi","25","","",""
"Yes","2011","35-65 y.","higher vocational","56","0.0517078813246292","0.0376119633264659","0.0658037993227926"
"Yes","2011","35-65 y.","higher education","122","0.0455890089191965","0.0379415919513484","0.0532364258870447"
"Yes","2011","66 and older","in school","","","",""
"Yes","2011","66 and older","inadequately","14","","",""
"Yes","2011","66 and older","general elemantary","207","0.25620089369468","0.226627340421707","0.285774446967653"
"Yes","2011","66 and older","middle vocational","671","0.246167476988122","0.229833849876662","0.262501104099582"
"Yes","2011","66 and older","vocational + Abi","25","","",""
"Yes","2011","66 and older","higher vocational","107","0.275125593630353","0.230342582756942","0.319908604503765"
"Yes","2011","66 and older","higher education","268","0.26450416658697","0.23837970199015","0.29062863118379"
"No","2011","16-34 y.","in school","313","1","1","1"
"No","2011","16-34 y.","inadequately","53","0.954728796252819","0.899278707805043","1.0101788847006"
"No","2011","16-34 y.","general elemantary","556","0.97246198452032","0.959027738430268","0.985896230610372"
"No","2011","16-34 y.","middle vocational","1917","0.991022208465601","0.986823790822833","0.99522062610837"
"No","2011","16-34 y.","vocational + Abi","388","0.99827115858079","0.994148117814882","1.0023941993467"
"No","2011","16-34 y.","higher vocational","123","0.997140517888917","0.987742005412122","1.00653903036571"
"No","2011","16-34 y.","higher education","638","0.984885926152358","0.975484804201486","0.994287048103229"
"No","2011","35-65 y.","in school","","","",""
"No","2011","35-65 y.","inadequately","108","0.880319421000969","0.821754296658625","0.938884545343313"
"No","2011","35-65 y.","general elemantary","728","0.922733148655251","0.90400662157806","0.941459675732442"
"No","2011","35-65 y.","middle vocational","5558","0.932537256568068","0.9261571246054","0.938917388530736"
"No","2011","35-65 y.","vocational + Abi","666","0.963946263824642","0.950046397689057","0.977846129960226"
"No","2011","35-65 y.","higher vocational","892","0.948292118675371","0.934196200677207","0.962388036673534"
"No","2011","35-65 y.","higher education","2736","0.954410991080804","0.946763574112955","0.962058408048652"
"No","2011","66 and older","in school","","","",""
"No","2011","66 and older","inadequately","47","0.722500881477386","0.610135335040639","0.834866427914134"
"No","2011","66 and older","general elemantary","630","0.74379910630532","0.714225553032347","0.773372659578292"
"No","2011","66 and older","middle vocational","2001","0.753832523011878","0.737498895900418","0.770166150123338"
"No","2011","66 and older","vocational + Abi","103","0.761634914279746","0.687821065655874","0.835448762903617"
"No","2011","66 and older","higher vocational","275","0.724874406369647","0.680091395496235","0.769657417243058"
"No","2011","66 and older","higher education","827","0.73549583341303","0.70937136881621","0.76162029800985"
"Yes","2012","16-34 y.","in school","","","",""
"Yes","2012","16-34 y.","inadequately","","","",""
"Yes","2012","16-34 y.","general elemantary","","","",""
"Yes","2012","16-34 y.","middle vocational","","","",""
"Yes","2012","16-34 y.","vocational + Abi","","","",""
"Yes","2012","16-34 y.","higher vocational","","","",""
"Yes","2012","16-34 y.","higher education","","","",""
"Yes","2012","35-65 y.","in school","","","",""
"Yes","2012","35-65 y.","inadequately","","","",""
"Yes","2012","35-65 y.","general elemantary","","","",""
"Yes","2012","35-65 y.","middle vocational","","","",""
"Yes","2012","35-65 y.","vocational + Abi","","","",""
"Yes","2012","35-65 y.","higher vocational","","","",""
"Yes","2012","35-65 y.","higher education","","","",""
"Yes","2012","66 and older","in school","","","",""
"Yes","2012","66 and older","inadequately","","","",""
"Yes","2012","66 and older","general elemantary","","","",""
"Yes","2012","66 and older","middle vocational","","","",""
"Yes","2012","66 and older","vocational + Abi","","","",""
"Yes","2012","66 and older","higher vocational","","","",""
"Yes","2012","66 and older","higher education","","","",""
"No","2012","16-34 y.","in school","","","",""
"No","2012","16-34 y.","inadequately","","","",""
"No","2012","16-34 y.","general elemantary","","","",""
"No","2012","16-34 y.","middle vocational","","","",""
"No","2012","16-34 y.","vocational + Abi","","","",""
"No","2012","16-34 y.","higher vocational","","","",""
"No","2012","16-34 y.","higher education","","","",""
"No","2012","35-65 y.","in school","","","",""
"No","2012","35-65 y.","inadequately","","","",""
"No","2012","35-65 y.","general elemantary","","","",""
"No","2012","35-65 y.","middle vocational","","","",""
"No","2012","35-65 y.","vocational + Abi","","","",""
"No","2012","35-65 y.","higher vocational","","","",""
"No","2012","35-65 y.","higher education","","","",""
"No","2012","66 and older","in school","","","",""
"No","2012","66 and older","inadequately","","","",""
"No","2012","66 and older","general elemantary","","","",""
"No","2012","66 and older","middle vocational","","","",""
"No","2012","66 and older","vocational + Abi","","","",""
"No","2012","66 and older","higher vocational","","","",""
"No","2012","66 and older","higher education","","","",""
"Yes","2013","16-34 y.","in school","1","","",""
"Yes","2013","16-34 y.","inadequately","1","","",""
"Yes","2013","16-34 y.","general elemantary","8","","",""
"Yes","2013","16-34 y.","middle vocational","27","","",""
"Yes","2013","16-34 y.","vocational + Abi","4","","",""
"Yes","2013","16-34 y.","higher vocational","1","","",""
"Yes","2013","16-34 y.","higher education","7","","",""
"Yes","2013","35-65 y.","in school","","","",""
"Yes","2013","35-65 y.","inadequately","7","","",""
"Yes","2013","35-65 y.","general elemantary","50","0.0826786937637999","0.0616523903330342","0.103704997194566"
"Yes","2013","35-65 y.","middle vocational","388","0.0801956197036497","0.0728670578420138","0.0875241815652856"
"Yes","2013","35-65 y.","vocational + Abi","21","","",""
"Yes","2013","35-65 y.","higher vocational","44","0.0445615937321031","0.030905389624045","0.0582177978401612"
"Yes","2013","35-65 y.","higher education","118","0.0460438882405409","0.0380553455838403","0.0540324308972415"
"Yes","2013","66 and older","in school","","","",""
"Yes","2013","66 and older","inadequately","14","","",""
"Yes","2013","66 and older","general elemantary","203","0.282412880282868","0.249978037393301","0.314847723172435"
"Yes","2013","66 and older","middle vocational","650","0.253655583272074","0.236817360015453","0.270493806528696"
"Yes","2013","66 and older","vocational + Abi","34","0.279098778196356","0.198843368442062","0.35935418795065"
"Yes","2013","66 and older","higher vocational","105","0.302816011010448","0.254884197838446","0.35074782418245"
"Yes","2013","66 and older","higher education","281","0.271608007568004","0.245978794136092","0.297237220999916"
"No","2013","16-34 y.","in school","259","0.995003959946092","0.986433842425453","1.00357407746673"
"No","2013","16-34 y.","inadequately","46","0.928848062245719","0.855351865179939","1.0023442593115"
"No","2013","16-34 y.","general elemantary","459","0.969958102690054","0.954476004516374","0.985440200863734"
"No","2013","16-34 y.","middle vocational","1591","0.988182942909361","0.982917533128318","0.993448352690404"
"No","2013","16-34 y.","vocational + Abi","287","0.986987115867093","0.973966122440519","1.00000810929367"
"No","2013","16-34 y.","higher vocational","102","0.989557044117","0.969925176463088","1.00918891177091"
"No","2013","16-34 y.","higher education","670","0.988811853412457","0.98088885329135","0.996734853533563"
"No","2013","35-65 y.","in school","","","",""
"No","2013","35-65 y.","inadequately","92","0.853820728168519","0.784229141598288","0.92341231473875"
"No","2013","35-65 y.","general elemantary","609","0.9173213062362","0.896295002805434","0.938347609666966"
"No","2013","35-65 y.","middle vocational","4888","0.91980438029635","0.912475818434714","0.927132942157986"
"No","2013","35-65 y.","vocational + Abi","671","0.970791919546506","0.958245794023897","0.983338045069116"
"No","2013","35-65 y.","higher vocational","833","0.955438406267897","0.941782202159839","0.969094610375955"
"No","2013","35-65 y.","higher education","2526","0.953956111759459","0.945967569102758","0.96194465441616"
"No","2013","66 and older","in school","","","",""
"No","2013","66 and older","inadequately","35","0.752614866093896","0.63179920176622","0.873430530421573"
"No","2013","66 and older","general elemantary","537","0.717587119717132","0.685152276827565","0.750021962606699"
"No","2013","66 and older","middle vocational","1915","0.746344416727926","0.729506193471304","0.763182639984547"
"No","2013","66 and older","vocational + Abi","86","0.720901221803644","0.64064581204935","0.801156631557938"
"No","2013","66 and older","higher vocational","248","0.697183988989552","0.64925217581755","0.745115802161554"
"No","2013","66 and older","higher education","876","0.728391992431996","0.702762779000084","0.754021205863908"
"Yes","2014","16-34 y.","in school","","","",""
"Yes","2014","16-34 y.","inadequately","","","",""
"Yes","2014","16-34 y.","general elemantary","","","",""
"Yes","2014","16-34 y.","middle vocational","","","",""
"Yes","2014","16-34 y.","vocational + Abi","","","",""
"Yes","2014","16-34 y.","higher vocational","","","",""
"Yes","2014","16-34 y.","higher education","","","",""
"Yes","2014","35-65 y.","in school","","","",""
"Yes","2014","35-65 y.","inadequately","","","",""
"Yes","2014","35-65 y.","general elemantary","","","",""
"Yes","2014","35-65 y.","middle vocational","","","",""
"Yes","2014","35-65 y.","vocational + Abi","","","",""
"Yes","2014","35-65 y.","higher vocational","","","",""
"Yes","2014","35-65 y.","higher education","","","",""
"Yes","2014","66 and older","in school","","","",""
"Yes","2014","66 and older","inadequately","","","",""
"Yes","2014","66 and older","general elemantary","","","",""
"Yes","2014","66 and older","middle vocational","","","",""
