"ple0014","year","pgcasmin","sex","n","percent","lower_confidence","upper_confidence"
"Yes","2009","(0) in school","Male","1","","",""
"Yes","2009","(0) in school","Female","","","",""
"Yes","2009","(1a) inadequately completed","Male","8","","",""
"Yes","2009","(1a) inadequately completed","Female","10","","",""
"Yes","2009","(1b) general elementary school","Male","43","1","1","1"
"Yes","2009","(1b) general elementary school","Female","190","1","1","1"
"Yes","2009","(1c) basic vocational qualification","Male","407","1","1","1"
"Yes","2009","(1c) basic vocational qualification","Female","303","1","1","1"
"Yes","2009","(2b) intermediate general qualification","Male","4","","",""
"Yes","2009","(2b) intermediate general qualification","Female","6","","",""
"Yes","2009","(2a) intermediate vocational","Male","130","1","1","1"
"Yes","2009","(2a) intermediate vocational","Female","141","1","1","1"
"Yes","2009","(2c_gen) general maturity certificate","Male","7","","",""
"Yes","2009","(2c_gen) general maturity certificate","Female","9","","",""
"Yes","2009","(2c_voc) vocational maturity certificate","Male","37","1","1","1"
"Yes","2009","(2c_voc) vocational maturity certificate","Female","35","1","1","1"
"Yes","2009","(3a) lower tertiary education","Male","105","1","1","1"
"Yes","2009","(3a) lower tertiary education","Female","47","1","1","1"
"Yes","2009","(3b) higher tertiary education","Male","146","1","1","1"
"Yes","2009","(3b) higher tertiary education","Female","37","1","1","1"
"Yes","2010","(0) in school","Male","","","",""
"Yes","2010","(0) in school","Female","","","",""
"Yes","2010","(1a) inadequately completed","Male","","","",""
"Yes","2010","(1a) inadequately completed","Female","","","",""
"Yes","2010","(1b) general elementary school","Male","","","",""
"Yes","2010","(1b) general elementary school","Female","","","",""
"Yes","2010","(1c) basic vocational qualification","Male","","","",""
"Yes","2010","(1c) basic vocational qualification","Female","","","",""
"Yes","2010","(2b) intermediate general qualification","Male","","","",""
"Yes","2010","(2b) intermediate general qualification","Female","","","",""
"Yes","2010","(2a) intermediate vocational","Male","","","",""
"Yes","2010","(2a) intermediate vocational","Female","","","",""
"Yes","2010","(2c_gen) general maturity certificate","Male","","","",""
"Yes","2010","(2c_gen) general maturity certificate","Female","","","",""
"Yes","2010","(2c_voc) vocational maturity certificate","Male","","","",""
"Yes","2010","(2c_voc) vocational maturity certificate","Female","","","",""
"Yes","2010","(3a) lower tertiary education","Male","","","",""
"Yes","2010","(3a) lower tertiary education","Female","","","",""
"Yes","2010","(3b) higher tertiary education","Male","","","",""
"Yes","2010","(3b) higher tertiary education","Female","","","",""
"Yes","2011","(0) in school","Male","1","","",""
"Yes","2011","(0) in school","Female","","","",""
"Yes","2011","(1a) inadequately completed","Male","13","","",""
"Yes","2011","(1a) inadequately completed","Female","20","","",""
