"ple0014","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence"
"Yes","2009","no migration background","in school","1","","",""
"Yes","2009","no migration background","inadequately","2","","",""
"Yes","2009","no migration background","general elemantary","205","0.172291090479977","0.151786735682811","0.192795445277142"
"Yes","2009","no migration background","middle vocational","853","0.110321801779578","0.103543366061266","0.117100237497889"
"Yes","2009","no migration background","vocational + Abi","35","0.0564852810714069","0.0404478964833535","0.0725226656594603"
"Yes","2009","no migration background","higher vocational","121","0.110801121319667","0.0931298289601103","0.128472413679223"
"Yes","2009","no migration background","higher education","308","0.0900872364535661","0.0808205568643974","0.0993539160427348"
"Yes","2009","direct migration background","in school","","","",""
"Yes","2009","direct migration background","inadequately","9","","",""
"Yes","2009","direct migration background","general elemantary","36","0.116436815338244","0.0834410091694467","0.149432621507041"
"Yes","2009","direct migration background","middle vocational","45","0.0718369319198089","0.0514622170992079","0.0922116467404098"
"Yes","2009","direct migration background","vocational + Abi","14","","",""
"Yes","2009","direct migration background","higher vocational","11","","",""
"Yes","2009","direct migration background","higher education","24","","",""
"Yes","2009","indirect migration background","in school","","","",""
"Yes","2009","indirect migration background","inadequately","1","","",""
"Yes","2009","indirect migration background","general elemantary","","","",""
"Yes","2009","indirect migration background","middle vocational","3","","",""
"Yes","2009","indirect migration background","vocational + Abi","1","","",""
"Yes","2009","indirect migration background","higher vocational","","","",""
"Yes","2009","indirect migration background","higher education","3","","",""
"No","2009","no migration background","in school","252","0.998485105573877","0.993692741434956","1.0032774697128"
"No","2009","no migration background","inadequately","66","0.987492585689011","0.961077968291669","1.01390720308635"
"No","2009","no migration background","general elemantary","1098","0.827708909520023","0.807204554722858","0.848213264317189"
"No","2009","no migration background","middle vocational","7353","0.889678198220422","0.882899762502111","0.896456633938734"
"No","2009","no migration background","vocational + Abi","761","0.943514718928593","0.92747733434054","0.959552103516647"
"No","2009","no migration background","higher vocational","1091","0.889198878680333","0.871527586320777","0.90687017103989"
"No","2009","no migration background","higher education","3359","0.909912763546434","0.900646083957265","0.919179443135603"
"No","2009","direct migration background","in school","11","","",""
"No","2009","direct migration background","inadequately","83","0.859685856815768","0.788715858871908","0.930655854759628"
"No","2009","direct migration background","general elemantary","327","0.883563184661756","0.850567378492959","0.916558990830553"
"No","2009","direct migration background","middle vocational","572","0.928163068080191","0.90778835325959","0.948537782900792"
"No","2009","direct migration background","vocational + Abi","156","0.885140505154266","0.837209869478336","0.933071140830196"
"No","2009","direct migration background","higher vocational","85","0.896302026846277","0.835316778359772","0.957287275332781"
"No","2009","direct migration background","higher education","270","0.929015214454462","0.899661134261183","0.958369294647742"
"No","2009","indirect migration background","in school","49","1","1","1"
"No","2009","indirect migration background","inadequately","8","","",""
