"ple0014","year","age_gr","sex","n","percent","lower_confidence","upper_confidence"
"Yes","2009","16-34 y.","Male","24","","",""
"Yes","2009","16-34 y.","Female","23","","",""
"Yes","2009","35-65 y.","Male","296","0.0656128464771043","0.0585513460902807","0.0726743468639279"
"Yes","2009","35-65 y.","Female","227","0.0458964042558236","0.0401966758044525","0.0515961327071948"
"Yes","2009","66 and older","Male","571","0.302969723468728","0.282804544646292","0.323134902291163"
"Yes","2009","66 and older","Female","535","0.26288897374843","0.244593934776292","0.281184012720569"
"No","2009","16-34 y.","Male","1902","0.985285910000948","0.9799085663762","0.990663253625696"
"No","2009","16-34 y.","Female","2057","0.988860532394479","0.984350120926311","0.993370943862647"
"No","2009","35-65 y.","Male","4427","0.934387153522896","0.927325653136072","0.941448653909719"
"No","2009","35-65 y.","Female","4951","0.954103595744176","0.948403867292805","0.959803324195547"
"No","2009","66 and older","Male","1424","0.697030276531272","0.676865097708837","0.717195455353708"
"No","2009","66 and older","Female","1689","0.73711102625157","0.718815987279431","0.755406065223708"
"Yes","2010","16-34 y.","Male","","","",""
"Yes","2010","16-34 y.","Female","","","",""
"Yes","2010","35-65 y.","Male","","","",""
"Yes","2010","35-65 y.","Female","","","",""
"Yes","2010","66 and older","Male","","","",""
"Yes","2010","66 and older","Female","","","",""
"No","2010","16-34 y.","Male","","","",""
"No","2010","16-34 y.","Female","","","",""
"No","2010","35-65 y.","Male","","","",""
"No","2010","35-65 y.","Female","","","",""
"No","2010","66 and older","Male","","","",""
"No","2010","66 and older","Female","","","",""
"Yes","2011","16-34 y.","Male","25","","",""
"Yes","2011","16-34 y.","Female","26","","",""
"Yes","2011","35-65 y.","Male","387","0.0734898672297821","0.066474744480359","0.0805049899792051"
"Yes","2011","35-65 y.","Female","264","0.0478246743488206","0.0424466016064731","0.0532027470911681"
"Yes","2011","66 and older","Male","700","0.292083203004022","0.274197577584657","0.309968828423388"
"Yes","2011","66 and older","Female","594","0.223161984229748","0.207477172668601","0.238846795790894"
"No","2011","16-34 y.","Male","2016","0.986269071447664","0.981220433242593","0.991317709652735"
"No","2011","16-34 y.","Female","2240","0.991631826888975","0.987881158270669","0.995382495507281"
"No","2011","35-65 y.","Male","4928","0.926510132770218","0.919495010020795","0.933525255519641"
"No","2011","35-65 y.","Female","5784","0.952175325651179","0.946797252908832","0.957553398393527"
"No","2011","66 and older","Male","1783","0.707916796995978","0.690031171576612","0.725802422415343"
"No","2011","66 and older","Female","2113","0.776838015770252","0.761153204209106","0.792522827331399"
"Yes","2012","16-34 y.","Male","","","",""
"Yes","2012","16-34 y.","Female","","","",""
"Yes","2012","35-65 y.","Male","","","",""
"Yes","2012","35-65 y.","Female","","","",""
"Yes","2012","66 and older","Male","","","",""
"Yes","2012","66 and older","Female","","","",""
"No","2012","16-34 y.","Male","","","",""
"No","2012","16-34 y.","Female","","","",""
"No","2012","35-65 y.","Male","","","",""
"No","2012","35-65 y.","Female","","","",""
"No","2012","66 and older","Male","","","",""
"No","2012","66 and older","Female","","","",""
"Yes","2013","16-34 y.","Male","23","","",""
"Yes","2013","16-34 y.","Female","26","","",""
"Yes","2013","35-65 y.","Male","351","0.078893528481893","0.0712063183388615","0.0865807386249246"
"Yes","2013","35-65 y.","Female","279","0.0550529389718775","0.049044743635503","0.061061134308252"
"Yes","2013","66 and older","Male","682","0.295579243302824","0.277357801856774","0.313800684748874"
"Yes","2013","66 and older","Female","610","0.242473541107094","0.225977569008544","0.258969513205643"
"No","2013","16-34 y.","Male","1718","0.984452213841986","0.978640820053927","0.990263607630044"
"No","2013","16-34 y.","Female","1942","0.988385723216663","0.983652087190248","0.993119359243077"
"No","2013","35-65 y.","Male","4373","0.921106471518107","0.913419261375075","0.928793681661139"
"No","2013","35-65 y.","Female","5257","0.944947061028123","0.938938865691748","0.950955256364497"
"No","2013","66 and older","Male","1727","0.704420756697176","0.686199315251126","0.722642198143226"
"No","2013","66 and older","Female","1983","0.757526458892906","0.741030486794357","0.774022430991456"
"Yes","2014","16-34 y.","Male","","","",""
"Yes","2014","16-34 y.","Female","","","",""
"Yes","2014","35-65 y.","Male","","","",""
"Yes","2014","35-65 y.","Female","","","",""
"Yes","2014","66 and older","Male","","","",""
"Yes","2014","66 and older","Female","","","",""
"No","2014","16-34 y.","Male","","","",""
"No","2014","16-34 y.","Female","","","",""
"No","2014","35-65 y.","Male","","","",""
"No","2014","35-65 y.","Female","","","",""
"No","2014","66 and older","Male","","","",""
"No","2014","66 and older","Female","","","",""
"Yes","2015","16-34 y.","Male","30","0.0129310164797779","0.00862305541343489","0.017238977546121"
"Yes","2015","16-34 y.","Female","46","0.0173536091330729","0.0127773747882891","0.0219298434778567"
"Yes","2015","35-65 y.","Male","409","0.0738002024202825","0.0674276802032281","0.0801727246373369"
"Yes","2015","35-65 y.","Female","331","0.0478126660247573","0.0431321072111314","0.0524932248383832"
"Yes","2015","66 and older","Male","721","0.311291107444086","0.292801363639851","0.329780851248321"
"Yes","2015","66 and older","Female","570","0.228496027842691","0.212174202415317","0.244817853270066"
"No","2015","16-34 y.","Male","2612","0.987068983520222","0.982761022453879","0.991376944586565"
"No","2015","16-34 y.","Female","3082","0.982646390866927","0.978070156522143","0.987222625211711"
