"year","age_gr","pgisced97","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","16-34 y.","general elemantary","10.3","3.38","1284","0","1.21","9.92","25.35","100","9.28","11.32","0","100","3.36364889144897","4.06365823745728"
"1984","16-34 y.","higher education","6.22","0.75","248","0","0","4.39","20.3","76.78","4.4","8.04","0","100","0","1.29252278804779"
"1984","16-34 y.","higher vocational","10.94","1.76","211","0","0","8.07","31.07","100","8.07","13.81","0","100","1.43290543556213","3.07795238494873"
"1984","16-34 y.","in school","7.73","3.08","186","0.64","1.7","7.45","24.59","44.99","5.88","9.58","0","87.28","2.79550290107727","3.96338176727295"
"1984","16-34 y.","inadequately","16.44","5.5","308","0","1.23","18.22","47.8","100","14.02","18.86","0","100","3.7035174369812","5.99512481689453"
"1984","16-34 y.","middle vocational","8.33","1.86","2172","0","0","7.67","21.62","100","7.61","9.05","0","100","1.92139196395874","2.35509157180786"
"1984","16-34 y.","vocational + Abi","12.97","1.47","164","0","0","16.91","50.97","100","9.71","16.23","0","100","1.3442507982254","3.52946829795837"
"1984","35-65 y.","general elemantary","6.31","0.62","1660","0","0","4.55","17.57","100","5.57","7.05","0","100","1.26644945144653","1.68904054164886"
"1984","35-65 y.","higher education","4.26","1.28","482","0","0","3.45","8.21","100","3.28","5.24","0","100","1.19497096538544","1.67661392688751"
"1984","35-65 y.","higher vocational","4.62","1.21","366","0","0","3.51","8.25","98.2","3.31","5.93","0","100","1.12441861629486","1.63332629203796"
"1984","35-65 y.","in school","","","","","","","","","","","","","",""
"1984","35-65 y.","inadequately","13.11","3.96","694","0","0","18.15","33.69","100","11.7","14.52","0","100","2.76801013946533","4.01229429244995"
"1984","35-65 y.","middle vocational","5.33","1.31","2963","0","0","4.09","13.03","98.88","4.84","5.82","0","100","1.46539783477783","1.71374344825745"
"1984","35-65 y.","vocational + Abi","6.4","0","128","0","0","2.68","17.14","100","3.11","9.69","0","100","0","2.50285339355469"
"1984","66 and older","general elemantary","3.37","0","518","0","0","0","7.69","73.94","2.27","4.47","0","100","0","0"
"1984","66 and older","higher education","0.54","0","63","0","0","0","0","10.1","0.13","0.95","0","10.1","0","0"
"1984","66 and older","higher vocational","0.87","0","83","0","0","0","0.81","25.21","0.11","1.63","0","25.21","0","0"
"1984","66 and older","in school","","","","","","","","","","","","","",""
"1984","66 and older","inadequately","","","","","","","","","","","","","",""
"1984","66 and older","middle vocational","1.12","0","576","0","0","0","0","32.59","0.68","1.56","0","64.08","0","0"
"1984","66 and older","vocational + Abi","","","","","","","","","","","","","",""
"1985","16-34 y.","general elemantary","9.95","3.35","1146","0","1.28","9.07","22.84","100","8.88","11.02","0","100","3.46336650848389","4.34947061538696"
"1985","16-34 y.","higher education","3.07","0","240","0","0","2.78","8.24","38.16","1.96","4.18","0","73.34","0","1.25301003456116"
