"year","education","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","college entrance qualification","East Germany","","","","","","","","","","","","","",""
"1984","college entrance qualification","West Germany","7.17","1.19","1289","0","0","4.76","18.82","100","6.22","8.12","0","100","1.19478499889374","1.55246520042419"
"1984","lower secondary degree","East Germany","","","","","","","","","","","","","",""
"1984","lower secondary degree","West Germany","5.95","0.3","6115","0","0","4.27","15.52","100","5.57","6.33","0","100","1.16970205307007","1.34160733222961"
"1984","no degree/no degree yet","East Germany","","","","","","","","","","","","","",""
"1984","no degree/no degree yet","West Germany","11.38","3.59","1301","0","1.09","13.03","30.26","100","10.35","12.41","0","100","3.36073064804077","3.94701552391052"
"1984","Other degree","East Germany","","","","","","","","","","","","","",""
"1984","Other degree","West Germany","10.56","3.52","1452","0","0","11.32","28.6","100","9.72","11.4","0","100","3.29087042808533","3.79440116882324"
"1984","secondary school degree","East Germany","","","","","","","","","","","","","",""
"1984","secondary school degree","West Germany","4.63","1.03","1959","0","0","3.67","11","68.53","4.08","5.18","0","100","1.14908111095428","1.40041971206665"
"1985","college entrance qualification","East Germany","","","","","","","","","","","","","",""
"1985","college entrance qualification","West Germany","6.01","0.93","1230","0","0","3.97","13.55","97.9","5.14","6.88","0","100","1.08207809925079","1.4309686422348"
"1985","lower secondary degree","East Germany","","","","","","","","","","","","","",""
"1985","lower secondary degree","West Germany","5.83","0","5490","0","0","4.43","13.88","100","5.42","6.24","0","100","1.22043335437775","1.3928587436676"
"1985","no degree/no degree yet","East Germany","","","","","","","","","","","","","",""
"1985","no degree/no degree yet","West Germany","10.94","3.86","1100","0","1.19","10.57","28.68","100","9.85","12.03","0","100","3.97222375869751","4.91216850280762"
"1985","Other degree","East Germany","","","","","","","","","","","","","",""
"1985","Other degree","West Germany","10.52","3.53","1229","0","0","10.47","26.53","100","9.6","11.44","0","100","3.31400156021118","3.99250435829163"
"1985","secondary school degree","East Germany","","","","","","","","","","","","","",""
