"year","pgisced97","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2005","general elemantary","Female","4.99","5","1611","2","4","6","7","7","4.91","5.07","1","7","5","5"
"2005","general elemantary","Male","5.18","5","775","3","4","7","7","7","5.07","5.29","1","7","5","5"
"2005","higher education","Female","5.52","6","1857","4","5","7","7","7","5.46","5.58","1","7","6","6"
"2005","higher education","Male","5.49","6","2306","4","5","6","7","7","5.44","5.54","1","7","6","6"
"2005","higher vocational","Female","5.21","5","666","3","4","7","7","7","5.09","5.33","1","7","5","6"
"2005","higher vocational","Male","5.3","5","891","4","5","6","7","7","5.21","5.39","1","7","5","6"
"2005","in school","Female","4.94","5","338","3","4","6","7","7","4.77","5.11","1","7","5","5"
"2005","in school","Male","5.06","5","307","3","4","6","7","7","4.89","5.23","1","7","5","5"
"2005","inadequately","Female","5.03","5","130","3","4","7","7","7","4.73","5.33","1","7","5","5"
"2005","inadequately","Male","4.78","5.96","102","1","3","7","7","7","4.37","5.19","1","7","5","6"
"2005","middle vocational","Female","5.23","5","5365","3","4","7","7","7","5.19","5.27","1","7","5","6"
"2005","middle vocational","Male","5.27","6","4877","3","4","6","7","7","5.23","5.31","1","7","5","6"
"2005","vocational + Abi","Female","5.31","6","664","3","4","6","7","7","5.2","5.42","1","7","5","6"
"2005","vocational + Abi","Male","5.3","5","465","4","4","6","7","7","5.18","5.42","1","7","5","6"
"2006","general elemantary","Female","","","","","","","","","","","","","",""
"2006","general elemantary","Male","","","","","","","","","","","","","",""
"2006","higher education","Female","","","","","","","","","","","","","",""
"2006","higher education","Male","","","","","","","","","","","","","",""
"2006","higher vocational","Female","","","","","","","","","","","","","",""
"2006","higher vocational","Male","","","","","","","","","","","","","",""
"2006","in school","Female","","","","","","","","","","","","","",""
"2006","in school","Male","","","","","","","","","","","","","",""
"2006","inadequately","Female","","","","","","","","","","","","","",""
"2006","inadequately","Male","","","","","","","","","","","","","",""
"2006","middle vocational","Female","","","","","","","","","","","","","",""
"2006","middle vocational","Male","","","","","","","","","","","","","",""
"2006","vocational + Abi","Female","","","","","","","","","","","","","",""
"2006","vocational + Abi","Male","","","","","","","","","","","","","",""
"2007","general elemantary","Female","","","","","","","","","","","","","",""
"2007","general elemantary","Male","","","","","","","","","","","","","",""
"2007","higher education","Female","","","","","","","","","","","","","",""
"2007","higher education","Male","","","","","","","","","","","","","",""
"2007","higher vocational","Female","","","","","","","","","","","","","",""
"2007","higher vocational","Male","","","","","","","","","","","","","",""
"2007","in school","Female","","","","","","","","","","","","","",""
"2007","in school","Male","","","","","","","","","","","","","",""
"2007","inadequately","Female","","","","","","","","","","","","","",""
"2007","inadequately","Male","","","","","","","","","","","","","",""
"2007","middle vocational","Female","","","","","","","","","","","","","",""
"2007","middle vocational","Male","","","","","","","","","","","","","",""
"2007","vocational + Abi","Female","","","","","","","","","","","","","",""
"2007","vocational + Abi","Male","","","","","","","","","","","","","",""
"2008","general elemantary","Female","","","","","","","","","","","","","",""
"2008","general elemantary","Male","","","","","","","","","","","","","",""
"2008","higher education","Female","","","","","","","","","","","","","",""
"2008","higher education","Male","","","","","","","","","","","","","",""
"2008","higher vocational","Female","","","","","","","","","","","","","",""
"2008","higher vocational","Male","","","","","","","","","","","","","",""
"2008","in school","Female","","","","","","","","","","","","","",""
"2008","in school","Male","","","","","","","","","","","","","",""
"2008","inadequately","Female","","","","","","","","","","","","","",""
"2008","inadequately","Male","","","","","","","","","","","","","",""
"2008","middle vocational","Female","","","","","","","","","","","","","",""
"2008","middle vocational","Male","","","","","","","","","","","","","",""
"2008","vocational + Abi","Female","","","","","","","","","","","","","",""
"2008","vocational + Abi","Male","","","","","","","","","","","","","",""
"2009","general elemantary","Female","","","","","","","","","","","","","",""
"2009","general elemantary","Male","","","","","","","","","","","","","",""
"2009","higher education","Female","","","","","","","","","","","","","",""
"2009","higher education","Male","","","","","","","","","","","","","",""
"2009","higher vocational","Female","","","","","","","","","","","","","",""
"2009","higher vocational","Male","","","","","","","","","","","","","",""
"2009","in school","Female","","","","","","","","","","","","","",""
"2009","in school","Male","","","","","","","","","","","","","",""
"2009","inadequately","Female","","","","","","","","","","","","","",""
"2009","inadequately","Male","","","","","","","","","","","","","",""
"2009","middle vocational","Female","","","","","","","","","","","","","",""
"2009","middle vocational","Male","","","","","","","","","","","","","",""
"2009","vocational + Abi","Female","","","","","","","","","","","","","",""
"2009","vocational + Abi","Male","","","","","","","","","","","","","",""
"2010","general elemantary","Female","5.03","5","1123","3","4","6","7","7","4.94","5.12","1","7","5","5"
"2010","general elemantary","Male","5.15","5","497","3","4","6","7","7","5.01","5.29","1","7","5","5"
"2010","higher education","Female","5.39","6","1766","3","5","6","7","7","5.33","5.45","1","7","6","6"
"2010","higher education","Male","5.36","6","2063","4","5","6","7","7","5.3","5.42","1","7","6","6"
"2010","higher vocational","Female","5.22","6","515","3","4","7","7","7","5.08","5.36","1","7","5","6"
"2010","higher vocational","Male","5.33","6","740","4","5","6","7","7","5.23","5.43","1","7","5","6"
"2010","in school","Female","5.35","6","114","3","5","6","7","7","5.12","5.58","1","7","5","6"
"2010","in school","Male","5.06","5","153","3","4","6","7","7","4.82","5.3","1","7","5","5"
"2010","inadequately","Female","5.21","5","79","2","5","7","7","7","4.82","5.6","1","7","5","6"
"2010","inadequately","Male","4.92","5","56","2","4","7","7","7","4.41","5.43","1","7","4","6"
"2010","middle vocational","Female","5.12","5","4394","3","4","6","7","7","5.07","5.17","1","7","5","5"
"2010","middle vocational","Male","5.23","5","3910","3","4","6","7","7","5.18","5.28","1","7","5","5"
"2010","vocational + Abi","Female","5.07","5","579","3","4","6","7","7","4.95","5.19","1","7","5","6"
"2010","vocational + Abi","Male","5.21","5","364","4","4","6","7","7","5.08","5.34","1","7","5","6"
"2011","general elemantary","Female","","","","","","","","","","","","","",""
"2011","general elemantary","Male","","","","","","","","","","","","","",""
"2011","higher education","Female","","","","","","","","","","","","","",""
"2011","higher education","Male","","","","","","","","","","","","","",""
"2011","higher vocational","Female","","","","","","","","","","","","","",""
"2011","higher vocational","Male","","","","","","","","","","","","","",""
"2011","in school","Female","","","","","","","","","","","","","",""
"2011","in school","Male","","","","","","","","","","","","","",""
"2011","inadequately","Female","","","","","","","","","","","","","",""
"2011","inadequately","Male","","","","","","","","","","","","","",""
"2011","middle vocational","Female","","","","","","","","","","","","","",""
"2011","middle vocational","Male","","","","","","","","","","","","","",""
"2011","vocational + Abi","Female","","","","","","","","","","","","","",""
"2011","vocational + Abi","Male","","","","","","","","","","","","","",""
"2012","general elemantary","Female","","","","","","","","","","","","","",""
"2012","general elemantary","Male","","","","","","","","","","","","","",""
"2012","higher education","Female","","","","","","","","","","","","","",""
"2012","higher education","Male","","","","","","","","","","","","","",""
"2012","higher vocational","Female","","","","","","","","","","","","","",""
"2012","higher vocational","Male","","","","","","","","","","","","","",""
"2012","in school","Female","","","","","","","","","","","","","",""
"2012","in school","Male","","","","","","","","","","","","","",""
"2012","inadequately","Female","","","","","","","","","","","","","",""
"2012","inadequately","Male","","","","","","","","","","","","","",""
"2012","middle vocational","Female","","","","","","","","","","","","","",""
"2012","middle vocational","Male","","","","","","","","","","","","","",""
"2012","vocational + Abi","Female","","","","","","","","","","","","","",""
"2012","vocational + Abi","Male","","","","","","","","","","","","","",""
"2013","general elemantary","Female","","","","","","","","","","","","","",""
"2013","general elemantary","Male","","","","","","","","","","","","","",""
"2013","higher education","Female","","","","","","","","","","","","","",""
"2013","higher education","Male","","","","","","","","","","","","","",""
"2013","higher vocational","Female","","","","","","","","","","","","","",""
"2013","higher vocational","Male","","","","","","","","","","","","","",""
"2013","in school","Female","","","","","","","","","","","","","",""
"2013","in school","Male","","","","","","","","","","","","","",""
"2013","inadequately","Female","","","","","","","","","","","","","",""
"2013","inadequately","Male","","","","","","","","","","","","","",""
"2013","middle vocational","Female","","","","","","","","","","","","","",""
"2013","middle vocational","Male","","","","","","","","","","","","","",""
"2013","vocational + Abi","Female","","","","","","","","","","","","","",""
"2013","vocational + Abi","Male","","","","","","","","","","","","","",""
"2014","general elemantary","Female","","","","","","","","","","","","","",""
"2014","general elemantary","Male","","","","","","","","","","","","","",""
"2014","higher education","Female","","","","","","","","","","","","","",""
"2014","higher education","Male","","","","","","","","","","","","","",""
