"year","pgisced97","regtyp","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2005","general elemantary","Rural Area","4.93","5","758","2","4","6","7","7","4.81","5.05","1","7","5","5"
"2005","general elemantary","Urban Area","5.11","5","1628","3","4","7","7","7","5.03","5.19","1","7","5","5"
"2005","higher education","Rural Area","5.48","6","1200","4","5","6","7","7","5.41","5.55","1","7","6","6"
"2005","higher education","Urban Area","5.51","6","2963","4","5","7","7","7","5.46","5.56","1","7","6","6"
"2005","higher vocational","Rural Area","5.32","6","557","4","4","6","7","7","5.2","5.44","1","7","5","6"
"2005","higher vocational","Urban Area","5.24","5","1000","3","4","6","7","7","5.15","5.33","1","7","5","6"
"2005","in school","Rural Area","4.87","5","198","3","4","6","7","7","4.66","5.08","1","7","5","5"
"2005","in school","Urban Area","5.05","5","447","3","4","6","7","7","4.91","5.19","1","7","5","5"
"2005","inadequately","Rural Area","4.92","5","55","1","4","6","7","7","4.37","5.47","1","7","4","6"
"2005","inadequately","Urban Area","4.9","5","177","1","4","7","7","7","4.63","5.17","1","7","5","6"
"2005","middle vocational","Rural Area","5.21","5","3702","3","4","6","7","7","5.16","5.26","1","7","5","6"
"2005","middle vocational","Urban Area","5.27","6","6540","3","4","7","7","7","5.23","5.31","1","7","5","6"
"2005","vocational + Abi","Rural Area","5.4","6","262","4","5","7","7","7","5.23","5.57","1","7","5","6"
"2005","vocational + Abi","Urban Area","5.28","5","867","4","4","6","7","7","5.19","5.37","1","7","5","6"
"2006","general elemantary","Rural Area","","","","","","","","","","","","","",""
"2006","general elemantary","Urban Area","","","","","","","","","","","","","",""
"2006","higher education","Rural Area","","","","","","","","","","","","","",""
"2006","higher education","Urban Area","","","","","","","","","","","","","",""
"2006","higher vocational","Rural Area","","","","","","","","","","","","","",""
"2006","higher vocational","Urban Area","","","","","","","","","","","","","",""
"2006","in school","Rural Area","","","","","","","","","","","","","",""
"2006","in school","Urban Area","","","","","","","","","","","","","",""
"2006","inadequately","Rural Area","","","","","","","","","","","","","",""
"2006","inadequately","Urban Area","","","","","","","","","","","","","",""
"2006","middle vocational","Rural Area","","","","","","","","","","","","","",""
"2006","middle vocational","Urban Area","","","","","","","","","","","","","",""
"2006","vocational + Abi","Rural Area","","","","","","","","","","","","","",""
"2006","vocational + Abi","Urban Area","","","","","","","","","","","","","",""
"2007","general elemantary","Rural Area","","","","","","","","","","","","","",""
"2007","general elemantary","Urban Area","","","","","","","","","","","","","",""
"2007","higher education","Rural Area","","","","","","","","","","","","","",""
"2007","higher education","Urban Area","","","","","","","","","","","","","",""
"2007","higher vocational","Rural Area","","","","","","","","","","","","","",""
"2007","higher vocational","Urban Area","","","","","","","","","","","","","",""
"2007","in school","Rural Area","","","","","","","","","","","","","",""
"2007","in school","Urban Area","","","","","","","","","","","","","",""
"2007","inadequately","Rural Area","","","","","","","","","","","","","",""
"2007","inadequately","Urban Area","","","","","","","","","","","","","",""
"2007","middle vocational","Rural Area","","","","","","","","","","","","","",""
"2007","middle vocational","Urban Area","","","","","","","","","","","","","",""
"2007","vocational + Abi","Rural Area","","","","","","","","","","","","","",""
"2007","vocational + Abi","Urban Area","","","","","","","","","","","","","",""
"2008","general elemantary","Rural Area","","","","","","","","","","","","","",""
"2008","general elemantary","Urban Area","","","","","","","","","","","","","",""
"2008","higher education","Rural Area","","","","","","","","","","","","","",""
"2008","higher education","Urban Area","","","","","","","","","","","","","",""
"2008","higher vocational","Rural Area","","","","","","","","","","","","","",""
"2008","higher vocational","Urban Area","","","","","","","","","","","","","",""
"2008","in school","Rural Area","","","","","","","","","","","","","",""
"2008","in school","Urban Area","","","","","","","","","","","","","",""
"2008","inadequately","Rural Area","","","","","","","","","","","","","",""
"2008","inadequately","Urban Area","","","","","","","","","","","","","",""
"2008","middle vocational","Rural Area","","","","","","","","","","","","","",""
"2008","middle vocational","Urban Area","","","","","","","","","","","","","",""
"2008","vocational + Abi","Rural Area","","","","","","","","","","","","","",""
"2008","vocational + Abi","Urban Area","","","","","","","","","","","","","",""
"2009","general elemantary","Rural Area","","","","","","","","","","","","","",""
"2009","general elemantary","Urban Area","","","","","","","","","","","","","",""
"2009","higher education","Rural Area","","","","","","","","","","","","","",""
"2009","higher education","Urban Area","","","","","","","","","","","","","",""
"2009","higher vocational","Rural Area","","","","","","","","","","","","","",""
"2009","higher vocational","Urban Area","","","","","","","","","","","","","",""
"2009","in school","Rural Area","","","","","","","","","","","","","",""
"2009","in school","Urban Area","","","","","","","","","","","","","",""
"2009","inadequately","Rural Area","","","","","","","","","","","","","",""
"2009","inadequately","Urban Area","","","","","","","","","","","","","",""
"2009","middle vocational","Rural Area","","","","","","","","","","","","","",""
"2009","middle vocational","Urban Area","","","","","","","","","","","","","",""
"2009","vocational + Abi","Rural Area","","","","","","","","","","","","","",""
"2009","vocational + Abi","Urban Area","","","","","","","","","","","","","",""
"2010","general elemantary","Rural Area","5.07","5","521","3","4","6","7","7","4.94","5.2","1","7","5","5"
"2010","general elemantary","Urban Area","5.07","5","1099","3","4","6","7","7","4.97","5.17","1","7","5","5"
"2010","higher education","Rural Area","5.42","6","1107","4","5","6","7","7","5.34","5.5","1","7","6","6"
"2010","higher education","Urban Area","5.36","6","2722","4","5","6","7","7","5.31","5.41","1","7","6","6"
"2010","higher vocational","Rural Area","5.24","5","478","3","4","6","7","7","5.11","5.37","1","7","5","6"
"2010","higher vocational","Urban Area","5.3","6","777","3","4","6","7","7","5.2","5.4","1","7","5","6"
"2010","in school","Rural Area","4.82","5","67","3","4","6","6","7","4.5","5.14","1","7","5","6"
"2010","in school","Urban Area","5.3","5","200","3","5","6","7","7","5.1","5.5","1","7","5","5"
"2010","inadequately","Rural Area","4.27","4","31","2","4","5","6","7","3.6","4.94","1","7","4","6"
"2010","inadequately","Urban Area","5.29","6","104","3","5","7","7","7","4.94","5.64","1","7","5","6"
"2010","middle vocational","Rural Area","5.15","5","3103","3","4","6","7","7","5.1","5.2","1","7","5","5"
"2010","middle vocational","Urban Area","5.19","5","5201","3","4","6","7","7","5.15","5.23","1","7","5","5"
"2010","vocational + Abi","Rural Area","5.11","5","246","3","4","6","7","7","4.94","5.28","1","7","5","5"
"2010","vocational + Abi","Urban Area","5.14","5","697","3","4","6","7","7","5.04","5.24","1","7","5","6"
"2011","general elemantary","Rural Area","","","","","","","","","","","","","",""
"2011","general elemantary","Urban Area","","","","","","","","","","","","","",""
"2011","higher education","Rural Area","","","","","","","","","","","","","",""
"2011","higher education","Urban Area","","","","","","","","","","","","","",""
"2011","higher vocational","Rural Area","","","","","","","","","","","","","",""
"2011","higher vocational","Urban Area","","","","","","","","","","","","","",""
"2011","in school","Rural Area","","","","","","","","","","","","","",""
"2011","in school","Urban Area","","","","","","","","","","","","","",""
"2011","inadequately","Rural Area","","","","","","","","","","","","","",""
"2011","inadequately","Urban Area","","","","","","","","","","","","","",""
"2011","middle vocational","Rural Area","","","","","","","","","","","","","",""
"2011","middle vocational","Urban Area","","","","","","","","","","","","","",""
"2011","vocational + Abi","Rural Area","","","","","","","","","","","","","",""
"2011","vocational + Abi","Urban Area","","","","","","","","","","","","","",""
"2012","general elemantary","Rural Area","","","","","","","","","","","","","",""
"2012","general elemantary","Urban Area","","","","","","","","","","","","","",""
"2012","higher education","Rural Area","","","","","","","","","","","","","",""
"2012","higher education","Urban Area","","","","","","","","","","","","","",""
"2012","higher vocational","Rural Area","","","","","","","","","","","","","",""
"2012","higher vocational","Urban Area","","","","","","","","","","","","","",""
"2012","in school","Rural Area","","","","","","","","","","","","","",""
"2012","in school","Urban Area","","","","","","","","","","","","","",""
"2012","inadequately","Rural Area","","","","","","","","","","","","","",""
"2012","inadequately","Urban Area","","","","","","","","","","","","","",""
"2012","middle vocational","Rural Area","","","","","","","","","","","","","",""
"2012","middle vocational","Urban Area","","","","","","","","","","","","","",""
"2012","vocational + Abi","Rural Area","","","","","","","","","","","","","",""
"2012","vocational + Abi","Urban Area","","","","","","","","","","","","","",""
"2013","general elemantary","Rural Area","","","","","","","","","","","","","",""
"2013","general elemantary","Urban Area","","","","","","","","","","","","","",""
"2013","higher education","Rural Area","","","","","","","","","","","","","",""
"2013","higher education","Urban Area","","","","","","","","","","","","","",""
"2013","higher vocational","Rural Area","","","","","","","","","","","","","",""
"2013","higher vocational","Urban Area","","","","","","","","","","","","","",""
"2013","in school","Rural Area","","","","","","","","","","","","","",""
"2013","in school","Urban Area","","","","","","","","","","","","","",""
"2013","inadequately","Rural Area","","","","","","","","","","","","","",""
"2013","inadequately","Urban Area","","","","","","","","","","","","","",""
"2013","middle vocational","Rural Area","","","","","","","","","","","","","",""
"2013","middle vocational","Urban Area","","","","","","","","","","","","","",""
"2013","vocational + Abi","Rural Area","","","","","","","","","","","","","",""
"2013","vocational + Abi","Urban Area","","","","","","","","","","","","","",""
"2014","general elemantary","Rural Area","","","","","","","","","","","","","",""
"2014","general elemantary","Urban Area","","","","","","","","","","","","","",""
"2014","higher education","Rural Area","","","","","","","","","","","","","",""
"2014","higher education","Urban Area","","","","","","","","","","","","","",""
"2014","higher vocational","Rural Area","","","","","","","","","","","","","",""
"2014","higher vocational","Urban Area","","","","","","","","","","","","","",""
"2014","in school","Rural Area","","","","","","","","","","","","","",""
"2014","in school","Urban Area","","","","","","","","","","","","","",""
"2014","inadequately","Rural Area","","","","","","","","","","","","","",""
"2014","inadequately","Urban Area","","","","","","","","","","","","","",""
"2014","middle vocational","Rural Area","","","","","","","","","","","","","",""
"2014","middle vocational","Urban Area","","","","","","","","","","","","","",""
"2014","vocational + Abi","Rural Area","","","","","","","","","","","","","",""
"2014","vocational + Abi","Urban Area","","","","","","","","","","","","","",""
"2015","general elemantary","Rural Area","5.24","5.78","970","3","4","7","7","7","5.13","5.35","1","7","5","6"
"2015","general elemantary","Urban Area","5.19","6","1947","3","4","7","7","7","5.12","5.26","1","7","5","6"
"2015","higher education","Rural Area","5.43","6","1729","4","5","6","7","7","5.37","5.49","1","7","6","6"
"2015","higher education","Urban Area","5.49","6","4675","4","5","6","7","7","5.45","5.53","1","7","6","6"
"2015","higher vocational","Rural Area","5.26","6","605","3","4","6","7","7","5.15","5.37","1","7","5","6"
"2015","higher vocational","Urban Area","5.32","6","931","3","5","6","7","7","5.23","5.41","1","7","5","6"
"2015","in school","Rural Area","5.27","6","123","4","5","6","7","7","5.05","5.49","1","7","5","6"
"2015","in school","Urban Area","4.97","5","251","3","4","6","7","7","4.78","5.16","1","7","5","6"
"2015","inadequately","Rural Area","5.03","5","146","2","4","7","7","7","4.73","5.33","1","7","5","6"
"2015","inadequately","Urban Area","5.08","5","362","2","4","7","7","7","4.89","5.27","1","7","5","6"
"2015","middle vocational","Rural Area","5.23","5","4744","3","4","6","7","7","5.19","5.27","1","7","5","5"
"2015","middle vocational","Urban Area","5.23","6","7396","3","4","6","7","7","5.2","5.26","1","7","6","6"
"2015","vocational + Abi","Rural Area","5.32","6","575","3","5","6","7","7","5.19","5.45","1","7","6","6"
"2015","vocational + Abi","Urban Area","5.36","6","1568","4","5","6","7","7","5.29","5.43","1","7","5","6"
"2016","general elemantary","Rural Area","6.51","7","256","5","7","7","7","7","6.38","6.64","1","7","7","7"
"2016","general elemantary","Urban Area","5.79","7","573","4","5","7","7","7","5.7","5.88","1","7","7","7"
"2016","higher education","Rural Area","6.44","7","233","5","6","7","7","7","6.31","6.57","2","7","7","7"
"2016","higher education","Urban Area","5.96","6","537","4","5","7","7","7","5.87","6.05","1","7","7","7"
"2016","higher vocational","Rural Area","","","","","","","","","","","","","",""
"2016","higher vocational","Urban Area","","","","","","","","","","","","","",""
"2016","in school","Rural Area","","","","","","","","","","","","","",""
"2016","in school","Urban Area","","","","","","","","","","","","","",""
"2016","inadequately","Rural Area","6.36","7","508","4","6","7","7","7","6.27","6.45","1","7","7","7"
"2016","inadequately","Urban Area","6.07","7","1014","4","5","7","7","7","6","6.14","1","7","7","7"
"2016","middle vocational","Rural Area","5.76","7","232","2","4","7","7","7","5.6","5.92","1","7","7","7"
"2016","middle vocational","Urban Area","5.99","7","555","4","5","7","7","7","5.9","6.08","1","7","7","7"
"2016","vocational + Abi","Rural Area","6.29","6","36","5","6","7","7","7","5.78","6.8","1","7","7","7"
"2016","vocational + Abi","Urban Area","5.21","6","76","4","4","6","7","7","4.97","5.45","1","7","6","7"
"2017","general elemantary","Rural Area","6.18","7","170","3","7","7","7","7","5.96","6.4","1","7","7","7"
"2017","general elemantary","Urban Area","6.31","7","385","5","6","7","7","7","6.21","6.41","1","7","7","7"
"2017","higher education","Rural Area","6.24","7","103","4","6","7","7","7","5.98","6.5","1","7","7","7"
"2017","higher education","Urban Area","6.49","7","342","5","6","7","7","7","6.38","6.6","1","7","7","7"
