"year","sampreg","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2005","Ostdeutschland, neue Bundeslaender","Female","5.2","5","2619","3","4","7","7","7","5.14","5.26","1","7","5","6"
"2005","Ostdeutschland, neue Bundeslaender","Male","5.24","5","2419","3","4","6","7","7","5.18","5.3","1","7","5","6"
"2005","Westdeutschland, alte Bundeslaender","Female","5.22","5","8157","3","4","6","7","7","5.19","5.25","1","7","5","6"
"2005","Westdeutschland, alte Bundeslaender","Male","5.3","6","7461","3","4","6","7","7","5.27","5.33","1","7","5","6"
"2006","Ostdeutschland, neue Bundeslaender","Female","","","","","","","","","","","","","",""
"2006","Ostdeutschland, neue Bundeslaender","Male","","","","","","","","","","","","","",""
"2006","Westdeutschland, alte Bundeslaender","Female","","","","","","","","","","","","","",""
"2006","Westdeutschland, alte Bundeslaender","Male","","","","","","","","","","","","","",""
"2007","Ostdeutschland, neue Bundeslaender","Female","","","","","","","","","","","","","",""
"2007","Ostdeutschland, neue Bundeslaender","Male","","","","","","","","","","","","","",""
"2007","Westdeutschland, alte Bundeslaender","Female","","","","","","","","","","","","","",""
"2007","Westdeutschland, alte Bundeslaender","Male","","","","","","","","","","","","","",""
"2008","Ostdeutschland, neue Bundeslaender","Female","","","","","","","","","","","","","",""
"2008","Ostdeutschland, neue Bundeslaender","Male","","","","","","","","","","","","","",""
"2008","Westdeutschland, alte Bundeslaender","Female","","","","","","","","","","","","","",""
"2008","Westdeutschland, alte Bundeslaender","Male","","","","","","","","","","","","","",""
"2009","Ostdeutschland, neue Bundeslaender","Female","","","","","","","","","","","","","",""
"2009","Ostdeutschland, neue Bundeslaender","Male","","","","","","","","","","","","","",""
"2009","Westdeutschland, alte Bundeslaender","Female","","","","","","","","","","","","","",""
"2009","Westdeutschland, alte Bundeslaender","Male","","","","","","","","","","","","","",""
"2010","Ostdeutschland, neue Bundeslaender","Female","5.23","6","2145","3","4","6","7","7","5.17","5.29","1","7","5","6"
"2010","Ostdeutschland, neue Bundeslaender","Male","5.21","5","1984","3","4","6","7","7","5.15","5.27","1","7","5","6"
"2010","Westdeutschland, alte Bundeslaender","Female","5.14","5","6568","3","4","6","7","7","5.1","5.18","1","7","5","5"
"2010","Westdeutschland, alte Bundeslaender","Male","5.26","5","5947","3","4","6","7","7","5.22","5.3","1","7","5","6"
"2011","Ostdeutschland, neue Bundeslaender","Female","","","","","","","","","","","","","",""
"2011","Ostdeutschland, neue Bundeslaender","Male","","","","","","","","","","","","","",""
"2011","Westdeutschland, alte Bundeslaender","Female","","","","","","","","","","","","","",""
"2011","Westdeutschland, alte Bundeslaender","Male","","","","","","","","","","","","","",""
"2012","Ostdeutschland, neue Bundeslaender","Female","","","","","","","","","","","","","",""
"2012","Ostdeutschland, neue Bundeslaender","Male","","","","","","","","","","","","","",""
"2012","Westdeutschland, alte Bundeslaender","Female","","","","","","","","","","","","","",""
"2012","Westdeutschland, alte Bundeslaender","Male","","","","","","","","","","","","","",""
"2013","Ostdeutschland, neue Bundeslaender","Female","","","","","","","","","","","","","",""
"2013","Ostdeutschland, neue Bundeslaender","Male","","","","","","","","","","","","","",""
"2013","Westdeutschland, alte Bundeslaender","Female","","","","","","","","","","","","","",""
"2013","Westdeutschland, alte Bundeslaender","Male","","","","","","","","","","","","","",""
"2014","Ostdeutschland, neue Bundeslaender","Female","","","","","","","","","","","","","",""
"2014","Ostdeutschland, neue Bundeslaender","Male","","","","","","","","","","","","","",""
"2014","Westdeutschland, alte Bundeslaender","Female","","","","","","","","","","","","","",""
"2014","Westdeutschland, alte Bundeslaender","Male","","","","","","","","","","","","","",""
"2015","Ostdeutschland, neue Bundeslaender","Female","5.21","6","2944","3","4","6","7","7","5.16","5.26","1","7","5","6"
"2015","Ostdeutschland, neue Bundeslaender","Male","5.26","6","2485","3","4","6","7","7","5.2","5.32","1","7","5","6"
"2015","Westdeutschland, alte Bundeslaender","Female","5.25","6","11447","3","4","6","7","7","5.22","5.28","1","7","6","6"
"2015","Westdeutschland, alte Bundeslaender","Male","5.36","6","9780","3","5","6","7","7","5.33","5.39","1","7","6","6"
"2016","Ostdeutschland, neue Bundeslaender","Female","6.11","7","266","3","6","7","7","7","5.97","6.25","1","7","7","7"
"2016","Ostdeutschland, neue Bundeslaender","Male","6.49","7","463","5","6","7","7","7","6.4","6.58","1","7","7","7"
"2016","Westdeutschland, alte Bundeslaender","Female","5.67","6.57","1390","3","4","7","7","7","5.61","5.73","1","7","7","7"
"2016","Westdeutschland, alte Bundeslaender","Male","6.09","7","2226","4","5","7","7","7","6.04","6.14","1","7","7","7"
"2017","Ostdeutschland, neue Bundeslaender","Female","6.52","7","124","5","7","7","7","7","6.3","6.74","1","7","7","7"
"2017","Ostdeutschland, neue Bundeslaender","Male","6.37","7","139","5","6","7","7","7","6.19","6.55","1","7","7","7"
"2017","Westdeutschland, alte Bundeslaender","Female","6.33","7","1085","5","6","7","7","7","6.26","6.4","1","7","7","7"
"2017","Westdeutschland, alte Bundeslaender","Male","6.34","7","1501","5","6","7","7","7","6.28","6.4","1","7","7","7"
"2018","Ostdeutschland, neue Bundeslaender","Female","6.75","7","32","6","7","7","7","7","6.28","7.22","1","7","7","7"
"2018","Ostdeutschland, neue Bundeslaender","Male","","","","","","","","","","","","","",""
"2018","Westdeutschland, alte Bundeslaender","Female","6.4","7","192","5","6","7","7","7","6.21","6.59","1","7","7","7"
"2018","Westdeutschland, alte Bundeslaender","Male","6.43","7","179","5","7","7","7","7","6.25","6.61","1","7","7","7"
"2019","Ostdeutschland, neue Bundeslaender","Female","","","","","","","","","","","","","",""
"2019","Ostdeutschland, neue Bundeslaender","Male","","","","","","","","","","","","","",""
"2019","Westdeutschland, alte Bundeslaender","Female","6.1","7","131","4","6","7","7","7","5.85","6.35","1","7","6","7"
"2019","Westdeutschland, alte Bundeslaender","Male","6.28","7","124","4","6","7","7","7","6.07","6.49","1","7","7","7"
