"year","e11102","migback","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1985","Employed","direct migration background","4.16","4","2031","3","4","5","5","5","4.12","4.2","2","5","5","5"
"1985","Employed","indirect migration background","3.67","4","70","2","3","4","5","5","3.39","3.95","2","5","3","4"
"1985","Employed","no migration background","3.91","4","4686","2","3","5","5","5","3.88","3.94","2","5","4","4"
"1985","Not Employed","direct migration background","4.44","5","883","3","4","5","5","5","4.38","4.5","2","5","5","5"
"1985","Not Employed","indirect migration background","3.98","4","72","2","3","5","5","5","3.73","4.23","2","5","3","4"
"1985","Not Employed","no migration background","4.44","5","3223","3","4","5","5","5","4.41","4.47","2","5","5","5"
"1986","Employed","direct migration background","4.21","4","1989","3","4","5","5","5","4.17","4.25","2","5","5","5"
"1986","Employed","indirect migration background","3.62","4","91","2","3","5","5","5","3.4","3.84","2","5","3","4"
"1986","Employed","no migration background","3.89","4","4581","2","3","5","5","5","3.86","3.92","2","5","4","4"
"1986","Not Employed","direct migration background","4.45","5","850","3","4","5","5","5","4.39","4.51","2","5","5","5"
"1986","Not Employed","indirect migration background","3.86","4","64","2","2","5","5","5","3.58","4.14","2","5","3","4"
"1986","Not Employed","no migration background","4.46","5","2983","3","4","5","5","5","4.43","4.49","2","5","5","5"
"1987","Employed","direct migration background","","","","","","","","","","","","","",""
"1987","Employed","indirect migration background","","","","","","","","","","","","","",""
"1987","Employed","no migration background","","","","","","","","","","","","","",""
"1987","Not Employed","direct migration background","","","","","","","","","","","","","",""
"1987","Not Employed","indirect migration background","","","","","","","","","","","","","",""
"1987","Not Employed","no migration background","","","","","","","","","","","","","",""
"1988","Employed","direct migration background","4.22","4","1864","3","4","5","5","5","4.18","4.26","2","5","5","5"
"1988","Employed","indirect migration background","3.61","4","125","2","3","4","5","5","3.43","3.79","2","5","3","4"
"1988","Employed","no migration background","3.89","4","4405","2","3","5","5","5","3.86","3.92","2","5","4","4"
"1988","Not Employed","direct migration background","4.5","5","806","3","4","5","5","5","4.44","4.56","2","5","5","5"
"1988","Not Employed","indirect migration background","3.95","4","98","2","3","5","5","5","3.73","4.17","2","5","3","4"
"1988","Not Employed","no migration background","4.47","5","2635","3","4","5","5","5","4.43","4.51","2","5","5","5"
"1989","Employed","direct migration background","","","","","","","","","","","","","",""
"1989","Employed","indirect migration background","","","","","","","","","","","","","",""
"1989","Employed","no migration background","","","","","","","","","","","","","",""
"1989","Not Employed","direct migration background","","","","","","","","","","","","","",""
"1989","Not Employed","indirect migration background","","","","","","","","","","","","","",""
"1989","Not Employed","no migration background","","","","","","","","","","","","","",""
"1990","Employed","direct migration background","4.31","5","1733","3","4","5","5","5","4.27","4.35","1","5","5","5"
"1990","Employed","indirect migration background","3.48","3","176","2","3","4","5","5","3.33","3.63","1","5","3","3"
"1990","Employed","no migration background","4.02","4","4240","3","4","5","5","5","3.99","4.05","1","5","4","4"
"1990","Not Employed","direct migration background","4.58","5","801","3","4","5","5","5","4.53","4.63","2","5","5","5"
"1990","Not Employed","indirect migration background","3.86","4","119","2","3","5","5","5","3.67","4.05","2","5","3","4"
"1990","Not Employed","no migration background","4.58","5","2414","3","4","5","5","5","4.55","4.61","1","5","5","5"
"1991","Employed","direct migration background","","","","","","","","","","","","","",""
"1991","Employed","indirect migration background","","","","","","","","","","","","","",""
"1991","Employed","no migration background","","","","","","","","","","","","","",""
"1991","Not Employed","direct migration background","","","","","","","","","","","","","",""
"1991","Not Employed","indirect migration background","","","","","","","","","","","","","",""
"1991","Not Employed","no migration background","","","","","","","","","","","","","",""
"1992","Employed","direct migration background","4.17","4","1740","3","4","5","5","5","4.13","4.21","2","5","4","5"
