"year","migback","pgisced97","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1985","direct migration background","general elemantary","4.32","5","913","3","4","5","5","5","4.26","4.38","2","5","5","5"
"1985","direct migration background","higher education","4.16","4","110","3","4","5","5","5","4","4.32","2","5","4","4"
"1985","direct migration background","higher vocational","4.22","4.32","48","3","4","5","5","5","3.95","4.49","2","5","4","5"
"1985","direct migration background","in school","","","","","","","","","","","","","",""
"1985","direct migration background","inadequately","4.64","5","754","4","4","5","5","5","4.59","4.69","2","5","5","5"
"1985","direct migration background","middle vocational","4.13","4","901","3","4","5","5","5","4.06","4.2","2","5","4","4"
"1985","direct migration background","vocational + Abi","3.87","4","102","3","3","5","5","5","3.68","4.06","2","5","4","5"
"1985","indirect migration background","general elemantary","3.79","4","59","2","3","5","5","5","3.53","4.05","2","5","3","4"
"1985","indirect migration background","higher education","","","","","","","","","","","","","",""
"1985","indirect migration background","higher vocational","","","","","","","","","","","","","",""
"1985","indirect migration background","in school","","","","","","","","","","","","","",""
"1985","indirect migration background","inadequately","","","","","","","","","","","","","",""
"1985","indirect migration background","middle vocational","3.88","4","56","2","3","5","5","5","3.56","4.2","2","5","3","4"
"1985","indirect migration background","vocational + Abi","","","","","","","","","","","","","",""
"1985","no migration background","general elemantary","4.3","5","2074","3","4","5","5","5","4.26","4.34","2","5","5","5"
"1985","no migration background","higher education","4","4","636","3","3","5","5","5","3.93","4.07","2","5","4","4"
"1985","no migration background","higher vocational","4.18","4","560","3","4","5","5","5","4.11","4.25","2","5","4","4"
"1985","no migration background","in school","2.98","3","154","2","2","4","4","5","2.84","3.12","2","5","3","3"
"1985","no migration background","inadequately","4","4","81","2","4","5","5","5","3.77","4.23","2","5","4","5"
"1985","no migration background","middle vocational","4.15","4","4189","3","4","5","5","5","4.12","4.18","2","5","4","4"
"1985","no migration background","vocational + Abi","3.94","4","170","2","3","5","5","5","3.79","4.09","2","5","4","4"
"1986","direct migration background","general elemantary","4.4","5","920","3","4","5","5","5","4.34","4.46","2","5","5","5"
"1986","direct migration background","higher education","4.06","4","108","3","4","5","5","5","3.89","4.23","2","5","4","4"
"1986","direct migration background","higher vocational","4.03","4","50","3","3","5","5","5","3.82","4.24","2","5","4","4"
"1986","direct migration background","in school","2.9","3","31","2","2","3","4","5","2.59","3.21","2","5","3","4"
"1986","direct migration background","inadequately","4.61","5","692","4","4","5","5","5","4.55","4.67","2","5","5","5"
"1986","direct migration background","middle vocational","4.21","4","874","3","4","5","5","5","4.14","4.28","2","5","4","4"
"1986","direct migration background","vocational + Abi","4.12","4","105","3","4","5","5","5","3.94","4.3","2","5","4","5"
"1986","indirect migration background","general elemantary","3.53","4","59","2","2","4","5","5","3.25","3.81","2","5","3","4"
"1986","indirect migration background","higher education","","","","","","","","","","","","","",""
"1986","indirect migration background","higher vocational","","","","","","","","","","","","","",""
"1986","indirect migration background","in school","","","","","","","","","","","","","",""
"1986","indirect migration background","inadequately","","","","","","","","","","","","","",""
"1986","indirect migration background","middle vocational","3.93","4","62","2","3","5","5","5","3.67","4.19","2","5","3","4"
"1986","indirect migration background","vocational + Abi","","","","","","","","","","","","","",""
"1986","no migration background","general elemantary","4.29","5","1916","3","4","5","5","5","4.24","4.34","2","5","5","5"
"1986","no migration background","higher education","4.03","4","632","3","3","5","5","5","3.96","4.1","2","5","4","4"
"1986","no migration background","higher vocational","4.19","4","519","3","4","5","5","5","4.12","4.26","2","5","4","4"
"1986","no migration background","in school","3.03","3","145","2","2","4","4","5","2.89","3.17","2","5","3","3"
"1986","no migration background","inadequately","4.06","4","85","2","3","5","5","5","3.84","4.28","2","5","4","5"
"1986","no migration background","middle vocational","4.13","4","4047","3","4","5","5","5","4.1","4.16","2","5","4","4"
"1986","no migration background","vocational + Abi","3.98","4","171","3","3","5","5","5","3.84","4.12","2","5","4","4"
"1987","direct migration background","general elemantary","","","","","","","","","","","","","",""
"1987","direct migration background","higher education","","","","","","","","","","","","","",""
"1987","direct migration background","higher vocational","","","","","","","","","","","","","",""
"1987","direct migration background","in school","","","","","","","","","","","","","",""
"1987","direct migration background","inadequately","","","","","","","","","","","","","",""
"1987","direct migration background","middle vocational","","","","","","","","","","","","","",""
"1987","direct migration background","vocational + Abi","","","","","","","","","","","","","",""
"1987","indirect migration background","general elemantary","","","","","","","","","","","","","",""
"1987","indirect migration background","higher education","","","","","","","","","","","","","",""
"1987","indirect migration background","higher vocational","","","","","","","","","","","","","",""
"1987","indirect migration background","in school","","","","","","","","","","","","","",""
"1987","indirect migration background","inadequately","","","","","","","","","","","","","",""
"1987","indirect migration background","middle vocational","","","","","","","","","","","","","",""
"1987","indirect migration background","vocational + Abi","","","","","","","","","","","","","",""
"1987","no migration background","general elemantary","","","","","","","","","","","","","",""
"1987","no migration background","higher education","","","","","","","","","","","","","",""
"1987","no migration background","higher vocational","","","","","","","","","","","","","",""
"1987","no migration background","in school","","","","","","","","","","","","","",""
"1987","no migration background","inadequately","","","","","","","","","","","","","",""
"1987","no migration background","middle vocational","","","","","","","","","","","","","",""
"1987","no migration background","vocational + Abi","","","","","","","","","","","","","",""
"1988","direct migration background","general elemantary","4.39","5","910","3","4","5","5","5","4.33","4.45","2","5","5","5"
"1988","direct migration background","higher education","4.17","4","85","3","4","5","5","5","3.99","4.35","2","5","4","4"
"1988","direct migration background","higher vocational","4.12","4","54","3","4","5","5","5","3.9","4.34","2","5","4","5"
"1988","direct migration background","in school","","","","","","","","","","","","","",""
"1988","direct migration background","inadequately","4.64","5","623","4","4","5","5","5","4.59","4.69","2","5","5","5"
"1988","direct migration background","middle vocational","4.22","4","820","3","4","5","5","5","4.15","4.29","2","5","4","5"
"1988","direct migration background","vocational + Abi","4.34","5","95","3","4","5","5","5","4.16","4.52","2","5","4","5"
"1988","indirect migration background","general elemantary","3.56","4","82","2","3","4","5","5","3.32","3.8","2","5","3","4"
"1988","indirect migration background","higher education","","","","","","","","","","","","","",""
"1988","indirect migration background","higher vocational","","","","","","","","","","","","","",""
"1988","indirect migration background","in school","","","","","","","","","","","","","",""
"1988","indirect migration background","inadequately","","","","","","","","","","","","","",""
"1988","indirect migration background","middle vocational","3.86","4","89","2","3","5","5","5","3.63","4.09","2","5","3","4"
"1988","indirect migration background","vocational + Abi","","","","","","","","","","","","","",""
"1988","no migration background","general elemantary","4.34","5","1724","3","4","5","5","5","4.29","4.39","2","5","5","5"
"1988","no migration background","higher education","3.97","4","610","3","3","5","5","5","3.9","4.04","2","5","4","4"
"1988","no migration background","higher vocational","4.18","4","474","3","4","5","5","5","4.11","4.25","2","5","4","4"
"1988","no migration background","in school","2.82","3","124","2","2","3","4","4","2.68","2.96","2","5","3","3"
"1988","no migration background","inadequately","4.01","4","67","2","3","5","5","5","3.75","4.27","2","5","4","5"
"1988","no migration background","middle vocational","4.12","4","3797","3","4","5","5","5","4.09","4.15","2","5","4","4"
"1988","no migration background","vocational + Abi","3.8","4","172","2","3","5","5","5","3.65","3.95","2","5","4","4"
"1989","direct migration background","general elemantary","","","","","","","","","","","","","",""
"1989","direct migration background","higher education","","","","","","","","","","","","","",""
"1989","direct migration background","higher vocational","","","","","","","","","","","","","",""
"1989","direct migration background","in school","","","","","","","","","","","","","",""
"1989","direct migration background","inadequately","","","","","","","","","","","","","",""
"1989","direct migration background","middle vocational","","","","","","","","","","","","","",""
"1989","direct migration background","vocational + Abi","","","","","","","","","","","","","",""
"1989","indirect migration background","general elemantary","","","","","","","","","","","","","",""
"1989","indirect migration background","higher education","","","","","","","","","","","","","",""
"1989","indirect migration background","higher vocational","","","","","","","","","","","","","",""
"1989","indirect migration background","in school","","","","","","","","","","","","","",""
"1989","indirect migration background","inadequately","","","","","","","","","","","","","",""
"1989","indirect migration background","middle vocational","","","","","","","","","","","","","",""
"1989","indirect migration background","vocational + Abi","","","","","","","","","","","","","",""
"1989","no migration background","general elemantary","","","","","","","","","","","","","",""
"1989","no migration background","higher education","","","","","","","","","","","","","",""
"1989","no migration background","higher vocational","","","","","","","","","","","","","",""
"1989","no migration background","in school","","","","","","","","","","","","","",""
"1989","no migration background","inadequately","","","","","","","","","","","","","",""
"1989","no migration background","middle vocational","","","","","","","","","","","","","",""
"1989","no migration background","vocational + Abi","","","","","","","","","","","","","",""
"1990","direct migration background","general elemantary","4.47","5","868","3","4","5","5","5","4.41","4.53","1","5","5","5"
"1990","direct migration background","higher education","4.26","4","126","3","4","5","5","5","4.12","4.4","2","5","4","4"
"1990","direct migration background","higher vocational","4.09","4","59","3","4","5","5","5","3.9","4.28","3","5","4","5"
"1990","direct migration background","in school","","","","","","","","","","","","","",""
"1990","direct migration background","inadequately","4.7","5","556","4","5","5","5","5","4.65","4.75","1","5","5","5"
