"year","e11103","pgcasmin","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1985","Full Time","(0) in school","","","","","","","","","","","","","",""
"1985","Full Time","(1a) inadequately completed","4.35","5","448","3","4","5","5","5","4.27","4.43","2","5","5","5"
"1985","Full Time","(1b) general elementary school","4.11","4","871","2","4","5","5","5","4.04","4.18","2","5","4","5"
"1985","Full Time","(1c) basic vocational qualification","4.02","4","1978","3","4","5","5","5","3.98","4.06","2","5","4","4"
"1985","Full Time","(2a) intermediate vocational","3.69","4","712","2","3","4","5","5","3.62","3.76","2","5","4","4"
"1985","Full Time","(2b) intermediate general qualification","3.11","3","134","2","2","4","4","5","2.94","3.28","2","5","3","3"
"1985","Full Time","(2c_gen) general maturity certificate","3.74","4","75","2","3","4","5","5","3.53","3.95","2","5","4","4"
"1985","Full Time","(2c_voc) vocational maturity certificate","3.86","4","208","2","3","5","5","5","3.72","4","2","5","4","4"
"1985","Full Time","(3a) lower tertiary education","4.05","4","156","3","4","5","5","5","3.92","4.18","2","5","4","4"
"1985","Full Time","(3b) higher tertiary education","3.89","4","302","3","3","5","5","5","3.79","3.99","2","5","4","4"
"1985","Not Working","(0) in school","3","3","179","2","2","4","4","5","2.86","3.14","2","5","3","3"
"1985","Not Working","(1a) inadequately completed","4.53","5","355","3","4","5","5","5","4.46","4.6","2","5","5","5"
"1985","Not Working","(1b) general elementary school","4.67","5","1293","4","5","5","5","5","4.63","4.71","2","5","5","5"
"1985","Not Working","(1c) basic vocational qualification","4.64","5","1206","4","4","5","5","5","4.6","4.68","2","5","5","5"
"1985","Not Working","(2a) intermediate vocational","4.51","5","384","4","4","5","5","5","4.43","4.59","2","5","4","5"
"1985","Not Working","(2b) intermediate general qualification","3.7","4","236","2","3","5","5","5","3.56","3.84","2","5","3","4"
"1985","Not Working","(2c_gen) general maturity certificate","3.3","3","200","2","2","4","5","5","3.15","3.45","2","5","3","4"
"1985","Not Working","(2c_voc) vocational maturity certificate","4.26","5","116","3","4","5","5","5","4.09","4.43","2","5","4","5"
"1985","Not Working","(3a) lower tertiary education","4.54","5","57","4","4","5","5","5","4.32","4.76","2","5","4","5"
"1985","Not Working","(3b) higher tertiary education","4.39","5","92","3","4","5","5","5","4.19","4.59","2","5","4","5"
"1985","Part Time","(0) in school","","","","","","","","","","","","","",""
"1985","Part Time","(1a) inadequately completed","4.51","5","102","3","4","5","5","5","4.38","4.64","2","5","5","5"
"1985","Part Time","(1b) general elementary school","4.22","5","440","3","4","5","5","5","4.13","4.31","2","5","4","5"
"1985","Part Time","(1c) basic vocational qualification","4.19","4","612","3","4","5","5","5","4.12","4.26","2","5","4","4"
"1985","Part Time","(2a) intermediate vocational","3.87","4","236","3","3","4","5","5","3.76","3.98","2","5","4","4"
"1985","Part Time","(2b) intermediate general qualification","3.25","3","100","2","2","4","5","5","3.04","3.46","2","5","3","4"
"1985","Part Time","(2c_gen) general maturity certificate","2.99","3","102","2","2","4","4","5","2.81","3.17","2","5","3","3"
"1985","Part Time","(2c_voc) vocational maturity certificate","3.72","4","80","2","3","5","5","5","3.49","3.95","2","5","4","4"
"1985","Part Time","(3a) lower tertiary education","3.84","4","32","2","3","5","5","5","3.48","4.2","2","5","3","4"
"1985","Part Time","(3b) higher tertiary education","3.64","4","111","2","3","4","5","5","3.46","3.82","2","5","4","4"
"1986","Full Time","(0) in school","","","","","","","","","","","","","",""
"1986","Full Time","(1a) inadequately completed","4.3","5","401","3","4","5","5","5","4.22","4.38","2","5","5","5"
"1986","Full Time","(1b) general elementary school","4.11","4","874","3","4","5","5","5","4.05","4.17","2","5","4","5"
"1986","Full Time","(1c) basic vocational qualification","4.03","4","1898","3","4","5","5","5","3.99","4.07","2","5","4","4"
"1986","Full Time","(2a) intermediate vocational","3.69","4","698","2","3","4","5","5","3.62","3.76","2","5","4","4"
