"year","migback","regtyp","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1985","direct migration background","Rural Area","4.15","5","345","2","4","5","5","5","4.05","4.25","2","5","4","5"
"1985","direct migration background","Urban Area","4.28","5","2569","3","4","5","5","5","4.24","4.32","2","5","5","5"
"1985","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"1985","indirect migration background","Urban Area","3.77","4","125","2","3","5","5","5","3.57","3.97","2","5","3","4"
"1985","no migration background","Rural Area","4.17","4","1898","2","4","5","5","5","4.13","4.21","2","5","4","4"
"1985","no migration background","Urban Area","4.14","4","6011","3","4","5","5","5","4.12","4.16","2","5","4","4"
"1986","direct migration background","Rural Area","4.23","4.6","356","3","4","5","5","5","4.13","4.33","2","5","5","5"
"1986","direct migration background","Urban Area","4.31","5","2483","3","4","5","5","5","4.27","4.35","2","5","5","5"
"1986","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"1986","indirect migration background","Urban Area","3.66","4","136","2","3","5","5","5","3.48","3.84","2","5","3","4"
"1986","no migration background","Rural Area","4.13","4","1792","2","4","5","5","5","4.08","4.18","2","5","4","4"
"1986","no migration background","Urban Area","4.15","4","5772","3","4","5","5","5","4.13","4.17","2","5","4","4"
"1987","direct migration background","Rural Area","","","","","","","","","","","","","",""
"1987","direct migration background","Urban Area","","","","","","","","","","","","","",""
"1987","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"1987","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"1987","no migration background","Rural Area","","","","","","","","","","","","","",""
"1987","no migration background","Urban Area","","","","","","","","","","","","","",""
"1988","direct migration background","Rural Area","4.16","4","333","3","3","5","5","5","4.06","4.26","2","5","4","5"
"1988","direct migration background","Urban Area","4.35","5","2337","3","4","5","5","5","4.31","4.39","2","5","5","5"
"1988","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"1988","indirect migration background","Urban Area","3.72","4","195","2","3","5","5","5","3.57","3.87","2","5","3","4"
"1988","no migration background","Rural Area","4.12","4","1641","3","4","5","5","5","4.07","4.17","2","5","4","4"
"1988","no migration background","Urban Area","4.14","4","5399","3","4","5","5","5","4.11","4.17","2","5","4","4"
"1989","direct migration background","Rural Area","","","","","","","","","","","","","",""
"1989","direct migration background","Urban Area","","","","","","","","","","","","","",""
"1989","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"1989","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"1989","no migration background","Rural Area","","","","","","","","","","","","","",""
"1989","no migration background","Urban Area","","","","","","","","","","","","","",""
"1990","direct migration background","Rural Area","4.32","5","405","3","4","5","5","5","4.24","4.4","1","5","5","5"
"1990","direct migration background","Urban Area","4.42","5","2267","3","4","5","5","5","4.38","4.46","1","5","5","5"
"1990","indirect migration background","Rural Area","4.03","4","38","2","3","5","5","5","3.7","4.36","2","5","4","4"
"1990","indirect migration background","Urban Area","3.6","4","259","2","3","4","5","5","3.48","3.72","1","5","3","3"
"1990","no migration background","Rural Area","4.17","4","4249","3","4","5","5","5","4.14","4.2","1","5","4","4"
"1990","no migration background","Urban Area","4.22","4","6568","3","4","5","5","5","4.2","4.24","1","5","4","4"
"1991","direct migration background","Rural Area","","","","","","","","","","","","","",""
"1991","direct migration background","Urban Area","","","","","","","","","","","","","",""
"1991","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"1991","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"1991","no migration background","Rural Area","","","","","","","","","","","","","",""
"1991","no migration background","Urban Area","","","","","","","","","","","","","",""
"1992","direct migration background","Rural Area","4.32","5","395","3","4","5","5","5","4.23","4.41","2","5","5","5"
"1992","direct migration background","Urban Area","4.3","5","2140","3","4","5","5","5","4.26","4.34","2","5","5","5"
"1992","indirect migration background","Rural Area","3.53","4","57","2","3","4","5","5","3.28","3.78","2","5","3","4"
"1992","indirect migration background","Urban Area","3.39","3","351","2","2","4","5","5","3.28","3.5","2","5","3","3"
"1992","no migration background","Rural Area","4.14","4","3939","3","4","5","5","5","4.11","4.17","2","5","4","4"
"1992","no migration background","Urban Area","4.12","4","6233","3","4","5","5","5","4.1","4.14","2","5","4","4"
"1993","direct migration background","Rural Area","","","","","","","","","","","","","",""
"1993","direct migration background","Urban Area","","","","","","","","","","","","","",""
"1993","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"1993","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"1993","no migration background","Rural Area","","","","","","","","","","","","","",""
"1993","no migration background","Urban Area","","","","","","","","","","","","","",""
"1994","direct migration background","Rural Area","4.3","4.81","372","3","4","5","5","5","4.21","4.39","2","5","4","5"
"1994","direct migration background","Urban Area","4.3","5","1980","3","4","5","5","5","4.26","4.34","2","5","5","5"
"1994","indirect migration background","Rural Area","3.05","3","70","2","2","4","4","5","2.81","3.29","2","5","2","4"
"1994","indirect migration background","Urban Area","3.29","3","422","2","2","4","5","5","3.2","3.38","2","5","3","3"
"1994","no migration background","Rural Area","4.12","4","3830","3","4","5","5","5","4.09","4.15","2","5","4","4"
"1994","no migration background","Urban Area","4.09","4","6142","3","4","5","5","5","4.07","4.11","2","5","4","4"
"1995","direct migration background","Rural Area","4.37","5","463","3","4","5","5","5","4.3","4.44","2","5","5","5"
"1995","direct migration background","Urban Area","4.37","5","2335","3","4","5","5","5","4.34","4.4","2","5","5","5"
"1995","indirect migration background","Rural Area","3.17","3","75","2","2","4","4","5","2.93","3.41","1","5","3","3"
"1995","indirect migration background","Urban Area","3.33","3","436","2","2","4","5","5","3.23","3.43","1","5","3","3"
"1995","no migration background","Rural Area","4.23","4","3919","3","4","5","5","5","4.2","4.26","1","5","4","4"
"1995","no migration background","Urban Area","4.19","4","6074","3","4","5","5","5","4.17","4.21","1","5","4","4"
"1996","direct migration background","Rural Area","4.2","4","443","3","4","5","5","5","4.11","4.29","2","5","4","5"
"1996","direct migration background","Urban Area","4.25","4","2165","3","4","5","5","5","4.21","4.29","2","5","4","5"
"1996","indirect migration background","Rural Area","2.93","3","86","2","2","4","4","5","2.71","3.15","2","5","3","3"
"1996","indirect migration background","Urban Area","3.32","3","456","2","3","4","5","5","3.23","3.41","2","5","3","3"
"1996","no migration background","Rural Area","4.04","4","3882","3","4","5","5","5","4.01","4.07","2","5","4","4"
"1996","no migration background","Urban Area","4","4","6025","3","3","5","5","5","3.98","4.02","2","5","4","4"
"1997","direct migration background","Rural Area","4.25","5","420","3","4","5","5","5","4.16","4.34","2","5","4","5"
"1997","direct migration background","Urban Area","4.33","5","2053","3","4","5","5","5","4.29","4.37","2","5","5","5"
"1997","indirect migration background","Rural Area","3.06","3","84","2","2","4","5","5","2.84","3.28","2","5","3","3"
"1997","indirect migration background","Urban Area","3.33","3","488","2","3","4","5","5","3.25","3.41","2","5","3","3"
"1997","no migration background","Rural Area","4.06","4","3832","3","4","5","5","5","4.03","4.09","2","5","4","4"
"1997","no migration background","Urban Area","4.03","4","5937","3","3","5","5","5","4.01","4.05","2","5","4","4"
"1998","direct migration background","Rural Area","4.41","5","406","3","4","5","5","5","4.33","4.49","2","5","5","5"
"1998","direct migration background","Urban Area","4.35","5","2004","3","4","5","5","5","4.31","4.39","2","5","5","5"
"1998","indirect migration background","Rural Area","3.2","3","91","2","2","4","5","5","2.99","3.41","1","5","3","4"
"1998","indirect migration background","Urban Area","3.37","3","511","2","3","4","5","5","3.29","3.45","1","5","3","3"
"1998","no migration background","Rural Area","4.19","4","4366","3","4","5","5","5","4.16","4.22","1","5","4","4"
"1998","no migration background","Urban Area","4.12","4","6880","3","4","5","5","5","4.1","4.14","1","5","4","4"
"1999","direct migration background","Rural Area","4.28","4","352","3","4","5","5","5","4.19","4.37","2","5","4","5"
"1999","direct migration background","Urban Area","4.27","4","1855","3","4","5","5","5","4.23","4.31","2","5","4","5"
"1999","indirect migration background","Rural Area","3.09","3","87","2","2","4","4","5","2.89","3.29","2","5","3","3"
"1999","indirect migration background","Urban Area","3.3","3","523","2","3","4","5","5","3.22","3.38","2","5","3","3"
"1999","no migration background","Rural Area","4.04","4","4266","3","4","5","5","5","4.01","4.07","2","5","4","4"
"1999","no migration background","Urban Area","4.01","4","6602","3","4","5","5","5","3.99","4.03","2","5","4","4"
"2000","direct migration background","Rural Area","","","","","","","","","","","","","",""
