"year","e11102","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1985","Employed","East Germany","","","","","","","","","","","","","",""
"1985","Employed","West Germany","3.94","4","6787","2","3","5","5","5","3.92","3.96","2","5","4","4"
"1985","Not Employed","East Germany","","","","","","","","","","","","","",""
"1985","Not Employed","West Germany","4.44","5","4178","3","4","5","5","5","4.41","4.47","2","5","5","5"
"1986","Employed","East Germany","","","","","","","","","","","","","",""
"1986","Employed","West Germany","3.93","4","6661","2","3","5","5","5","3.91","3.95","2","5","4","4"
"1986","Not Employed","East Germany","","","","","","","","","","","","","",""
"1986","Not Employed","West Germany","4.46","5","3897","3","4","5","5","5","4.43","4.49","2","5","5","5"
"1987","Employed","East Germany","","","","","","","","","","","","","",""
"1987","Employed","West Germany","","","","","","","","","","","","","",""
"1987","Not Employed","East Germany","","","","","","","","","","","","","",""
"1987","Not Employed","West Germany","","","","","","","","","","","","","",""
"1988","Employed","East Germany","","","","","","","","","","","","","",""
"1988","Employed","West Germany","3.92","4","6394","3","3","5","5","5","3.9","3.94","2","5","4","4"
"1988","Not Employed","East Germany","","","","","","","","","","","","","",""
"1988","Not Employed","West Germany","4.47","5","3539","3","4","5","5","5","4.44","4.5","2","5","5","5"
"1989","Employed","East Germany","","","","","","","","","","","","","",""
"1989","Employed","West Germany","","","","","","","","","","","","","",""
"1989","Not Employed","East Germany","","","","","","","","","","","","","",""
"1989","Not Employed","West Germany","","","","","","","","","","","","","",""
"1990","Employed","East Germany","","","","","","","","","","","","","",""
"1990","Employed","West Germany","4.05","4","6149","3","4","5","5","5","4.03","4.07","1","5","4","4"
"1990","Not Employed","East Germany","","","","","","","","","","","","","",""
"1990","Not Employed","West Germany","4.57","5","3334","3","4","5","5","5","4.54","4.6","1","5","5","5"
"1991","Employed","East Germany","","","","","","","","","","","","","",""
"1991","Employed","West Germany","","","","","","","","","","","","","",""
"1991","Not Employed","East Germany","","","","","","","","","","","","","",""
"1991","Not Employed","West Germany","","","","","","","","","","","","","",""
"1992","Employed","East Germany","4.04","4","2929","3","4","5","5","5","4.01","4.07","2","5","4","4"
"1992","Employed","West Germany","3.88","4","6108","2","3","5","5","5","3.86","3.9","2","5","4","4"
"1992","Not Employed","East Germany","4.59","5","1029","4","4","5","5","5","4.53","4.65","2","5","5","5"
"1992","Not Employed","West Germany","4.49","5","3166","3","4","5","5","5","4.46","4.52","2","5","5","5"
"1993","Employed","East Germany","","","","","","","","","","","","","",""
"1993","Employed","West Germany","","","","","","","","","","","","","",""
"1993","Not Employed","East Germany","","","","","","","","","","","","","",""
"1993","Not Employed","West Germany","","","","","","","","","","","","","",""
"1994","Employed","East Germany","3.99","4","2434","3","4","5","5","5","3.96","4.02","2","5","4","4"
"1994","Employed","West Germany","3.86","4","5861","3","3","4","5","5","3.84","3.88","2","5","4","4"
"1994","Not Employed","East Germany","4.52","5","1328","3","4","5","5","5","4.47","4.57","2","5","5","5"
"1994","Not Employed","West Germany","4.41","5","3193","3","4","5","5","5","4.38","4.44","2","5","5","5"
"1995","Employed","East Germany","4.03","4","2384","3","4","5","5","5","4","4.06","1","5","4","4"
"1995","Employed","West Germany","3.99","4","6118","3","3","5","5","5","3.97","4.01","1","5","4","4"
"1995","Not Employed","East Germany","4.6","5","1304","4","4","5","5","5","4.55","4.65","2","5","5","5"
"1995","Not Employed","West Germany","4.48","5","3496","3","4","5","5","5","4.45","4.51","1","5","5","5"
"1996","Employed","East Germany","3.84","4","2399","3","3","4","5","5","3.81","3.87","2","5","4","4"
"1996","Employed","West Germany","3.78","4","6032","2","3","4","5","5","3.76","3.8","2","5","4","4"
"1996","Not Employed","East Germany","4.41","5","1285","3","4","5","5","5","4.36","4.46","2","5","4","5"
"1996","Not Employed","West Germany","4.36","5","3342","3","4","5","5","5","4.33","4.39","2","5","5","5"
"1997","Employed","East Germany","3.82","4","2308","3","3","4","5","5","3.79","3.85","2","5","4","4"
"1997","Employed","West Germany","3.82","4","5817","3","3","4","5","5","3.8","3.84","2","5","4","4"
"1997","Not Employed","East Germany","4.41","5","1320","3","4","5","5","5","4.36","4.46","2","5","5","5"
"1997","Not Employed","West Germany","4.39","5","3370","3","4","5","5","5","4.36","4.42","2","5","5","5"
"1998","Employed","East Germany","3.89","4","2451","3","3","4","5","5","3.86","3.92","1","5","4","4"
"1998","Employed","West Germany","3.91","4","6409","3","3","5","5","5","3.89","3.93","1","5","4","4"
"1998","Not Employed","East Germany","4.53","5","1420","3","4","5","5","5","4.48","4.58","1","5","5","5"
"1998","Not Employed","West Germany","4.46","5","3978","3","4","5","5","5","4.43","4.49","1","5","5","5"
"1999","Employed","East Germany","3.76","4","2408","3","3","4","5","5","3.73","3.79","2","5","4","4"
"1999","Employed","West Germany","3.8","4","6357","3","3","4","5","5","3.78","3.82","2","5","4","4"
"1999","Not Employed","East Germany","4.36","5","1367","3","4","5","5","5","4.31","4.41","2","5","4","5"
"1999","Not Employed","West Germany","4.39","5","3553","3","4","5","5","5","4.36","4.42","2","5","5","5"
"2000","Employed","East Germany","","","","","","","","","","","","","",""
"2000","Employed","West Germany","","","","","","","","","","","","","",""
"2000","Not Employed","East Germany","","","","","","","","","","","","","",""
"2000","Not Employed","West Germany","","","","","","","","","","","","","",""
"2001","Employed","East Germany","3.75","4","3333","3","3","4","5","5","3.72","3.78","2","5","4","4"
"2001","Employed","West Germany","3.83","4","10515","3","3","4","5","5","3.81","3.85","2","5","4","4"
"2001","Not Employed","East Germany","4.43","5","2104","3","4","5","5","5","4.39","4.47","2","5","5","5"
"2001","Not Employed","West Germany","4.42","5","5948","3","4","5","5","5","4.4","4.44","2","5","5","5"
"2002","Employed","East Germany","","","","","","","","","","","","","",""
"2002","Employed","West Germany","","","","","","","","","","","","","",""
"2002","Not Employed","East Germany","","","","","","","","","","","","","",""
"2002","Not Employed","West Germany","","","","","","","","","","","","","",""
"2003","Employed","East Germany","3.87","4","3224","3","3","4","5","5","3.84","3.9","1","5","4","4"
"2003","Employed","West Germany","3.94","4","10809","3","3","5","5","5","3.92","3.96","1","5","4","4"
"2003","Not Employed","East Germany","4.47","5","2132","3","4","5","5","5","4.43","4.51","2","5","5","5"
"2003","Not Employed","West Germany","4.5","5","6037","3","4","5","5","5","4.48","4.52","1","5","5","5"
"2004","Employed","East Germany","","","","","","","","","","","","","",""
"2004","Employed","West Germany","","","","","","","","","","","","","",""
"2004","Not Employed","East Germany","","","","","","","","","","","","","",""
"2004","Not Employed","West Germany","","","","","","","","","","","","","",""
"2005","Employed","East Germany","3.82","4","2938","3","3","4","5","5","3.79","3.85","2","5","4","4"
"2005","Employed","West Germany","3.83","4","9894","3","3","4","5","5","3.81","3.85","2","5","4","4"
"2005","Not Employed","East Germany","4.33","5","2103","3","4","5","5","5","4.29","4.37","2","5","4","5"
"2005","Not Employed","West Germany","4.37","5","5770","3","4","5","5","5","4.35","4.39","2","5","5","5"
"2006","Employed","East Germany","","","","","","","","","","","","","",""
"2006","Employed","West Germany","","","","","","","","","","","","","",""
"2006","Not Employed","East Germany","","","","","","","","","","","","","",""
"2006","Not Employed","West Germany","","","","","","","","","","","","","",""
"2007","Employed","East Germany","3.81","4","2906","3","3","4","5","5","3.78","3.84","2","5","4","4"
"2007","Employed","West Germany","3.84","4","9661","3","3","4","5","5","3.82","3.86","2","5","4","4"
"2007","Not Employed","East Germany","4.36","5","2102","3","4","5","5","5","4.32","4.4","2","5","4","5"
"2007","Not Employed","West Germany","4.37","5","5845","3","4","5","5","5","4.35","4.39","2","5","5","5"
"2008","Employed","East Germany","3.94","4","2800","3","4","4","5","5","3.91","3.97","1","5","4","4"
"2008","Employed","West Germany","3.95","4","9105","3","3","4","5","5","3.93","3.97","1","5","4","4"
"2008","Not Employed","East Germany","4.49","5","1985","3","4","5","5","5","4.46","4.52","1","5","5","5"
"2008","Not Employed","West Germany","4.5","5","5478","3","4","5","5","5","4.48","4.52","1","5","5","5"
"2009","Employed","East Germany","3.8","4","2686","3","3","4","5","5","3.77","3.83","2","5","4","4"
"2009","Employed","West Germany","3.82","4","8516","3","3","4","5","5","3.8","3.84","2","5","4","4"
"2009","Not Employed","East Germany","4.33","5","1860","3","4","5","5","5","4.29","4.37","2","5","4","5"
"2009","Not Employed","West Germany","4.34","5","4978","3","4","5","5","5","4.32","4.36","2","5","5","5"
"2010","Employed","East Germany","","","","","","","","","","","","","",""
"2010","Employed","West Germany","","","","","","","","","","","","","",""
"2010","Not Employed","East Germany","","","","","","","","","","","","","",""
"2010","Not Employed","West Germany","","","","","","","","","","","","","",""
"2011","Employed","East Germany","3.86","4","3904","3","3","4","5","5","3.84","3.88","2","5","4","4"
"2011","Employed","West Germany","3.82","4","14382","3","3","4","5","5","3.81","3.83","2","5","4","4"
"2011","Not Employed","East Germany","4.37","5","2413","3","4","5","5","5","4.34","4.4","2","5","4","5"
"2011","Not Employed","West Germany","4.36","5","7698","3","4","5","5","5","4.34","4.38","2","5","4","5"
"2012","Employed","East Germany","","","","","","","","","","","","","",""
"2012","Employed","West Germany","","","","","","","","","","","","","",""
"2012","Not Employed","East Germany","","","","","","","","","","","","","",""
"2012","Not Employed","West Germany","","","","","","","","","","","","","",""
"2013","Employed","East Germany","3.96","4","3575","3","4","4","5","5","3.94","3.98","1","5","4","4"
"2013","Employed","West Germany","3.89","4","13187","3","3","4","5","5","3.88","3.9","1","5","4","4"
"2013","Not Employed","East Germany","4.54","5","2157","4","4","5","5","5","4.51","4.57","1","5","5","5"
"2013","Not Employed","West Germany","4.43","5","6616","3","4","5","5","5","4.41","4.45","1","5","4","5"
"2014","Employed","East Germany","","","","","","","","","","","","","",""
"2014","Employed","West Germany","","","","","","","","","","","","","",""
"2014","Not Employed","East Germany","","","","","","","","","","","","","",""
"2014","Not Employed","West Germany","","","","","","","","","","","","","",""
"2015","Employed","East Germany","3.9","4","3239","3","4","4","5","5","3.88","3.92","2","5","4","4"
"2015","Employed","West Germany","3.86","4","13395","3","3","4","5","5","3.85","3.87","2","5","4","4"
"2015","Not Employed","East Germany","4.39","5","2194","3","4","5","5","5","4.36","4.42","2","5","4","5"
"2015","Not Employed","West Germany","4.3","4","8055","3","4","5","5","5","4.28","4.32","2","5","4","4"
"2016","Employed","East Germany","","","","","","","","","","","","","",""
"2016","Employed","West Germany","","","","","","","","","","","","","",""
"2016","Not Employed","East Germany","","","","","","","","","","","","","",""
"2016","Not Employed","West Germany","","","","","","","","","","","","","",""
"2017","Employed","East Germany","3.84","4","3639","3","3","4","5","5","3.82","3.86","2","5","4","4"
"2017","Employed","West Germany","3.79","4","14663","3","3","4","5","5","3.78","3.8","1","5","4","4"
"2017","Not Employed","East Germany","4.34","5","2733","3","4","5","5","5","4.31","4.37","2","5","5","5"
"2017","Not Employed","West Germany","4.29","4","11181","3","4","5","5","5","4.27","4.31","1","5","5","5"
"2018","Employed","East Germany","4.54","5","77","3","4","5","5","5","4.35","4.73","2","5","4","5"
"2018","Employed","West Germany","4.09","4","430","3","3","5","5","5","4","4.18","1","5","5","5"
"2018","Not Employed","East Germany","4.53","5","476","3","4","5","5","5","4.47","4.59","2","5","5","5"
"2018","Not Employed","West Germany","4.47","5","2856","3","4","5","5","5","4.44","4.5","1","5","5","5"
"2019","Employed","East Germany","3.93","4","3717","3","4","4","5","5","3.91","3.95","1","5","4","4"
"2019","Employed","West Germany","3.9","4","14834","3","3","4","5","5","3.89","3.91","1","5","4","4"
"2019","Not Employed","East Germany","4.4","5","2330","3","4","5","5","5","4.37","4.43","2","5","5","5"
"2019","Not Employed","West Germany","4.37","5","8439","3","4","5","5","5","4.35","4.39","1","5","5","5"
