"year","hgtyp1hh","migback","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1985","(Married) couple without C.","direct migration background","4.31","5","400","3","4","5","5","5","4.22","4.4","2","5","4","5"
"1985","(Married) couple without C.","indirect migration background","","","","","","","","","","","","","",""
"1985","(Married) couple without C.","no migration background","4.4","5","1996","3","4","5","5","5","4.36","4.44","2","5","5","5"
"1985","1-pers.-HH","direct migration background","4.3","5","200","3","3","5","5","5","4.15","4.45","2","5","4","5"
"1985","1-pers.-HH","indirect migration background","","","","","","","","","","","","","",""
"1985","1-pers.-HH","no migration background","4.36","5","957","3","4","5","5","5","4.29","4.43","2","5","5","5"
"1985","Couple + C. GT 16 ","direct migration background","4.11","4","425","2","4","5","5","5","4.01","4.21","2","5","4","5"
"1985","Couple + C. GT 16 ","indirect migration background","3.2","3","42","2","2","4","5","5","2.88","3.52","2","5","3","4"
"1985","Couple + C. GT 16 ","no migration background","3.84","4","1546","2","3","5","5","5","3.79","3.89","2","5","4","4"
"1985","Couple + C. LE 16","direct migration background","4.38","5","964","3","4","5","5","5","4.33","4.43","2","5","5","5"
"1985","Couple + C. LE 16","indirect migration background","","","","","","","","","","","","","",""
"1985","Couple + C. LE 16","no migration background","4.14","4","1670","3","4","5","5","5","4.1","4.18","2","5","4","4"
"1985","Couple + C. LE and GT 16","direct migration background","4.11","4.52","616","2","3","5","5","5","4.03","4.19","2","5","5","5"
"1985","Couple + C. LE and GT 16","indirect migration background","3.2","3","48","2","2","4","5","5","2.88","3.52","2","5","2","3"
"1985","Couple + C. LE and GT 16","no migration background","3.73","4","812","2","3","5","5","5","3.66","3.8","2","5","4","4"
"1985","Single parent","direct migration background","4.18","5","116","2","3","5","5","5","3.98","4.38","2","5","4","5"
"1985","Single parent","indirect migration background","","","","","","","","","","","","","",""
"1985","Single parent","no migration background","3.87","4","413","2","3","5","5","5","3.77","3.97","2","5","4","4"
"1986","(Married) couple without C.","direct migration background","4.45","5","388","3","4","5","5","5","4.36","4.54","2","5","5","5"
"1986","(Married) couple without C.","indirect migration background","","","","","","","","","","","","","",""
"1986","(Married) couple without C.","no migration background","4.4","5","1963","3","4","5","5","5","4.36","4.44","2","5","4","5"
"1986","1-pers.-HH","direct migration background","4.39","5","186","3","4","5","5","5","4.25","4.53","2","5","4","5"
"1986","1-pers.-HH","indirect migration background","","","","","","","","","","","","","",""
"1986","1-pers.-HH","no migration background","4.32","5","915","3","4","5","5","5","4.25","4.39","2","5","5","5"
"1986","Couple + C. GT 16 ","direct migration background","4.13","4","492","3","4","5","5","5","4.04","4.22","2","5","4","5"
"1986","Couple + C. GT 16 ","indirect migration background","3.22","3","48","2","2","4","4","5","2.92","3.52","2","5","3","4"
"1986","Couple + C. GT 16 ","no migration background","3.83","4","1556","2","3","5","5","5","3.78","3.88","2","5","4","4"
"1986","Couple + C. LE 16","direct migration background","4.43","5","882","3","4","5","5","5","4.38","4.48","2","5","5","5"
"1986","Couple + C. LE 16","indirect migration background","","","","","","","","","","","","","",""
"1986","Couple + C. LE 16","no migration background","4.15","4","1499","3","4","5","5","5","4.11","4.19","2","5","4","4"
"1986","Couple + C. LE and GT 16","direct migration background","4.01","4","583","2","3","5","5","5","3.92","4.1","2","5","4","5"
"1986","Couple + C. LE and GT 16","indirect migration background","3.3","3","49","2","2","4","5","5","3.01","3.59","2","5","3","3"
"1986","Couple + C. LE and GT 16","no migration background","3.77","4","761","2","3","5","5","5","3.7","3.84","2","5","4","4"
"1986","Single parent","direct migration background","3.91","4","105","2","3","5","5","5","3.69","4.13","2","5","4","5"
"1986","Single parent","indirect migration background","","","","","","","","","","","","","",""
"1986","Single parent","no migration background","3.83","4","388","2","3","5","5","5","3.72","3.94","2","5","4","4"
"1987","(Married) couple without C.","direct migration background","","","","","","","","","","","","","",""
"1987","(Married) couple without C.","indirect migration background","","","","","","","","","","","","","",""
"1987","(Married) couple without C.","no migration background","","","","","","","","","","","","","",""
"1987","1-pers.-HH","direct migration background","","","","","","","","","","","","","",""
"1987","1-pers.-HH","indirect migration background","","","","","","","","","","","","","",""
"1987","1-pers.-HH","no migration background","","","","","","","","","","","","","",""
"1987","Couple + C. GT 16 ","direct migration background","","","","","","","","","","","","","",""
"1987","Couple + C. GT 16 ","indirect migration background","","","","","","","","","","","","","",""
"1987","Couple + C. GT 16 ","no migration background","","","","","","","","","","","","","",""
