"year","regtyp","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1985","Rural Area","Female","4.3","5","1151","3","4","5","5","5","4.25","4.35","2","5","4","5"
"1985","Rural Area","Male","4.03","4","1109","2","3","5","5","5","3.97","4.09","2","5","4","4"
"1985","Urban Area","Female","4.3","5","4419","3","4","5","5","5","4.27","4.33","2","5","5","5"
"1985","Urban Area","Male","3.99","4","4286","2","3","5","5","5","3.96","4.02","2","5","4","4"
"1986","Rural Area","Female","4.26","5","1103","3","4","5","5","5","4.2","4.32","2","5","4","5"
"1986","Rural Area","Male","4","4","1064","2","3","5","5","5","3.94","4.06","2","5","4","4"
"1986","Urban Area","Female","4.31","5","4226","3","4","5","5","5","4.28","4.34","2","5","4","5"
"1986","Urban Area","Male","4","4","4165","2","3","5","5","5","3.97","4.03","2","5","4","4"
"1987","Rural Area","Female","","","","","","","","","","","","","",""
"1987","Rural Area","Male","","","","","","","","","","","","","",""
"1987","Urban Area","Female","","","","","","","","","","","","","",""
"1987","Urban Area","Male","","","","","","","","","","","","","",""
"1988","Rural Area","Female","4.27","5","1020","3","4","5","5","5","4.21","4.33","2","5","4","5"
"1988","Rural Area","Male","3.96","4","982","2","3","5","5","5","3.9","4.02","2","5","4","4"
"1988","Urban Area","Female","4.29","5","3996","3","4","5","5","5","4.26","4.32","2","5","4","5"
"1988","Urban Area","Male","4.01","4","3935","3","3","5","5","5","3.98","4.04","2","5","4","4"
"1989","Rural Area","Female","","","","","","","","","","","","","",""
"1989","Rural Area","Male","","","","","","","","","","","","","",""
"1989","Urban Area","Female","","","","","","","","","","","","","",""
"1989","Urban Area","Male","","","","","","","","","","","","","",""
"1990","Rural Area","Female","4.29","4","2416","3","4","5","5","5","4.26","4.32","1","5","4","4"
"1990","Rural Area","Male","4.06","4","2276","3","4","5","5","5","4.02","4.1","1","5","4","4"
"1990","Urban Area","Female","4.34","5","4644","3","4","5","5","5","4.32","4.36","1","5","4","5"
"1990","Urban Area","Male","4.12","4","4450","3","4","5","5","5","4.09","4.15","1","5","4","4"
"1991","Rural Area","Female","","","","","","","","","","","","","",""
"1991","Rural Area","Male","","","","","","","","","","","","","",""
"1991","Urban Area","Female","","","","","","","","","","","","","",""
