"year","migback","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1985","direct migration background","East Germany","","","","","","","","","","","","","",""
"1985","direct migration background","West Germany","4.26","5","2914","3","4","5","5","5","4.23","4.29","2","5","5","5"
"1985","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1985","indirect migration background","West Germany","3.81","4","142","2","3","5","5","5","3.63","3.99","2","5","3","4"
"1985","no migration background","East Germany","","","","","","","","","","","","","",""
"1985","no migration background","West Germany","4.15","4","7909","3","4","5","5","5","4.13","4.17","2","5","4","4"
"1986","direct migration background","East Germany","","","","","","","","","","","","","",""
"1986","direct migration background","West Germany","4.3","5","2839","3","4","5","5","5","4.27","4.33","2","5","5","5"
"1986","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1986","indirect migration background","West Germany","3.73","4","155","2","3","5","5","5","3.56","3.9","2","5","3","4"
"1986","no migration background","East Germany","","","","","","","","","","","","","",""
"1986","no migration background","West Germany","4.14","4","7564","3","4","5","5","5","4.12","4.16","2","5","4","4"
"1987","direct migration background","East Germany","","","","","","","","","","","","","",""
"1987","direct migration background","West Germany","","","","","","","","","","","","","",""
"1987","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1987","indirect migration background","West Germany","","","","","","","","","","","","","",""
"1987","no migration background","East Germany","","","","","","","","","","","","","",""
"1987","no migration background","West Germany","","","","","","","","","","","","","",""
"1988","direct migration background","East Germany","","","","","","","","","","","","","",""
"1988","direct migration background","West Germany","4.32","5","2670","3","4","5","5","5","4.29","4.35","2","5","5","5"
"1988","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1988","indirect migration background","West Germany","3.76","4","223","2","3","5","5","5","3.62","3.9","2","5","3","4"
"1988","no migration background","East Germany","","","","","","","","","","","","","",""
"1988","no migration background","West Germany","4.13","4","7040","3","4","5","5","5","4.11","4.15","2","5","4","4"
"1989","direct migration background","East Germany","","","","","","","","","","","","","",""
"1989","direct migration background","West Germany","","","","","","","","","","","","","",""
"1989","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1989","indirect migration background","West Germany","","","","","","","","","","","","","",""
"1989","no migration background","East Germany","","","","","","","","","","","","","",""
"1989","no migration background","West Germany","","","","","","","","","","","","","",""
"1990","direct migration background","East Germany","4.27","4","139","3","4","5","5","5","4.13","4.41","2","5","4","5"
"1990","direct migration background","West Germany","4.41","5","2534","3","4","5","5","5","4.38","4.44","1","5","5","5"
"1990","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1990","indirect migration background","West Germany","3.65","4","295","2","3","5","5","5","3.53","3.77","1","5","3","3"
"1990","no migration background","East Germany","4.04","4","4248","3","4","5","5","5","4.01","4.07","2","5","4","4"
"1990","no migration background","West Germany","4.24","4","6654","3","4","5","5","5","4.22","4.26","1","5","4","4"
"1991","direct migration background","East Germany","","","","","","","","","","","","","",""
"1991","direct migration background","West Germany","","","","","","","","","","","","","",""
"1991","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1991","indirect migration background","West Germany","","","","","","","","","","","","","",""
"1991","no migration background","East Germany","","","","","","","","","","","","","",""
"1991","no migration background","West Germany","","","","","","","","","","","","","",""
"1992","direct migration background","East Germany","4.44","5","145","3","4","5","5","5","4.31","4.57","2","5","4","5"
"1992","direct migration background","West Germany","4.29","5","2391","3","4","5","5","5","4.25","4.33","2","5","5","5"
"1992","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1992","indirect migration background","West Germany","3.41","3","398","2","2","4","5","5","3.31","3.51","2","5","3","3"
"1992","no migration background","East Germany","4.21","4","3803","3","4","5","5","5","4.18","4.24","2","5","4","4"
"1992","no migration background","West Germany","4.1","4","6485","3","4","5","5","5","4.08","4.12","2","5","4","4"
"1993","direct migration background","East Germany","","","","","","","","","","","","","",""
